pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,-7.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-06 14:00:00, None, None, None, None,1
None,-7.13, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-06 15:00:00, None, None, None, None,1
None,-6.969, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-06 16:00:00, None, None, None, None,1
None,-6.773, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-06 17:00:00, None, None, None, None,1
None,-6.432, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-06 18:00:00, None, None, None, None,1
None,-6.345, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-06 19:00:00, None, None, None, None,1
None,-6.209, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-06 20:00:00, None, None, None, None,1
None,-6.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-06 21:00:00, None, None, None, None,1
None,-6.335, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-06 22:00:00, None, None, None, None,1
None,-6.247, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-06 23:00:00, None, None, None, None,1
None,-6.461, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 00:00:00, None, None, None, None,1
None,-7.08, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 01:00:00, None, None, None, None,1
None,-6.325, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 02:00:00, None, None, None, None,1
None,-5.975, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 03:00:00, None, None, None, None,1
None,-5.81, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 04:00:00, None, None, None, None,1
None,-6.121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 05:00:00, None, None, None, None,1
None,-6.218, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 06:00:00, None, None, None, None,1
None,-7.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 07:00:00, None, None, None, None,1
None,-6.783, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 08:00:00, None, None, None, None,1
None,-6.227, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 09:00:00, None, None, None, None,1
None,-4.455, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 10:00:00, None, None, None, None,1
None,-2.334, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 11:00:00, None, None, None, None,1
None,-3.049, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 12:00:00, None, None, None, None,1
None,-3.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 13:00:00, None, None, None, None,1
None,-2.745, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 14:00:00, None, None, None, None,1
None,-2.84, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 15:00:00, None, None, None, None,1
None,-2.991, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 16:00:00, None, None, None, None,1
None,-3.579, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 17:00:00, None, None, None, None,1
None,-3.731, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 18:00:00, None, None, None, None,1
None,-5.349, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 19:00:00, None, None, None, None,1
None,-4.733, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 20:00:00, None, None, None, None,1
None,-4.915, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 21:00:00, None, None, None, None,1
None,-5.85, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 22:00:00, None, None, None, None,1
None,-5.628, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-07 23:00:00, None, None, None, None,1
