RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
50.5, None, None, None, 16.3, 59.91, -9.0, -0.7, -9.0, None, None, None, None, None, None, None, None, None, -0.737, None, 0.9, 51.0, None, 9.67, None, -0.7, 0.2, None,2021-10-08 00:00:00, None,41
49.96, None, None, None, 19.59, 62.06, -9.0, -0.9, -9.0, None, None, None, None, None, None, None, None, None, -0.879, None, 0.9, 50.0, None, 10.16, None, -0.9, -1.9, None,2021-10-08 01:00:00, None,41
50.23, None, None, None, 20.86, 59.81, -9.0, -1.2, -9.0, None, None, None, None, None, None, None, None, None, -1.196, None, 0.9, 50.0, None, 9.96, None, -1.2, 0.0, None,2021-10-08 02:00:00, None,41
50.24, None, None, None, 24.63, 58.43, -9.0, -1.2, -9.0, None, None, None, None, None, None, None, None, None, -1.073, None, 0.9, 50.0, None, 10.92, None, -1.1, -0.1, None,2021-10-08 03:00:00, None,41
50.4, None, None, None, 24.45, 58.96, -9.0, -1.5, -9.0, None, None, None, None, None, None, None, None, None, -1.447, None, 0.9, 50.0, None, 10.12, None, -1.4, 0.0, None,2021-10-08 04:00:00, None,41
50.3, None, None, None, 23.17, 58.98, -10.0, -1.6, -10.0, None, None, None, None, None, None, None, None, None, -1.535, None, 0.9, 50.0, None, 10.6, None, -1.5, 0.0, None,2021-10-08 05:00:00, None,41
50.61, None, None, None, 24.07, 57.42, -10.0, -1.8, -10.0, None, None, None, None, None, None, None, None, None, -1.678, None, 0.9, 51.0, None, 9.33, None, -1.7, 0.0, None,2021-10-08 06:00:00, None,41
50.52, None, None, None, 22.17, 56.55, -10.0, -1.8, -10.0, None, None, None, None, None, None, None, None, None, -1.842, None, -1.7, 51.0, None, 9.96, None, -1.8, 0.0, None,2021-10-08 07:00:00, None,41
50.43, None, None, None, 21.98, 55.99, -10.0, -1.8, -10.0, None, None, None, None, None, None, None, None, None, -1.842, None, -1.7, 50.0, None, 9.95, None, -1.8, 0.0, None,2021-10-08 08:00:00, None,41
50.2, None, None, None, 21.89, 55.83, -10.0, -1.8, -10.0, None, None, None, None, None, None, None, None, None, -1.736, None, -1.7, 50.0, None, 12.13, None, -1.7, 0.0, None,2021-10-08 09:00:00, None,41
50.65, None, None, None, 22.4, 57.92, -10.0, -1.9, -10.0, None, None, None, None, None, None, None, None, None, -1.775, None, -1.7, 51.0, None, 10.14, None, -1.8, 0.0, None,2021-10-08 10:00:00, None,41
50.6, None, None, None, 18.88, 59.12, -9.0, -1.9, -9.0, None, None, None, None, None, None, None, None, None, -1.082, None, -1.1, 51.0, None, 10.57, None, -1.1, 0.0, None,2021-10-08 11:00:00, None,41
43.7, None, None, None, 17.83, 59.89, -10.0, -1.9, -10.0, None, None, None, None, None, None, None, None, None, 1.364, None, 1.4, 44.0, None, 10.56, None, 1.4, -0.1, None,2021-10-08 12:00:00, None,41
22.64, None, None, None, 14.0, 58.61, -14.0, -1.9, -14.0, None, None, None, None, None, None, None, None, None, 5.251, None, 5.3, 23.0, None, 10.06, None, 5.3, 0.0, None,2021-10-08 13:00:00, None,41
9.82, None, None, None, 8.68, 66.75, -23.0, -1.9, -23.0, None, None, None, None, None, None, None, None, None, 6.205, None, 6.5, 10.0, None, 14.65, None, 6.2, -0.2, None,2021-10-08 14:00:00, None,41
None, None, None, None, 9.61, 72.6, -51.0, -1.9, None, None, None, None, None, None, None, None, None, None, 2.968, None, 6.5, -5.0, None, 14.95, None, 3.0, 0.0, None,2021-10-08 15:00:00, None,41
None, None, None, None, 10.23, 62.26, -52.0, -1.9, None, None, None, None, None, None, None, None, None, None, 2.707, None, 6.5, -29.0, None, 14.27, None, 2.7, 0.0, None,2021-10-08 16:00:00, None,41
None, None, None, None, 10.55, 58.46, -52.0, -1.9, None, None, None, None, None, None, None, None, None, None, 2.399, None, 6.5, -25.0, None, 11.14, None, 2.4, 0.0, None,2021-10-08 17:00:00, None,41
None, None, None, None, 11.32, 62.35, -52.0, -1.9, None, None, None, None, None, None, None, None, None, None, 1.978, None, 6.5, -81.0, None, 14.03, None, 2.0, 0.1, None,2021-10-08 18:00:00, None,41
None, None, None, None, 11.4, 70.5, -52.0, 1.5, None, None, None, None, None, None, None, None, None, None, 1.535, None, 2.0, -103.0, None, 12.95, None, 1.5, 0.0, None,2021-10-08 19:00:00, None,41
None, None, None, None, 10.8, 64.23, -52.0, 1.2, None, None, None, None, None, None, None, None, None, None, 1.245, None, 2.0, None, None, 9.06, None, 1.2, 0.0, None,2021-10-08 20:00:00, None,41
None, None, None, None, 10.72, 65.67, -53.0, 0.8, None, None, None, None, None, None, None, None, None, None, 0.764, None, 2.0, -58.0, None, 10.36, None, 0.8, 0.1, None,2021-10-08 21:00:00, None,41
None, None, None, None, 12.37, 65.36, -53.0, 0.7, None, None, None, None, None, None, None, None, None, None, 0.652, None, 2.0, -33.0, None, 10.86, None, 0.7, 0.0, None,2021-10-08 22:00:00, None,41
15.21, None, None, None, 11.01, 64.38, -23.0, 0.3, -23.0, None, None, None, None, None, None, None, None, None, 0.336, None, 2.0, 15.0, None, 10.21, None, 0.3, 0.0, None,2021-10-08 23:00:00, None,41
None, None, None, None, 11.49, 62.45, -53.0, 0.2, None, None, None, None, None, None, None, None, None, None, 0.174, None, 2.0, -3.0, None, 11.43, None, 0.2, 0.0, None,2021-10-09 00:00:00, None,41
40.18, None, None, None, 9.8, 63.53, -11.0, -0.2, -11.0, None, None, None, None, None, None, None, None, None, -0.228, None, 2.0, 40.0, None, 12.51, None, -0.2, 0.0, None,2021-10-09 01:00:00, None,41
46.0, None, None, None, 8.21, 66.25, -9.0, -0.3, -9.0, None, None, None, None, None, None, None, None, None, -0.304, None, 2.0, 46.0, None, 11.28, None, -0.3, 0.0, None,2021-10-09 02:00:00, None,41
28.85, None, None, None, 6.709, 65.47, -15.0, -1.2, -15.0, None, None, None, None, None, None, None, None, None, -1.187, None, 2.0, 29.0, None, 13.68, None, -1.2, 0.0, None,2021-10-09 03:00:00, None,41
None, None, None, None, 6.215, 73.7, -50.0, -1.4, None, None, None, None, None, None, None, None, None, None, -1.092, None, 2.0, None, None, 17.07, None, -1.1, 0.0, None,2021-10-09 04:00:00, None,41
None, None, None, None, 6.117, 72.9, -50.0, -1.4, None, None, None, None, None, None, None, None, None, None, -0.525, None, 2.0, None, None, 16.27, None, -0.5, 0.0, None,2021-10-09 05:00:00, None,41
None, None, None, None, 5.682, 79.9, -53.0, -1.4, None, None, None, None, None, None, None, None, None, None, 1.049, None, 2.0, None, None, 15.63, None, 1.0, -0.1, None,2021-10-09 06:00:00, None,41
None, None, None, None, 2.595, 70.9, -52.0, 1.0, None, None, None, None, None, None, None, None, None, None, 1.184, None, 1.3, None, None, 33.31, None, 1.2, 0.0, None,2021-10-09 07:00:00, None,41
None, None, None, None, 5.511, 72.7, -53.0, 0.8, None, None, None, None, None, None, None, None, None, None, 0.903, None, 1.3, None, None, 15.58, None, 0.9, 0.0, None,2021-10-09 08:00:00, None,41
None, None, None, None, 5.332, 76.2, -52.0, 0.8, None, None, None, None, None, None, None, None, None, None, 1.912, None, 1.9, None, None, 13.62, None, 1.9, 0.0, None,2021-10-09 09:00:00, None,41
None, None, None, None, 3.526, 74.5, -51.0, 0.8, None, None, None, None, None, None, None, None, None, None, 2.922, None, 2.9, None, None, 31.55, None, 2.9, -0.3, None,2021-10-09 10:00:00, None,41
None, None, None, None, 2.422, 57.76, -51.0, 0.8, None, None, None, None, None, None, None, None, None, None, 3.506, None, 3.5, None, None, 46.63, None, 3.5, 0.0, None,2021-10-09 11:00:00, None,41
29.18, None, None, None, 1.183, 23.33, -12.0, 0.8, -12.0, None, None, None, None, None, None, None, None, None, 4.25, None, 4.4, 29.0, None, 62.81, None, 4.3, 0.1, None,2021-10-09 12:00:00, None,41
None, None, None, None, 1.17, 198.1, -51.0, 0.8, None, None, None, None, None, None, None, None, None, None, 3.853, None, 4.4, None, None, 66.64, None, 3.9, 0.0, None,2021-10-09 13:00:00, None,41
None, None, None, None, 1.216, 144.9, -51.0, 0.8, None, None, None, None, None, None, None, None, None, None, 3.516, None, 4.4, None, None, 64.9, None, 3.5, 0.0, None,2021-10-09 14:00:00, None,41
None, None, None, None, 2.653, 55.79, -51.0, 0.8, None, None, None, None, None, None, None, None, None, None, 3.787, None, 4.4, None, None, 37.15, None, 3.8, 0.0, None,2021-10-09 15:00:00, None,41
None, None, None, None, 8.82, 69.9, -51.0, 0.8, None, None, None, None, None, None, None, None, None, None, 3.419, None, 4.4, None, None, 12.05, None, 3.4, 0.2, None,2021-10-09 16:00:00, None,41
None, None, None, None, 9.12, 74.8, -51.0, 0.8, None, None, None, None, None, None, None, None, None, None, 2.777, None, 4.4, None, None, 15.12, None, 2.8, 0.0, None,2021-10-09 17:00:00, None,41
None, None, None, None, 7.84, 80.7, -52.0, 0.8, None, None, None, None, None, None, None, None, None, None, 2.179, None, 4.4, None, None, 14.99, None, 2.2, 0.7, None,2021-10-09 18:00:00, None,41
None, None, None, None, 6.379, 86.0, -52.0, 2.1, None, None, None, None, None, None, None, None, None, None, 2.197, None, 2.2, None, None, 19.13, None, 2.2, 2.1, None,2021-10-09 19:00:00, None,41
None, None, None, None, 0.77, 12.18, -52.0, 1.7, None, None, None, None, None, None, None, None, None, None, 1.745, None, 2.2, None, None, 67.52, None, 1.7, 3.5, None,2021-10-09 20:00:00, None,41
None, None, None, None, 2.216, 19.82, -52.0, 1.2, None, None, None, None, None, None, None, None, None, None, 1.159, None, 2.2, None, None, 40.72, None, 1.2, 2.0, None,2021-10-09 21:00:00, None,41
None, None, None, None, 4.361, 58.46, -53.0, 0.7, None, None, None, None, None, None, None, None, None, None, 0.757, None, 2.2, None, None, 23.11, None, 0.8, 2.7, None,2021-10-09 22:00:00, None,41
None, None, None, None, 8.91, 79.6, -53.0, 0.7, None, None, None, None, None, None, None, None, None, None, 0.958, None, 2.2, None, None, 14.94, None, 1.0, 0.9, None,2021-10-09 23:00:00, None,41
None, None, None, None, 8.69, 78.0, -52.0, 0.7, None, None, None, None, None, None, None, None, None, None, 1.419, None, 2.2, None, None, 15.48, None, 1.4, 0.0, None,2021-10-10 00:00:00, None,41
None, None, None, None, 6.073, 70.2, -52.0, 0.7, None, None, None, None, None, None, None, None, None, None, 1.724, None, 2.2, None, None, 18.47, None, 1.7, 0.4, None,2021-10-10 01:00:00, None,41
None, None, None, None, 5.798, 73.5, -52.0, 0.7, None, None, None, None, None, None, None, None, None, None, 1.839, None, 2.2, None, None, 15.46, None, 1.8, 0.6, None,2021-10-10 02:00:00, None,41
None, None, None, None, 1.848, 44.39, -52.0, 0.7, None, None, None, None, None, None, None, None, None, None, 2.053, None, 2.2, None, None, 43.75, None, 2.1, 1.3, None,2021-10-10 03:00:00, None,41
None, None, None, None, 0.962, 321.8, -52.0, 0.7, None, None, None, None, None, None, None, None, None, None, 2.215, None, 2.3, None, None, 65.29, None, 2.2, 1.7, None,2021-10-10 04:00:00, None,41
None, None, None, None, 0.082, 184.8, -52.0, 0.7, None, None, None, None, None, None, None, None, None, None, 2.111, None, 2.3, None, None, 80.1, None, 2.1, 1.8, None,2021-10-10 05:00:00, None,41
None, None, None, None, 0.58, 192.2, -52.0, 0.7, None, None, None, None, None, None, None, None, None, None, 2.179, None, 2.3, None, None, 75.7, None, 2.2, 0.6, None,2021-10-10 06:00:00, None,41
None, None, None, None, 3.02, 152.0, -52.0, 2.2, None, None, None, None, None, None, None, None, None, None, 2.619, None, 2.6, None, None, 60.49, None, 2.6, 0.2, None,2021-10-10 07:00:00, None,41
None, None, None, None, 4.8, 239.3, -53.0, 0.4, None, None, None, None, None, None, None, None, None, None, 0.401, None, 2.7, None, None, 60.07, None, 0.4, 0.7, None,2021-10-10 08:00:00, None,41
None, None, None, None, 7.06, 236.6, -50.0, -0.4, None, None, None, None, None, None, None, None, None, None, -0.346, None, 2.7, None, None, 37.0, None, -0.3, 1.2, None,2021-10-10 09:00:00, None,41
None, None, None, None, 5.248, 206.3, -50.0, -0.4, None, None, None, None, None, None, None, None, 20.6, None, -0.348, None, 2.7, None, None, 35.26, None, -0.3, 0.0, None,2021-10-10 10:00:00, None,41
None, None, None, None, 5.542, 197.2, -50.0, -0.4, None, None, None, None, None, None, None, None, 21.0, None, -0.414, None, 2.7, None, None, 39.23, None, -0.4, 0.4, None,2021-10-10 11:00:00, None,41
None, None, None, None, 4.817, 188.6, -49.0, -0.4, None, None, None, None, None, None, None, None, 21.0, None, -0.154, None, 2.7, None, None, 47.92, None, -0.2, 0.1, None,2021-10-10 12:00:00, None,41
None, None, None, None, 8.02, 202.6, -53.0, -0.4, None, None, None, None, None, None, None, None, 21.0, None, 0.107, None, 2.7, None, None, 27.38, None, 0.1, 0.0, None,2021-10-10 13:00:00, None,41
None, None, None, None, 2.891, 185.0, -52.0, -0.4, None, None, None, None, None, None, None, None, 21.0, None, 1.237, None, 2.7, None, None, 55.39, None, 1.2, 0.0, None,2021-10-10 14:00:00, None,41
None, None, None, None, 3.101, 193.5, -52.0, -0.4, None, None, None, None, None, None, None, None, 21.0, None, 1.428, None, 2.7, None, None, 54.12, None, 1.4, 0.0, None,2021-10-10 15:00:00, None,41
None, None, None, None, 2.29, 218.4, -52.0, -0.4, None, None, None, None, None, None, None, None, 20.8, None, 1.341, None, 2.7, None, None, 63.24, None, 1.3, 0.0, None,2021-10-10 16:00:00, None,41
None, None, None, None, 4.026, 226.4, -52.0, -0.4, None, None, None, None, None, None, None, None, 20.8, None, 1.428, None, 2.7, None, None, 39.78, None, 1.4, 0.0, None,2021-10-10 17:00:00, None,41
None, None, None, None, 0.602, 207.3, -53.0, -0.4, None, None, None, None, None, None, None, None, 20.1, None, 0.728, None, 2.7, None, None, 73.1, None, 0.7, 0.0, None,2021-10-10 18:00:00, None,41
None, None, None, None, 3.83, 202.8, -53.0, 0.3, None, None, None, None, None, None, None, None, 18.2, None, 0.258, None, 0.7, None, None, 43.83, None, 0.3, 0.2, None,2021-10-10 19:00:00, None,41
None, None, None, None, 5.366, 186.9, -50.0, -0.5, None, None, None, None, None, None, None, None, 14.7, None, -0.453, None, 0.7, None, None, 42.63, None, -0.5, 0.0, None,2021-10-10 20:00:00, None,41
None, None, None, None, 4.971, 187.1, -50.0, -0.8, None, None, None, None, None, None, None, None, 12.7, None, -0.75, None, 0.7, None, None, 36.45, None, -0.8, 0.0, None,2021-10-10 21:00:00, None,41
None, None, None, None, 4.511, 186.5, -50.0, -0.8, None, None, None, None, None, None, None, None, 10.0, None, -0.769, None, 0.7, None, None, 40.94, None, -0.8, 0.0, None,2021-10-10 22:00:00, None,41
None, None, None, None, 4.804, 196.1, -50.0, -1.0, None, None, None, None, None, None, None, None, 9.1, None, -0.738, None, 0.7, None, None, 41.43, None, -0.7, 0.0, None,2021-10-10 23:00:00, None,41
None, None, None, None, 7.02, 189.7, -50.0, -1.0, None, None, None, None, None, None, None, None, 9.1, None, -0.852, None, 0.7, None, None, 22.48, None, -0.9, 0.0, None,2021-10-11 00:00:00, None,41
None, None, None, None, 5.615, 186.9, -50.0, -1.0, None, None, None, None, None, None, None, None, 8.7, None, -1.016, None, 0.7, None, None, 25.47, None, -1.0, 0.0, None,2021-10-11 01:00:00, None,41
None, None, None, None, 6.509, 184.3, -50.0, -1.0, None, None, None, None, None, None, None, None, 8.1, None, -1.024, None, 0.7, None, None, 26.86, None, -1.0, 0.0, None,2021-10-11 02:00:00, None,41
None, None, None, None, 6.401, 200.4, -50.0, -1.0, None, None, None, None, None, None, None, None, 6.8, None, -0.938, None, 0.7, None, None, 24.62, None, -0.9, 0.0, None,2021-10-11 03:00:00, None,41
None, None, None, None, 9.37, 191.4, -50.0, -1.1, None, None, None, None, None, None, None, None, 5.1, None, -1.036, None, 0.7, None, None, 16.69, None, -1.0, 0.0, None,2021-10-11 04:00:00, None,41
None, None, None, None, 8.56, 188.9, -50.0, -1.1, None, None, None, None, None, None, None, None, 3.3, None, -1.073, None, 0.7, None, None, 17.48, None, -1.1, 0.0, None,2021-10-11 05:00:00, None,41
None, None, None, None, 9.82, 186.8, -50.0, -1.3, None, None, None, None, None, None, None, None, 2.7, None, -1.189, None, 0.7, None, None, 13.66, None, -1.2, 0.0, None,2021-10-11 06:00:00, None,41
None, None, None, None, 9.0, 199.0, -50.0, -1.2, None, None, None, None, None, None, None, None, 2.5, None, -1.073, None, -1.0, None, None, 15.81, None, -1.1, 0.0, None,2021-10-11 07:00:00, None,41
None, None, None, None, 8.57, 198.2, -50.0, -1.2, None, None, None, None, None, None, None, None, 1.8, None, -1.178, None, -1.0, None, None, 20.23, None, -1.2, 0.0, None,2021-10-11 08:00:00, None,41
None, None, None, None, 7.23, 196.3, -50.0, -1.2, None, None, None, None, None, None, None, None, 0.6, None, -1.015, None, -1.0, None, None, 21.41, None, -1.0, 0.0, None,2021-10-11 09:00:00, None,41
None, None, None, None, 6.916, 186.1, -53.0, -1.2, None, None, None, None, None, None, None, None, None, None, 0.097, None, 0.1, None, None, 21.42, None, 0.1, None, None,2021-10-11 11:00:00, None,41
None, None, None, None, 4.234, 186.2, -52.0, -1.2, None, None, None, None, None, None, None, None, None, None, 1.751, None, 1.8, None, None, 30.74, None, 1.8, -0.1, None,2021-10-11 12:00:00, None,41
None, None, None, None, 4.365, 225.6, -52.0, -1.2, None, None, None, None, None, None, None, None, None, None, 1.966, None, 2.0, None, None, 23.16, None, 2.0, 0.0, None,2021-10-11 13:00:00, None,41
None, None, None, None, 2.891, 245.5, -51.0, -1.2, None, None, None, None, None, None, None, None, None, None, 2.891, None, 3.4, None, None, 36.97, None, 2.9, 0.0, None,2021-10-11 14:00:00, None,41
None, None, None, None, 3.33, 224.9, -52.0, -1.2, None, None, None, None, None, None, None, None, None, None, 1.688, None, 3.4, None, None, 37.89, None, 1.7, 0.0, None,2021-10-11 15:00:00, None,41
None, None, None, None, 5.591, 221.5, -53.0, -1.2, None, None, None, None, None, None, None, None, None, None, 0.786, None, 3.4, None, None, 20.32, None, 0.8, None, None,2021-10-11 17:00:00, None,41
None, None, None, None, 5.311, 207.1, -49.0, -1.2, None, None, None, None, None, None, None, None, None, None, -0.183, None, 3.4, None, None, 19.53, None, -0.2, 0.0, None,2021-10-11 18:00:00, None,41
None, None, None, None, 4.425, 232.6, -50.0, -1.2, None, None, None, None, None, None, None, None, None, None, -1.221, None, -0.2, None, None, 20.38, None, -1.2, 0.1, None,2021-10-11 19:00:00, None,41
None, None, None, None, 4.874, 224.9, -50.0, -1.6, None, None, None, None, None, None, None, None, None, None, -1.644, None, -0.2, None, None, 22.42, None, -1.6, 0.0, None,2021-10-11 20:00:00, None,41
None, None, None, None, 4.31, 214.0, -51.0, -1.9, None, None, None, None, None, None, None, None, None, None, -1.85, None, -0.2, None, None, 19.01, None, -1.9, 0.0, None,2021-10-11 21:00:00, None,41
None, None, None, None, 4.048, 219.0, -51.0, -2.0, None, None, None, None, None, None, None, None, None, None, -1.987, None, -0.2, None, None, 17.38, None, -2.0, 0.0, None,2021-10-11 22:00:00, None,41
