station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
0.0, 0.0, -15.0, 0.0, 2022-01-01 00:00:00, 32.0, -12.0
19.6, 0.0, -13.0, 24.6, 2022-01-02 00:00:00, 32.0, -4.5
5.0, 0.0, -9.0, 8.0, 2022-01-03 00:00:00, 55.0, -0.5
2.4, 0.0, -9.0, 3.4, 2022-01-04 00:00:00, 62.0, -2.5
None, None, -6.0, None, 2022-01-05 00:00:00, 58.0, None
7.4, 0.0, None, 6.6, 2022-01-06 00:00:00, None, -3.0
2.4, 0.0, -5.0, 2.4, 2022-01-07 00:00:00, 62.0, 0.5
0.0, 0.0, -11.5, 0.2, 2022-01-08 00:00:00, 58.0, -1.5
0.0, 0.0, -11.0, 0.0, 2022-01-09 00:00:00, 55.0, 3.0
0.8, 0.0, -9.0, 1.0, 2022-01-10 00:00:00, 54.0, -2.0
9.0, 4.0, -5.0, 5.0, 2022-01-11 00:00:00, 51.0, 1.0
4.6, 4.6, -2.0, 0.0, 2022-01-12 00:00:00, 53.0, 1.5
0.0, 0.0, 0.5, 0.0, 2022-01-13 00:00:00, 48.0, 3.0
0.2, 0.2, 0.5, 0.0, 2022-01-14 00:00:00, 41.0, 3.0
0.0, 0.0, 1.0, 0.0, 2022-01-15 00:00:00, 39.0, 3.5
0.0, 0.0, 0.5, 0.0, 2022-01-16 00:00:00, 34.0, 3.5
0.0, 0.0, 1.0, 0.0, 2022-01-17 00:00:00, 31.0, 3.5
0.0, 0.0, 1.0, 0.0, 2022-01-18 00:00:00, 30.0, 4.0
10.4, 0.0, -3.5, 10.8, 2022-01-19 00:00:00, 29.0, 2.0
2.2, 0.0, -1.0, 3.0, 2022-01-20 00:00:00, 38.0, 1.0
0.0, 0.0, -1.0, 0.0, 2022-01-21 00:00:00, 36.0, 3.0
0.0, 0.0, 0.0, 0.0, 2022-01-22 00:00:00, 34.0, 2.0
0.0, 0.0, -1.0, 0.0, 2022-01-23 00:00:00, 32.0, 1.0
0.0, 0.0, -1.5, 0.0, 2022-01-24 00:00:00, 31.0, 2.0
0.0, 0.0, -5.5, 0.0, 2022-01-25 00:00:00, 31.0, 0.0
0.0, 0.0, -2.5, 0.0, 2022-01-26 00:00:00, 31.0, 0.0
0.0, 0.0, -2.5, 0.0, 2022-01-27 00:00:00, 30.0, 2.0
0.0, 0.0, -4.5, 0.0, 2022-01-28 00:00:00, 30.0, -1.5
0.8, 0.0, -9.0, 1.0, 2022-01-29 00:00:00, 30.0, -1.5
None, None, -6.5, None, 2022-01-30 00:00:00, 31.0, None
0.0, 0.0, -2.5, 0.0, 2022-01-31 00:00:00, 31.0, 4.5
0.0, 0.0, -7.5, 0.0, 2022-02-01 00:00:00, 30.0, 3.0
0.0, 0.0, -14.0, 0.2, 2022-02-02 00:00:00, 29.0, -4.0
0.0, 0.0, -8.5, 0.0, 2022-02-03 00:00:00, 29.0, -1.0
2.4, 0.0, -7.0, 3.0, 2022-02-04 00:00:00, 29.0, 0.5
0.0, 0.0, -3.0, 0.0, 2022-02-05 00:00:00, 32.0, 3.5
0.0, 0.0, -1.5, 0.0, 2022-02-06 00:00:00, 31.0, 3.5
0.0, 0.0, -3.5, 0.0, 2022-02-07 00:00:00, 31.0, 6.5
0.0, 0.0, -2.5, 0.0, 2022-02-08 00:00:00, 31.0, 5.0
None, None, -2.5, None, 2022-02-09 00:00:00, 31.0, None
0.0, 0.0, None, 0.0, 2022-02-10 00:00:00, None, 6.0
0.0, 0.0, -6.0, 0.0, 2022-02-11 00:00:00, 27.0, 8.0
None, None, -9.0, None, 2022-02-12 00:00:00, 26.0, None
0.0, 0.0, -9.0, 0.0, 2022-02-13 00:00:00, 25.0, 7.0
2.6, 0.0, -6.5, 2.6, 2022-02-14 00:00:00, 25.0, 1.0
0.0, 0.0, -2.0, 0.0, 2022-02-15 00:00:00, 28.0, 3.0
None, None, -2.0, None, 2022-02-16 00:00:00, 26.0, None
0.0, 0.0, None, 0.0, 2022-02-17 00:00:00, None, 5.0
0.0, 0.0, -1.0, 0.0, 2022-02-18 00:00:00, 24.0, 6.5
0.0, 0.0, 0.5, 0.0, 2022-02-19 00:00:00, 22.0, 5.5
0.0, 0.0, -2.0, 0.0, 2022-02-20 00:00:00, 20.0, 8.0
0.0, 0.0, -5.0, 0.0, 2022-02-21 00:00:00, 19.0, -0.5
0.0, 0.0, -10.5, 0.0, 2022-02-22 00:00:00, 18.0, -4.5
0.0, 0.0, -15.5, 0.2, 2022-02-23 00:00:00, 17.0, -3.5
0.0, 0.0, -14.5, 0.0, 2022-02-24 00:00:00, 16.0, -1.0
None, None, -13.0, None, 2022-02-25 00:00:00, 16.0, None
1.6, 0.0, -12.5, 1.8, 2022-02-26 00:00:00, 16.0, 4.5
12.2, 0.0, -11.0, 12.2, 2022-02-27 00:00:00, 18.0, 1.5
10.2, 5.2, -1.5, 5.0, 2022-02-28 00:00:00, 29.0, 1.5
None, None, 0.5, None, 2022-03-01 00:00:00, 27.0, None
None, None, 1.0, None, 2022-03-02 00:00:00, 21.0, None
3.2, 3.2, 1.0, 0.0, 2022-03-03 00:00:00, 18.0, 4.5
None, None, 0.0, None, 2022-03-04 00:00:00, 16.0, None
