station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
1.2, 0.0, -22.0, 4.0, 2022-01-01 00:00:00, 18.0, -0.5
3.0, 0.0, -25.0, 7.8, 2022-01-02 00:00:00, 19.0, -21.0
0.8, 0.0, -29.0, 3.0, 2022-01-03 00:00:00, 23.0, -28.0
0.0, 0.0, -33.0, 0.2, 2022-01-04 00:00:00, 26.0, -30.5
0.2, 0.0, -34.0, 0.4, 2022-01-05 00:00:00, 26.0, -27.0
0.2, 0.0, -27.5, 1.2, 2022-01-06 00:00:00, 25.0, -24.0
0.6, 0.0, -27.5, 3.0, 2022-01-07 00:00:00, 26.0, -22.5
5.2, 0.0, -29.5, 9.4, 2022-01-08 00:00:00, 28.0, -21.5
0.0, 0.0, -23.0, 0.4, 2022-01-09 00:00:00, 38.0, -16.5
0.0, 0.0, -19.5, 0.0, 2022-01-10 00:00:00, 37.0, 4.5
0.0, 0.0, -8.0, 0.0, 2022-01-11 00:00:00, 36.0, 6.5
0.0, 0.0, -5.0, 0.0, 2022-01-12 00:00:00, 35.0, 5.0
0.0, 0.0, -10.0, 0.0, 2022-01-13 00:00:00, 33.0, -1.0
0.0, 0.0, -13.0, 0.0, 2022-01-14 00:00:00, 33.0, 6.5
0.0, 0.0, -0.5, 0.0, 2022-01-15 00:00:00, 29.0, 5.5
0.0, 0.0, -1.5, 0.2, 2022-01-16 00:00:00, 26.0, 1.0
1.4, 0.0, -17.0, 4.0, 2022-01-17 00:00:00, 25.0, -12.0
0.0, 0.0, -32.0, 0.0, 2022-01-18 00:00:00, 27.0, -18.5
0.4, 0.0, -30.5, 0.6, 2022-01-19 00:00:00, 27.0, 6.0
0.0, 0.0, -5.0, 0.0, 2022-01-20 00:00:00, 25.0, 6.0
0.0, 0.0, -6.5, 0.0, 2022-01-21 00:00:00, 24.0, 7.5
0.0, 0.0, 6.0, 0.0, 2022-01-22 00:00:00, 24.0, 8.0
0.0, 0.0, 4.0, 0.0, 2022-01-23 00:00:00, 22.0, 8.0
0.0, 0.0, -3.5, 0.0, 2022-01-24 00:00:00, 18.0, 4.5
0.0, 0.0, 1.5, 0.0, 2022-01-25 00:00:00, 16.0, 7.5
0.0, 0.0, -1.5, 0.0, 2022-01-26 00:00:00, 15.0, 3.5
0.0, 0.0, -3.5, 0.0, 2022-01-27 00:00:00, 14.0, 5.5
0.0, 0.0, -4.5, 0.0, 2022-01-28 00:00:00, 14.0, 5.0
0.0, 0.0, 0.0, 0.0, 2022-01-29 00:00:00, 13.0, 5.0
0.4, 0.0, -6.0, 2.0, 2022-01-30 00:00:00, 12.0, 2.0
0.4, 0.0, -18.0, 2.0, 2022-01-31 00:00:00, 14.0, -16.0
0.0, 0.0, -29.5, 0.4, 2022-02-01 00:00:00, 16.0, -16.5
1.6, 0.0, -29.5, 3.8, 2022-02-02 00:00:00, 16.0, -13.5
4.0, 0.0, -20.5, 9.2, 2022-02-03 00:00:00, 19.0, -16.5
0.0, 0.0, -19.0, 0.0, 2022-02-04 00:00:00, 23.0, 5.0
0.0, 0.0, -18.0, 0.0, 2022-02-05 00:00:00, 23.0, 7.0
0.0, 0.0, 4.5, 0.0, 2022-02-06 00:00:00, 15.0, 8.5
0.0, 0.0, 3.5, 0.0, 2022-02-07 00:00:00, 12.0, 8.0
0.0, 0.0, 3.5, 0.0, 2022-02-08 00:00:00, 9.0, 7.0
0.0, 0.0, 2.0, 0.0, 2022-02-09 00:00:00, 6.0, 12.0
0.0, 0.0, 6.0, 0.0, 2022-02-10 00:00:00, 4.0, 8.0
0.0, 0.0, -7.5, 0.0, 2022-02-11 00:00:00, 2.0, 6.0
0.0, 0.0, 0.5, 0.0, 2022-02-12 00:00:00, 2.0, 11.0
0.0, 0.0, 0.5, 0.0, 2022-02-13 00:00:00, 0.0, 7.0
0.0, 0.0, -4.0, 0.0, 2022-02-14 00:00:00, 0.0, 3.0
0.0, 0.0, -8.0, 0.0, 2022-02-15 00:00:00, 0.0, -6.0
0.0, 0.0, -12.5, 0.0, 2022-02-16 00:00:00, 0.0, 7.0
0.2, 0.0, -4.0, 1.0, 2022-02-17 00:00:00, 0.0, 9.0
0.0, 0.0, -15.5, 0.0, 2022-02-18 00:00:00, 1.0, 7.5
2.0, 0.0, -14.0, 6.0, 2022-02-19 00:00:00, 0.0, 5.0
1.4, 0.0, -19.5, 4.0, 2022-02-20 00:00:00, 5.0, -17.5
0.0, 0.0, -29.5, 0.0, 2022-02-21 00:00:00, 9.0, -15.0
0.0, 0.0, -33.0, 0.0, 2022-02-22 00:00:00, 9.0, -7.5
0.6, 0.0, -12.5, 1.4, 2022-02-23 00:00:00, 8.0, -7.0
0.0, 0.0, -14.0, 0.0, 2022-02-24 00:00:00, 7.0, 1.0
0.0, 0.0, -7.5, 0.0, 2022-02-25 00:00:00, 7.0, 5.0
0.6, 0.0, -3.0, 1.4, 2022-02-26 00:00:00, 6.0, 3.5
2.2, 0.0, -9.0, 5.4, 2022-02-27 00:00:00, 7.0, -6.0
0.4, 0.0, -15.0, 0.8, 2022-02-28 00:00:00, 12.0, -6.0
3.8, 0.0, -8.0, 7.0, 2022-03-01 00:00:00, 12.0, -6.0
0.4, 0.0, -8.5, 1.2, 2022-03-02 00:00:00, 18.0, -4.0
0.6, 0.0, -7.0, 1.4, 2022-03-03 00:00:00, 18.0, 1.0
0.0, 0.0, -11.0, 0.0, 2022-03-04 00:00:00, 17.0, 4.0
