wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
325.0, None, None,0.0, None,2.3, None,-1.3, None, None, None,97.0,2020-01-19 09:00:00,3,,,,,,
86.0, None, None,0.0, None,1.0, None,-0.5, None, None, None,93.0,2020-01-19 10:00:00,3,,,,,,
151.0, None, None,0.0, None,1.1, None,0.4, None, None, None,92.0,2020-01-19 11:00:00,3,,,,,,
138.0, None, None,0.4, None,0.4, None,0.0, None, None, None,94.0,2020-01-19 12:00:00,3,,,,,,
176.0, None, None,0.0, None,0.9, None,0.6, None, None, None,94.0,2020-01-19 13:00:00,3,,,,,,
3.0, None, None,0.0, None,0.6, None,0.3, None, None, None,96.0,2020-01-19 14:00:00,3,,,,,,
192.0, None, None,0.0, None,0.8, None,-0.2, None, None, None,98.0,2020-01-19 15:00:00,3,,,,,,
303.0, None, None,0.2, None,2.0, None,-0.3, None, None, None,99.0,2020-01-19 16:00:00,3,,,,,,
249.0, None, None,0.2, None,1.5, None,-0.3, None, None, None,99.0,2020-01-19 17:00:00,3,,,,,,
321.0, None, None,0.0, None,1.1, None,-0.1, None, None, None,99.0,2020-01-19 18:00:00,3,,,,,,
183.0, None, None,0.2, None,2.4, None,0.0, None, None, None,99.0,2020-01-19 19:00:00,3,,,,,,
178.0, None, None,0.0, None,1.0, None,0.0, None, None, None,99.0,2020-01-19 20:00:00,3,,,,,,
155.0, None, None,0.0, None,1.5, None,0.1, None, None, None,99.0,2020-01-19 21:00:00,3,,,,,,
211.0, None, None,0.2, None,2.0, None,-0.2, None, None, None,99.0,2020-01-19 22:00:00,3,,,,,,
306.0, None, None,0.0, None,2.6, None,-0.1, None, None, None,100.0,2020-01-19 23:00:00,3,,,,,,
300.0, None, None,0.0, None,2.1, None,0.2, None, None, None,100.0,2020-01-20 00:00:00,3,,,,,,
209.0, None, None,0.0, None,2.0, None,0.5, None, None, None,99.0,2020-01-20 01:00:00,3,,,,,,
257.0, None, None,0.0, None,0.9, None,0.3, None, None, None,99.0,2020-01-20 02:00:00,3,,,,,,
302.0, None, None,0.0, None,2.3, None,0.4, None, None, None,99.0,2020-01-20 03:00:00,3,,,,,,
169.0, None, None,0.0, None,4.2, None,0.3, None, None, None,99.0,2020-01-20 04:00:00,3,,,,,,
208.0, None, None,0.0, None,1.6, None,-0.5, None, None, None,99.0,2020-01-20 05:00:00,3,,,,,,
171.0, None, None,0.0, None,1.7, None,-0.1, None, None, None,99.0,2020-01-20 06:00:00,3,,,,,,
182.0, None, None,0.0, None,2.3, None,0.3, None, None, None,98.0,2020-01-20 07:00:00,3,,,,,,
220.0, None, None,0.0, None,1.8, None,1.4, None, None, None,93.0,2020-01-20 08:00:00,3,,,,,,
133.0, None, None,0.2, None,6.0, None,1.7, None, None, None,91.0,2020-01-20 09:00:00,3,,,,,,
172.0, None, None,0.4, None,2.3, None,3.1, None, None, None,89.0,2020-01-20 10:00:00,3,,,,,,
140.0, None, None,0.8, None,8.4, None,3.9, None, None, None,79.0,2020-01-20 11:00:00,3,,,,,,
142.0, None, None,1.4, None,6.5, None,3.6, None, None, None,81.0,2020-01-20 12:00:00,3,,,,,,
149.0, None, None,1.8, None,6.5, None,3.3, None, None, None,82.0,2020-01-20 13:00:00,3,,,,,,
144.0, None, None,0.4, None,4.5, None,3.6, None, None, None,81.0,2020-01-20 14:00:00,3,,,,,,
182.0, None, None,0.8, None,5.2, None,2.6, None, None, None,86.0,2020-01-20 15:00:00,3,,,,,,
291.0, None, None,0.4, None,1.1, None,1.8, None, None, None,91.0,2020-01-20 16:00:00,3,,,,,,
354.0, None, None,0.2, None,0.8, None,1.9, None, None, None,91.0,2020-01-20 17:00:00,3,,,,,,
181.0, None, None,0.2, None,1.3, None,1.4, None, None, None,92.0,2020-01-20 18:00:00,3,,,,,,
191.0, None, None,0.4, None,1.3, None,1.3, None, None, None,93.0,2020-01-20 19:00:00,3,,,,,,
150.0, None, None,0.0, None,2.9, None,1.3, None, None, None,91.0,2020-01-20 20:00:00,3,,,,,,
164.0, None, None,0.0, None,0.2, None,0.8, None, None, None,93.0,2020-01-20 21:00:00,3,,,,,,
184.0, None, None,0.0, None,0.9, None,0.7, None, None, None,93.0,2020-01-20 22:00:00,3,,,,,,
174.0, None, None,0.0, None,1.7, None,0.6, None, None, None,94.0,2020-01-20 23:00:00,3,,,,,,
357.0, None, None,0.0, None,1.3, None,0.5, None, None, None,96.0,2020-01-21 00:00:00,3,,,,,,
286.0, None, None,0.0, None,1.5, None,0.7, None, None, None,95.0,2020-01-21 01:00:00,3,,,,,,
298.0, None, None,0.0, None,0.0, None,0.3, None, None, None,97.0,2020-01-21 02:00:00,3,,,,,,
194.0, None, None,0.0, None,0.0, None,-0.2, None, None, None,97.0,2020-01-21 03:00:00,3,,,,,,
317.0, None, None,0.0, None,5.9, None,-0.7, None, None, None,99.0,2020-01-21 04:00:00,3,,,,,,
354.0, None, None,0.0, None,0.5, None,0.0, None, None, None,99.0,2020-01-21 05:00:00,3,,,,,,
318.0, None, None,0.0, None,3.6, None,-0.2, None, None, None,99.0,2020-01-21 06:00:00,3,,,,,,
314.0, None, None,0.0, None,4.6, None,0.1, None, None, None,99.0,2020-01-21 07:00:00,3,,,,,,
239.0, None, None,0.0, None,2.4, None,0.1, None, None, None,97.0,2020-01-21 08:00:00,3,,,,,,
156.0, None, None,0.0, None,0.2, None,0.1, None, None, None,98.0,2020-01-21 09:00:00,3,,,,,,
343.0, None, None,0.2, None,2.3, None,0.2, None, None, None,98.0,2020-01-21 10:00:00,3,,,,,,
133.0, None, None,0.0, None,4.1, None,0.1, None, None, None,98.0,2020-01-21 11:00:00,3,,,,,,
317.0, None, None,0.0, None,0.9, None,0.6, None, None, None,98.0,2020-01-21 12:00:00,3,,,,,,
116.0, None, None,0.4, None,2.4, None,1.1, None, None, None,97.0,2020-01-21 13:00:00,3,,,,,,
113.0, None, None,0.2, None,4.5, None,2.2, None, None, None,91.0,2020-01-21 14:00:00,3,,,,,,
141.0, None, None,0.6, None,8.7, None,2.2, None, None, None,87.0,2020-01-21 15:00:00,3,,,,,,
136.0, None, None,0.4, None,12.1, None,2.2, None, None, None,86.0,2020-01-21 16:00:00,3,,,,,,
125.0, None, None,0.4, None,11.0, None,2.2, None, None, None,86.0,2020-01-21 17:00:00,3,,,,,,
97.0, None, None,0.4, None,7.1, None,2.0, None, None, None,85.0,2020-01-21 18:00:00,3,,,,,,
114.0, None, None,0.2, None,8.9, None,2.1, None, None, None,83.0,2020-01-21 19:00:00,3,,,,,,
108.0, None, None,0.2, None,7.1, None,1.5, None, None, None,85.0,2020-01-21 20:00:00,3,,,,,,
119.0, None, None,0.0, None,11.3, None,1.7, None, None, None,83.0,2020-01-21 21:00:00,3,,,,,,
122.0, None, None,0.2, None,12.2, None,1.9, None, None, None,81.0,2020-01-21 22:00:00,3,,,,,,
120.0, None, None,0.2, None,12.6, None,1.5, None, None, None,86.0,2020-01-21 23:00:00,3,,,,,,
,,,,,,,,,,,,2020-01-15 00:00:00,3,16.9,-16.7, None,65.2, None, None
,,,,,,,,,,,,2020-01-15 01:00:00,3,24.7,-16.7, None,68.0, None, None
,,,,,,,,,,,,2020-01-15 02:00:00,3,25.6,-16.8, None,68.8, None, None
,,,,,,,,,,,,2020-01-15 03:00:00,3,16.1,-16.8, None,67.1, None, None
,,,,,,,,,,,,2020-01-15 04:00:00,3,51.7,-17.0, None,75.1, None, None
,,,,,,,,,,,,2020-01-15 05:00:00,3,46.8,-17.1, None,76.6, None, None
,,,,,,,,,,,,2020-01-15 06:00:00,3,37.5,-17.1, None,76.4, None, None
,,,,,,,,,,,,2020-01-15 07:00:00,3,23.0,-17.2, None,76.6, None, None
,,,,,,,,,,,,2020-01-15 08:00:00,3,48.7,-17.4, None,77.9, None, None
,,,,,,,,,,,,2020-01-15 09:00:00,3,44.7,-17.3, None,75.7, None, None
,,,,,,,,,,,,2020-01-15 10:00:00,3,45.4,-16.5, None,69.2, None, None
,,,,,,,,,,,,2020-01-15 11:00:00,3,36.3,-15.6, None,64.0, None, None
,,,,,,,,,,,,2020-01-15 12:00:00,3,38.5,-15.1, None,63.2, None, None
,,,,,,,,,,,,2020-01-15 13:00:00,3,38.7,-15.1, None,64.1, None, None
,,,,,,,,,,,,2020-01-15 14:00:00,3,27.9,-15.1, None,63.1, None, None
,,,,,,,,,,,,2020-01-15 15:00:00,3,35.8,-15.2, None,66.8, None, None
,,,,,,,,,,,,2020-01-15 16:00:00,3,29.0,-15.2, None,69.2, None, None
,,,,,,,,,,,,2020-01-15 17:00:00,3,46.2,-15.4, None,70.8, None, None
,,,,,,,,,,,,2020-01-15 18:00:00,3,91.5,-15.3, None,72.2, None, None
,,,,,,,,,,,,2020-01-15 19:00:00,3,3.9,-15.2, None,71.8, None, None
,,,,,,,,,,,,2020-01-15 20:00:00,3,27.5,-15.4, None,77.2, None, None
,,,,,,,,,,,,2020-01-15 21:00:00,3,38.8,-15.3, None,77.9, None, None
,,,,,,,,,,,,2020-01-15 22:00:00,3,25.6,-15.1, None,77.8, None, None
,,,,,,,,,,,,2020-01-15 23:00:00,3,10.1,-14.6, None,77.9, None, None
,,,,,,,,,,,,2020-01-16 00:00:00,3,358.0,-14.2, None,78.2, None, None
,,,,,,,,,,,,2020-01-16 01:00:00,3,29.5,-14.2, None,80.3, None, None
,,,,,,,,,,,,2020-01-16 02:00:00,3,28.3,-14.0, None,80.9, None, None
,,,,,,,,,,,,2020-01-16 03:00:00,3,21.0,-13.7, None,81.0, None, None
,,,,,,,,,,,,2020-01-16 04:00:00,3,6.7,-13.4, None,80.8, None, None
,,,,,,,,,,,,2020-01-16 05:00:00,3,31.9,-12.9, None,79.6, None, None
,,,,,,,,,,,,2020-01-16 06:00:00,3,14.3,-12.7, None,82.7, None, None
,,,,,,,,,,,,2020-01-16 07:00:00,3,22.8,-12.5, None,81.7, None, None
,,,,,,,,,,,,2020-01-16 08:00:00,3,20.3,-12.1, None,81.3, None, None
,,,,,,,,,,,,2020-01-16 09:00:00,3,7.5,-11.5, None,84.5, None, None
,,,,,,,,,,,,2020-01-16 10:00:00,3,30.3,-11.0, None,83.6, None, None
,,,,,,,,,,,,2020-01-16 11:00:00,3,11.9,-10.2, None,79.5, None, None
,,,,,,,,,,,,2020-01-16 12:00:00,3,24.4,-9.4, None,76.4, None, None
,,,,,,,,,,,,2020-01-16 13:00:00,3,22.4,-9.1, None,80.1, None, None
,,,,,,,,,,,,2020-01-16 14:00:00,3,21.7,-9.1, None,85.8, None, None
,,,,,,,,,,,,2020-01-16 15:00:00,3,22.5,-8.4, None,85.8, None, None
,,,,,,,,,,,,2020-01-16 16:00:00,3,34.6,-8.4, None,86.3, None, None
,,,,,,,,,,,,2020-01-16 17:00:00,3,0.4,-8.2, None,87.0, None, None
,,,,,,,,,,,,2020-01-16 18:00:00,3,47.6,-8.6, None,89.4, None, None
,,,,,,,,,,,,2020-01-16 19:00:00,3,84.0,-9.5, None,90.5, None, None
,,,,,,,,,,,,2020-01-16 20:00:00,3,75.7,-10.8, None,90.3, None, None
,,,,,,,,,,,,2020-01-16 21:00:00,3,11.7,-9.4, None,89.5, None, None
,,,,,,,,,,,,2020-01-16 22:00:00,3,45.4,-9.1, None,88.5, None, None
,,,,,,,,,,,,2020-01-16 23:00:00,3,76.2,-10.8, None,89.6, None, None
,,,,,,,,,,,,2020-01-17 00:00:00,3,88.6,-12.5, None,90.7, None, None
,,,,,,,,,,,,2020-01-17 01:00:00,3,55.1,-11.9, None,90.3, None, None
,,,,,,,,,,,,2020-01-17 02:00:00,3,90.3,-11.7, None,89.9, None, None
,,,,,,,,,,,,2020-01-17 03:00:00,3,72.4,-10.3, None,90.7, None, None
,,,,,,,,,,,,2020-01-17 04:00:00,3,33.4,-8.8, None,91.1, None, None
,,,,,,,,,,,,2020-01-17 05:00:00,3,21.0,-8.2, None,89.3, None, None
,,,,,,,,,,,,2020-01-17 06:00:00,3,42.3,-7.6, None,88.4, None, None
,,,,,,,,,,,,2020-01-17 07:00:00,3,2.7,-7.1, None,88.2, None, None
,,,,,,,,,,,,2020-01-17 08:00:00,3,23.6,-7.0, None,85.9, None, None
,,,,,,,,,,,,2020-01-17 09:00:00,3,34.2,-6.7, None,85.8, None, None
,,,,,,,,,,,,2020-01-17 10:00:00,3,46.1,-6.4, None,83.3, None, None
,,,,,,,,,,,,2020-01-17 11:00:00,3,337.3,-5.9, None,83.9, None, None
,,,,,,,,,,,,2020-01-17 12:00:00,3,346.9,-5.4, None,81.0, None, None
,,,,,,,,,,,,2020-01-17 13:00:00,3,23.8,-5.2, None,79.8, None, None
,,,,,,,,,,,,2020-01-17 14:00:00,3,25.2,-5.3, None,80.6, None, None
,,,,,,,,,,,,2020-01-17 15:00:00,3,19.7,-5.4, None,81.7, None, None
,,,,,,,,,,,,2020-01-17 16:00:00,3,19.7,-5.8, None,82.0, None, None
,,,,,,,,,,,,2020-01-17 17:00:00,3,37.4,-6.1, None,81.6, None, None
,,,,,,,,,,,,2020-01-17 18:00:00,3,42.4,-6.3, None,81.3, None, None
,,,,,,,,,,,,2020-01-17 19:00:00,3,33.2,-6.4, None,82.3, None, None
,,,,,,,,,,,,2020-01-17 20:00:00,3,48.4,-6.3, None,82.8, None, None
,,,,,,,,,,,,2020-01-17 21:00:00,3,43.2,-6.4, None,82.9, None, None
,,,,,,,,,,,,2020-01-17 22:00:00,3,56.5,-6.4, None,81.7, None, None
,,,,,,,,,,,,2020-01-17 23:00:00,3,58.5,-6.4, None,81.7, None, None
,,,,,,,,,,,,2020-01-18 00:00:00,3,52.8,-6.4, None,82.2, None, None
,,,,,,,,,,,,2020-01-18 01:00:00,3,43.3,-6.6, None,82.7, None, None
,,,,,,,,,,,,2020-01-18 02:00:00,3,33.5,-6.8, None,83.4, None, None
,,,,,,,,,,,,2020-01-18 03:00:00,3,57.3,-6.8, None,83.5, None, None
,,,,,,,,,,,,2020-01-18 04:00:00,3,46.7,-7.1, None,85.0, None, None
,,,,,,,,,,,,2020-01-18 05:00:00,3,59.3,-7.1, None,84.1, None, None
,,,,,,,,,,,,2020-01-18 06:00:00,3,47.9,-7.1, None,85.0, None, None
,,,,,,,,,,,,2020-01-18 07:00:00,3,39.6,-7.2, None,87.6, None, None
,,,,,,,,,,,,2020-01-18 08:00:00,3,49.1,-7.2, None,87.7, None, None
,,,,,,,,,,,,2020-01-18 09:00:00,3,10.8,-7.0, None,86.7, None, None
,,,,,,,,,,,,2020-01-18 10:00:00,3,27.8,-6.3, None,83.3, None, None
,,,,,,,,,,,,2020-01-18 11:00:00,3,17.5,-5.6, None,79.8, None, None
,,,,,,,,,,,,2020-01-18 12:00:00,3,21.1,-4.8, None,74.9, None, None
,,,,,,,,,,,,2020-01-18 13:00:00,3,222.6,-4.1, None,68.4, None, None
,,,,,,,,,,,,2020-01-18 14:00:00,3,9.9,-4.0, None,68.3, None, None
,,,,,,,,,,,,2020-01-18 15:00:00,3,351.7,-3.9, None,74.7, None, None
,,,,,,,,,,,,2020-01-18 16:00:00,3,338.2,-3.7, None,76.4, None, None
,,,,,,,,,,,,2020-01-18 17:00:00,3,49.0,-3.9, None,82.6, None, None
,,,,,,,,,,,,2020-01-18 18:00:00,3,95.5,-4.1, None,86.0, None, None
,,,,,,,,,,,,2020-01-18 19:00:00,3,30.2,-4.3, None,87.3, None, None
