pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -7.472, 65.95, -7.2, 66.0, None, None, -12.0, -7.5, -8.2, -12.0, -0.1, None, 0.0,2022-01-01 00:00:00, 32.0, 31.65, None,1
None, -7.953, 72.65, -7.2, 73.0, None, None, -11.0, -8.0, -8.2, -11.0, 0.1, None, 0.0,2022-01-01 01:00:00, 31.0, 31.38, None,1
None, -7.757, 72.8, -7.2, 73.0, None, None, -11.0, -7.8, -8.2, -11.0, -0.2, None, 0.0,2022-01-01 02:00:00, 31.0, 31.25, None,1
None, -7.823, 76.75, -7.2, 77.0, None, None, -11.0, -7.8, -8.2, -11.0, 0.0, None, 0.0,2022-01-01 03:00:00, 31.0, 31.13, None,1
None, -7.991, 79.13, -7.2, 79.0, None, None, -11.0, -8.0, -8.2, -11.0, 0.1, None, 0.0,2022-01-01 04:00:00, 31.0, 31.09, None,1
None, -7.907, 83.4, -7.2, 83.0, None, None, -10.0, -7.9, -8.2, -10.0, -0.1, None, 0.0,2022-01-01 05:00:00, 31.0, 31.27, None,1
None, -8.07, 87.3, -7.2, 87.0, None, None, -10.0, -8.1, -8.2, -10.0, 0.1, None, 1.0,2022-01-01 06:00:00, 32.0, 31.58, None,1
None, -7.933, 86.9, -7.9, 87.0, None, None, -10.0, -7.9, -8.1, -10.0, 0.1, None, 0.0,2022-01-01 07:00:00, 32.0, 31.71, None,1
None, -7.524, 87.2, -7.5, 87.0, None, None, -9.0, -7.5, -8.1, -9.0, -0.1, None, 0.0,2022-01-01 08:00:00, 32.0, 31.74, None,1
None, -7.191, 87.0, -7.2, 87.0, None, None, -9.0, -7.2, -8.1, -9.0, -0.1, None, 0.0,2022-01-01 09:00:00, 32.0, 31.69, None,1
None, -6.574, 87.1, -6.6, 87.0, None, None, -8.0, -6.6, -8.1, -8.0, -0.1, None, 0.0,2022-01-01 10:00:00, 32.0, 31.64, None,1
None, -6.095, 85.1, -6.0, 85.0, None, None, -8.0, -6.1, -8.1, -8.0, -0.1, None, 0.0,2022-01-01 11:00:00, 32.0, 31.57, None,1
None, -5.137, 83.9, -5.1, 84.0, None, None, -7.0, -5.1, -8.1, -7.0, -0.1, None, 0.0,2022-01-01 12:00:00, 32.0, 31.54, None,1
None, -4.414, 86.0, -4.4, 86.0, None, None, -6.0, -4.4, -8.1, -6.0, 0.2, None, 0.0,2022-01-01 13:00:00, 31.0, 31.2, None,1
None, -3.324, 90.9, -3.3, 91.0, None, None, -4.0, -3.3, -8.1, -4.0, 0.4, None, 1.0,2022-01-01 14:00:00, 32.0, 31.51, None,1
None, -1.812, 93.4, -1.8, 93.0, None, None, -3.0, -1.8, -8.1, -3.0, 1.0, None, 0.0,2022-01-01 15:00:00, 32.0, 31.71, None,1
None, -0.893, 94.3, -0.8, 94.0, None, None, -2.0, -0.9, -8.1, -2.0, 1.5, None, 0.0,2022-01-01 16:00:00, 32.0, 31.78, None,1
None, -1.019, 95.1, -0.8, 95.0, None, None, -2.0, -1.0, -8.1, -2.0, 2.2, None, 0.0,2022-01-01 17:00:00, 32.0, 31.61, None,1
None, -0.375, 95.6, -0.4, 96.0, None, None, -1.0, -0.4, -8.1, -1.0, 2.9, None, 0.0,2022-01-01 18:00:00, 31.0, 31.35, None,1
