CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-22.28, 81.3, -20.9, 81.0, None, 11.89, None, 240.9, 1.696, -22.3, -22.5, -24.0, None, -24.0,2022-01-01 00:00:00,1
-22.45, 81.2, -20.9, 81.0, None, 15.5, None, 249.4, 1.94, -22.5, -22.6, -25.0, None, -25.0,2022-01-01 01:00:00,1
-22.44, 81.2, -20.9, 81.0, None, 13.02, None, 245.2, 2.055, -22.4, -22.6, -25.0, None, -25.0,2022-01-01 02:00:00,1
-22.39, 81.2, -20.9, 81.0, None, 16.35, None, 241.9, 1.841, -22.4, -22.6, -25.0, None, -25.0,2022-01-01 03:00:00,1
-22.47, 81.1, -20.9, 81.0, None, 16.17, None, 232.5, 1.793, -22.5, -22.6, -24.0, None, -24.0,2022-01-01 04:00:00,1
-22.96, 80.5, -20.9, 81.0, None, 18.22, None, 227.2, 1.454, -23.0, -22.8, -25.0, None, -25.0,2022-01-01 05:00:00,1
-22.33, 81.4, -20.9, 81.0, None, 17.78, None, 231.4, 1.762, -22.3, -23.0, -24.0, None, -24.0,2022-01-01 06:00:00,1
-22.28, 81.1, -22.0, 81.0, None, 17.18, None, 244.5, 1.431, -22.3, -22.4, -24.0, None, -24.0,2022-01-01 07:00:00,1
-22.56, 81.0, -22.0, 81.0, None, 26.12, None, 248.7, 0.987, -22.6, -22.7, -25.0, None, -25.0,2022-01-01 08:00:00,1
-22.6, 80.9, -22.0, 81.0, None, 23.28, None, 252.6, 0.835, -22.6, -22.8, -24.0, None, -24.0,2022-01-01 09:00:00,1
-22.23, 81.2, -22.0, 81.0, None, 27.28, None, 264.8, 0.546, -22.2, -22.8, -25.0, None, -25.0,2022-01-01 10:00:00,1
-21.35, 81.9, -21.4, 82.0, None, 27.89, None, 272.9, 0.161, -21.4, -22.8, -23.0, None, -23.0,2022-01-01 11:00:00,1
-20.45, 82.8, -20.2, 83.0, None, 23.99, None, 287.9, 0.0, -20.5, -22.8, -22.0, None, -22.0,2022-01-01 12:00:00,1
-20.28, 82.9, -20.2, 83.0, None, 28.82, None, 281.6, 0.0, -20.3, -22.8, -22.0, None, -22.0,2022-01-01 13:00:00,1
-21.03, 82.3, -20.2, 82.0, None, 26.81, None, 266.2, 0.0, -21.0, -22.8, -23.0, None, -23.0,2022-01-01 14:00:00,1
-21.04, 82.2, -20.2, 82.0, None, 28.03, None, 241.2, 0.0, -21.0, -22.8, -23.0, None, -23.0,2022-01-01 15:00:00,1
-21.01, 82.2, -20.2, 82.0, None, 23.26, None, 255.3, 0.0, -21.0, -22.8, -23.0, None, -23.0,2022-01-01 16:00:00,1
-21.0, 82.3, -20.2, 82.0, None, 26.42, None, 254.1, 0.0, -21.0, -22.8, -23.0, None, -23.0,2022-01-01 17:00:00,1
-21.01, 82.3, -20.2, 82.0, None, 18.88, None, 240.7, 0.0, -21.0, -22.8, -23.0, None, -23.0,2022-01-01 18:00:00,1
-20.58, 82.7, -20.5, 83.0, None, 15.69, None, 245.0, 0.0, -20.6, -21.0, -23.0, None, -23.0,2022-01-01 19:00:00,1
-20.13, 83.2, -19.9, 83.0, None, 19.83, None, 238.6, None, -20.1, -20.4, -21.0, None, -21.0,2022-01-01 20:00:00,1
