pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
0.0, -1.374, 81.4, -1.0, 81.0, -4.0, -1.4, -2.6, -4.0, 0.0, 0.0,2021-01-01 00:00:00, -6999.0,1
0.0, -1.577, 81.1, -1.0, 81.0, -4.0, -1.6, -2.6, -4.0, 0.0, 0.0,2021-01-01 01:00:00, -6999.0,1
0.0, -2.26, 83.1, -1.0, 83.0, -5.0, -2.3, -2.6, -5.0, 0.0, 0.0,2021-01-01 02:00:00, -6999.0,1
0.0, -1.34, 84.0, -1.0, 84.0, -4.0, -1.3, -4.1, -4.0, 0.0, 0.0,2021-01-01 03:00:00, -6999.0,1
0.0, -1.226, 87.7, -1.0, 88.0, -3.0, -1.2, -4.1, -3.0, 0.0, 0.0,2021-01-01 04:00:00, -6999.0,1
0.0, -0.867, 89.8, -0.8, 90.0, -2.0, -0.9, -4.1, -2.0, 0.0, 0.0,2021-01-01 05:00:00, -6999.0,1
0.0, -0.764, 92.6, -0.7, 93.0, -1.0, -0.8, -4.1, -1.0, 0.0, 0.0,2021-01-01 06:00:00, -6999.0,1
0.0, -0.507, 92.9, -0.5, 93.0, -1.0, -0.5, -0.8, -1.0, 0.0, 0.0,2021-01-01 07:00:00, -6999.0,1
0.0, -0.268, 92.0, -0.2, 92.0, -1.0, -0.3, -0.8, -1.0, 0.0, 0.0,2021-01-01 08:00:00, -6999.0,1
0.0, 0.176, 89.8, 0.2, 90.0, -1.0, 0.2, -0.8, -1.0, 0.0, 0.0,2021-01-01 09:00:00, -6999.0,1
0.0, 0.567, 87.4, 0.5, 87.0, -1.0, 0.6, -0.8, -1.0, 0.0, 0.0,2021-01-01 10:00:00, -6999.0,1
0.0, 0.915, 85.5, 0.9, 86.0, -1.0, 0.9, -0.8, -1.0, 0.0, 0.0,2021-01-01 11:00:00, -6999.0,1
0.0, 0.938, 86.8, 1.0, 87.0, -1.0, 0.9, -0.8, -1.0, 0.0, 0.0,2021-01-01 12:00:00, -6999.0,1
0.0, 1.033, 85.8, 1.2, 86.0, -1.0, 1.0, -0.8, -1.0, 0.0, 0.0,2021-01-01 13:00:00, -6999.0,1
0.0, 0.761, 87.4, 1.2, 87.0, -1.0, 0.8, -0.8, -1.0, 0.0, 0.0,2021-01-01 14:00:00, -6999.0,1
0.0, 0.765, 86.7, 1.2, 87.0, -1.0, 0.8, -0.8, -1.0, 0.0, 0.0,2021-01-01 15:00:00, -6999.0,1
0.0, 0.887, 84.2, 1.2, 84.0, -2.0, 0.9, -0.8, -2.0, 0.0, 0.0,2021-01-01 16:00:00, -6999.0,1
0.0, 1.049, 83.4, 1.2, 83.0, -1.0, 1.0, -0.8, -1.0, 0.0, 0.0,2021-01-01 17:00:00, -6999.0,1
0.0, 0.893, 85.7, 1.2, 86.0, -1.0, 0.9, -0.8, -1.0, 0.0, 0.0,2021-01-01 18:00:00, -6999.0,1
