CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, -6.077, 101.1, None, None, 40.8, 14.29, 24.92, None, 222.3, -6.0, 24.9, -6.1, -6.7, 0.0, -6.0, None, 222.0, -6.0, None, None, 101.0, None,2021-01-01 00:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.03, 101.4, None, None, 44.3, 17.3, 21.5, None, 218.4, -6.0, 21.5, -6.0, -6.7, 0.0, -6.0, None, 218.0, -6.0, None, None, 101.0, None,2021-01-01 01:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.077, 101.2, None, None, 41.5, 21.83, 16.5, None, 217.1, -6.0, 16.5, -6.1, -6.7, 0.0, -6.0, None, 217.0, -6.0, None, None, 101.0, None,2021-01-01 02:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.077, 101.0, None, None, 35.9, 15.57, 20.46, None, 206.5, -6.0, 20.5, -6.1, -6.7, 0.0, -6.0, None, 207.0, -6.0, None, None, 101.0, None,2021-01-01 03:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.742, 100.3, None, None, 45.3, 13.84, 26.29, None, 197.8, -6.0, 26.3, -5.7, -6.7, 0.0, -6.0, None, 198.0, -5.7, None, None, 100.0, None,2021-01-01 04:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.646, 100.2, None, None, 51.7, 9.85, 36.71, None, 200.5, -6.0, 36.7, -5.6, -6.7, 0.0, -6.0, None, 201.0, -5.6, None, None, 100.0, None,2021-01-01 05:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.215, 100.6, None, None, 52.1, 8.04, 37.71, None, 198.9, -5.0, 37.7, -5.2, -6.7, 0.0, -5.0, None, 199.0, -5.2, None, None, 101.0, None,2021-01-01 06:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.071, 101.4, None, None, 53.8, 8.79, 39.65, None, 197.5, -5.0, 39.7, -5.1, -5.2, 0.0, -5.0, None, 198.0, -5.0, None, None, 101.0, None,2021-01-01 07:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.688, 101.5, None, None, 65.4, 10.62, 39.34, None, 195.6, -5.0, 39.3, -4.7, -5.2, 0.0, -5.0, None, 196.0, -4.7, None, None, 102.0, None,2021-01-01 08:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.4, 101.6, None, None, 66.1, 16.06, 40.49, None, 194.0, -4.0, 40.5, -4.4, -5.2, 0.0, -4.0, None, 194.0, -4.4, None, None, 102.0, None,2021-01-01 09:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.921, 100.8, None, None, 68.7, 14.64, 41.9, None, 200.4, -4.0, 41.9, -3.9, -5.2, 0.0, -4.0, None, 200.0, -3.9, None, None, 101.0, None,2021-01-01 10:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.346, 100.4, None, None, 77.4, 15.55, 42.14, None, 206.0, -3.0, 42.1, -3.3, -5.2, 0.0, -3.0, None, 206.0, -3.3, None, None, 100.0, None,2021-01-01 11:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.435, 99.2, None, None, 74.4, 16.26, 45.12, None, 180.3, -3.0, 45.1, -2.4, -5.2, 0.0, -3.0, None, 180.0, -2.4, None, None, 99.0, None,2021-01-01 12:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.052, 102.0, None, None, 59.6, 14.02, 35.03, None, 160.4, -2.0, 35.0, -2.1, -5.2, 0.0, -2.0, None, 160.0, -2.0, None, None, 102.0, None,2021-01-01 13:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.387, 102.2, None, None, 63.6, 16.57, 30.31, None, 149.6, -2.0, 30.3, -2.4, -5.2, 0.0, -2.0, None, 150.0, -2.0, None, None, 102.0, None,2021-01-01 14:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.589, None, None, None, 54.5, 15.08, 26.25, None, 148.9, -3.0, 26.3, -2.6, -5.2, 0.0, -3.0, None, 149.0, -2.0, None, None, 103.0, None,2021-01-01 15:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.882, 102.8, None, None, 60.8, 20.18, 22.84, None, 167.0, -3.0, 22.8, -2.9, -5.2, 0.0, -3.0, None, 167.0, -2.0, None, None, 103.0, None,2021-01-01 16:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.399, 102.1, None, None, 67.7, 12.06, 39.23, None, 190.7, -3.0, 39.2, -3.4, -5.2, 0.0, -3.0, None, 191.0, -2.0, None, None, 102.0, None,2021-01-01 17:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.017, 102.2, None, None, 81.6, 12.17, 50.19, None, 194.9, -4.0, 50.2, -4.0, -5.2, 0.0, -4.0, None, 195.0, -2.0, None, None, 102.0, None,2021-01-01 18:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.831, 102.3, None, None, 70.8, 20.03, 39.8, None, 204.7, -5.0, 39.8, -4.8, -4.8, 0.0, -5.0, None, 205.0, -4.0, None, None, 102.0, None,2021-01-01 19:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.311, 101.9, None, None, 58.4, 16.24, 31.0, None, 231.0, -5.0, 31.0, -5.3, -5.3, 0.0, -5.0, None, 231.0, -4.0, None, None, 102.0, None,2021-01-01 20:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.742, 101.2, None, None, 68.4, 16.28, 39.53, None, 224.4, -6.0, 39.5, -5.7, -5.7, 0.0, -6.0, None, 224.0, -4.0, None, None, 101.0, None,2021-01-01 21:00:00, -6999.0, None, -6999.0, -6999.0,1
