CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
-6.02, 90.7, -5.7, 0.0, 47.74, 0.0, 204.1, -7.0, 0.0, -6.0, -6.4, 1069.9, -6999.0, -7.0, 937.0, 204.0, 91.0,2021-01-01 00:00:00, 937.0,1
-6.0, 90.8, -5.7, 0.0, 51.34, 0.0, 234.9, -7.0, 0.0, -6.0, -6.4, 1067.5, -6999.0, -7.0, 935.0, 235.0, 91.0,2021-01-01 01:00:00, 935.0,1
-5.952, 90.9, -5.7, 0.0, 54.15, 0.0, 199.3, -7.0, 0.0, -6.0, -6.4, 1068.7, -6999.0, -7.0, 936.0, 199.0, 91.0,2021-01-01 02:00:00, 936.0,1
-5.946, 91.0, -5.7, 0.0, 16.13, 0.0, 240.8, -7.0, 0.0, -5.9, -6.4, 1068.7, -6999.0, -7.0, 936.0, 241.0, 91.0,2021-01-01 03:00:00, 936.0,1
-5.862, 91.0, -5.7, 0.0, 33.95, 0.0, 262.5, -7.0, 0.0, -5.9, -6.4, 1068.7, -6999.0, -7.0, 936.0, 263.0, 91.0,2021-01-01 04:00:00, 936.0,1
-5.834, 91.0, -5.7, 0.0, 40.89, 0.0, 220.5, -7.0, 0.0, -5.8, -6.4, 1068.7, -6999.0, -7.0, 936.0, 221.0, 91.0,2021-01-01 05:00:00, 936.0,1
-5.786, 91.1, -5.7, 0.0, 31.89, 0.0, 248.4, -7.0, 0.0, -5.8, -6.4, 1067.7, -6999.0, -7.0, 935.0, 248.0, 91.0,2021-01-01 06:00:00, 935.0,1
-5.821, 91.0, -5.8, 0.0, 42.77, 0.0, 227.5, -7.0, 0.0, -5.8, -5.8, 1067.7, -6999.0, -7.0, 935.0, 228.0, 91.0,2021-01-01 07:00:00, 935.0,1
-5.835, 91.2, -5.8, 0.0, 30.02, 0.0, 237.4, -7.0, 0.0, -5.8, -5.9, 1067.7, -6999.0, -7.0, 935.0, 237.0, 91.0,2021-01-01 08:00:00, 935.0,1
-5.43, 91.2, -5.4, 0.0, 36.98, 0.0, 297.2, -6.0, 0.0, -5.4, -5.9, 1066.5, -6999.0, -6.0, 934.0, 297.0, 91.0,2021-01-01 09:00:00, 934.0,1
-4.525, 91.0, -4.5, 0.0, 48.81, 0.0, 216.1, -6.0, 0.0, -4.5, -5.9, 1066.4, -6999.0, -6.0, 934.0, 216.0, 91.0,2021-01-01 10:00:00, 934.0,1
-3.881, 90.6, -3.9, 0.0, 26.23, 0.0, 245.0, -5.0, 0.0, -3.9, -5.9, 1067.4, -6999.0, -5.0, 935.0, 245.0, 91.0,2021-01-01 11:00:00, 935.0,1
-3.664, 90.3, -3.5, 0.0, 46.89, 0.0, 269.4, -5.0, 0.0, -3.7, -5.9, 1067.4, -6999.0, -5.0, 935.0, 269.0, 90.0,2021-01-01 12:00:00, 935.0,1
-3.43, 90.3, -3.4, 0.0, 45.81, 0.0, 181.2, -5.0, 0.0, -3.4, -5.9, 1066.2, -6999.0, -5.0, 934.0, 181.0, 90.0,2021-01-01 13:00:00, 934.0,1
-3.069, 90.2, -3.1, 0.0, 17.0, 0.0, 200.6, -4.0, 0.0, -3.1, -5.9, 1065.0, -6999.0, -4.0, 933.0, 201.0, 90.0,2021-01-01 14:00:00, 933.0,1
-3.093, 90.2, -2.9, 0.0, 13.31, 0.0, 205.4, -4.0, 0.0, -3.1, -5.9, 1065.0, -6999.0, -4.0, 933.0, 205.0, 90.0,2021-01-01 15:00:00, 933.0,1
-3.355, 90.6, -2.9, 0.0, 57.99, 0.0, 179.3, -5.0, 0.0, -3.4, -5.9, 1065.0, -6999.0, -5.0, 933.0, 179.0, 91.0,2021-01-01 16:00:00, 933.0,1
-3.4, 90.9, -2.9, 0.0, 40.84, 0.0, 209.0, -5.0, 0.0, -3.4, -5.9, 1063.9, -6999.0, -5.0, 932.0, 209.0, 91.0,2021-01-01 17:00:00, 932.0,1
-3.6, 91.0, -2.9, 0.0, 28.47, 0.0, 262.7, -5.0, 0.0, -3.6, -5.9, 1063.9, -6999.0, -5.0, 932.0, 263.0, 91.0,2021-01-01 18:00:00, 932.0,1
-3.447, 91.3, -3.4, 0.0, 52.19, 0.0, 261.3, -4.0, 0.0, -3.4, -3.6, 1063.9, -6999.0, -4.0, 932.0, 261.0, 91.0,2021-01-01 19:00:00, 932.0,1
-3.422, 91.4, -3.3, 0.0, 42.58, 0.0, 294.1, -5.0, 0.0, -3.4, -3.6, 1062.7, -6999.0, -5.0, 931.0, 294.0, 91.0,2021-01-01 20:00:00, 931.0,1
-3.213, 91.6, -3.2, 0.0, 21.97, 0.0, 263.3, -4.0, 0.0, -3.2, -3.6, 1062.6, -6999.0, -4.0, 931.0, 263.0, 92.0,2021-01-01 21:00:00, 931.0,1
-3.143, 91.7, -3.2, 0.0, 20.9, 0.0, 287.0, -4.0, 0.0, -3.1, -3.6, 1061.3, -6999.0, -4.0, 930.0, 287.0, 92.0,2021-01-01 22:00:00, 930.0,1
