CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-7.41, None, None, 40.2, 14.17, 20.93, 122.2, -6999.0, 20.9, -7.4, -10.1, 0.0, 122.0, -6.5, None, None, -6999.0, None,2021-01-01 00:00:00, 0.0, None, -6999.0, -6999.0,1
-6.425, None, None, 38.0, 14.09, 21.77, 120.1, -6999.0, 21.8, -6.4, -10.1, 0.0, 120.0, -6.4, None, None, -6999.0, None,2021-01-01 01:00:00, 0.0, None, -6999.0, -6999.0,1
-6.106, None, None, 39.3, 11.44, 25.5, 122.5, -6999.0, 25.5, -6.1, -10.1, 0.0, 123.0, -5.9, None, None, -6999.0, None,2021-01-01 02:00:00, 0.0, None, -6999.0, -6999.0,1
-5.465, None, None, 43.6, 11.53, 27.91, 128.0, -6999.0, 27.9, -5.5, -10.1, 0.0, 128.0, -5.4, None, None, -6999.0, None,2021-01-01 03:00:00, 0.0, None, -6999.0, -6999.0,1
-5.271, None, None, 43.8, 10.06, 30.77, 126.9, -6999.0, 30.8, -5.3, -10.1, 0.0, 127.0, -5.2, None, None, -6999.0, None,2021-01-01 04:00:00, 0.0, None, -6999.0, -6999.0,1
-5.602, None, None, 42.1, 11.33, 29.68, 125.5, -6999.0, 29.7, -5.6, -10.1, 0.0, 126.0, -5.2, None, None, -6999.0, None,2021-01-01 05:00:00, 0.0, None, -6999.0, -6999.0,1
-5.582, None, None, 38.7, 10.78, 26.49, 125.3, -6999.0, 26.5, -5.6, -10.1, 0.0, 125.0, -5.2, None, None, -6999.0, None,2021-01-01 06:00:00, 0.0, None, -6999.0, -6999.0,1
-5.261, None, None, 37.9, 9.87, 26.01, 122.7, -6999.0, 26.0, -5.3, -5.6, 0.0, 123.0, -5.2, None, None, -6999.0, None,2021-01-01 07:00:00, 0.0, None, -6999.0, -6999.0,1
-5.446, None, None, 39.6, 10.15, 25.08, 126.0, -6999.0, 25.1, -5.4, -5.6, 0.0, 126.0, -5.2, None, None, -6999.0, None,2021-01-01 08:00:00, 0.0, None, -6999.0, -6999.0,1
-5.223, None, None, 35.6, 11.18, 24.59, 125.3, -6999.0, 24.6, -5.2, -5.6, 0.0, 125.0, -5.1, None, None, -6999.0, None,2021-01-01 09:00:00, 0.0, None, -6999.0, -6999.0,1
