pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, -10.92, 89.9, -7.6, 90.0, -12.0, -10.9, -11.3, 1025.7, 0.0, -12.0, 888.0, 0.0,2021-01-01 00:00:00, -6999.0, 888.0,1
None, -10.05, 90.2, -7.6, 90.0, -11.0, -10.1, -11.3, 1024.3, 0.0, -11.0, 887.0, 0.0,2021-01-01 01:00:00, -6999.0, 887.0,1
None, -9.64, 90.2, -7.6, 90.0, -11.0, -9.6, -11.3, 1025.2, 0.0, -11.0, 888.0, 0.0,2021-01-01 02:00:00, -6999.0, 888.0,1
None, -9.46, 90.4, -7.6, 90.0, -11.0, -9.5, -11.3, 1024.2, 0.0, -11.0, 887.0, 0.0,2021-01-01 03:00:00, -6999.0, 887.0,1
None, -9.78, 90.6, -7.6, 91.0, -11.0, -9.8, -11.3, 1023.3, 0.0, -11.0, 886.0, 0.0,2021-01-01 04:00:00, -6999.0, 886.0,1
None, -10.32, 90.2, -7.6, 90.0, -11.0, -10.3, -11.3, 1023.5, 0.0, -11.0, 886.0, 0.0,2021-01-01 05:00:00, -6999.0, 886.0,1
None, -10.65, 89.7, -7.6, 90.0, -12.0, -10.7, -11.3, 1023.7, 0.0, -12.0, 886.0, 0.0,2021-01-01 06:00:00, -6999.0, 886.0,1
None, -9.72, 90.3, -9.7, 90.0, -11.0, -9.7, -10.6, 1022.5, 0.0, -11.0, 885.0, 0.0,2021-01-01 07:00:00, -6999.0, 885.0,1
None, -8.93, 90.8, -8.9, 91.0, -10.0, -8.9, -10.6, 1021.4, 0.0, -10.0, 884.0, 0.0,2021-01-01 08:00:00, -6999.0, 884.0,1
None, -8.08, 90.2, -8.0, 90.0, -9.0, -8.1, -10.6, 1021.4, 0.0, -9.0, 884.0, 0.0,2021-01-01 09:00:00, -6999.0, 884.0,1
None, -6.568, 89.0, -6.6, 89.0, -8.0, -6.6, -10.6, 1020.1, 0.0, -8.0, 883.0, 0.0,2021-01-01 10:00:00, -6999.0, 883.0,1
None, -5.291, 86.8, -5.3, 87.0, -7.0, -5.3, -10.6, 1019.9, 0.0, -7.0, 883.0, 0.0,2021-01-01 11:00:00, -6999.0, 883.0,1
None, -4.417, 87.2, -4.4, 87.0, -6.0, -4.4, -10.6, 1018.6, 0.1, -6.0, 882.0, 0.0,2021-01-01 12:00:00, -6999.0, 882.0,1
None, -3.486, 86.8, -3.4, 87.0, -5.0, -3.5, -10.6, 1017.1, 0.1, -5.0, 881.0, 0.0,2021-01-01 13:00:00, -6999.0, 881.0,1
None, -2.909, 87.6, -2.8, 88.0, -5.0, -2.9, -10.6, 1017.0, 0.1, -5.0, 881.0, 0.0,2021-01-01 14:00:00, -6999.0, 881.0,1
None, -2.971, 91.8, -2.7, 92.0, -4.0, -3.0, -10.6, 1015.8, 0.2, -4.0, 880.0, 0.0,2021-01-01 15:00:00, -6999.0, 880.0,1
None, -3.049, 94.4, -2.7, 94.0, -4.0, -3.0, -10.6, 1015.9, 0.3, -4.0, 880.0, 0.0,2021-01-01 16:00:00, -6999.0, 880.0,1
None, -3.19, 95.4, -2.7, 95.0, -4.0, -3.2, -10.6, 1014.8, 0.6, -4.0, 879.0, 1.0,2021-01-01 17:00:00, -6999.0, 879.0,1
None, -3.233, 95.5, -2.7, 96.0, -4.0, -3.2, -10.6, 1013.7, 0.0, -4.0, 878.0, 0.0,2021-01-01 18:00:00, -6999.0, 878.0,1
1.1, -3.563, 95.6, -3.1, 96.0, -4.0, -3.6, -3.6, 1012.5, 0.0, -4.0, 877.0, 0.0,2021-01-01 19:00:00, -6999.0, 877.0,1
1.1, -3.8, 95.6, -3.1, 96.0, -4.0, -3.8, -3.9, 1011.2, 0.0, -4.0, 876.0, 0.0,2021-01-01 20:00:00, -6999.0, 876.0,1
1.1, -3.631, 95.6, -3.1, 96.0, -4.0, -3.6, -3.9, 1009.9, 0.0, -4.0, 875.0, 0.0,2021-01-01 21:00:00, -6999.0, 875.0,1
1.1, -3.71, 95.8, -3.1, 96.0, -4.0, -3.7, -3.9, 1007.4, 0.0, -4.0, 873.0, 0.0,2021-01-01 22:00:00, -6999.0, 873.0,1
1.3, -3.252, 95.8, -3.1, 96.0, -4.0, -3.3, -3.9, 1008.3, 0.2, -4.0, 874.0, 0.0,2021-01-01 23:00:00, -6999.0, 874.0,1
1.8, -3.088, 96.1, -3.0, 96.0, -4.0, -3.1, -3.9, 1008.1, 0.5, -4.0, 874.0, 1.0,2021-01-02 00:00:00, -6999.0, 874.0,1
2.0, -2.965, 96.1, -2.7, 96.0, -3.0, -3.0, -3.9, 1006.8, 0.2, -3.0, 873.0, 0.0,2021-01-02 01:00:00, -6999.0, 873.0,1
2.0, -2.895, 96.4, -2.3, 96.0, -3.0, -2.9, -3.9, 1006.7, 0.0, -3.0, 873.0, 0.0,2021-01-02 02:00:00, -6999.0, 873.0,1
2.0, -2.704, 96.8, -2.3, 97.0, -3.0, -2.7, -3.9, 1006.7, 0.0, -3.0, 873.0, 0.0,2021-01-02 03:00:00, -6999.0, 873.0,1
2.0, -0.97, 96.7, -1.0, 97.0, -1.0, -1.0, -3.9, 1007.5, 0.0, -1.0, 874.0, 0.0,2021-01-02 04:00:00, -6999.0, 874.0,1
2.0, -1.37, 96.8, -0.6, 97.0, -2.0, -1.4, -3.9, 1007.6, 0.0, -2.0, 874.0, 0.0,2021-01-02 05:00:00, -6999.0, 874.0,1
2.0, -1.597, 97.1, -0.6, 97.0, -2.0, -1.6, -3.9, 1008.8, 0.0, -2.0, 875.0, 0.0,2021-01-02 06:00:00, -6999.0, 875.0,1
2.0, -1.728, 97.2, -1.3, 97.0, -2.0, -1.7, -2.0, 1008.9, 0.0, -2.0, 875.0, 0.0,2021-01-02 07:00:00, -6999.0, 875.0,1
2.0, -2.198, 96.1, -1.3, 96.0, -2.0, -2.2, -2.1, 1009.0, 0.0, -2.0, 875.0, 0.0,2021-01-02 08:00:00, -6999.0, 875.0,1
2.0, -1.548, 96.6, -1.3, 97.0, -2.0, -1.5, -2.5, 1010.0, 0.0, -2.0, 876.0, 0.0,2021-01-02 09:00:00, -6999.0, 876.0,1
