CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-8.55, 95.9, -8.4, 96.0, 2.6, 16.64, 0.9, 233.6, 0.94, -8.6, -10.0, None, 234.0, -9.0,2021-01-01 00:00:00,1
-8.44, 96.2, -8.4, 96.0, 2.5, 14.36, 1.6, 231.2, 1.619, -8.4, -10.0, None, 231.0, -9.0,2021-01-01 01:00:00,1
-8.5, 95.8, -8.1, 96.0, 1.7, 20.45, 1.1, 170.6, 1.068, -8.5, -10.0, None, 171.0, -9.0,2021-01-01 03:00:00,1
None, None, -8.1, 96.0, 0.0, None, 0.0, None, None, -8.5, -10.0, None, 148.0, -9.0,2021-01-01 04:00:00,1
-8.58, 96.1, -8.1, 96.0, 1.6, 20.25, 0.4, 149.5, 0.374, -8.6, -10.0, None, 150.0, -9.0,2021-01-01 05:00:00,1
-8.53, 96.0, -8.1, 96.0, 1.4, 17.57, 1.0, 130.7, 0.958, -8.5, -10.0, None, 131.0, -9.0,2021-01-01 06:00:00,1
-8.56, 96.1, -8.3, 96.0, 1.2, 19.0, 0.4, 133.2, 0.417, -8.6, -8.8, None, 133.0, -9.0,2021-01-01 07:00:00,1
-8.4, 96.2, -8.1, 96.0, 0.6, 21.35, 0.0, 142.7, 0.003, -8.4, -8.8, None, 143.0, -9.0,2021-01-01 08:00:00,1
-7.984, 96.5, -7.7, 97.0, 2.0, 22.22, 0.7, 153.2, 0.664, -8.0, -8.8, None, 153.0, -8.0,2021-01-01 09:00:00,1
-7.724, 96.6, -7.6, 97.0, 0.1, 20.55, 0.0, 146.1, 0.002, -7.7, -8.8, None, 146.0, -8.0,2021-01-01 10:00:00,1
-7.778, 96.5, -7.5, 97.0, 0.1, 22.82, 0.0, 153.5, 0.002, -7.8, -8.8, None, 154.0, -8.0,2021-01-01 11:00:00,1
-7.145, 97.0, -7.1, 97.0, 0.1, 25.49, 0.0, 149.6, 0.0, -7.1, -8.8, None, 150.0, -8.0,2021-01-01 12:00:00,1
-7.424, 96.7, -6.6, 97.0, 0.0, 16.15, 0.0, 126.5, 0.0, -7.4, -8.8, None, 127.0, -8.0,2021-01-01 13:00:00,1
-7.689, 96.6, -6.6, 97.0, 0.1, 14.77, 0.0, 130.8, 0.0, -7.7, -8.8, None, 131.0, -8.0,2021-01-01 14:00:00,1
-7.958, 96.5, -6.6, 97.0, 0.1, 12.99, 0.0, 121.1, 0.0, -8.0, -8.8, None, 121.0, -8.0,2021-01-01 15:00:00,1
-8.06, 96.5, -6.6, 97.0, 0.0, 11.82, 0.0, 121.7, 0.0, -8.1, -8.8, None, 122.0, -8.0,2021-01-01 16:00:00,1
-7.886, 96.9, -6.6, 97.0, 0.0, 11.08, 0.0, 117.6, 0.0, -7.9, -8.8, None, 118.0, -8.0,2021-01-01 17:00:00,1
-7.386, 97.2, -6.6, 97.0, 0.2, 15.92, 0.0, 131.9, 0.001, -7.4, -8.8, None, 132.0, -8.0,2021-01-01 18:00:00,1
-6.627, 98.1, -6.6, 98.0, 0.9, 24.19, 0.0, 150.9, 0.024, -6.6, -7.7, None, 151.0, -7.0,2021-01-01 19:00:00,1
-5.862, 98.6, -5.6, 99.0, 54.2, 14.87, 34.5, 183.7, 34.54, -5.9, -7.7, None, 184.0, -6.0,2021-01-01 20:00:00,1
-5.853, 98.8, -5.6, 99.0, 68.3, 12.39, 42.4, 195.9, 42.35, -5.9, -7.7, None, 196.0, -6.0,2021-01-01 21:00:00,1
-6.951, 97.5, -5.6, 98.0, 68.9, 16.1, 38.4, 205.9, 38.37, -7.0, -7.7, None, 206.0, -8.0,2021-01-01 22:00:00,1
-7.596, 97.0, -5.6, 97.0, 39.9, 10.44, 26.0, 207.6, 26.02, -7.6, -7.7, None, 208.0, -8.0,2021-01-01 23:00:00,1
-7.746, 96.9, -5.6, 97.0, 33.3, 21.95, 23.5, 217.4, 23.52, -7.7, -7.9, None, 217.0, -8.0,2021-01-02 00:00:00,1
-7.788, 96.8, -5.6, 97.0, 32.3, 9.92, 22.3, 247.9, 22.29, -7.8, -7.9, None, 248.0, -8.0,2021-01-02 01:00:00,1
-7.89, 96.9, -5.6, 97.0, 35.3, 10.56, 25.1, 247.3, 25.08, -7.9, -8.2, None, 247.0, -9.0,2021-01-02 02:00:00,1
-7.757, 96.9, -5.6, 97.0, 29.9, 13.86, 16.4, 244.3, 16.37, -7.8, -8.2, None, 244.0, -8.0,2021-01-02 03:00:00,1
-7.747, 96.9, -5.6, 97.0, 28.2, 16.77, 15.4, 239.1, 15.37, -7.7, -8.2, None, 239.0, -8.0,2021-01-02 04:00:00,1
-8.18, 96.5, -5.6, 97.0, 20.0, 18.87, 11.7, 206.0, 11.71, -8.2, -8.3, None, 206.0, -9.0,2021-01-02 05:00:00,1
-8.32, 96.3, -5.6, 96.0, 23.9, 11.79, 14.7, 193.4, 14.73, -8.3, -8.4, None, 193.0, -9.0,2021-01-02 06:00:00,1
-8.45, 96.2, -8.1, 96.0, 22.6, 20.07, 14.8, 180.0, 14.84, -8.5, -8.4, None, 180.0, -9.0,2021-01-02 07:00:00,1
-8.23, 96.5, -8.1, 97.0, 21.5, 16.53, 14.2, 175.3, 14.18, -8.2, -8.6, None, 175.0, -9.0,2021-01-02 08:00:00,1
-8.28, 96.3, -8.1, 96.0, 22.3, 15.91, 13.6, 167.9, 13.56, -8.3, -8.6, None, 168.0, -9.0,2021-01-02 09:00:00,1
