wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
359.0, None, None,0.0, None,0.0, None,-9.1, None, None, None,95.0,2018-11-19 00:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, None, None,0.0, None,0.0, None,-9.4, None, None, None,94.0,2018-11-19 01:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308.0, None, None,0.0, None,0.0, None,-9.8, None, None, None,94.0,2018-11-19 02:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0, None, None,0.0, None,0.0, None,-9.9, None, None, None,93.0,2018-11-19 03:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0, None, None,0.0, None,0.0, None,-9.7, None, None, None,93.0,2018-11-19 04:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0, None, None,0.0, None,1.9, None,-9.3, None, None, None,93.0,2018-11-19 05:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0, None, None,0.0, None,1.6, None,-10.1, None, None, None,93.0,2018-11-19 06:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0, None, None,0.0, None,1.7, None,-8.5, None, None, None,96.0,2018-11-19 07:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0, None, None,0.0, None,2.7, None,-5.6, None, None, None,93.0,2018-11-19 08:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0, None, None,0.0, None,1.7, None,-2.6, None, None, None,86.0,2018-11-19 09:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
