pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 0.39, None,2019-03-14 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 47.81,11
None, None, 1.223, None,2019-03-14 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.37,11
None, None, 2.051, None,2019-03-14 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.16,11
None, None, 2.889, None,2019-03-14 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 47.23,11
None, None, 5.213, None,2019-03-14 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 48.23,11
None, None, 4.357, None,2019-03-14 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 47.69,11
None, None, 2.044, None,2019-03-14 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.28,11
None, None, 0.493, None,2019-03-14 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.36,11
None, None, 1.422, None,2019-03-14 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.07,11
None, None, 0.628, None,2019-03-14 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.1,11
None, None, -0.472, None,2019-03-14 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.44,11
None, None, -0.687, None,2019-03-14 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.34,11
None, None, -1.221, None,2019-03-14 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.24,11
None, None, -1.371, None,2019-03-15 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.05,11
None, None, -1.342, None,2019-03-15 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.81,11
None, None, -1.999, None,2019-03-15 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.98,11
None, None, -2.037, None,2019-03-15 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.77,11
None, None, -2.506, None,2019-03-15 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.16,11
None, None, -2.337, None,2019-03-15 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.28,11
None, None, -2.168, None,2019-03-15 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.37,11
None, None, -2.629, None,2019-03-15 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.23,11
None, None, -2.281, None,2019-03-15 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.25,11
None, None, -1.746, None,2019-03-15 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.25,11
None, None, -0.911, None,2019-03-15 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.35,11
None, None, 0.081, None,2019-03-15 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.23,11
None, None, 0.923, None,2019-03-15 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.08,11
None, None, 1.268, None,2019-03-15 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.65,11
None, None, 1.61, None,2019-03-15 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.68,11
None, None, 1.881, None,2019-03-15 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.47,11
None, None, 0.324, None,2019-03-15 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.29,11
None, None, 0.474, None,2019-03-15 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.44,11
None, None, 0.474, None,2019-03-16 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.34,11
None, None, 0.343, None,2019-03-16 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.36,11
None, None, 0.287, None,2019-03-16 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.38,11
None, None, 0.025, None,2019-03-16 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.35,11
None, None, 0.334, None,2019-03-16 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.36,11
None, None, 0.587, None,2019-03-16 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.37,11
None, None, 0.97, None,2019-03-16 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.29,11
None, None, 1.56, None,2019-03-16 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.31,11
None, None, 2.376, None,2019-03-16 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.27,11
None, None, 2.695, None,2019-03-16 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.28,11
None, None, 2.628, None,2019-03-16 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.35,11
None, None, 3.191, None,2019-03-16 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.08,11
None, None, 3.114, None,2019-03-16 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.24,11
None, None, 3.11, None,2019-03-16 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.01,11
None, None, 2.772, None,2019-03-16 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.04,11
None, None, 3.973, None,2019-03-16 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.8,11
None, None, 4.14, None,2019-03-16 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.74,11
None, None, 6.161, None,2019-03-16 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.47,11
None, None, 5.466, None,2019-03-16 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.72,11
None, None, 4.26, None,2019-03-16 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.15,11
None, None, 3.613, None,2019-03-16 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.77,11
None, None, 2.537, None,2019-03-16 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.86,11
None, None, 1.371, None,2019-03-16 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.95,11
None, None, 1.101, None,2019-03-16 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.83,11
None, None, 0.819, None,2019-03-17 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.64,11
None, None, 0.624, None,2019-03-17 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.7,11
None, None, 0.296, None,2019-03-17 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.66,11
None, None, 1.046, None,2019-03-17 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.72,11
None, None, 1.776, None,2019-03-17 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.7,11
None, None, 1.757, None,2019-03-17 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.62,11
None, None, 1.823, None,2019-03-17 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.56,11
None, None, 0.708, None,2019-03-17 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.5,11
None, None, 2.948, None,2019-03-17 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.63,11
None, None, 2.769, None,2019-03-17 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.55,11
None, None, 3.633, None,2019-03-17 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.94,11
None, None, 3.975, None,2019-03-17 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.77,11
None, None, 6.005, None,2019-03-17 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.38,11
None, None, 6.684, None,2019-03-17 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.65,11
None, None, 7.18, None,2019-03-17 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.18,11
None, None, 7.44, None,2019-03-17 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.46,11
None, None, 7.2, None,2019-03-17 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.25,11
None, None, 3.311, None,2019-03-17 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.76,11
None, None, 2.723, None,2019-03-17 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.85,11
None, None, 2.904, None,2019-03-17 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.53,11
None, None, 1.986, None,2019-03-17 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.2,11
None, None, 2.009, None,2019-03-17 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.77,11
None, None, 2.319, None,2019-03-17 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.78,11
None, None, 1.822, None,2019-03-17 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.95,11
None, None, 1.588, None,2019-03-18 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.55,11
None, None, 2.047, None,2019-03-18 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.53,11
None, None, 2.357, None,2019-03-18 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.81,11
None, None, 2.392, None,2019-03-18 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.5,11
None, None, 2.028, None,2019-03-18 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.01,11
None, None, 1.644, None,2019-03-18 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.21,11
None, None, 2.048, None,2019-03-18 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.1,11
None, None, 2.047, None,2019-03-18 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.07,11
None, None, 2.047, None,2019-03-18 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.24,11
None, None, 2.235, None,2019-03-18 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.98,11
None, None, 2.61, None,2019-03-18 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.53,11
None, None, 2.385, None,2019-03-18 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.7,11
None, None, 3.469, None,2019-03-18 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.06,11
None, None, 5.546, None,2019-03-18 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.36,11
None, None, 9.67, None,2019-03-18 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.34,11
None, None, 11.22, None,2019-03-18 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 33.96,11
None, None, 12.1, None,2019-03-18 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 32.62,11
None, None, 12.24, None,2019-03-18 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 31.46,11
None, None, 11.29, None,2019-03-18 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.57,11
None, None, 7.1, None,2019-03-18 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.43,11
None, None, 3.378, None,2019-03-18 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.54,11
None, None, 3.376, None,2019-03-18 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.33,11
None, None, 2.01, None,2019-03-18 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.53,11
None, None, 1.065, None,2019-03-18 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.67,11
