CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-7.582, 92.7, -7.5, 93.0, 15.5, 17.56, 6.9, 210.9, 6.893, -7.6, -8.5, -8.0, 211.0, -8.0,2021-01-01 00:00:00,1
-7.543, 92.6, -7.3, 93.0, 11.1, 16.56, 6.1, 209.4, 6.112, -7.5, -8.5, -9.0, 209.0, -9.0,2021-01-01 01:00:00,1
-6.883, 93.4, -7.0, 93.0, 15.5, 20.59, 6.8, 200.4, 6.78, -6.9, -8.5, -7.0, 200.0, -7.0,2021-01-01 02:00:00,1
-7.12, 93.1, -6.9, 93.0, 14.5, 25.58, 4.7, 198.7, 4.731, -7.1, -8.5, -8.0, 199.0, -8.0,2021-01-01 03:00:00,1
-7.217, 93.2, -6.9, 93.0, 14.8, 26.39, 5.8, 201.4, 5.776, -7.2, -8.5, -8.0, 201.0, -8.0,2021-01-01 04:00:00,1
-7.343, 92.9, -6.9, 93.0, 18.7, 28.14, 6.6, 199.2, 6.568, -7.3, -8.5, -8.0, 199.0, -8.0,2021-01-01 05:00:00,1
-7.195, 93.2, -6.9, 93.0, 19.8, 25.13, 8.5, 196.9, 8.52, -7.2, -8.5, -8.0, 197.0, -8.0,2021-01-01 06:00:00,1
-7.11, 93.1, -7.0, 93.0, 16.0, 32.46, 7.3, 201.1, 7.309, -7.1, -7.2, -8.0, 201.0, -8.0,2021-01-01 07:00:00,1
-6.908, 93.3, -6.8, 93.0, 21.7, 29.54, 8.8, 205.4, 8.77, -6.9, -7.2, -8.0, 205.0, -8.0,2021-01-01 08:00:00,1
-6.588, 93.5, -6.5, 94.0, 26.4, 28.83, 10.0, 204.6, 10.0, -6.6, -7.2, -7.0, 205.0, -7.0,2021-01-01 09:00:00,1
-6.539, 93.5, -6.4, 94.0, 21.0, 32.95, 8.5, 205.6, 8.51, -6.5, -7.2, -7.0, 206.0, -7.0,2021-01-01 10:00:00,1
-6.443, 93.6, -6.4, 94.0, 16.9, 34.11, 6.8, 211.0, 6.804, -6.4, -7.2, -7.0, 211.0, -7.0,2021-01-01 11:00:00,1
-5.872, 93.4, -5.4, 93.0, 16.9, 26.59, 5.9, 221.5, 5.853, -5.9, -7.2, -7.0, 222.0, -7.0,2021-01-01 12:00:00,1
-6.5, 93.4, -5.4, 93.0, 19.0, 33.19, 6.0, 211.6, 5.992, -6.5, -7.2, -7.0, 212.0, -7.0,2021-01-01 13:00:00,1
-6.361, 93.7, -5.4, 94.0, 22.5, 34.92, 7.3, 192.0, 7.308, -6.4, -7.2, -7.0, 192.0, -7.0,2021-01-01 14:00:00,1
-6.305, 93.8, -5.4, 94.0, 19.3, 32.93, 6.9, 191.8, 6.92, -6.3, -7.2, -7.0, 192.0, -7.0,2021-01-01 15:00:00,1
-6.681, 93.5, -5.4, 94.0, 17.4, 44.76, 5.8, 149.1, 5.763, -6.7, -7.2, -8.0, 149.0, -8.0,2021-01-01 16:00:00,1
-6.595, 93.6, -5.4, 94.0, 7.6, 18.99, 2.5, 80.8, 2.537, -6.6, -7.2, -7.0, 81.0, -7.0,2021-01-01 17:00:00,1
-6.691, 93.6, -5.4, 94.0, 0.0, 22.37, 0.0, 91.0, 0.0, -6.7, -7.2, -7.0, 91.0, -7.0,2021-01-01 18:00:00,1
-6.225, 94.2, -6.3, 94.0, 15.7, 45.38, 0.3, 110.4, 0.301, -6.2, -6.7, -7.0, 110.0, -7.0,2021-01-01 19:00:00,1
-5.742, 94.3, -5.5, 94.0, 24.7, 37.4, 8.4, 189.0, 8.41, -5.7, -6.7, -7.0, 189.0, -7.0,2021-01-01 20:00:00,1
-5.822, 94.3, -5.5, 94.0, 36.1, 29.41, 14.8, 205.0, 14.76, -5.8, -6.7, -6.0, 205.0, -6.0,2021-01-01 21:00:00,1
-6.376, 93.8, -5.5, 94.0, 39.1, 29.89, 15.5, 212.5, 15.5, -6.4, -6.7, -7.0, 213.0, -7.0,2021-01-01 22:00:00,1
-6.657, 93.6, -5.5, 94.0, 32.7, 37.36, 12.8, 218.3, 12.8, -6.7, -6.7, -8.0, 218.0, -8.0,2021-01-01 23:00:00,1
-6.721, 93.5, -5.5, 94.0, 30.2, 29.51, 12.4, 222.0, 12.36, -6.7, -6.9, -8.0, 222.0, -8.0,2021-01-02 00:00:00,1
-6.909, 93.4, -5.5, 93.0, 26.3, 32.81, 10.3, 204.9, 10.26, -6.9, -7.0, -8.0, 205.0, -8.0,2021-01-02 01:00:00,1
-6.735, 93.6, -5.5, 94.0, 31.3, 32.14, 10.8, 196.8, 10.84, -6.7, -7.0, -8.0, 197.0, -8.0,2021-01-02 02:00:00,1
-6.768, 93.5, -5.5, 94.0, 27.6, 30.42, 10.3, 202.9, 10.27, -6.8, -7.1, -7.0, 203.0, -7.0,2021-01-02 03:00:00,1
-6.816, 93.4, -5.5, 93.0, 22.5, 35.53, 9.3, 193.8, 9.33, -6.8, -7.1, -8.0, 194.0, -8.0,2021-01-02 04:00:00,1
-7.093, 93.3, -5.5, 93.0, 19.2, 35.31, 6.9, 213.2, 6.895, -7.1, -7.1, -8.0, 213.0, -8.0,2021-01-02 05:00:00,1
-6.974, 93.3, -5.5, 93.0, 27.4, 36.79, 9.2, 207.8, 9.21, -7.0, -7.2, -8.0, 208.0, -8.0,2021-01-02 06:00:00,1
-7.068, 93.3, -6.9, 93.0, 28.1, 30.63, 11.4, 193.8, 11.4, -7.1, -7.1, -8.0, 194.0, -8.0,2021-01-02 07:00:00,1
-7.062, 93.3, -6.9, 93.0, 32.2, 36.71, 10.3, 205.5, 10.29, -7.1, -7.2, -8.0, 206.0, -8.0,2021-01-02 08:00:00,1
-7.081, 93.1, -6.9, 93.0, 24.6, 36.2, 8.4, 199.1, 8.38, -7.1, -7.2, -8.0, 199.0, -8.0,2021-01-02 09:00:00,1
-7.217, 93.0, -6.9, 93.0, 23.9, 40.85, 9.4, 209.1, 9.38, -7.2, -7.3, -8.0, 209.0, -8.0,2021-01-02 10:00:00,1
-6.942, 93.1, -6.9, 93.0, 29.4, 39.72, 9.0, 217.4, 9.03, -6.9, -7.3, -8.0, 217.0, -8.0,2021-01-02 11:00:00,1
-6.789, 93.2, -6.7, 93.0, 37.3, 34.73, 12.6, 206.0, 12.57, -6.8, -7.3, -8.0, 206.0, -8.0,2021-01-02 12:00:00,1
-6.729, 93.3, -6.6, 93.0, 35.3, 40.49, 11.9, 218.6, 11.93, -6.7, -7.3, -8.0, 219.0, -8.0,2021-01-02 13:00:00,1
-6.659, 93.5, -6.6, 94.0, 41.0, 46.79, 11.7, 211.4, 11.74, -6.7, -7.3, -7.0, 211.0, -7.0,2021-01-02 14:00:00,1
-6.54, 93.7, -6.5, 94.0, 47.7, 40.39, 14.2, 204.2, 14.2, -6.5, -7.3, -7.0, 204.0, -7.0,2021-01-02 15:00:00,1
-6.244, 93.9, -6.3, 94.0, 46.5, 41.56, 16.1, 205.7, 16.11, -6.2, -7.3, -7.0, 206.0, -7.0,2021-01-02 16:00:00,1
-6.27, 93.9, -6.2, 94.0, 59.6, 35.92, 19.9, 205.9, 19.9, -6.3, -7.3, -7.0, 206.0, -7.0,2021-01-02 17:00:00,1
-6.055, 94.0, -6.0, 94.0, 54.5, 37.33, 18.7, 211.7, 18.7, -6.1, -7.3, -7.0, 212.0, -7.0,2021-01-02 18:00:00,1
-6.153, 94.1, -6.0, 94.0, 49.3, 35.4, 19.9, 209.4, 19.92, -6.2, -6.2, -7.0, 209.0, -7.0,2021-01-02 19:00:00,1
-6.087, 94.2, -6.0, 94.0, 46.8, 39.3, 16.3, 213.0, 16.32, -6.1, -6.3, -7.0, 213.0, -7.0,2021-01-02 20:00:00,1
-6.174, 94.4, -6.0, 94.0, 47.5, 36.95, 18.6, 219.7, 18.61, -6.2, -6.5, -7.0, 220.0, -7.0,2021-01-02 21:00:00,1
-5.953, 94.3, -5.9, 94.0, 37.7, 36.14, 15.2, 210.0, 15.16, -6.0, -6.5, -7.0, 210.0, -7.0,2021-01-02 22:00:00,1
-5.907, 94.1, -5.9, 94.0, 41.9, 39.32, 15.0, 203.1, 15.03, -5.9, -6.5, -7.0, 203.0, -7.0,2021-01-02 23:00:00,1
-5.672, 94.4, -5.7, 94.0, 39.4, 33.83, 17.5, 207.6, 17.53, -5.7, -6.5, -6.0, 208.0, -6.0,2021-01-03 00:00:00,1
-5.634, 94.4, -5.6, 94.0, 42.6, 37.58, 17.1, 206.2, 17.08, -5.6, -6.5, -6.0, 206.0, -6.0,2021-01-03 01:00:00,1
-6.137, 93.6, -5.5, 94.0, 39.2, 35.77, 17.3, 212.3, 17.32, -6.1, -6.5, -7.0, 212.0, -7.0,2021-01-03 02:00:00,1
-6.461, 93.8, -5.5, 94.0, 34.6, 23.11, 18.6, 255.0, 18.56, -6.5, -6.6, -7.0, 255.0, -7.0,2021-01-03 03:00:00,1
-8.77, 91.7, -5.5, 92.0, 38.6, 26.03, 20.5, 271.7, 20.48, -8.8, -8.7, -10.0, 272.0, -10.0,2021-01-03 04:00:00,1
-8.83, 92.0, -5.5, 92.0, 24.0, 23.17, 13.3, 242.5, 13.27, -8.8, -8.9, -10.0, 243.0, -10.0,2021-01-03 05:00:00,1
-8.79, 91.8, -5.5, 92.0, 31.8, 17.15, 16.6, 264.0, 16.55, -8.8, -8.9, -10.0, 264.0, -10.0,2021-01-03 06:00:00,1
-9.42, 91.2, -8.8, 91.0, 25.1, 17.45, 15.2, 267.9, 15.24, -9.4, -9.5, -10.0, 268.0, -10.0,2021-01-03 07:00:00,1
-9.8, 90.8, -8.8, 91.0, 26.5, 18.08, 15.8, 274.7, 15.83, -9.8, -10.1, -11.0, 275.0, -11.0,2021-01-03 08:00:00,1
-9.76, 90.8, -8.8, 91.0, 24.2, 21.83, 15.3, 266.0, 15.3, -9.8, -10.1, -11.0, 266.0, -11.0,2021-01-03 09:00:00,1
-10.14, 90.4, -8.8, 90.0, 21.4, 23.85, 12.8, 244.1, 12.77, -10.1, -10.2, -11.0, 244.0, -11.0,2021-01-03 10:00:00,1
-9.89, 90.4, -8.8, 90.0, 21.2, 18.06, 13.6, 254.8, 13.61, -9.9, -10.2, -11.0, 255.0, -11.0,2021-01-03 11:00:00,1
