WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 1025.0, -10.1, 2.78, 77.8,77.8,2018-01-01 00:00:00,-10.09,1
None, 1025.0, -10.4, 2.841, 89.2,89.2,2018-01-01 01:00:00,-10.44,1
None, 1025.0, -10.3, 1.556, 87.4,87.4,2018-01-01 02:00:00,-10.25,1
None, 1025.0, -10.1, 0.873, 87.8,87.8,2018-01-01 03:00:00,-10.06,1
None, 1025.0, -9.9, 0.782998, 88.2,88.2,2018-01-01 04:00:00,-9.88,1
None, 1025.0, -9.8, 1.196, 89.3,89.3,2018-01-01 05:00:00,-9.84,1
None, 1026.0, -9.8, 0.890999, 90.4,90.4,2018-01-01 06:00:00,-9.83,1
None, 1026.0, -9.8, 0.896, 90.3,90.3,2018-01-01 07:00:00,-9.78,1
None, 1027.0, -9.8, 1.768, 88.5,88.5,2018-01-01 08:00:00,-9.76,1
None, 1027.0, -9.9, 1.246, 89.0,89.0,2018-01-01 09:00:00,-9.9,1
None, 1027.0, -9.8, 0.907998, 92.0,92.0,2018-01-01 10:00:00,-9.77,1
None, 1028.0, -9.3, 0.709999, 92.9,92.9,2018-01-01 11:00:00,-9.28,1
None, 1028.0, -8.6, 0.912998, 92.5,92.5,2018-01-01 12:00:00,-8.62,1
None, 1028.0, -8.2, 1.365, 91.5,91.5,2018-01-01 13:00:00,-8.23,1
None, 1028.0, -8.2, 1.638, 90.2,90.2,2018-01-01 14:00:00,-8.22,1
None, 1028.0, -8.3, 2.279, 92.0,92.0,2018-01-01 15:00:00,-8.26,1
None, 1029.0, -8.1, 2.297, 91.7,91.7,2018-01-01 16:00:00,-8.15,1
None, 1029.0, -8.1, 1.825, 93.6,93.6,2018-01-01 17:00:00,-8.1,1
None, 1029.0, -7.9, 1.617, 94.5,94.5,2018-01-01 18:00:00,-7.95,1
None, 1029.0, -7.8, 1.085, 95.2,95.2,2018-01-01 19:00:00,-7.84,1
None, 1030.0, -7.7, 1.163, 95.5,95.5,2018-01-01 20:00:00,-7.67,1
None, 1030.0, -7.4, 1.469, 95.4,95.4,2018-01-01 21:00:00,-7.42,1
None, 1030.0, -7.2, 2.008, 95.1,95.1,2018-01-01 22:00:00,-7.24,1
None, 1030.0, -7.1, 1.269, 95.2,95.2,2018-01-01 23:00:00,-7.11,1
None, 1031.0, -6.9, 1.352, 95.0,95.0,2018-01-02 00:00:00,-6.929,1
None, 1031.0, -6.8, 0.871999, 95.3,95.3,2018-01-02 01:00:00,-6.782,1
None, 1031.0, -6.5, 0.492, 95.1,95.1,2018-01-02 02:00:00,-6.549,1
None, 1031.0, -6.3, 0.423999, 95.2,95.2,2018-01-02 03:00:00,-6.253,1
None, 1031.0, -5.9, 0.517, 93.9,93.9,2018-01-02 04:00:00,-5.873,1
None, 1030.0, -5.6, 0.577, 92.7,92.7,2018-01-02 05:00:00,-5.583,1
None, 1030.0, -5.4, 0.994, 90.6,90.6,2018-01-02 06:00:00,-5.39,1
None, 1029.0, -5.2, 1.186, 87.5,87.5,2018-01-02 07:00:00,-5.167,1
None, 1029.0, -5.3, 0.723999, 86.6,86.6,2018-01-02 08:00:00,-5.278,1
None, 1028.0, -5.2, 0.657998, 87.4,87.4,2018-01-02 09:00:00,-5.154,1
None, 1028.0, -4.9, 0.85, 87.5,87.5,2018-01-02 10:00:00,-4.871,1
None, 1028.0, -4.2, 0.906, 84.8,84.8,2018-01-02 11:00:00,-4.15,1
None, 1027.0, -3.5, 1.314, 82.7,82.7,2018-01-02 12:00:00,-3.505,1
None, 1026.0, -3.0, 1.311, 80.8,80.8,2018-01-02 13:00:00,-3.034,1
None, 1026.0, -3.0, 1.734, 79.7,79.7,2018-01-02 14:00:00,-2.951,1
None, 1025.0, -3.1, 1.785, 81.0,81.0,2018-01-02 15:00:00,-3.088,1
None, 1025.0, -3.3, 2.086, 82.2,82.2,2018-01-02 16:00:00,-3.26,1
None, 1025.0, -3.6, 1.681, 85.2,85.2,2018-01-02 17:00:00,-3.553,1
None, 1024.0, -3.4, 1.824, 84.6,84.6,2018-01-02 18:00:00,-3.424,1
None, 1023.0, -3.5, 0.871999, 84.9,84.9,2018-01-02 19:00:00,-3.529,1
None, 1022.0, -3.3, 0.769999, 83.8,83.8,2018-01-02 20:00:00,-3.337,1
None, 1022.0, -3.1, 0.800998, 84.4,84.4,2018-01-02 21:00:00,-3.138,1
None, 1021.0, -3.0, 0.62, 85.5,85.5,2018-01-02 22:00:00,-2.969,1
None, 1021.0, -3.0, 0.967998, 88.4,88.4,2018-01-02 23:00:00,-3.023,1
None, 1021.0, -2.6, 0.976, 87.9,87.9,2018-01-03 00:00:00,-2.649,1
None, 1021.0, -2.4, 0.813, 87.5,87.5,2018-01-03 01:00:00,-2.368,1
None, 1021.0, -1.7, 0.398999, 83.5,83.5,2018-01-03 02:00:00,-1.698,1
None, 1021.0, -1.7, 0.458999, 85.2,85.2,2018-01-03 03:00:00,-1.655,1
None, 1021.0, -1.7, 0.911, 85.6,85.6,2018-01-03 04:00:00,-1.731,1
None, 1021.0, -1.8, 1.083, 85.8,85.8,2018-01-03 05:00:00,-1.753,1
None, 1021.0, -1.6, 0.691999, 83.2,83.2,2018-01-03 06:00:00,-1.573,1
None, 1021.0, -2.0, 1.506, 90.5,90.5,2018-01-03 07:00:00,-1.963,1
None, 1021.0, -2.2, 1.73, 94.9,94.9,2018-01-03 08:00:00,-2.213,1
None, 1021.0, -2.2, 0.889998, 96.0,96.0,2018-01-03 09:00:00,-2.226,1
None, 1021.0, -2.2, 0.495999, 97.2,97.2,2018-01-03 10:00:00,-2.234,1
None, 1021.0, -2.1, 0.574998, 98.3,98.3,2018-01-03 11:00:00,-2.088,1
None, 1021.0, -1.6, 0.896, 97.4,97.4,2018-01-03 12:00:00,-1.627,1
None, 1021.0, -1.2, 1.715, 94.3,94.3,2018-01-03 13:00:00,-1.167,1
None, 1020.0, -0.7, 0.954999, 91.4,91.4,2018-01-03 14:00:00,-0.714999,1
None, 1020.0, -0.5, 0.526, 90.8,90.8,2018-01-03 15:00:00,-0.488,1
None, 1020.0, -0.5, 0.370999, 91.4,91.4,2018-01-03 16:00:00,-0.479999,1
None, 1020.0, -0.6, 0.555998, 92.5,92.5,2018-01-03 17:00:00,-0.577,1
None, 1019.0, -0.8, 0.919, 96.5,96.5,2018-01-03 18:00:00,-0.827,1
None, 1019.0, -0.7, 0.869, 96.6,96.6,2018-01-03 19:00:00,-0.748,1
None, 1018.0, -0.5, 1.303, 93.4,93.4,2018-01-03 20:00:00,-0.504998,1
None, 1018.0, -0.3, 1.97, 91.1,91.1,2018-01-03 21:00:00,-0.296,1
None, 1017.0, -0.1, 1.256, 89.9,89.9,2018-01-03 22:00:00,-0.123998,1
None, 1016.0, 0.1, 1.321, 87.3,87.3,2018-01-03 23:00:00,0.144998,1
None, 1016.0, 0.5, 1.529, 84.0,84.0,2018-01-04 00:00:00,0.472,1
None, 1015.0, 0.5, 1.372, 84.1,84.1,2018-01-04 01:00:00,0.547999,1
None, 1014.0, 0.8, 1.062, 82.8,82.8,2018-01-04 02:00:00,0.781,1
None, 1014.0, 0.8, 0.646, 85.0,85.0,2018-01-04 03:00:00,0.765999,1
None, 1014.0, 0.6, 0.697, 89.6,89.6,2018-01-04 04:00:00,0.640999,1
None, 1013.0, 0.2, 0.549, 94.7,94.7,2018-01-04 05:00:00,0.246,1
None, 1012.0, 0.2, 0.931999, 95.6,95.6,2018-01-04 06:00:00,0.209998,1
None, 1011.0, 0.3, 1.003, 95.4,95.4,2018-01-04 07:00:00,0.277,1
None, 1010.0, 0.4, 0.505999, 95.8,95.8,2018-01-04 08:00:00,0.421999,1
None, 1010.0, 0.5, 0.517, 97.0,97.0,2018-01-04 09:00:00,0.463999,1
None, 1010.0, 0.5, 0.412, 98.1,98.1,2018-01-04 10:00:00,0.467999,1
None, 1010.0, 0.6, 0.388998, 97.8,97.8,2018-01-04 11:00:00,0.607999,1
None, 1009.0, 0.8, 0.284999, 96.3,96.3,2018-01-04 12:00:00,0.824,1
None, 1009.0, 1.0, 0.559, 95.7,95.7,2018-01-04 13:00:00,1.007,1
None, 1008.0, 0.8, 0.460999, 97.8,97.8,2018-01-04 14:00:00,0.808,1
None, 1008.0, 0.6, 0.657, 99.2,99.2,2018-01-04 15:00:00,0.626999,1
None, 1007.0, 0.6, 0.342, 99.7,99.7,2018-01-04 16:00:00,0.573,1
None, 1007.0, 0.5, 0.892, 100.0,100.0,2018-01-04 17:00:00,0.469,1
None, 1006.0, 0.5, 0.782998, 100.0,100.0,2018-01-04 18:00:00,0.476,1
None, 1006.0, 0.5, 1.099, 100.0,100.0,2018-01-04 19:00:00,0.472,1
None, 1005.0, 0.6, 0.865, 100.0,100.0,2018-01-04 20:00:00,0.559,1
None, 1004.0, 0.6, 0.953, 100.0,100.0,2018-01-04 21:00:00,0.573,1
None, 1004.0, 0.6, 0.961, 100.0,100.0,2018-01-04 22:00:00,0.587,1
None, 1003.0, 0.6, 1.032, 100.0,100.0,2018-01-04 23:00:00,0.642,1
None, 1003.0, 0.7, 0.768, 100.0,100.0,2018-01-05 00:00:00,0.665,1
None, 1003.0, 0.6, 0.828, 100.0,100.0,2018-01-05 01:00:00,0.62,1
None, 1002.0, 0.7, 1.065, 100.0,100.0,2018-01-05 02:00:00,0.663999,1
None, 1002.0, 0.6, 0.79, 100.0,100.0,2018-01-05 03:00:00,0.634,1
None, 1002.0, 0.6, 0.634998, 100.0,100.0,2018-01-05 04:00:00,0.609,1
None, 1001.0, 0.7, 0.879998, 100.0,100.0,2018-01-05 05:00:00,0.681999,1
None, 1001.0, 0.7, 0.933, 100.0,100.0,2018-01-05 06:00:00,0.72,1
None, 1000.0, 0.7, 0.916998, 100.0,100.0,2018-01-05 07:00:00,0.674,1
None, 1000.0, 0.7, 1.039, 100.0,100.0,2018-01-05 08:00:00,0.686999,1
None, 1001.0, 1.8, 0.875, 100.0,100.0,2018-01-05 09:00:00,1.783,1
None, 1002.0, 2.5, 0.853999, 100.0,100.0,2018-01-05 10:00:00,2.456,1
None, 1003.0, 2.7, 0.901, 99.8,99.8,2018-01-05 11:00:00,2.715,1
None, 1004.0, 2.2, 1.421, 99.4,99.4,2018-01-05 12:00:00,2.247,1
None, 1004.0, 2.4, 0.884, 98.7,98.7,2018-01-05 13:00:00,2.369,1
None, 1004.0, 2.4, 0.827, 98.6,98.6,2018-01-05 14:00:00,2.355,1
None, 1005.0, 2.3, 0.915, 99.2,99.2,2018-01-05 15:00:00,2.27,1
None, 1005.0, 2.1, 0.878, 99.6,99.6,2018-01-05 16:00:00,2.09,1
None, 1005.0, 1.8, 0.666998, 99.9,99.9,2018-01-05 17:00:00,1.837,1
