WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, -9.6, 0.319, 86.2, 86.2,2018-01-01 00:00:00, -9.65,1
None, None, -9.5, 0.391, 87.2, 87.2,2018-01-01 01:00:00, -9.54,1
None, None, -9.4, 0.185, 88.1, 88.1,2018-01-01 02:00:00, -9.36,1
None, None, -9.1, 0.546, 89.2, 89.2,2018-01-01 03:00:00, -9.1,1
None, None, -8.1, 1.858, 86.3, 86.3,2018-01-01 04:00:00, -8.09,1
None, None, -7.6, 2.331, 83.0, 83.0,2018-01-01 05:00:00, -7.61,1
None, None, -8.0, 2.234, 83.2, 83.2,2018-01-01 06:00:00, -7.99,1
None, None, -8.5, 2.126, 81.5, 81.5,2018-01-01 07:00:00, -8.53,1
None, None, -9.3, 1.926, 80.0, 80.0,2018-01-01 08:00:00, -9.3,1
None, None, -10.9, 1.831, 79.6, 79.6,2018-01-01 09:00:00, -10.92,1
None, None, -11.2, 1.566, 78.7, 78.7,2018-01-01 10:00:00, -11.19,1
None, None, -10.0, 1.073, 75.3, 75.3,2018-01-01 11:00:00, -9.98,1
None, None, -8.4, 0.689998, 69.1, 69.13,2018-01-01 12:00:00, -8.36,1
None, None, -6.7, 0.386, 63.6, 63.6,2018-01-01 13:00:00, -6.716,1
None, None, -6.9, 0.384, 64.1, 64.14,2018-01-01 14:00:00, -6.869,1
None, None, -7.7, 0.430999, 68.8, 68.75,2018-01-01 15:00:00, -7.69,1
None, None, -8.4, 0.587, 74.1, 74.1,2018-01-01 16:00:00, -8.42,1
None, None, -9.9, 0.532, 82.1, 82.1,2018-01-01 17:00:00, -9.86,1
None, None, -12.5, 0.305, 88.2, 88.2,2018-01-01 18:00:00, -12.53,1
None, None, -13.6, 0.368999, 92.5, 92.5,2018-01-01 19:00:00, -13.62,1
None, None, -15.0, 0.382999, 92.7, 92.7,2018-01-01 20:00:00, -15.02,1
None, None, -16.2, 0.279, 92.1, 92.1,2018-01-01 21:00:00, -16.21,1
None, None, -16.9, 0.229, 91.0, 91.0,2018-01-01 22:00:00, -16.89,1
None, None, -17.4, 0.646, 91.5, 91.5,2018-01-01 23:00:00, -17.37,1
None, None, -17.8, 0.223, 89.9, 89.9,2018-01-02 00:00:00, -17.78,1
None, None, -18.5, 0.351, 89.3, 89.3,2018-01-02 01:00:00, -18.46,1
None, None, -19.1, 0.382999, 88.1, 88.1,2018-01-02 02:00:00, -19.08,1
None, None, -18.8, 0.224998, 88.2, 88.2,2018-01-02 03:00:00, -18.8,1
None, None, -19.3, 0.552999, 88.2, 88.2,2018-01-02 04:00:00, -19.29,1
None, None, -18.1, 0.834999, 89.1, 89.1,2018-01-02 05:00:00, -18.12,1
None, None, -17.1, 0.561999, 89.4, 89.4,2018-01-02 06:00:00, -17.07,1
None, None, -16.5, 0.549, 89.2, 89.2,2018-01-02 07:00:00, -16.47,1
None, None, -15.7, 0.326999, 89.6, 89.6,2018-01-02 08:00:00, -15.68,1
None, None, -15.5, 0.596, 89.0, 89.0,2018-01-02 09:00:00, -15.51,1
None, None, -14.9, 0.694998, 88.0, 88.0,2018-01-02 10:00:00, -14.94,1
None, None, -13.6, 0.298999, 85.8, 85.8,2018-01-02 11:00:00, -13.55,1
None, None, -12.4, 0.626999, 80.4, 80.4,2018-01-02 12:00:00, -12.36,1
None, None, -11.7, 0.897, 76.4, 76.4,2018-01-02 13:00:00, -11.7,1
None, None, -10.5, 0.331, 74.7, 74.7,2018-01-02 14:00:00, -10.5,1
None, None, -10.9, 0.5, 78.2, 78.2,2018-01-02 15:00:00, -10.88,1
None, None, -12.1, 0.237, 84.4, 84.4,2018-01-02 16:00:00, -12.12,1
None, None, -13.1, 0.246, 88.0, 88.0,2018-01-02 17:00:00, -13.1,1
None, None, -12.9, 0.186, 89.7, 89.7,2018-01-02 18:00:00, -12.9,1
None, None, -12.6, 0.321999, 90.4, 90.4,2018-01-02 19:00:00, -12.55,1
None, None, -11.9, 0.545, 87.3, 87.3,2018-01-02 20:00:00, -11.86,1
None, None, -11.8, 0.632, 87.4, 87.4,2018-01-02 21:00:00, -11.84,1
None, None, -11.8, 0.528998, 88.0, 88.0,2018-01-02 22:00:00, -11.75,1
None, None, -11.4, 0.642, 87.8, 87.8,2018-01-02 23:00:00, -11.42,1
None, None, -10.8, 0.467, 85.9, 85.9,2018-01-03 00:00:00, -10.81,1
None, None, -10.4, 0.731998, 84.5, 84.5,2018-01-03 01:00:00, -10.44,1
None, None, -9.9, 0.702, 84.4, 84.4,2018-01-03 02:00:00, -9.95,1
None, None, -9.8, 0.705999, 86.1, 86.1,2018-01-03 03:00:00, -9.75,1
None, None, -10.2, 0.662, 88.1, 88.1,2018-01-03 04:00:00, -10.16,1
None, None, -9.9, 0.513, 89.0, 89.0,2018-01-03 05:00:00, -9.92,1
None, None, -10.3, 0.451, 89.3, 89.3,2018-01-03 06:00:00, -10.33,1
None, None, -10.8, 1.161, 91.2, 91.2,2018-01-03 07:00:00, -10.75,1
None, None, -10.8, 0.936999, 90.4, 90.4,2018-01-03 08:00:00, -10.8,1
None, None, -11.9, 0.615, 93.2, 93.2,2018-01-03 09:00:00, -11.93,1
None, None, -11.9, 0.603999, 90.4, 90.4,2018-01-03 10:00:00, -11.91,1
None, None, -8.4, 0.711, 73.9, 73.9,2018-01-03 11:00:00, -8.37,1
None, None, -8.6, 0.86, 75.9, 75.9,2018-01-03 12:00:00, -8.63,1
None, None, -6.7, 0.367, 70.1, 70.1,2018-01-03 13:00:00, -6.664,1
None, None, -5.1, 0.674, 64.5, 64.53,2018-01-03 14:00:00, -5.085,1
None, None, -5.6, 0.55, 67.1, 67.12,2018-01-03 15:00:00, -5.595,1
None, None, -9.6, 0.375, 84.8, 84.8,2018-01-03 16:00:00, -9.65,1
None, None, -12.2, 0.158998, 90.9, 90.9,2018-01-03 17:00:00, -12.23,1
None, None, -12.7, 0.129998, 94.1, 94.1,2018-01-03 18:00:00, -12.65,1
None, None, -13.8, 0.393, 94.0, 94.0,2018-01-03 19:00:00, -13.79,1
None, None, -14.1, 0.119, 93.4, 93.4,2018-01-03 20:00:00, -14.05,1
None, None, -14.5, 0.167998, 93.1, 93.1,2018-01-03 21:00:00, -14.47,1
None, None, -15.0, 0.428, 92.8, 92.8,2018-01-03 22:00:00, -15.04,1
None, None, -16.0, 0.674, 92.2, 92.2,2018-01-03 23:00:00, -15.95,1
None, None, -16.0, 0.409999, 90.6, 90.6,2018-01-04 00:00:00, -16.0,1
None, None, -17.0, 0.301999, 90.1, 90.1,2018-01-04 01:00:00, -17.04,1
None, None, -16.9, 0.143, 90.4, 90.4,2018-01-04 02:00:00, -16.89,1
None, None, -17.2, 0.152998, 90.3, 90.3,2018-01-04 03:00:00, -17.16,1
None, None, -17.0, 0.347, 89.6, 89.6,2018-01-04 04:00:00, -16.96,1
None, None, -17.1, 0.208, 89.2, 89.2,2018-01-04 05:00:00, -17.14,1
None, None, -17.5, 0.349, 89.1, 89.1,2018-01-04 06:00:00, -17.47,1
None, None, -16.6, 0.107, 90.0, 90.0,2018-01-04 07:00:00, -16.62,1
None, None, -16.1, 0.128998, 89.9, 89.9,2018-01-04 08:00:00, -16.05,1
None, None, -15.1, 0.168999, 90.4, 90.4,2018-01-04 09:00:00, -15.14,1
None, None, -13.4, 0.266999, 90.9, 90.9,2018-01-04 10:00:00, -13.41,1
None, None, -11.8, 0.17, 90.8, 90.8,2018-01-04 11:00:00, -11.84,1
None, None, -11.2, 0.210998, 89.5, 89.5,2018-01-04 12:00:00, -11.2,1
None, None, -10.3, 0.308999, 88.4, 88.4,2018-01-04 13:00:00, -10.33,1
None, None, -9.4, 0.421, 85.9, 85.9,2018-01-04 14:00:00, -9.36,1
None, None, -9.0, 0.517, 84.9, 84.9,2018-01-04 15:00:00, -8.97,1
None, None, -8.6, 0.155, 85.1, 85.1,2018-01-04 16:00:00, -8.57,1
None, None, -8.8, 0.243, 87.5, 87.5,2018-01-04 17:00:00, -8.75,1
None, None, -8.6, 0.222, 88.9, 88.9,2018-01-04 18:00:00, -8.63,1
None, None, -8.3, 0.358, 88.1, 88.1,2018-01-04 19:00:00, -8.34,1
None, None, -8.0, 0.221, 87.0, 87.0,2018-01-04 20:00:00, -7.96,1
None, None, -7.6, 0.301999, 86.8, 86.8,2018-01-04 21:00:00, -7.61,1
None, None, -7.7, 0.129998, 93.0, 93.0,2018-01-04 22:00:00, -7.71,1
