RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
14.95, None, None, None, 4.909, 216.1, -8.0, 18.8, -8.0, None, None, None, None, -6999.0, None, None, None, None, 18.76, None, 24.5, 15.0, None, 16.95, None, 18.8, -0.2, -6999.0,2021-07-16 00:00:00, -6999.0,29
15.1, None, None, None, 2.807, 216.9, -9.0, 18.3, -9.0, None, None, None, None, -6999.0, None, None, None, None, 18.25, None, 24.5, 15.0, None, 16.46, None, 18.3, 0.0, -6999.0,2021-07-16 01:00:00, -6999.0,29
15.41, None, None, None, 7.61, 188.8, -9.0, 17.2, -9.0, None, None, None, None, -6999.0, None, None, None, None, 17.24, None, 24.5, 15.0, None, 12.02, None, 17.2, -0.1, -6999.0,2021-07-16 02:00:00, -6999.0,29
15.67, None, None, None, 5.583, 177.9, -10.0, 16.4, -10.0, None, None, None, None, -6999.0, None, None, None, None, 16.36, None, 24.5, 16.0, None, 22.61, None, 16.4, 0.0, -6999.0,2021-07-16 03:00:00, -6999.0,29
15.72, None, None, None, 5.493, 178.4, -10.0, 16.2, -10.0, None, None, None, None, -6999.0, None, None, None, None, 16.2, None, 24.5, 16.0, None, 27.48, None, 16.2, -0.2, -6999.0,2021-07-16 04:00:00, -6999.0,29
15.97, None, None, None, 5.384, 180.6, -10.0, 15.4, -10.0, None, None, None, None, -6999.0, None, None, None, None, 15.35, None, 24.5, 16.0, None, 25.2, None, 15.4, -0.1, -6999.0,2021-07-16 05:00:00, -6999.0,29
16.16, None, None, None, 7.27, 207.9, -11.0, 14.9, -11.0, None, None, None, None, -6999.0, None, None, None, None, 14.94, None, 24.5, 16.0, None, 16.64, None, 14.9, -0.2, -6999.0,2021-07-16 06:00:00, -6999.0,29
16.27, None, None, None, 5.499, 209.7, -11.0, 14.8, -11.0, None, None, None, None, -6999.0, None, None, None, None, 14.79, None, 15.0, 16.0, None, 19.81, None, 14.8, -0.1, -6999.0,2021-07-16 07:00:00, -6999.0,29
15.91, None, None, None, 6.177, 203.0, -10.0, 14.8, -10.0, None, None, None, None, -6999.0, None, None, None, None, 15.96, None, 16.0, 16.0, None, 16.18, None, 16.0, -0.1, -6999.0,2021-07-16 08:00:00, -6999.0,29
15.69, None, None, None, 6.112, 191.5, -9.0, 14.8, -9.0, None, None, None, None, -6999.0, None, None, None, None, 16.71, None, 16.7, 16.0, None, 24.59, None, 16.7, 0.0, -6999.0,2021-07-16 09:00:00, -6999.0,29
15.41, None, None, None, 5.791, 193.9, -9.0, 14.8, -9.0, None, None, None, None, -6999.0, None, None, None, None, 17.42, None, 17.4, 15.0, None, 32.53, None, 17.4, 0.0, -6999.0,2021-07-16 10:00:00, -6999.0,29
15.09, None, None, None, 4.324, 210.9, -8.0, 14.8, -8.0, None, None, None, None, -6999.0, None, None, None, None, 18.51, None, 18.5, 15.0, None, 37.42, None, 18.5, 0.0, -6999.0,2021-07-16 11:00:00, -6999.0,29
13.91, None, None, None, 5.979, 213.3, -6.0, 14.8, -6.0, None, None, None, None, -6999.0, None, None, None, None, 22.42, None, 22.4, 14.0, None, 29.83, None, 22.4, -0.2, -6999.0,2021-07-16 12:00:00, -6999.0,29
13.14, None, None, None, 5.196, 217.3, -5.0, 14.8, -5.0, None, None, None, None, -6999.0, None, None, None, None, 24.99, None, 25.0, 13.0, None, 33.79, None, 25.0, 0.0, -6999.0,2021-07-16 13:00:00, -6999.0,29
12.79, None, None, None, 5.042, 224.5, -4.0, 14.8, -4.0, None, None, None, None, -6999.0, None, None, None, None, 26.38, None, 26.4, 13.0, None, 35.88, None, 26.4, -0.2, -6999.0,2021-07-16 14:00:00, -6999.0,29
12.38, None, None, None, 4.845, 243.9, -4.0, 14.8, -4.0, None, None, None, None, -6999.0, None, None, None, None, 27.54, None, 28.0, 12.0, None, 33.47, None, 27.5, 0.0, -6999.0,2021-07-16 15:00:00, -6999.0,29
13.67, None, None, None, 3.354, 251.2, -6.0, 14.8, -6.0, None, None, None, None, -6999.0, None, None, None, None, 23.01, None, 28.0, 14.0, None, 49.44, None, 23.0, 0.4, -6999.0,2021-07-16 16:00:00, -6999.0,29
13.45, None, None, None, 3.822, 274.6, -6.0, 14.8, -6.0, None, None, None, None, -6999.0, None, None, None, None, 23.97, None, 28.0, 13.0, None, 44.34, None, 24.0, -0.1, -6999.0,2021-07-16 17:00:00, -6999.0,29
