RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
45.94, None, None, None, 0.0, 233.0, None, None, -16.0, None, None, None, None, None, None, None, None, -7.4, None, None, None, None, 0.526, None, None, None, None,2020-01-01 00:00:00, None,1
46.04, None, None, None, 0.0, 233.2, None, None, -16.0, None, None, None, None, None, None, None, None, -7.39, None, None, None, None, 0.514, None, None, None, None,2020-01-01 01:00:00, None,1
46.02, None, None, None, 0.0, 233.4, None, None, -16.0, None, None, None, None, None, None, None, None, -7.38, None, None, None, None, 0.518, None, None, None, None,2020-01-01 02:00:00, None,1
46.65, None, None, None, 0.0, 233.3, None, None, -16.0, None, None, None, None, None, None, None, None, -7.25, None, None, None, None, 0.51, None, None, None, None,2020-01-01 03:00:00, None,1
46.95, None, None, None, 0.0, 233.1, None, None, -16.0, None, None, None, None, None, None, None, None, -7.22, None, None, None, None, 0.548, None, None, None, None,2020-01-01 04:00:00, None,1
46.89, None, None, None, 0.0, 233.1, None, None, -16.0, None, None, None, None, None, None, None, None, -7.18, None, None, None, None, 0.514, None, None, None, None,2020-01-01 05:00:00, None,1
47.13, None, None, None, 0.0, 233.0, None, None, -15.0, None, None, None, None, None, None, None, None, -7.11, None, None, None, None, 0.514, None, None, None, None,2020-01-01 06:00:00, None,1
48.06, None, None, None, 0.0, 18.95, None, None, -15.0, None, None, None, None, None, None, None, None, -6.718, None, None, None, None, 53.66, None, None, None, None,2020-01-01 07:00:00, None,1
50.6, None, None, None, 0.0, 61.35, None, None, -13.0, None, None, None, None, None, None, None, None, -5.285, None, None, None, None, 39.91, None, None, None, None,2020-01-01 08:00:00, None,1
51.36, None, None, None, 0.0, 195.8, None, None, -12.0, None, None, None, None, None, None, None, None, -4.676, None, None, None, None, 19.74, None, None, None, None,2020-01-01 09:00:00, None,1
51.45, None, None, None, 0.0, 194.6, None, None, -12.0, None, None, None, None, None, None, None, None, -3.964, None, None, None, None, 0.385, None, None, None, None,2020-01-01 10:00:00, None,1
51.18, None, None, None, 0.0, 194.7, None, None, -11.0, None, None, None, None, None, None, None, None, -3.293, None, None, None, None, 0.373, None, None, None, None,2020-01-01 11:00:00, None,1
50.85, None, None, None, 0.0, 194.7, None, None, -11.0, None, None, None, None, None, None, None, None, -2.93, None, None, None, None, 0.366, None, None, None, None,2020-01-01 12:00:00, None,1
50.67, None, None, None, 0.0, 194.6, None, None, -10.0, None, None, None, None, None, None, None, None, -2.643, None, None, None, None, 0.339, None, None, None, None,2020-01-01 13:00:00, None,1
50.25, None, None, None, 0.0, 339.0, None, None, -10.0, None, None, None, None, None, None, None, None, -1.889, None, None, None, None, 29.46, None, None, None, None,2020-01-01 14:00:00, None,1
50.3, None, None, None, 0.0, 324.5, None, None, -10.0, None, None, None, None, None, None, None, None, -2.073, None, None, None, None, 18.79, None, None, None, None,2020-01-01 15:00:00, None,1
50.59, None, None, None, 0.0, 294.4, None, None, -11.0, None, None, None, None, None, None, None, None, -2.691, None, None, None, None, 36.84, None, None, None, None,2020-01-01 16:00:00, None,1
50.8, None, None, None, 0.0, 341.3, None, None, -11.0, None, None, None, None, None, None, None, None, -2.946, None, None, None, None, 14.23, None, None, None, None,2020-01-01 17:00:00, None,1
51.0, None, None, None, 0.0, 357.6, None, None, -11.0, None, None, None, None, None, None, None, None, -3.168, None, None, None, None, 15.63, None, None, None, None,2020-01-01 18:00:00, None,1
50.99, None, None, None, 0.0, 317.3, None, None, -11.0, None, None, None, None, None, None, None, None, -3.062, None, None, None, None, 25.5, None, None, None, None,2020-01-01 19:00:00, None,1
51.13, None, None, None, 0.0, 308.3, None, None, -11.0, None, None, None, None, None, None, None, None, -3.425, None, None, None, None, 33.25, None, None, None, None,2020-01-01 20:00:00, None,1
51.04, None, None, None, 0.0, 226.1, None, None, -11.0, None, None, None, None, None, None, None, None, -3.244, None, None, None, None, 36.86, None, None, None, None,2020-01-01 21:00:00, None,1
51.13, None, None, None, 0.0, 283.0, None, None, -11.0, None, None, None, None, None, None, None, None, -3.397, None, None, None, None, 27.87, None, None, None, None,2020-01-01 22:00:00, None,1
51.34, None, None, None, 0.0, 247.4, None, None, -11.0, None, None, None, None, None, None, None, None, -3.703, None, None, None, None, 38.37, None, None, None, None,2020-01-01 23:00:00, None,1
50.64, None, None, None, 0.0, 308.7, None, None, -13.0, None, None, None, None, None, None, None, None, -5.787, None, None, None, None, 33.08, None, None, None, None,2020-01-02 00:00:00, None,1
43.38, None, None, None, 0.0, 328.9, None, None, -16.0, None, None, None, None, None, None, None, None, -7.04, None, None, None, None, 20.65, None, None, None, None,2020-01-02 01:00:00, None,1
40.4, None, None, None, 0.0, 326.4, None, None, -18.0, None, None, None, None, None, None, None, None, -7.53, None, None, None, None, 21.77, None, None, None, None,2020-01-02 02:00:00, None,1
32.4, None, None, None, 0.0, 332.4, None, None, -22.0, None, None, None, None, None, None, None, None, -10.33, None, None, None, None, 34.58, None, None, None, None,2020-01-02 07:00:00, None,1
31.91, None, None, None, 0.0, 218.8, None, None, -23.0, None, None, None, None, None, None, None, None, -10.5, None, None, None, None, 67.74, None, None, None, None,2020-01-02 08:00:00, None,1
31.7, None, None, None, 0.0, 280.2, None, None, -23.0, None, None, None, None, None, None, None, None, -10.64, None, None, None, None, 56.82, None, None, None, None,2020-01-02 09:00:00, None,1
31.2, None, None, None, 0.0, 357.4, None, None, -23.0, None, None, None, None, None, None, None, None, -10.66, None, None, None, None, 29.29, None, None, None, None,2020-01-02 10:00:00, None,1
32.89, None, None, None, 0.0, 2.171, None, None, -22.0, None, None, None, None, None, None, None, None, -10.03, None, None, None, None, 27.05, None, None, None, None,2020-01-02 11:00:00, None,1
32.66, None, None, None, 0.0, 184.9, None, None, -21.0, None, None, None, None, None, None, None, None, -9.44, None, None, None, None, 76.2, None, None, None, None,2020-01-02 12:00:00, None,1
31.82, None, None, None, 0.0, 317.1, None, None, -21.0, None, None, None, None, None, None, None, None, -9.07, None, None, None, None, 52.64, None, None, None, None,2020-01-02 13:00:00, None,1
29.52, None, None, None, 0.032, 214.7, None, None, -23.0, None, None, None, None, None, None, None, None, -9.57, None, None, None, None, 54.39, None, None, None, None,2020-01-02 14:00:00, None,1
30.09, None, None, None, 0.0, 286.9, None, None, -23.0, None, None, None, None, None, None, None, None, -10.25, None, None, None, None, 52.31, None, None, None, None,2020-01-02 15:00:00, None,1
28.69, None, None, None, 0.0, 23.51, None, None, -24.0, None, None, None, None, None, None, None, None, -10.6, None, None, None, None, 40.06, None, None, None, None,2020-01-02 16:00:00, None,1
28.17, None, None, None, 0.0, 83.7, None, None, -24.0, None, None, None, None, None, None, None, None, -10.71, None, None, None, None, 13.03, None, None, None, None,2020-01-02 17:00:00, None,1
28.4, None, None, None, 0.0, 110.6, None, None, -24.0, None, None, None, None, None, None, None, None, -10.72, None, None, None, None, 19.35, None, None, None, None,2020-01-02 18:00:00, None,1
28.32, None, None, None, 0.402, 90.1, None, None, -24.0, None, None, None, None, None, None, None, None, -10.84, None, None, None, None, 12.25, None, None, None, None,2020-01-02 19:00:00, None,1
28.99, None, None, None, 6.091, 99.4, None, None, -24.0, None, None, None, None, None, None, None, None, -10.49, None, None, None, None, 16.04, None, None, None, None,2020-01-02 20:00:00, None,1
32.41, None, None, None, 6.811, 103.9, None, None, -22.0, None, None, None, None, None, None, None, None, -10.36, None, None, None, None, 17.38, None, None, None, None,2020-01-02 21:00:00, None,1
34.15, None, None, None, 7.35, 111.6, None, None, -21.0, None, None, None, None, None, None, None, None, -9.9, None, None, None, None, 19.52, None, None, None, None,2020-01-02 22:00:00, None,1
37.95, None, None, None, 8.46, 121.9, None, None, -20.0, None, None, None, None, None, None, None, None, -9.77, None, None, None, None, 17.64, None, None, None, None,2020-01-02 23:00:00, None,1
39.21, None, None, None, 8.09, 122.4, None, None, -20.0, None, None, None, None, None, None, None, None, -9.6, None, None, None, None, 18.32, None, None, None, None,2020-01-03 00:00:00, None,1
39.99, None, None, None, 8.08, 120.4, None, None, -19.0, None, None, None, None, None, None, None, None, -9.46, None, None, None, None, 17.8, None, None, None, None,2020-01-03 01:00:00, None,1
38.96, None, None, None, 6.77, 120.6, None, None, -20.0, None, None, None, None, None, None, None, None, -9.73, None, None, None, None, 21.42, None, None, None, None,2020-01-03 02:00:00, None,1
41.04, None, None, None, 9.61, 118.0, None, None, -19.0, None, None, None, None, None, None, None, None, -9.35, None, None, None, None, 17.56, None, None, None, None,2020-01-03 03:00:00, None,1
41.48, None, None, None, 11.86, 118.0, None, None, -19.0, None, None, None, None, None, None, None, None, -9.2, None, None, None, None, 15.21, None, None, None, None,2020-01-03 04:00:00, None,1
44.3, None, None, None, 11.21, 111.6, None, None, -17.0, None, None, None, None, None, None, None, None, -8.19, None, None, None, None, 14.45, None, None, None, None,2020-01-03 05:00:00, None,1
45.81, None, None, None, 8.89, 128.1, None, None, -16.0, None, None, None, None, None, None, None, None, -7.56, None, None, None, None, 19.67, None, None, None, None,2020-01-03 06:00:00, None,1
45.96, None, None, None, 9.12, 126.6, None, None, -16.0, None, None, None, None, None, None, None, None, -7.27, None, None, None, None, 17.01, None, None, None, None,2020-01-03 07:00:00, None,1
47.02, None, None, None, 9.45, 124.5, None, None, -15.0, None, None, None, None, None, None, None, None, -6.994, None, None, None, None, 17.12, None, None, None, None,2020-01-03 08:00:00, None,1
48.82, None, None, None, 9.06, 132.4, None, None, -15.0, None, None, None, None, None, None, None, None, -6.494, None, None, None, None, 19.56, None, None, None, None,2020-01-03 09:00:00, None,1
47.63, None, None, None, 7.27, 130.8, None, None, -15.0, None, None, None, None, None, None, None, None, -6.559, None, None, None, None, 23.82, None, None, None, None,2020-01-03 11:00:00, None,1
49.09, None, None, None, 9.74, 112.9, None, None, -14.0, None, None, None, None, None, None, None, None, -5.498, None, None, None, None, 23.2, None, None, None, None,2020-01-03 12:00:00, None,1
50.72, None, None, None, 8.66, 129.2, None, None, -12.0, None, None, None, None, None, None, None, None, -4.571, None, None, None, None, 21.55, None, None, None, None,2020-01-03 13:00:00, None,1
51.0, None, None, None, 8.5, 123.0, None, None, -11.0, None, None, None, None, None, None, None, None, -3.792, None, None, None, None, 24.97, None, None, None, None,2020-01-03 14:00:00, None,1
50.87, None, None, None, 11.9, 123.4, None, None, -11.0, None, None, None, None, None, None, None, None, -3.312, None, None, None, None, 19.33, None, None, None, None,2020-01-03 15:00:00, None,1
50.0, None, None, None, 11.7, 127.8, None, None, -11.0, None, None, None, None, None, None, None, None, -2.911, None, None, None, None, 20.15, None, None, None, None,2020-01-03 16:00:00, None,1
