CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -0.05, 98.3, None, None, None, None, 22.4, None, 8.15, 229.8, None, None, None, None, None, None, None, None, None,2020-01-01 00:00:00, None, 172.5,1
None, -0.048, 98.3, None, None, None, None, 22.77, None, 7.049, 231.9, None, None, None, None, None, None, None, None, None,2020-01-01 01:00:00, None, 174.0,1
None, -0.057, 98.3, None, None, None, None, 23.14, None, 6.199, 236.4, None, None, None, None, None, None, None, None, None,2020-01-01 02:00:00, None, 173.6,1
None, -0.13, 98.4, None, None, None, None, 19.97, None, 5.34, 237.3, None, None, None, None, None, None, None, None, None,2020-01-01 03:00:00, None, 174.0,1
None, -0.277, 98.4, None, None, None, None, 20.43, None, 6.369, 232.1, None, None, None, None, None, None, None, None, None,2020-01-01 04:00:00, None, 174.2,1
None, -0.428, 98.5, None, None, None, None, 20.22, None, 0.257, 228.9, None, None, None, None, None, None, None, None, None,2020-01-01 05:00:00, None, 174.5,1
None, -0.561, 98.5, None, None, None, None, 31.78, None, 0.0, 240.4, None, None, None, None, None, None, None, None, None,2020-01-01 06:00:00, None, 174.4,1
None, -0.612, 98.5, None, None, None, None, 31.0, None, 0.0, 236.2, None, None, None, None, None, None, None, None, None,2020-01-01 07:00:00, None, 175.1,1
None, -0.754, 98.5, None, None, None, None, 32.05, None, 0.0, 240.8, None, None, None, None, None, None, None, None, None,2020-01-01 08:00:00, None, 174.8,1
None, -0.876, 98.5, None, None, None, None, 25.71, None, 0.0, 242.3, None, None, None, None, None, None, None, None, None,2020-01-01 09:00:00, None, 176.2,1
None, -0.951, 98.5, None, None, None, None, 29.43, None, 0.0, 245.7, None, None, None, None, None, None, None, None, None,2020-01-01 10:00:00, None, 176.3,1
None, -1.39, 98.4, None, None, None, None, 31.03, None, 0.0, 245.5, None, None, None, None, None, None, None, None, None,2020-01-01 11:00:00, None, 177.4,1
None, -1.249, 98.2, None, None, None, None, 33.33, None, 0.0, 244.1, None, None, None, None, None, None, None, None, None,2020-01-01 12:00:00, None, 177.2,1
None, -1.246, 98.1, None, None, None, None, 27.66, None, 0.0, 241.0, None, None, None, None, None, None, None, None, None,2020-01-01 13:00:00, None, 177.1,1
None, -1.449, 98.0, None, None, None, None, 19.65, None, 0.0, 242.7, None, None, None, None, None, None, None, None, None,2020-01-01 14:00:00, None, 178.2,1
None, -1.879, 97.8, None, None, None, None, 21.49, None, 0.0, 238.3, None, None, None, None, None, None, None, None, None,2020-01-01 15:00:00, None, 178.6,1
None, -2.061, 97.8, None, None, None, None, 31.29, None, 0.0, 242.8, None, None, None, None, None, None, None, None, None,2020-01-01 16:00:00, None, 179.0,1
None, -2.231, 97.7, None, None, None, None, 23.29, None, 0.0, 233.0, None, None, None, None, None, None, None, None, None,2020-01-01 17:00:00, None, 179.3,1
None, -2.255, 97.7, None, None, None, None, 26.13, None, 0.0, 232.4, None, None, None, None, None, None, None, None, None,2020-01-01 18:00:00, None, 179.6,1
None, -2.169, 97.7, None, None, None, None, 25.55, None, 0.0, 228.7, None, None, None, None, None, None, None, None, None,2020-01-01 19:00:00, None, 180.0,1
None, -2.963, 97.3, None, None, None, None, 24.83, None, 0.0, 228.0, None, None, None, None, None, None, None, None, None,2020-01-01 20:00:00, None, 180.1,1
None, -3.399, 97.1, None, None, None, None, 25.91, None, 0.0, 234.5, None, None, None, None, None, None, None, None, None,2020-01-01 21:00:00, None, 181.9,1
None, -4.216, 96.5, None, None, None, None, 28.92, None, 0.0, 233.6, None, None, None, None, None, None, None, None, None,2020-01-01 22:00:00, None, 182.2,1
None, -4.954, 96.2, None, None, None, None, 19.4, None, 0.0, 227.4, None, None, None, None, None, None, None, None, None,2020-01-01 23:00:00, None, 182.6,1
None, -5.293, 95.8, None, None, None, None, 18.5, None, 0.0, 231.0, None, None, None, None, None, None, None, None, None,2020-01-02 00:00:00, None, 183.3,1
None, -6.208, 95.2, None, None, None, None, 18.08, None, 0.0, 228.3, None, None, None, None, None, None, None, None, None,2020-01-02 01:00:00, None, 181.6,1
None, -7.01, 94.7, None, None, None, None, 18.12, None, 0.0, 230.0, None, None, None, None, None, None, None, None, None,2020-01-02 02:00:00, None, 181.4,1
None, -7.993, 94.2, None, None, None, None, 27.35, None, 0.0, 235.4, None, None, None, None, None, None, None, None, None,2020-01-02 07:00:00, None, 182.3,1
None, -7.87, 94.4, None, None, None, None, 27.67, None, 0.0, 238.7, None, None, None, None, None, None, None, None, None,2020-01-02 08:00:00, None, 182.0,1
None, -7.63, 94.4, None, None, None, None, 32.94, None, 0.0, 250.9, None, None, None, None, None, None, None, None, None,2020-01-02 09:00:00, None, 182.0,1
None, -7.21, 94.5, None, None, None, None, 30.32, None, 0.0, 251.5, None, None, None, None, None, None, None, None, None,2020-01-02 10:00:00, None, 181.4,1
None, -6.69, 94.7, None, None, None, None, 21.95, None, 0.0, 258.6, None, None, None, None, None, None, None, None, None,2020-01-02 11:00:00, None, 182.1,1
None, -6.177, 94.4, None, None, None, None, 35.64, None, 0.0, 260.6, None, None, None, None, None, None, None, None, None,2020-01-02 12:00:00, None, 182.9,1
None, -5.891, 95.0, None, None, None, None, 30.41, None, 0.0, 263.4, None, None, None, None, None, None, None, None, None,2020-01-02 13:00:00, None, 183.4,1
None, -6.506, 94.7, None, None, None, None, 22.16, None, 0.0, 248.4, None, None, None, None, None, None, None, None, None,2020-01-02 14:00:00, None, 183.3,1
None, -6.62, 94.8, None, None, None, None, 21.9, None, 0.0, 255.9, None, None, None, None, None, None, None, None, None,2020-01-02 15:00:00, None, 183.9,1
None, -6.685, 94.8, None, None, None, None, 33.8, None, 0.0, 252.8, None, None, None, None, None, None, None, None, None,2020-01-02 16:00:00, None, 183.8,1
None, -6.862, 94.9, None, None, None, None, 28.19, None, 0.0, 236.5, None, None, None, None, None, None, None, None, None,2020-01-02 17:00:00, None, 183.8,1
None, -6.853, 94.9, None, None, None, None, 44.77, None, 0.0, 32.17, None, None, None, None, None, None, None, None, None,2020-01-02 18:00:00, None, 184.2,1
None, -6.464, 95.2, None, None, None, None, 10.87, None, 0.0, 44.96, None, None, None, None, None, None, None, None, None,2020-01-02 19:00:00, None, 183.8,1
None, -6.022, 95.3, None, None, None, None, 10.35, None, 0.0, 42.48, None, None, None, None, None, None, None, None, None,2020-01-02 20:00:00, None, 184.9,1
None, -5.595, 95.8, None, None, None, None, 59.03, None, 0.0, 113.2, None, None, None, None, None, None, None, None, None,2020-01-02 21:00:00, None, 184.9,1
