RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
88.0, None, None, None, 17.09, 262.1, None, None, -1.0, None, None, None, None, None, None, 36.93, None, None, 0.624, None, None, None, None, 31.8, None, None, None, None,2020-01-01 00:00:00,1
87.0, None, None, None, 17.74, 262.2, None, None, -1.0, None, None, None, None, None, None, 36.86, None, None, 0.469, None, None, None, None, 29.81, None, None, None, None,2020-01-01 01:00:00,1
86.0, None, None, None, 18.74, 259.3, None, None, -2.0, None, None, None, None, None, None, 36.91, None, None, 0.291, None, None, None, None, 28.89, None, None, None, None,2020-01-01 02:00:00,1
82.5, None, None, None, 24.53, 257.2, None, None, -2.0, None, None, None, None, None, None, 36.85, None, None, 0.227, None, None, None, None, 23.63, None, None, None, None,2020-01-01 03:00:00,1
80.0, None, None, None, 29.12, 258.4, None, None, -3.0, None, None, None, None, None, None, 36.7, None, None, 0.094, None, None, None, None, 19.7, None, None, None, None,2020-01-01 04:00:00,1
82.9, None, None, None, 24.93, 255.0, None, None, -2.0, None, None, None, None, None, None, 36.63, None, None, -0.249, None, None, None, None, 21.29, None, None, None, None,2020-01-01 05:00:00,1
86.1, None, None, None, 23.71, 255.3, None, None, -2.0, None, None, None, None, None, None, 36.12, None, None, -0.677, None, None, None, None, 27.03, None, None, None, None,2020-01-01 06:00:00,1
87.3, None, None, None, 19.35, 255.9, None, None, -2.0, None, None, None, None, None, None, 36.24, None, None, -0.739, None, None, None, None, 31.94, None, None, None, None,2020-01-01 07:00:00,1
87.5, None, None, None, 11.95, 270.2, None, None, -2.0, None, None, None, None, None, None, 36.16, None, None, -0.778, None, None, None, None, 46.23, None, None, None, None,2020-01-01 08:00:00,1
87.1, None, None, None, 8.1, 316.7, None, None, -3.0, None, None, None, None, None, None, 36.15, None, None, -0.849, None, None, None, None, 52.4, None, None, None, None,2020-01-01 09:00:00,1
