RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
93.8, None, None, None, 6.845, 296.3, None, None, -1.0, 804.0, None, None, None, None, None, 85.8, None, None, 0.131, None, None, None, None, 58.89, None, None, None, None, None, None,2020-01-01 00:00:00, None,1
93.5, None, None, None, 7.815, 295.2, None, None, -1.0, 805.0, None, None, None, None, None, 85.8, None, None, 0.19, None, None, None, None, 51.95, None, None, None, None, None, None,2020-01-01 01:00:00, None,1
93.2, None, None, None, 6.541, 301.0, None, None, -1.0, 804.0, None, None, None, None, None, 85.5, None, None, 0.144, None, None, None, None, 50.3, None, None, None, None, None, None,2020-01-01 02:00:00, None,1
92.9, None, None, None, 6.795, 306.0, None, None, -1.0, 805.0, None, None, None, None, None, 85.3, None, None, 0.139, None, None, None, None, 52.61, None, None, None, None, None, None,2020-01-01 03:00:00, None,1
93.1, None, None, None, 7.414, 295.8, None, None, -1.0, 805.0, None, None, None, None, None, 85.2, None, None, -0.105, None, None, None, None, 49.56, None, None, None, None, None, None,2020-01-01 04:00:00, None,1
92.6, None, None, None, 9.47, 293.3, None, None, -1.0, 805.0, None, None, None, None, None, 84.9, None, None, -0.233, None, None, None, None, 41.27, None, None, None, None, None, None,2020-01-01 05:00:00, None,1
92.2, None, None, None, 9.2, 280.0, None, None, -1.0, 805.0, None, None, None, None, None, 84.9, None, None, -0.398, None, None, None, None, 44.91, None, None, None, None, None, None,2020-01-01 06:00:00, None,1
90.6, None, None, None, 11.38, 284.7, None, None, -2.0, 806.0, None, None, None, None, None, 84.6, None, None, -0.395, None, None, None, None, 36.53, None, None, None, None, None, None,2020-01-01 07:00:00, None,1
89.8, None, None, None, 11.72, 284.2, None, None, -2.0, 807.0, None, None, None, None, None, 84.4, None, None, -0.392, None, None, None, None, 35.2, None, None, None, None, None, None,2020-01-01 08:00:00, None,1
89.4, None, None, None, 11.47, 285.5, None, None, -2.0, 808.0, None, None, None, None, None, 84.3, None, None, -0.409, None, None, None, None, 35.16, None, None, None, None, None, None,2020-01-01 09:00:00, None,1
90.4, None, None, None, 12.29, 286.5, None, None, -2.0, 809.0, None, None, None, None, None, 84.1, None, None, -0.41, None, None, None, None, 35.38, None, None, None, None, None, None,2020-01-01 10:00:00, None,1
91.9, None, None, None, 10.09, 288.3, None, None, -2.0, 810.0, None, None, None, None, None, 83.2, None, None, -0.821, None, None, None, None, 36.39, None, None, None, None, None, None,2020-01-01 11:00:00, None,1
90.7, None, None, None, 11.47, 292.6, None, None, -2.0, 810.0, None, None, None, None, None, 84.2, None, None, -0.731, None, None, None, None, 28.86, None, None, None, None, None, None,2020-01-01 12:00:00, None,1
85.5, None, None, None, 12.62, 294.3, None, None, -2.0, 810.0, None, None, None, None, None, 84.1, None, None, -0.417, None, None, None, None, 27.49, None, None, None, None, None, None,2020-01-01 13:00:00, None,1
86.4, None, None, None, 10.62, 290.3, None, None, -3.0, 811.0, None, None, None, None, None, 84.1, None, None, -0.977, None, None, None, None, 32.35, None, None, None, None, None, None,2020-01-01 14:00:00, None,1
87.0, None, None, None, 11.13, 289.9, None, None, -3.0, 811.0, None, None, None, None, None, 84.1, None, None, -1.366, None, None, None, None, 30.04, None, None, None, None, None, None,2020-01-01 15:00:00, None,1
88.5, None, None, None, 6.627, 290.3, None, None, -4.0, 812.0, None, None, None, None, None, 84.0, None, None, -2.046, None, None, None, None, 43.25, None, None, None, None, None, None,2020-01-01 16:00:00, None,1
88.4, None, None, None, 6.491, 284.7, None, None, -4.0, 812.0, None, None, None, None, None, 83.9, None, None, -2.483, None, None, None, None, 43.7, None, None, None, None, None, None,2020-01-01 17:00:00, None,1
90.9, None, None, None, 5.348, 288.2, None, None, -4.0, 811.0, None, None, None, None, None, 83.7, None, None, -2.848, None, None, None, None, 50.17, None, None, None, None, None, None,2020-01-01 18:00:00, None,1
89.8, None, None, None, 2.404, 351.5, None, None, -4.0, 811.0, None, None, None, None, None, 83.7, None, None, -2.681, None, None, None, None, 61.24, None, None, None, None, None, None,2020-01-01 19:00:00, None,1
88.2, None, None, None, 3.647, 343.5, None, None, -4.0, 811.0, None, None, None, None, None, 83.6, None, None, -2.723, None, None, None, None, 57.42, None, None, None, None, None, None,2020-01-01 20:00:00, None,1
89.8, None, None, None, 5.35, 292.7, None, None, -4.0, 811.0, None, None, None, None, None, 83.7, None, None, -2.938, None, None, None, None, 55.46, None, None, None, None, None, None,2020-01-01 21:00:00, None,1
88.8, None, None, None, 7.291, 282.2, None, None, -5.0, 812.0, None, None, None, None, None, 83.8, None, None, -3.39, None, None, None, None, 49.16, None, None, None, None, None, None,2020-01-01 22:00:00, None,1
88.2, None, None, None, 9.16, 286.0, None, None, -6.0, 812.0, None, None, None, None, None, 83.6, None, None, -4.069, None, None, None, None, 39.78, None, None, None, None, None, None,2020-01-01 23:00:00, None,1
87.8, None, None, None, 9.06, 285.5, None, None, -6.0, 813.0, None, None, None, None, None, 83.6, None, None, -4.457, None, None, None, None, 38.8, None, None, None, None, None, None,2020-01-02 00:00:00, None,1
93.0, None, None, None, 12.72, 300.4, None, None, -7.0, 814.0, None, None, None, None, None, 86.1, None, None, -6.152, None, None, None, None, 34.03, None, None, None, None, None, None,2020-01-02 01:00:00, None,1
92.7, None, None, None, 15.24, 312.0, None, None, -8.0, 815.0, None, None, None, None, None, 93.0, None, None, -7.201, None, None, None, None, 16.35, None, None, None, None, None, None,2020-01-02 02:00:00, None,1
91.9, None, None, None, 6.466, 292.8, None, None, -9.0, 818.0, None, None, None, None, None, 101.9, None, None, -7.932, None, None, None, None, 38.06, None, None, None, None, None, None,2020-01-02 07:00:00, None,1
91.6, None, None, None, 4.927, 284.6, None, None, -9.0, 818.0, None, None, None, None, None, 101.5, None, None, -8.25, None, None, None, None, 43.43, None, None, None, None, None, None,2020-01-02 08:00:00, None,1
91.4, None, None, None, 5.132, 284.8, None, None, -9.0, 819.0, None, None, None, None, None, 101.1, None, None, -8.1, None, None, None, None, 41.63, None, None, None, None, None, None,2020-01-02 09:00:00, None,1
91.0, None, None, None, 5.936, 284.2, None, None, -9.0, 819.0, None, None, None, None, None, 100.8, None, None, -7.892, None, None, None, None, 36.89, None, None, None, None, None, None,2020-01-02 10:00:00, None,1
90.7, None, None, None, 7.594, 288.3, None, None, -9.0, 819.0, None, None, None, None, None, 100.4, None, None, -7.443, None, None, None, None, 30.68, None, None, None, None, None, None,2020-01-02 11:00:00, None,1
89.4, None, None, None, 9.12, 292.5, None, None, -8.0, 819.0, None, None, None, None, None, 100.4, None, None, -7.067, None, None, None, None, 25.39, None, None, None, None, None, None,2020-01-02 12:00:00, None,1
89.0, None, None, None, 7.445, 299.1, None, None, -8.0, 819.0, None, None, None, None, None, 100.2, None, None, -6.39, None, None, None, None, 31.1, None, None, None, None, None, None,2020-01-02 13:00:00, None,1
88.2, None, None, None, 4.298, 305.0, None, None, -8.0, 819.0, None, None, None, None, None, 99.9, None, None, -6.16, None, None, None, None, 36.28, None, None, None, None, None, None,2020-01-02 14:00:00, None,1
89.5, None, None, None, 3.649, 320.3, None, None, -7.0, 819.0, None, None, None, None, None, 99.5, None, None, -6.141, None, None, None, None, 37.97, None, None, None, None, None, None,2020-01-02 15:00:00, None,1
