pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 0.003, 0.265, None, None, 39.97, 4.909, 163.2, None, None, None, None, None, None, -61.0, 871.0, None, None, None,2020-01-01 00:00:00, None, 23.77, None,1
None, 0.097, 0.265, None, None, 33.01, 6.243, 158.4, None, None, None, None, None, None, -61.0, 871.0, None, None, None,2020-01-01 01:00:00, None, 23.8, None,1
None, 0.615, 0.265, None, None, 67.51, 1.495, 97.5, None, None, None, None, None, None, -60.0, 872.0, None, None, None,2020-01-01 02:00:00, None, 23.78, None,1
None, 0.662, 0.265, None, None, 61.61, 1.916, 14.58, None, None, None, None, None, None, -60.0, 872.0, None, None, None,2020-01-01 03:00:00, None, 23.94, None,1
None, 1.089, 0.265, None, None, 39.26, 4.942, 127.3, None, None, None, None, None, None, -60.0, 872.0, None, None, None,2020-01-01 04:00:00, None, 23.84, None,1
None, 1.752, 0.265, None, None, 51.62, 3.847, 111.7, None, None, None, None, None, None, -60.0, 873.0, None, None, None,2020-01-01 05:00:00, None, 23.91, None,1
None, 1.79, 0.265, None, None, 54.38, 3.771, 101.9, None, None, None, None, None, None, -60.0, 873.0, None, None, None,2020-01-01 06:00:00, None, 23.94, None,1
None, 2.928, 0.265, None, None, 52.71, 3.629, 85.8, None, None, None, None, None, None, -59.0, 874.0, None, None, None,2020-01-01 07:00:00, None, 24.11, None,1
None, 3.356, 0.265, None, None, 41.34, 7.25, 90.3, None, None, None, None, None, None, -59.0, 875.0, None, None, None,2020-01-01 08:00:00, None, 23.03, None,1
None, 3.593, 0.265, None, None, 56.43, 2.972, 93.1, None, None, None, None, None, None, -59.0, 876.0, None, None, None,2020-01-01 09:00:00, None, 23.64, None,1
None, 3.878, 0.265, None, None, 60.27, 3.338, 144.2, None, None, None, None, None, None, -59.0, 877.0, None, None, None,2020-01-01 10:00:00, None, 23.38, None,1
None, 3.922, 0.265, None, None, 67.16, 2.684, 153.0, None, None, None, None, None, None, -59.0, 878.0, None, None, None,2020-01-01 11:00:00, None, 23.36, None,1
None, 3.96, 0.265, None, None, 64.95, 3.218, 41.82, None, None, None, None, None, None, -58.0, 878.0, None, None, None,2020-01-01 12:00:00, None, 23.41, None,1
None, 3.96, 0.265, None, None, 68.65, 2.305, 38.87, None, None, None, None, None, None, -58.0, 879.0, None, None, None,2020-01-01 13:00:00, None, 23.19, None,1
None, 3.913, 0.265, None, None, 49.09, 6.186, 33.53, None, None, None, None, None, None, -59.0, 878.0, None, None, None,2020-01-01 14:00:00, None, 23.33, None,1
None, 3.82, 0.265, None, None, 52.35, 5.173, 40.89, None, None, None, None, None, None, -59.0, 879.0, None, None, None,2020-01-01 15:00:00, None, 23.26, None,1
None, 3.544, 0.265, None, None, 28.2, 9.42, 31.42, None, None, None, None, None, None, -59.0, 878.0, None, None, None,2020-01-01 16:00:00, None, 23.08, None,1
None, 3.213, 0.265, None, None, 75.5, 0.814, 299.6, None, None, None, None, None, None, -59.0, 878.0, None, None, None,2020-01-01 17:00:00, None, 23.27, None,1
None, 3.308, 0.265, None, None, 74.9, 0.927, 212.5, None, None, None, None, None, None, -59.0, 878.0, None, None, None,2020-01-01 18:00:00, None, 23.4, None,1
None, 2.359, 0.265, None, None, 73.9, 0.924, 48.43, None, None, None, None, None, None, -59.0, 878.0, None, None, None,2020-01-01 19:00:00, None, 22.98, None,1
None, 1.219, 0.265, None, None, 49.62, 4.725, 107.7, None, None, None, None, None, None, -60.0, 880.0, None, None, None,2020-01-01 20:00:00, None, 23.02, None,1
None, 0.842, 0.265, None, None, 47.58, 4.993, 186.4, None, None, None, None, None, None, -60.0, 881.0, None, None, None,2020-01-01 21:00:00, None, 23.18, None,1
None, 0.947, 0.265, None, None, 36.39, 7.44, 157.8, None, None, None, None, None, None, -60.0, 882.0, None, None, None,2020-01-01 22:00:00, None, 23.08, None,1
None, 1.137, 0.265, None, None, 63.85, 4.107, 180.1, None, None, None, None, None, None, -60.0, 883.0, None, None, None,2020-01-01 23:00:00, None, 23.04, None,1
None, 0.151, 0.266, None, None, 67.23, 2.296, 77.0, None, None, None, None, None, None, -61.0, 884.0, None, None, None,2020-01-02 00:00:00, None, 23.09, None,1
None, -0.465, 0.266, None, None, 39.54, 7.39, 147.9, None, None, None, None, None, None, -57.0, 885.0, None, None, None,2020-01-02 01:00:00, None, 22.7, None,1
None, -1.035, 0.266, None, None, 52.11, 3.829, 96.4, None, None, None, None, None, None, -57.0, 886.0, None, None, None,2020-01-02 02:00:00, None, 22.91, None,1
None, -2.355, 0.266, None, None, 48.82, 5.117, 153.8, None, None, None, None, None, None, -58.0, 888.0, None, None, None,2020-01-02 07:00:00, None, 22.98, None,1
None, -2.448, 0.266, None, None, 64.08, 2.495, 144.1, None, None, None, None, None, None, -58.0, 889.0, None, None, None,2020-01-02 08:00:00, None, 22.79, None,1
None, -2.356, 0.266, None, None, 75.3, 1.133, 51.13, None, None, None, None, None, None, -58.0, 889.0, None, None, None,2020-01-02 09:00:00, None, 22.88, None,1
None, -2.22, 0.266, None, None, 60.29, 3.433, 110.6, None, None, None, None, None, None, -58.0, 890.0, None, None, None,2020-01-02 10:00:00, None, 22.91, None,1
None, -2.08, 0.266, None, None, 74.2, 1.013, 131.8, None, None, None, None, None, None, -58.0, 890.0, None, None, None,2020-01-02 11:00:00, None, 22.94, None,1
None, -1.938, 0.266, None, None, 68.24, 1.723, 60.21, None, None, None, None, None, None, -58.0, 889.0, None, None, None,2020-01-02 12:00:00, None, 22.9, None,1
None, -3.077, 0.266, None, None, 69.39, 1.614, 29.83, None, None, None, None, None, None, -59.0, 889.0, None, None, None,2020-01-02 15:00:00, None, 22.73, None,1
None, -3.74, 0.266, None, None, 65.87, 1.775, 231.0, None, None, None, None, None, None, -59.0, 888.0, None, None, None,2020-01-02 16:00:00, None, 23.04, None,1
None, -3.683, 0.266, None, None, 31.31, 11.78, 146.2, None, None, None, None, None, None, -59.0, 888.0, None, None, None,2020-01-02 17:00:00, None, 23.03, None,1
None, -3.729, 0.266, None, None, 25.38, 11.51, 151.5, None, None, None, None, None, None, -59.0, 886.0, None, None, None,2020-01-02 18:00:00, None, 22.89, None,1
None, -4.432, 0.266, None, None, 18.88, 10.78, 159.7, None, None, None, None, None, None, -59.0, 885.0, None, None, None,2020-01-02 19:00:00, None, 22.7, None,1
None, -4.479, 0.266, None, None, 17.48, 12.31, 151.2, None, None, None, None, None, None, -59.0, 885.0, None, None, None,2020-01-02 20:00:00, None, 22.37, None,1
None, -3.624, 0.266, None, None, 18.83, 15.41, 157.8, None, None, None, None, None, None, -59.0, 884.0, None, None, None,2020-01-02 21:00:00, None, 23.2, None,1
None, -3.201, 0.266, None, None, 19.71, 24.22, 151.5, None, None, None, None, None, None, -59.0, 882.0, None, None, None,2020-01-02 22:00:00, None, 22.68, None,1
None, -3.065, 0.266, None, None, 59.93, 4.554, 175.0, None, None, None, None, None, None, -59.0, 881.0, None, None, None,2020-01-02 23:00:00, None, 22.89, None,1
None, -1.311, 0.266, None, None, 70.8, 1.742, 267.2, None, None, None, None, None, None, -57.0, 880.0, None, None, None,2020-01-03 00:00:00, None, 22.97, None,1
None, -1.558, 0.266, None, None, 44.0, 5.659, 31.89, None, None, None, None, None, None, -58.0, 880.0, None, None, None,2020-01-03 01:00:00, None, 22.97, None,1
None, -0.703, 0.266, None, None, 40.13, 7.17, 30.39, None, None, None, None, None, None, -57.0, 879.0, None, None, None,2020-01-03 02:00:00, None, 22.74, None,1
None, 2.764, 0.266, None, None, 33.4, 11.47, 28.03, None, None, None, None, None, None, -59.0, 879.0, None, None, None,2020-01-03 03:00:00, None, 23.38, None,1
None, 3.179, 0.265, None, None, 50.56, 6.844, 48.87, None, None, None, None, None, None, -59.0, 878.0, None, None, None,2020-01-03 04:00:00, None, 23.68, None,1
None, 3.309, 0.265, None, None, 45.14, 6.512, 68.36, None, None, None, None, None, None, -59.0, 878.0, None, None, None,2020-01-03 05:00:00, None, 23.52, None,1
None, 4.305, 0.265, None, None, 47.53, 6.611, 67.14, None, None, None, None, None, None, -58.0, 878.0, None, None, None,2020-01-03 06:00:00, None, 23.43, None,1
None, 1.884, 0.265, None, None, 46.39, 7.23, 139.5, None, None, None, None, None, None, -60.0, 878.0, None, None, None,2020-01-03 07:00:00, None, 23.35, None,1
None, 1.884, 0.265, None, None, 47.18, 5.852, 181.0, None, None, None, None, None, None, -60.0, 879.0, None, None, None,2020-01-03 08:00:00, None, 23.02, None,1
None, 2.786, 0.265, None, None, 73.7, 1.71, 188.1, None, None, None, None, None, None, -59.0, 878.0, None, None, None,2020-01-03 09:00:00, None, 23.17, None,1
