pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 0.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 00:00:00, None, None, 100.6, None,1
None, None, 0.188, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 01:00:00, None, None, 100.3, None,1
None, None, 0.206, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 02:00:00, None, None, 99.9, None,1
None, None, 0.188, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 03:00:00, None, None, 100.3, None,1
None, None, 0.131, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 04:00:00, None, None, 99.8, None,1
None, None, 0.207, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 05:00:00, None, None, 99.5, None,1
None, None, 0.092, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 06:00:00, None, None, 99.5, None,1
None, None, 0.054, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 07:00:00, None, None, 98.4, None,1
None, None, 0.017, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 08:00:00, None, None, 99.6, None,1
None, None, 0.036, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 09:00:00, None, None, 101.0, None,1
None, None, 0.084, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 10:00:00, None, None, 101.5, None,1
None, None, 0.303, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 11:00:00, None, None, 103.5, None,1
None, None, 0.608, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 12:00:00, None, None, 103.7, None,1
None, None, 0.531, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 13:00:00, None, None, 103.1, None,1
None, None, 0.024, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 14:00:00, None, None, 102.7, None,1
None, None, -0.681, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 15:00:00, None, None, 102.4, None,1
None, None, -0.911, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 16:00:00, None, None, 102.1, None,1
None, None, -1.557, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 17:00:00, None, None, 102.2, None,1
None, None, -1.997, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 18:00:00, None, None, 103.3, None,1
None, None, -2.018, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 19:00:00, None, None, 103.1, None,1
None, None, -2.362, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 20:00:00, None, None, 100.4, None,1
None, None, -2.448, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 21:00:00, None, None, 102.9, None,1
None, None, -2.419, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 22:00:00, None, None, 104.1, None,1
None, None, -2.59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-01 23:00:00, None, None, 102.9, None,1
None, None, -2.581, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 00:00:00, None, None, None, None,1
None, None, -2.715, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 01:00:00, None, None, 102.4, None,1
None, None, -2.935, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 02:00:00, None, None, 100.2, None,1
None, None, -3.953, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 07:00:00, None, None, 103.1, None,1
None, None, -4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 08:00:00, None, None, 102.4, None,1
None, None, -4.717, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 09:00:00, None, None, 103.2, None,1
None, None, -5.367, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 10:00:00, None, None, 99.8, None,1
None, None, -5.084, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 11:00:00, None, None, 102.6, None,1
