pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, -2.313, None, None, None, None, None, None, None, None, None, None,2020-01-01 00:00:00, None, None,1
None, -2.275, None, None, None, None, None, None, None, None, None, None,2020-01-01 01:00:00, None, None,1
None, -2.256, None, None, None, None, None, None, None, None, None, None,2020-01-01 02:00:00, None, None,1
None, -2.247, None, None, None, None, None, None, None, None, None, None,2020-01-01 03:00:00, None, None,1
None, -2.247, None, None, None, None, None, None, None, None, None, None,2020-01-01 04:00:00, None, None,1
None, -2.199, None, None, None, None, None, None, None, None, None, None,2020-01-01 05:00:00, None, None,1
None, -2.209, None, None, None, None, None, None, None, None, None, None,2020-01-01 06:00:00, None, None,1
None, -2.056, None, None, None, None, None, None, None, None, None, None,2020-01-01 07:00:00, None, None,1
None, -2.057, None, None, None, None, None, None, None, None, None, None,2020-01-01 08:00:00, None, None,1
None, -1.687, None, None, None, None, None, None, None, None, None, None,2020-01-01 09:00:00, None, None,1
None, -1.28, None, None, None, None, None, None, None, None, None, None,2020-01-01 10:00:00, None, None,1
None, -0.797, None, None, None, None, None, None, None, None, None, None,2020-01-01 11:00:00, None, None,1
None, -0.237, None, None, None, None, None, None, None, None, None, None,2020-01-01 12:00:00, None, None,1
None, 0.058, None, None, None, None, None, None, None, None, None, None,2020-01-01 13:00:00, None, None,1
None, -0.187, None, None, None, None, None, None, None, None, None, None,2020-01-01 14:00:00, None, None,1
None, -0.244, None, None, None, None, None, None, None, None, None, None,2020-01-01 15:00:00, None, None,1
None, -0.377, None, None, None, None, None, None, None, None, None, None,2020-01-01 16:00:00, None, None,1
None, -0.378, None, None, None, None, None, None, None, None, None, None,2020-01-01 17:00:00, None, None,1
None, -0.435, None, None, None, None, None, None, None, None, None, None,2020-01-01 18:00:00, None, None,1
None, -0.557, None, None, None, None, None, None, None, None, None, None,2020-01-01 19:00:00, None, None,1
None, -0.398, None, None, None, None, None, None, None, None, None, None,2020-01-01 20:00:00, None, None,1
None, -0.36, None, None, None, None, None, None, None, None, None, None,2020-01-01 21:00:00, None, None,1
None, -0.34, None, None, None, None, None, None, None, None, None, None,2020-01-01 22:00:00, None, None,1
None, -0.418, None, None, None, None, None, None, None, None, None, None,2020-01-01 23:00:00, None, None,1
None, -0.37, None, None, None, None, None, None, None, None, None, None,2020-01-02 00:00:00, None, None,1
None, -1.089, None, None, None, None, None, None, None, None, None, None,2020-01-02 01:00:00, None, None,1
None, -0.768, None, None, None, None, None, None, None, None, None, None,2020-01-02 02:00:00, None, None,1
None, -2.94, None, None, None, None, None, None, None, None, None, None,2020-01-02 07:00:00, None, None,1
None, -3.264, None, None, None, None, None, None, None, None, None, None,2020-01-02 08:00:00, None, None,1
None, -3.644, None, None, None, None, None, None, None, None, None, None,2020-01-02 09:00:00, None, None,1
None, -3.12, None, None, None, None, None, None, None, None, None, None,2020-01-02 10:00:00, None, None,1
None, -2.502, None, None, None, None, None, None, None, None, None, None,2020-01-02 11:00:00, None, None,1
None, -2.874, None, None, None, None, None, None, None, None, None, None,2020-01-02 12:00:00, None, None,1
None, -2.731, None, None, None, None, None, None, None, None, None, None,2020-01-02 13:00:00, None, None,1
None, -3.15, None, None, None, None, None, None, None, None, None, None,2020-01-02 14:00:00, None, None,1
None, -2.988, None, None, None, None, None, None, None, None, None, None,2020-01-02 15:00:00, None, None,1
None, -3.359, None, None, None, None, None, None, None, None, None, None,2020-01-02 16:00:00, None, None,1
None, -3.865, None, None, None, None, None, None, None, None, None, None,2020-01-02 17:00:00, None, None,1
None, -4.142, None, None, None, None, None, None, None, None, None, None,2020-01-02 18:00:00, None, None,1
None, -4.342, None, None, None, None, None, None, None, None, None, None,2020-01-02 19:00:00, None, None,1
None, -4.41, None, None, None, None, None, None, None, None, None, None,2020-01-02 20:00:00, None, None,1
None, -4.506, None, None, None, None, None, None, None, None, None, None,2020-01-02 21:00:00, None, None,1
None, -4.419, None, None, None, None, None, None, None, None, None, None,2020-01-02 22:00:00, None, None,1
None, -4.41, None, None, None, None, None, None, None, None, None, None,2020-01-02 23:00:00, None, None,1
None, -4.391, None, None, None, None, None, None, None, None, None, None,2020-01-03 00:00:00, None, None,1
None, -4.381, None, None, None, None, None, None, None, None, None, None,2020-01-03 01:00:00, None, None,1
None, -4.334, None, None, None, None, None, None, None, None, None, None,2020-01-03 02:00:00, None, None,1
None, -4.238, None, None, None, None, None, None, None, None, None, None,2020-01-03 03:00:00, None, None,1
None, -4.276, None, None, None, None, None, None, None, None, None, None,2020-01-03 04:00:00, None, None,1
None, -4.248, None, None, None, None, None, None, None, None, None, None,2020-01-03 05:00:00, None, None,1
None, -4.266, None, None, None, None, None, None, None, None, None, None,2020-01-03 06:00:00, None, None,1
None, -4.296, None, None, None, None, None, None, None, None, None, None,2020-01-03 07:00:00, None, None,1
