RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
96.4, None, None, None, None, None, None, None, -6.0, 882.0, None, None, None, None, None, 52.61, None, None, -5.296, None, None, None, None, None, None, None, None, None, None,2020-01-01 00:00:00, None,1
95.7, None, None, None, None, None, None, None, -5.0, 882.0, None, None, None, None, None, 51.88, None, None, -4.429, None, None, None, None, None, None, None, None, None, None,2020-01-01 01:00:00, None,1
95.6, None, None, None, None, None, None, None, -5.0, 882.0, None, None, None, None, None, 51.52, None, None, -4.477, None, None, None, None, None, None, None, None, None, None,2020-01-01 02:00:00, None,1
95.9, None, None, None, None, None, None, None, -5.0, 882.0, None, None, None, None, None, 51.72, None, None, -4.689, None, None, None, None, None, None, None, None, None, None,2020-01-01 03:00:00, None,1
95.6, None, None, None, None, None, None, None, -5.0, 881.0, None, None, None, None, None, 51.36, None, None, -4.782, None, None, None, None, None, None, None, None, None, None,2020-01-01 04:00:00, None,1
95.1, None, None, None, None, None, None, None, -6.0, 881.0, None, None, None, None, None, 51.77, None, None, -5.448, None, None, None, None, None, None, None, None, None, None,2020-01-01 05:00:00, None,1
94.8, None, None, None, None, None, None, None, -6.0, 880.0, None, None, None, None, None, 51.6, None, None, -5.683, None, None, None, None, None, None, None, None, None, None,2020-01-01 06:00:00, None,1
93.9, None, None, None, None, None, None, None, -8.0, 880.0, None, None, None, None, None, 51.62, None, None, -6.934, None, None, None, None, None, None, None, None, None, None,2020-01-01 07:00:00, None,1
94.9, None, None, None, None, None, None, None, -8.0, 879.0, None, None, None, None, None, 51.8, None, None, -7.66, None, None, None, None, None, None, None, None, None, None,2020-01-01 08:00:00, None,1
94.4, None, None, None, None, None, None, None, -8.0, 879.0, None, None, None, None, None, 51.7, None, None, -7.51, None, None, None, None, None, None, None, None, None, None,2020-01-01 09:00:00, None,1
94.7, None, None, None, None, None, None, None, -7.0, 879.0, None, None, None, None, None, 52.1, None, None, -6.693, None, None, None, None, None, None, None, None, None, None,2020-01-01 10:00:00, None,1
95.0, None, None, None, None, None, None, None, -6.0, 878.0, None, None, None, None, None, 50.62, None, None, -5.826, None, None, None, None, None, None, None, None, None, None,2020-01-01 11:00:00, None,1
94.7, None, None, None, None, None, None, None, -6.0, 878.0, None, None, None, None, None, 52.23, None, None, -5.248, None, None, None, None, None, None, None, None, None, None,2020-01-01 12:00:00, None,1
94.9, None, None, None, None, None, None, None, -5.0, 878.0, None, None, None, None, None, 53.84, None, None, -4.573, None, None, None, None, None, None, None, None, None, None,2020-01-01 13:00:00, None,1
95.3, None, None, None, None, None, None, None, -5.0, 878.0, None, None, None, None, None, 55.6, None, None, -3.962, None, None, None, None, None, None, None, None, None, None,2020-01-01 14:00:00, None,1
96.8, None, None, None, None, None, None, None, -2.0, 879.0, None, None, None, None, None, 55.38, None, None, -2.044, None, None, None, None, None, None, None, None, None, None,2020-01-01 15:00:00, None,1
96.0, None, None, None, None, None, None, None, -2.0, 880.0, None, None, None, None, None, 55.2, None, None, -1.803, None, None, None, None, None, None, None, None, None, None,2020-01-01 16:00:00, None,1
94.0, None, None, None, None, None, None, None, -3.0, 881.0, None, None, None, None, None, 55.55, None, None, -2.047, None, None, None, None, None, None, None, None, None, None,2020-01-01 17:00:00, None,1
90.8, None, None, None, None, None, None, None, -3.0, 882.0, None, None, None, None, None, 56.0, None, None, -2.334, None, None, None, None, None, None, None, None, None, None,2020-01-01 18:00:00, None,1
90.5, None, None, None, None, None, None, None, -5.0, 884.0, None, None, None, None, None, 55.77, None, None, -3.537, None, None, None, None, None, None, None, None, None, None,2020-01-01 19:00:00, None,1
89.1, None, None, None, None, None, None, None, -6.0, 885.0, None, None, None, None, None, 55.33, None, None, -4.741, None, None, None, None, None, None, None, None, None, None,2020-01-01 20:00:00, None,1
