AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
-1.6, 0.0,103.0,2021-05-21 00:00:00, -3.4, 11.0,21,,,,,,,,,,,,,,,,,,,,,,
-1.8, None,103.0,2021-05-21 00:15:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-1.9, None,103.0,2021-05-21 00:30:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-2.2, None,104.0,2021-05-21 00:45:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-2.3, None,104.0,2021-05-21 01:00:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-2.5, None,104.0,2021-05-21 01:15:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-2.7, None,104.0,2021-05-21 01:30:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-2.9, None,105.0,2021-05-21 01:45:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-2.9, None,105.0,2021-05-21 02:00:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-3.1, None,105.0,2021-05-21 02:15:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-3.1, None,105.0,2021-05-21 02:30:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-2.7, None,106.0,2021-05-21 02:45:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-3.0, None,106.0,2021-05-21 03:00:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-3.1, None,106.0,2021-05-21 03:15:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-3.2, None,107.0,2021-05-21 03:30:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-3.2, None,107.0,2021-05-21 03:45:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-3.1, None,107.0,2021-05-21 04:00:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-3.4, None,108.0,2021-05-21 04:15:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-3.3, None,108.0,2021-05-21 04:30:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-3.2, None,108.0,2021-05-21 04:45:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-3.4, None,108.0,2021-05-21 05:00:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-2.9, None,109.0,2021-05-21 05:15:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
-2.8, None,109.0,2021-05-21 05:30:00, None, None,21,,,,,,,,,,,,,,,,,,,,,,
