RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
17.0, None, None, None, 4.653, 79.1, -11.0, 14.0, -11.0, None, None, None, None, None, None, None, None, None, 14.02, None, 19.0, 17.0, None, 15.54, None, 14.0, 0.0, None,2022-07-02 00:00:00, None,27
17.26, None, None, None, 7.34, 68.47, -11.0, 13.2, -11.0, None, None, None, None, None, None, None, None, None, 13.15, None, 19.0, 17.0, None, 10.33, None, 13.2, 0.0, None,2022-07-02 01:00:00, None,27
17.62, None, None, None, 10.85, 64.04, -12.0, 12.2, -12.0, None, None, None, None, None, None, None, None, None, 12.16, None, 19.0, 18.0, None, 9.49, None, 12.2, 0.0, None,2022-07-02 02:00:00, None,27
17.72, None, None, None, 14.12, 59.51, -12.0, 12.0, -12.0, None, None, None, None, None, None, None, None, None, 12.24, None, 19.0, 18.0, None, 8.94, None, 12.2, 0.0, None,2022-07-02 03:00:00, None,27
17.84, None, None, None, 12.83, 58.64, -12.0, 11.6, -12.0, None, None, None, None, None, None, None, None, None, 11.64, None, 19.0, 18.0, None, 7.62, None, 11.6, 0.0, None,2022-07-02 04:00:00, None,27
18.1, None, None, None, 14.37, 57.81, -12.0, 11.0, -12.0, None, None, None, None, None, None, None, None, None, 10.98, None, 19.0, 18.0, None, 9.75, None, 11.0, 0.0, None,2022-07-02 05:00:00, None,27
17.94, None, None, None, 16.87, 55.31, -12.0, 11.0, -12.0, None, None, None, None, None, None, None, None, None, 11.51, None, 19.0, 18.0, None, 9.62, None, 11.5, 0.0, None,2022-07-02 06:00:00, None,27
17.78, None, None, None, 20.85, 55.42, -12.0, 11.5, -12.0, None, None, None, None, None, None, None, None, None, 12.04, None, 12.0, 18.0, None, 8.38, None, 12.0, 0.0, None,2022-07-02 07:00:00, None,27
17.22, None, None, None, 17.58, 52.12, -11.0, 11.5, -11.0, None, None, None, None, None, None, None, None, None, 13.9, None, 13.9, 17.0, None, 11.07, None, 13.9, 0.0, None,2022-07-02 08:00:00, None,27
16.66, None, None, None, 16.23, 52.0, -9.0, 11.5, -9.0, None, None, None, None, None, None, None, None, None, 15.99, None, 16.2, 17.0, None, 11.88, None, 16.0, 0.0, None,2022-07-02 09:00:00, None,27
