station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
1.6, 1.6, -1.0, 0.0, 2021-03-21 00:00:00, 0.0, 9.0
1.2, 1.2, 2.0, 0.0, 2021-03-22 00:00:00, 0.0, 9.0
0.0, 0.0, -3.5, 0.0, 2021-03-23 00:00:00, 0.0, 12.0
0.8, 0.8, 1.0, 0.0, 2021-03-24 00:00:00, 0.0, 6.0
0.0, 0.0, 0.5, 0.0, 2021-03-25 00:00:00, 0.0, 10.5
0.0, 0.0, -1.5, 0.0, 2021-03-26 00:00:00, 0.0, 12.5
0.0, 0.0, -1.0, 0.0, 2021-03-27 00:00:00, 0.0, 16.0
1.2, 1.2, 6.5, 0.0, 2021-03-28 00:00:00, 0.0, 13.0
0.0, 0.0, 2.0, 0.0, 2021-03-29 00:00:00, 0.0, 7.5
0.0, 0.0, -4.5, 0.0, 2021-03-30 00:00:00, 0.0, 9.5
0.0, 0.0, -3.0, 0.0, 2021-03-31 00:00:00, 0.0, 15.5
0.0, 0.0, -1.0, 0.0, 2021-04-01 00:00:00, 0.0, 14.5
0.0, 0.0, -2.0, 0.0, 2021-04-02 00:00:00, 0.0, 18.0
0.0, 0.0, 1.0, 0.0, 2021-04-03 00:00:00, 0.0, 18.0
0.0, 0.0, 7.0, 0.0, 2021-04-04 00:00:00, 0.0, 13.0
0.0, 0.0, 0.0, 0.0, 2021-04-05 00:00:00, 0.0, 15.5
0.0, 0.0, -2.5, 0.0, 2021-04-06 00:00:00, 0.0, 18.5
3.0, 3.0, 5.0, 0.0, 2021-04-07 00:00:00, 0.0, 11.5
0.0, 0.0, 1.5, 0.0, 2021-04-08 00:00:00, 0.0, 13.0
1.6, 0.0, -2.5, 1.6, 2021-04-09 00:00:00, 0.0, 9.5
0.0, 0.0, -2.0, 0.0, 2021-04-10 00:00:00, 1.0, 9.5
0.0, 0.0, -6.0, 0.0, 2021-04-11 00:00:00, 0.0, 11.5
0.0, 0.0, -1.5, 0.0, 2021-04-12 00:00:00, 0.0, 11.5
0.0, 0.0, -2.0, 0.0, 2021-04-13 00:00:00, 0.0, 15.5
0.0, 0.0, -0.5, 0.0, 2021-04-14 00:00:00, 0.0, 19.5
0.0, 0.0, 0.0, 0.0, 2021-04-15 00:00:00, 0.0, 22.0
0.0, 0.0, 0.0, 0.0, 2021-04-16 00:00:00, 0.0, 23.0
0.0, 0.0, 1.0, 0.0, 2021-04-17 00:00:00, 0.0, 25.5
0.0, 0.0, 1.0, 0.0, 2021-04-18 00:00:00, 0.0, 22.5
0.0, 0.0, 2.0, 0.0, 2021-04-19 00:00:00, 0.0, 16.5
0.0, 0.0, -3.0, 0.0, 2021-04-20 00:00:00, 0.0, 19.0
0.0, 0.0, -1.0, 0.0, 2021-04-21 00:00:00, 0.0, 23.0
0.0, 0.0, 4.5, 0.0, 2021-04-22 00:00:00, 0.0, 19.5
0.4, 0.4, 3.5, 0.0, 2021-04-23 00:00:00, 0.0, 19.5
8.4, 8.4, 7.0, 0.0, 2021-04-24 00:00:00, 0.0, 11.5
2.2, 2.2, 6.0, 0.0, 2021-04-25 00:00:00, 0.0, 11.5
0.0, 0.0, 6.0, 0.0, 2021-04-26 00:00:00, 0.0, 17.5
0.0, 0.0, 0.0, 0.0, 2021-04-27 00:00:00, 0.0, 19.0
4.2, 4.2, 4.5, 0.0, 2021-04-28 00:00:00, 0.0, 20.5
0.0, 0.0, 9.5, 0.0, 2021-04-29 00:00:00, 0.0, 23.5
0.4, 0.4, 9.5, 0.0, 2021-04-30 00:00:00, 0.0, 23.0
0.0, 0.0, 6.0, 0.0, 2021-05-01 00:00:00, 0.0, 20.0
0.0, 0.0, 3.5, 0.0, 2021-05-02 00:00:00, 0.0, 20.0
0.0, 0.0, 3.0, 0.0, 2021-05-03 00:00:00, 0.0, 18.0
0.0, 0.0, 4.0, 0.0, 2021-05-04 00:00:00, 0.0, 19.5
0.0, 0.0, 1.5, 0.0, 2021-05-05 00:00:00, 0.0, 22.5
0.8, 0.8, 9.0, 0.0, 2021-05-06 00:00:00, 0.0, 22.5
2.0, 2.0, 7.5, 0.0, 2021-05-07 00:00:00, 0.0, 16.0
0.0, 0.0, 4.0, 0.0, 2021-05-08 00:00:00, 0.0, 17.0
0.0, 0.0, -1.0, 0.0, 2021-05-09 00:00:00, 0.0, 18.0
4.4, 4.4, 2.0, 0.0, 2021-05-10 00:00:00, 0.0, 20.5
0.0, 0.0, 8.0, 0.0, 2021-05-11 00:00:00, 0.0, 21.0
0.0, 0.0, 3.0, 0.0, 2021-05-12 00:00:00, 0.0, 16.0
0.0, 0.0, 8.0, 0.0, 2021-05-13 00:00:00, 0.0, 21.5
0.0, 0.0, 4.0, 0.0, 2021-05-14 00:00:00, 0.0, 25.0
0.0, 0.0, 6.0, 0.0, 2021-05-15 00:00:00, 0.0, 27.5
0.0, 0.0, 8.0, 0.0, 2021-05-16 00:00:00, 0.0, 30.5
0.0, 0.0, 8.5, 0.0, 2021-05-17 00:00:00, 0.0, 29.5
0.0, 0.0, 10.5, 0.0, 2021-05-18 00:00:00, 0.0, 15.5
1.4, 1.4, 0.0, 0.0, 2021-05-19 00:00:00, 0.0, 17.5
0.0, 0.0, 5.5, 0.0, 2021-05-20 00:00:00, 0.0, 14.5
0.0, 0.0, 3.5, 0.0, 2021-05-21 00:00:00, 0.0, 20.5
0.0, 0.0, 3.5, 0.0, 2021-05-22 00:00:00, 0.0, 23.5
0.8, 0.8, 7.5, 0.0, 2021-05-23 00:00:00, 0.0, 16.5
8.6, 8.6, 10.5, 0.0, 2021-05-24 00:00:00, 0.0, 17.5
0.0, 0.0, 10.0, 0.0, 2021-05-25 00:00:00, 0.0, 21.0
0.0, 0.0, 7.5, 0.0, 2021-05-26 00:00:00, 0.0, 23.0
3.0, 3.0, 7.5, 0.0, 2021-05-27 00:00:00, 0.0, 19.0
0.4, 0.4, 11.0, 0.0, 2021-05-28 00:00:00, 0.0, 17.0
0.0, 0.0, 4.5, 0.0, 2021-05-29 00:00:00, 0.0, 23.0
0.0, 0.0, 5.5, 0.0, 2021-05-30 00:00:00, 0.0, 27.5
0.0, 0.0, 8.5, 0.0, 2021-05-31 00:00:00, 0.0, 30.5
0.0, 0.0, 12.5, 0.0, 2021-06-01 00:00:00, 0.0, 33.5
0.0, 0.0, 13.0, 0.0, 2021-06-02 00:00:00, 0.0, 36.0
0.0, 0.0, 14.5, 0.0, 2021-06-03 00:00:00, 0.0, 36.0
0.0, 0.0, 14.5, 0.0, 2021-06-04 00:00:00, 0.0, 30.5
4.2, 4.2, 11.5, 0.0, 2021-06-05 00:00:00, 0.0, 23.0
3.0, 3.0, 4.0, 0.0, 2021-06-06 00:00:00, 0.0, 15.5
0.4, 0.4, 6.0, 0.0, 2021-06-07 00:00:00, 0.0, 16.5
0.4, 0.4, 6.0, 0.0, 2021-06-08 00:00:00, 0.0, 23.5
0.0, 0.0, 10.0, 0.0, 2021-06-09 00:00:00, 0.0, 19.5
0.6, 0.6, 9.5, 0.0, 2021-06-10 00:00:00, 0.0, 21.5
0.0, 0.0, 4.5, 0.0, 2021-06-11 00:00:00, 0.0, 19.5
0.0, 0.0, 8.5, 0.0, 2021-06-12 00:00:00, 0.0, 24.0
0.8, 0.8, 13.0, 0.0, 2021-06-13 00:00:00, 0.0, 25.5
15.2, 15.2, 16.0, 0.0, 2021-06-14 00:00:00, 0.0, 31.0
4.0, 4.0, 15.0, 0.0, 2021-06-15 00:00:00, 0.0, 25.0
0.0, 0.0, 7.0, 0.0, 2021-06-16 00:00:00, 0.0, 24.0
0.0, 0.0, 7.5, 0.0, 2021-06-17 00:00:00, 0.0, 28.5
0.0, 0.0, 9.5, 0.0, 2021-06-18 00:00:00, 0.0, 30.0
0.0, 0.0, 11.0, 0.0, 2021-06-19 00:00:00, 0.0, 26.5
0.0, 0.0, 14.5, 0.0, 2021-06-20 00:00:00, 0.0, 30.0
0.0, 0.0, 11.5, 0.0, 2021-06-21 00:00:00, 0.0, 32.5
0.0, 0.0, 13.5, 0.0, 2021-06-22 00:00:00, 0.0, 35.0
0.0, 0.0, 14.5, 0.0, 2021-06-23 00:00:00, 0.0, 35.5
0.0, 0.0, 20.0, 0.0, 2021-06-24 00:00:00, 0.0, 32.0
0.0, 0.0, 15.5, 0.0, 2021-06-25 00:00:00, 0.0, 34.0
0.0, 0.0, 17.5, 0.0, 2021-06-26 00:00:00, 0.0, 38.5
0.0, 0.0, 17.5, 0.0, 2021-06-27 00:00:00, 0.0, 41.5
0.0, 0.0, 19.0, 0.0, 2021-06-28 00:00:00, 0.0, 42.0
0.0, 0.0, 20.0, 0.0, 2021-06-29 00:00:00, 0.0, 42.0
0.0, 0.0, 21.0, 0.0, 2021-06-30 00:00:00, 0.0, 44.0
0.0, 0.0, 20.0, 0.0, 2021-07-01 00:00:00, 0.0, 42.0
0.0, 0.0, 19.0, 0.0, 2021-07-02 00:00:00, 0.0, 36.5
0.0, 0.0, 17.5, 0.0, 2021-07-03 00:00:00, 0.0, 35.0
0.0, 0.0, 18.0, 0.0, 2021-07-04 00:00:00, 0.0, 33.0
0.0, 0.0, 17.5, 0.0, 2021-07-05 00:00:00, 0.0, 35.5
0.0, 0.0, 17.5, 0.0, 2021-07-06 00:00:00, 0.0, 35.5
0.8, 0.8, 15.5, 0.0, 2021-07-07 00:00:00, 0.0, 25.5
0.0, 0.0, 13.5, 0.0, 2021-07-08 00:00:00, 0.0, 33.0
0.0, 0.0, 18.0, 0.0, 2021-07-09 00:00:00, 0.0, 35.5
0.0, 0.0, 14.5, 0.0, 2021-07-10 00:00:00, 0.0, 37.5
0.0, 0.0, 14.0, 0.0, 2021-07-11 00:00:00, 0.0, 37.0
0.0, 0.0, 16.0, 0.0, 2021-07-12 00:00:00, 0.0, 36.0
0.0, 0.0, 15.5, 0.0, 2021-07-13 00:00:00, 0.0, 37.5
0.0, 0.0, 15.0, 0.0, 2021-07-14 00:00:00, 0.0, 37.5
0.0, 0.0, 13.0, 0.0, 2021-07-15 00:00:00, 0.0, 36.0
0.0, 0.0, 14.0, 0.0, 2021-07-16 00:00:00, 0.0, 33.5
0.0, 0.0, 15.5, 0.0, 2021-07-17 00:00:00, 0.0, 33.0
0.0, 0.0, 13.0, 0.0, 2021-07-18 00:00:00, 0.0, 35.5
0.0, 0.0, 13.0, 0.0, 2021-07-19 00:00:00, 0.0, 39.0
0.0, 0.0, 17.5, 0.0, 2021-07-20 00:00:00, 0.0, 35.0
0.0, 0.0, 14.0, 0.0, 2021-07-21 00:00:00, 0.0, 31.5
0.0, 0.0, 13.0, 0.0, 2021-07-22 00:00:00, 0.0, 28.5
0.0, 0.0, 11.0, 0.0, 2021-07-23 00:00:00, 0.0, 30.5
0.0, 0.0, 11.5, 0.0, 2021-07-24 00:00:00, 0.0, 34.5
0.0, 0.0, 13.0, 0.0, 2021-07-25 00:00:00, 0.0, 36.0
0.0, 0.0, 14.5, 0.0, 2021-07-26 00:00:00, 0.0, 35.5
0.0, 0.0, 13.0, 0.0, 2021-07-27 00:00:00, 0.0, 29.0
0.0, 0.0, 15.0, 0.0, 2021-07-28 00:00:00, 0.0, 36.0
0.0, 0.0, 13.5, 0.0, 2021-07-29 00:00:00, 0.0, 31.5
0.0, 0.0, 14.0, 0.0, 2021-07-30 00:00:00, 0.0, 31.5
0.0, 0.0, 16.5, 0.0, 2021-07-31 00:00:00, 0.0, 31.0
0.2, 0.2, 19.5, 0.0, 2021-08-01 00:00:00, 0.0, 29.0
0.0, 0.0, 21.0, 0.0, 2021-08-02 00:00:00, 0.0, 27.5
0.4, 0.4, 16.5, 0.0, 2021-08-03 00:00:00, 0.0, 33.5
0.0, 0.0, 19.0, 0.0, 2021-08-04 00:00:00, 0.0, 35.5
0.0, 0.0, 15.0, 0.0, 2021-08-05 00:00:00, 0.0, 35.0
0.2, 0.2, 16.5, 0.0, 2021-08-06 00:00:00, 0.0, 32.0
8.0, 8.0, 18.5, 0.0, 2021-08-07 00:00:00, 0.0, 24.5
29.0, 29.0, 13.0, 0.0, 2021-08-08 00:00:00, 0.0, 19.0
0.0, 0.0, 10.0, 0.0, 2021-08-09 00:00:00, 0.0, 28.0
0.0, 0.0, 15.5, 0.0, 2021-08-10 00:00:00, 0.0, 28.5
0.0, 0.0, 14.5, 0.0, 2021-08-11 00:00:00, 0.0, 35.0
0.0, 0.0, 13.0, 0.0, 2021-08-12 00:00:00, 0.0, 32.0
0.0, 0.0, 14.0, 0.0, 2021-08-13 00:00:00, 0.0, 31.0
0.0, 0.0, 13.0, 0.0, 2021-08-14 00:00:00, 0.0, 33.5
0.0, 0.0, 13.0, 0.0, 2021-08-15 00:00:00, 0.0, 37.0
0.0, 0.0, 19.0, 0.0, 2021-08-16 00:00:00, 0.0, 25.5
8.2, 8.2, 15.0, 0.0, 2021-08-17 00:00:00, 0.0, 18.0
0.0, 0.0, 12.0, 0.0, 2021-08-18 00:00:00, 0.0, 27.0
0.2, 0.2, 11.0, 0.0, 2021-08-19 00:00:00, 0.0, 28.0
18.4, 18.4, 11.0, 0.0, 2021-08-20 00:00:00, 0.0, 27.0
6.8, 6.8, 13.5, 0.0, 2021-08-21 00:00:00, 0.0, 16.5
12.4, 12.4, 12.5, 0.0, 2021-08-22 00:00:00, 0.0, 21.0
0.0, 0.0, 9.5, 0.0, 2021-08-23 00:00:00, 0.0, 21.0
0.0, 0.0, 6.0, 0.0, 2021-08-24 00:00:00, 0.0, 24.5
0.0, 0.0, 7.5, 0.0, 2021-08-25 00:00:00, 0.0, 27.0
2.0, 2.0, 8.5, 0.0, 2021-08-26 00:00:00, 0.0, 25.0
0.0, 0.0, 12.5, 0.0, 2021-08-27 00:00:00, 0.0, 23.0
0.0, 0.0, 7.5, 0.0, 2021-08-28 00:00:00, 0.0, 27.0
0.0, 0.0, 8.5, 0.0, 2021-08-29 00:00:00, 0.0, 30.0
0.0, 0.0, 9.5, 0.0, 2021-08-30 00:00:00, 0.0, 29.5
0.0, 0.0, 9.5, 0.0, 2021-08-31 00:00:00, 0.0, 18.5
0.0, 0.0, 5.5, 0.0, 2021-09-01 00:00:00, 0.0, 20.0
0.0, 0.0, 8.0, 0.0, 2021-09-02 00:00:00, 0.0, 24.0
0.0, 0.0, 6.0, 0.0, 2021-09-03 00:00:00, 0.0, 27.0
0.0, 0.0, 9.5, 0.0, 2021-09-04 00:00:00, 0.0, 28.0
0.0, 0.0, 14.0, 0.0, 2021-09-05 00:00:00, 0.0, 24.5
0.0, 0.0, 11.5, 0.0, 2021-09-06 00:00:00, 0.0, 27.5
0.0, 0.0, 7.0, 0.0, 2021-09-07 00:00:00, 0.0, 30.5
0.0, 0.0, 11.0, 0.0, 2021-09-08 00:00:00, 0.0, 28.5
0.0, 0.0, 10.0, 0.0, 2021-09-09 00:00:00, 0.0, 28.5
5.2, 5.2, 9.0, 0.0, 2021-09-10 00:00:00, 0.0, 20.5
0.0, 0.0, 15.0, 0.0, 2021-09-11 00:00:00, 0.0, 22.5
1.4, 1.4, 15.5, 0.0, 2021-09-12 00:00:00, 0.0, 21.0
0.0, 0.0, 11.0, 0.0, 2021-09-13 00:00:00, 0.0, 25.0
1.4, 1.4, 6.0, 0.0, 2021-09-14 00:00:00, 0.0, 21.5
0.0, 0.0, 11.0, 0.0, 2021-09-15 00:00:00, 0.0, 20.0
0.0, 0.0, 3.0, 0.0, 2021-09-16 00:00:00, 0.0, 19.0
7.6, 7.6, 5.5, 0.0, 2021-09-17 00:00:00, 0.0, 11.5
2.0, 2.0, 9.0, 0.0, 2021-09-18 00:00:00, 0.0, 15.0
6.2, 6.2, 9.5, 0.0, 2021-09-19 00:00:00, 0.0, 13.5
0.0, 0.0, 5.5, 0.0, 2021-09-20 00:00:00, 0.0, 18.5
0.0, 0.0, 4.5, 0.0, 2021-09-21 00:00:00, 0.0, 22.5
0.4, 0.4, 5.0, 0.0, 2021-09-22 00:00:00, 0.0, 20.5
0.0, 0.0, 8.5, 0.0, 2021-09-23 00:00:00, 0.0, 21.0
0.0, 0.0, 5.0, 0.0, 2021-09-24 00:00:00, 0.0, 22.0
0.0, 0.0, 7.0, 0.0, 2021-09-25 00:00:00, 0.0, 28.0
1.8, 1.8, 9.5, 0.0, 2021-09-26 00:00:00, 0.0, 25.0
9.4, 9.4, 12.5, 0.0, 2021-09-27 00:00:00, 0.0, 20.5
5.8, 5.8, 9.5, 0.0, 2021-09-28 00:00:00, 0.0, 16.0
0.0, 0.0, 8.0, 0.0, 2021-09-29 00:00:00, 0.0, 14.5
2.8, 2.8, 8.5, 0.0, 2021-09-30 00:00:00, 0.0, 14.0
0.0, 0.0, 7.5, 0.0, 2021-10-01 00:00:00, 0.0, 18.0
0.0, 0.0, 2.0, 0.0, 2021-10-02 00:00:00, 0.0, 16.5
0.0, 0.0, 8.5, 0.0, 2021-10-03 00:00:00, 0.0, 22.0
0.0, 0.0, 5.0, 0.0, 2021-10-04 00:00:00, 0.0, 18.5
0.2, 0.2, 8.5, 0.0, 2021-10-05 00:00:00, 0.0, 19.5
1.8, 1.8, 11.0, 0.0, 2021-10-06 00:00:00, 0.0, 16.0
1.8, 1.8, 3.5, 0.0, 2021-10-07 00:00:00, 0.0, 13.5
0.0, 0.0, 0.5, 0.0, 2021-10-08 00:00:00, 0.0, 12.5
2.6, 2.6, -2.5, 0.0, 2021-10-09 00:00:00, 0.0, 13.0
1.6, 1.6, 7.5, 0.0, 2021-10-10 00:00:00, 0.0, 13.5
0.0, 0.0, -2.0, 0.0, 2021-10-11 00:00:00, 0.0, 12.5
0.0, 0.0, -3.5, 0.0, 2021-10-12 00:00:00, 0.0, 13.5
0.2, 0.2, 2.5, 0.0, 2021-10-13 00:00:00, 0.0, 7.5
1.6, 1.6, -1.5, 0.0, 2021-10-14 00:00:00, 0.0, 8.5
5.2, 5.2, 5.5, 0.0, 2021-10-15 00:00:00, 0.0, 8.0
0.0, 0.0, 7.0, 0.0, 2021-10-16 00:00:00, 0.0, 15.5
0.0, 0.0, 2.5, 0.0, 2021-10-17 00:00:00, 0.0, 17.0
0.0, 0.0, 2.5, 0.0, 2021-10-18 00:00:00, 0.0, 12.0
0.0, 0.0, 5.0, 0.0, 2021-10-19 00:00:00, 0.0, 11.5
4.4, 4.4, 3.0, 0.0, 2021-10-20 00:00:00, 0.0, 9.0
6.4, 6.4, 5.5, 0.0, 2021-10-21 00:00:00, 0.0, 13.5
8.8, 8.8, 6.0, 0.0, 2021-10-22 00:00:00, 0.0, 10.5
0.6, 0.6, 8.5, 0.0, 2021-10-23 00:00:00, 0.0, 13.0
23.1, 23.1, 7.0, 0.0, 2021-10-24 00:00:00, 0.0, 10.5
1.0, 1.0, 7.0, 0.0, 2021-10-25 00:00:00, 0.0, 10.0
6.4, 6.4, 7.0, 0.0, 2021-10-26 00:00:00, 0.0, 11.5
4.8, 4.8, 2.5, 0.0, 2021-10-27 00:00:00, 0.0, 13.0
20.4, 20.4, 4.5, 0.0, 2021-10-28 00:00:00, 0.0, 6.0
0.4, 0.4, 5.0, 0.0, 2021-10-29 00:00:00, 0.0, 10.0
0.0, 0.0, -1.0, 0.0, 2021-10-30 00:00:00, 0.0, 7.5
0.0, 0.0, -0.5, 0.0, 2021-10-31 00:00:00, 0.0, 6.0
0.0, 0.0, -0.5, 0.0, 2021-11-01 00:00:00, 0.0, 5.0
2.4, 2.4, 2.5, 0.0, 2021-11-02 00:00:00, 0.0, 7.0
1.8, 1.8, 4.5, 0.0, 2021-11-03 00:00:00, 0.0, 7.0
12.2, 12.2, 4.5, 0.0, 2021-11-04 00:00:00, 0.0, 9.0
2.8, 2.8, 5.0, 0.0, 2021-11-05 00:00:00, 0.0, 8.0
3.0, 3.0, 2.5, 0.0, 2021-11-06 00:00:00, 0.0, 6.5
1.2, 1.2, 4.5, 0.0, 2021-11-07 00:00:00, 0.0, 6.5
0.4, 0.4, 1.5, 0.0, 2021-11-08 00:00:00, 0.0, 8.5
4.8, 4.8, -1.0, 0.0, 2021-11-09 00:00:00, 0.0, 4.0
4.8, 4.8, 1.0, 0.0, 2021-11-10 00:00:00, 0.0, 8.0
4.0, 4.0, -0.5, 0.0, 2021-11-11 00:00:00, 0.0, 5.0
1.7, 1.7, 2.0, 0.0, 2021-11-12 00:00:00, 0.0, 4.5
15.4, 13.4, 1.5, 2.0, 2021-11-13 00:00:00, 0.0, 7.0
4.6, 4.6, 0.0, 0.0, 2021-11-14 00:00:00, 0.0, 10.5
3.0, 3.0, 4.0, 0.0, 2021-11-15 00:00:00, 0.0, 13.0
0.0, 0.0, 0.0, 0.0, 2021-11-16 00:00:00, 0.0, 5.5
0.0, 0.0, -6.5, 0.0, 2021-11-17 00:00:00, 0.0, 2.5
