wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
354.0, 97.0, 3.6, 0.0, -0.9, 1.5, -0.5, -1.1, 299.0, 0.0, 8.2, 97.0,2020-04-29 00:00:00,18
50.0, 97.0, 3.2, 0.0, -1.3, 2.7, -0.9, -0.9, 50.0, 0.0, 8.2, 97.0,2020-04-29 01:00:00,18
27.0, 97.0, 1.5, 0.0, -1.5, 4.3, -1.1, -1.1, 354.0, 0.0, 8.0, 97.0,2020-04-29 02:00:00,18
21.0, 97.0, 2.7, 0.0, -1.3, 3.9, -0.9, -1.1, 50.0, 0.0, 8.0, 97.0,2020-04-29 03:00:00,18
26.0, 97.0, 4.3, 0.0, -1.5, 4.4, -1.1, -0.5, 27.0, 0.0, 8.0, 97.0,2020-04-29 04:00:00,18
39.0, 97.0, 3.9, 0.0, -1.5, 5.5, -1.1, 1.0, 21.0, 0.0, 8.0, 91.0,2020-04-29 05:00:00,18
54.0, 97.0, 4.4, 0.0, -0.9, 5.7, -0.5, 4.0, 26.0, 0.0, 8.0, 80.0,2020-04-29 06:00:00,18
53.0, 91.0, 5.5, 0.2, -0.3, 5.1, 1.0, 4.4, 39.0, 0.0, 8.0, 77.0,2020-04-29 07:00:00,18
82.0, 80.0, 5.7, 1.0, 0.9, 6.3, 4.0, 5.9, 54.0, 0.0, 8.0, 70.0,2020-04-29 08:00:00,18
87.0, 77.0, 5.1, 1.2, 0.7, 5.6, 4.4, 4.4, 53.0, 0.2, 8.2, 75.0,2020-04-29 09:00:00,18
40.0, 70.0, 6.3, 0.8, 0.9, 5.0, 5.9, 4.1, 82.0, 1.0, 8.6, 77.0,2020-04-29 10:00:00,18
41.0, 75.0, 5.6, 1.0, 0.4, 5.9, 4.4, 3.5, 87.0, 1.2, 8.4, 85.0,2020-04-29 11:00:00,18
92.0, 77.0, 5.0, 0.8, 0.4, 5.4, 4.1, 3.2, 40.0, 0.8, 7.0, 90.0,2020-04-29 12:00:00,18
22.0, 85.0, 5.9, 1.2, 1.2, 2.9, 3.5, 4.7, 41.0, 1.0, 6.4, 88.0,2020-04-29 13:00:00,18
150.0, 90.0, 5.4, 1.0, 1.7, 5.5, 3.2, 7.9, 92.0, 0.8, 6.6, 75.0,2020-04-29 14:00:00,18
90.0, 88.0, 2.9, 2.0, 2.9, 4.1, 4.7, 6.1, 22.0, 1.2, 7.6, 78.0,2020-04-29 15:00:00,18
41.0, 75.0, 5.5, 1.0, 3.7, 3.7, 7.9, 5.0, 150.0, 1.0, 8.2, 82.0,2020-04-29 16:00:00,18
39.0, 78.0, 4.1, 0.6, 2.6, 4.7, 6.1, 4.0, 90.0, 2.0, 9.8, 90.0,2020-04-29 17:00:00,18
34.0, 82.0, 3.7, 0.4, 2.2, 5.9, 5.0, 3.1, 41.0, 1.0, 10.6, 94.0,2020-04-29 18:00:00,18
33.0, 90.0, 4.7, 0.2, 2.5, 4.6, 4.0, 2.2, 39.0, 0.6, 11.0, 96.0,2020-04-29 19:00:00,18
201.0, 94.0, 5.9, 0.2, 2.2, 2.2, 3.1, 4.8, 34.0, 0.4, 11.4, 84.0,2020-04-29 20:00:00,18
262.0, 96.0, 4.6, 0.6, 1.6, 3.1, 2.2, 5.8, 33.0, 0.2, 11.4, 79.0,2020-04-29 21:00:00,18
218.0, 84.0, 2.2, 0.4, 2.3, 3.8, 4.8, 5.3, 201.0, 0.2, 11.6, 83.0,2020-04-29 22:00:00,18
214.0, 79.0, 3.1, 0.8, 2.4, 9.7, 5.8, 5.3, 262.0, 0.6, 12.2, 85.0,2020-04-29 23:00:00,18
226.0, 83.0, 3.8, 1.2, 2.7, 5.8, 5.3, 4.3, 218.0, 0.4, 12.6, 89.0,2020-04-30 00:00:00,18
232.0, 85.0, 9.7, 1.0, 3.0, 8.6, 5.3, 3.6, 214.0, 0.8, 13.4, 88.0,2020-04-30 01:00:00,18
220.0, 89.0, 5.8, 0.8, 2.6, 11.6, 4.3, 3.3, 226.0, 1.2, 14.6, 81.0,2020-04-30 02:00:00,18
223.0, 88.0, 8.6, 0.6, 1.8, 12.5, 3.6, 2.9, 232.0, 1.0, 15.6, 80.0,2020-04-30 03:00:00,18
276.0, 81.0, 11.6, 0.2, 0.4, 9.6, 3.3, 2.7, 220.0, 0.8, 16.4, 76.0,2020-04-30 04:00:00,18
274.0, 80.0, 12.5, 0.2, -0.2, 7.7, 2.9, 2.5, 223.0, 0.6, 17.0, 75.0,2020-04-30 05:00:00,18
278.0, 76.0, 9.6, 0.4, -1.1, 7.1, 2.7, 3.1, 276.0, 0.2, 17.2, 70.0,2020-04-30 06:00:00,18
251.0, 75.0, 7.7, 0.6, -1.5, 9.5, 2.5, 3.8, 274.0, 0.2, 17.4, 68.0,2020-04-30 07:00:00,18
253.0, 70.0, 7.1, 2.2, -1.8, 8.1, 3.1, 4.6, 278.0, 0.4, 17.8, 62.0,2020-04-30 08:00:00,18
252.0, 68.0, 9.5, 2.4, -1.6, 9.3, 3.8, 7.5, 251.0, 0.6, 18.2, 47.0,2020-04-30 09:00:00,18
254.0, 62.0, 8.1, 0.0, -2.0, 9.4, 4.6, 9.1, 253.0, 2.2, 19.4, 44.0,2020-04-30 10:00:00,18
235.0, 47.0, 9.3, 0.0, -3.1, 8.4, 7.5, 10.5, 252.0, 2.4, 20.6, 36.0,2020-04-30 11:00:00,18
235.0, 44.0, 9.4, 0.0, -2.5, 6.8, 9.1, 10.1, 254.0, 0.0, 19.8, 36.0,2020-04-30 12:00:00,18
214.0, 36.0, 8.4, 0.0, -3.9, 6.4, 10.5, 12.5, 235.0, 0.0, 18.8, 28.0,2020-04-30 13:00:00,18
126.0, 36.0, 6.8, 0.0, -4.3, 6.6, 10.1, 8.9, 235.0, 0.0, 18.0, 42.0,2020-04-30 14:00:00,18
283.0, 28.0, 6.4, 0.0, -5.5, 7.2, 12.5, 9.7, 214.0, 0.0, 16.8, 36.0,2020-04-30 15:00:00,18
227.0, 42.0, 6.6, 0.0, -3.3, 6.4, 8.9, 10.9, 126.0, 0.0, 15.8, 25.0,2020-04-30 16:00:00,18
