station_observations
pcpn_amt_pst24hrs, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, cum_pcpn_amt, MIN_TEMP, ONE_DAY_SNOW, time, air_temp_1, SNOW_ON_THE_GROUND, snw_dpth, MAX_TEMP
None, None, 743.0, 5.0, None, None, None, 2018-11-10 04:00:00, 0.0, None, 22.0, None
None, None, 743.0, 5.0, None, None, None, 2018-11-10 05:00:00, 0.0, None, 15.0, None
None, None, 743.0, 5.0, None, None, None, 2018-11-10 06:00:00, 0.0, None, None, None
None, None, 744.0, 6.0, None, None, None, 2018-11-10 07:00:00, 0.0, None, None, None
None, None, 744.0, 6.0, None, None, None, 2018-11-10 08:00:00, 0.1, None, None, None
None, None, 744.0, 6.0, None, None, None, 2018-11-10 09:00:00, 0.1, None, 22.0, None
None, None, 744.0, 6.0, None, None, None, 2018-11-10 10:00:00, 0.1, None, 22.0, None
None, None, 744.0, 6.0, None, None, None, 2018-11-10 11:00:00, 0.1, None, 22.0, None
None, None, 744.0, 6.0, None, None, None, 2018-11-10 12:00:00, 0.0, None, 22.0, None
None, None, 745.0, 6.0, None, None, None, 2018-11-10 13:00:00, 0.0, None, 20.0, None
None, None, 745.0, 7.0, None, None, None, 2018-11-10 14:00:00, -0.1, None, 20.0, None
None, None, 745.0, 7.0, None, None, None, 2018-11-10 15:00:00, -0.2, None, 20.0, None
None, None, 746.0, 7.0, None, None, None, 2018-11-10 16:00:00, -0.3, None, 19.0, None
None, None, 746.0, 7.0, None, None, None, 2018-11-10 17:00:00, -0.2, None, 18.0, None
None, None, 746.0, 7.0, None, None, None, 2018-11-10 18:00:00, -0.1, None, 17.0, None
None, None, 746.0, 7.0, None, None, None, 2018-11-10 19:00:00, 0.0, None, 6.0, None
None, None, 747.0, 7.0, None, None, None, 2018-11-10 20:00:00, 0.2, None, 18.0, None
None, None, 747.0, 7.0, None, None, None, 2018-11-10 21:00:00, 0.2, None, 17.0, None
None, None, 747.0, 7.0, None, None, None, 2018-11-10 22:00:00, 0.1, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-10 23:00:00, 0.1, None, 14.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 00:00:00, -0.1, None, 17.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 01:00:00, -0.4, None, 14.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 02:00:00, -0.5, None, 14.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 03:00:00, -0.6, None, 14.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 04:00:00, -0.7, None, 14.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 05:00:00, -0.8, None, 14.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 06:00:00, -0.9, None, 14.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 07:00:00, -0.8, None, 14.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 08:00:00, -1.0, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 09:00:00, -1.2, None, 4.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 10:00:00, -1.1, None, 2.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 11:00:00, -1.4, None, 4.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 12:00:00, -1.6, None, 10.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 13:00:00, -2.1, None, 11.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 14:00:00, -2.2, None, 5.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 15:00:00, -2.0, None, 2.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 16:00:00, -1.9, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 17:00:00, -1.6, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 18:00:00, -1.0, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-11 19:00:00, -0.6, None, None, None
None, None, 747.0, 7.0, None, None, None, 2018-11-11 20:00:00, 0.4, None, None, None
None, None, 747.0, 7.0, None, None, None, 2018-11-11 21:00:00, 0.9, None, 19.0, None
None, None, 747.0, 7.0, None, None, None, 2018-11-11 22:00:00, 0.9, None, 19.0, None
None, None, 747.0, 7.0, None, None, None, 2018-11-11 23:00:00, 0.8, None, 19.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 00:00:00, 0.2, None, 19.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 01:00:00, 0.0, None, 17.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 02:00:00, -0.1, None, 13.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 03:00:00, -0.5, None, 15.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 04:00:00, -1.1, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 05:00:00, -1.2, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 06:00:00, -1.4, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 07:00:00, -1.6, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 08:00:00, -2.1, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 09:00:00, -2.0, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 10:00:00, -1.7, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 11:00:00, -1.7, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 12:00:00, -1.7, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 13:00:00, -1.7, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 14:00:00, -1.7, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 15:00:00, -1.9, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 16:00:00, -1.7, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 17:00:00, -2.2, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 18:00:00, -1.2, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 19:00:00, -0.1, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-12 20:00:00, 0.6, None, None, None
None, None, 747.0, 7.0, None, None, None, 2018-11-12 21:00:00, 1.6, None, 17.0, None
None, None, 747.0, 7.0, None, None, None, 2018-11-12 22:00:00, 0.7, None, 17.0, None
None, None, 747.0, 7.0, None, None, None, 2018-11-12 23:00:00, 0.8, None, 17.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 00:00:00, 0.1, None, 18.0, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 01:00:00, -0.2, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 02:00:00, -0.2, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 03:00:00, -0.4, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 04:00:00, -0.6, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 05:00:00, -1.0, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 06:00:00, -0.7, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 07:00:00, -0.7, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 08:00:00, -0.3, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 09:00:00, -0.6, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 10:00:00, -1.1, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 11:00:00, -1.7, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 12:00:00, -1.7, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 13:00:00, -1.7, None, None, None
None, None, 749.0, 7.0, None, None, None, 2018-11-13 14:00:00, -1.7, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 15:00:00, -0.9, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 16:00:00, -0.6, None, None, None
None, None, 748.0, 7.0, None, None, None, 2018-11-13 17:00:00, -0.6, None, None, None
None, None, 750.0, 7.0, None, None, None, 2018-11-13 18:00:00, 0.1, None, None, None
None, None, 749.0, 7.0, None, None, None, 2018-11-13 19:00:00, 1.0, None, None, None
None, None, 750.0, 7.0, None, None, None, 2018-11-13 20:00:00, 0.7, None, None, None
None, None, 750.0, 7.0, None, None, None, 2018-11-13 21:00:00, 1.4, None, None, None
None, None, 751.0, 9.0, None, None, None, 2018-11-13 22:00:00, 1.1, None, 12.0, None
None, None, 751.0, 9.0, None, None, None, 2018-11-13 23:00:00, 1.3, None, 18.0, None
None, None, 751.0, 9.0, None, None, None, 2018-11-14 00:00:00, 0.9, None, 4.0, None
None, None, 753.0, 10.0, None, None, None, 2018-11-14 01:00:00, 0.8, None, 2.0, None
None, None, 755.0, 11.0, None, None, None, 2018-11-14 02:00:00, 1.0, None, None, None
None, None, 758.0, 12.0, None, None, None, 2018-11-14 03:00:00, 1.0, None, None, None
None, None, 760.0, 13.0, None, None, None, 2018-11-14 04:00:00, 1.2, None, None, None
None, None, 760.0, 13.0, None, None, None, 2018-11-14 05:00:00, 1.1, None, None, None
None, None, 761.0, 13.0, None, None, None, 2018-11-14 06:00:00, 1.3, None, 5.0, None
None, None, 761.0, 13.0, None, None, None, 2018-11-14 07:00:00, 1.5, None, None, None
None, None, 761.0, 13.0, None, None, None, 2018-11-14 08:00:00, 1.3, None, 1.0, None
None, None, 761.0, 13.0, None, None, None, 2018-11-14 09:00:00, 1.3, None, None, None
None, None, 761.0, 13.0, None, None, None, 2018-11-14 10:00:00, 1.1, None, None, None
None, None, 761.0, 13.0, None, None, None, 2018-11-14 11:00:00, 0.6, None, None, None
None, None, 761.0, 13.0, None, None, None, 2018-11-14 12:00:00, -0.1, None, None, None
None, None, 761.0, 13.0, None, None, None, 2018-11-14 13:00:00, 0.3, None, None, None
None, None, 762.0, 13.0, None, None, None, 2018-11-14 14:00:00, 0.1, None, None, None
None, None, 763.0, 13.0, None, None, None, 2018-11-14 15:00:00, 0.0, None, None, None
None, None, 763.0, 13.0, None, None, None, 2018-11-14 16:00:00, 0.0, None, None, None
None, None, 763.0, 13.0, None, None, None, 2018-11-14 17:00:00, 0.2, None, None, None
None, None, 762.0, 13.0, None, None, None, 2018-11-14 18:00:00, 0.7, None, None, None
None, None, 762.0, 13.0, None, None, None, 2018-11-14 19:00:00, 1.1, None, None, None
None, None, 763.0, 13.0, None, None, None, 2018-11-14 20:00:00, 1.4, None, None, None
None, None, 763.0, 13.0, None, None, None, 2018-11-14 21:00:00, 1.2, None, None, None
None, None, 765.0, 14.0, None, None, None, 2018-11-14 22:00:00, 1.5, None, None, None
None, None, 765.0, 14.0, None, None, None, 2018-11-14 23:00:00, 1.3, None, 3.0, None
None, None, 765.0, 14.0, None, None, None, 2018-11-15 00:00:00, 1.6, None, 5.0, None
None, None, 766.0, 14.0, None, None, None, 2018-11-15 01:00:00, 1.5, None, None, None
None, None, 766.0, 14.0, None, None, None, 2018-11-15 02:00:00, 1.3, None, 10.0, None
None, None, 766.0, 14.0, None, None, None, 2018-11-15 03:00:00, 1.3, None, None, None
None, None, 767.0, 14.0, None, None, None, 2018-11-15 04:00:00, 1.2, None, None, None
None, None, 767.0, 14.0, None, None, None, 2018-11-15 05:00:00, 1.1, None, None, None
None, None, 768.0, 14.0, None, None, None, 2018-11-15 06:00:00, 0.9, None, None, None
None, None, 768.0, 14.0, None, None, None, 2018-11-15 07:00:00, 1.2, None, 8.0, None
None, None, 768.0, 14.0, None, None, None, 2018-11-15 08:00:00, 1.2, None, 7.0, None
None, None, 769.0, 14.0, None, None, None, 2018-11-15 09:00:00, 0.8, None, None, None
None, None, 770.0, 14.0, None, None, None, 2018-11-15 10:00:00, 0.2, None, None, None
None, None, 771.0, 14.0, None, None, None, 2018-11-15 11:00:00, 0.1, None, None, None
None, None, 772.0, 14.0, None, None, None, 2018-11-15 12:00:00, 0.1, None, None, None
None, None, 773.0, 14.0, None, None, None, 2018-11-15 13:00:00, -0.1, None, None, None
None, None, 774.0, 14.0, None, None, None, 2018-11-15 14:00:00, 0.0, None, None, None
None, None, 774.0, 15.0, None, None, None, 2018-11-15 15:00:00, 0.1, None, None, None
None, None, 775.0, 16.0, None, None, None, 2018-11-15 16:00:00, 0.1, None, None, None
None, None, 776.0, 17.0, None, None, None, 2018-11-15 17:00:00, 0.1, None, None, None
None, None, 777.0, 18.0, None, None, None, 2018-11-15 18:00:00, 0.2, None, None, None
None, None, 777.0, 18.0, None, None, None, 2018-11-15 19:00:00, 0.0, None, None, None
None, None, 777.0, 18.0, None, None, None, 2018-11-15 20:00:00, 0.6, None, None, None
None, None, 777.0, 19.0, None, None, None, 2018-11-15 21:00:00, 0.5, None, 22.0, None
None, None, 777.0, 19.0, None, None, None, 2018-11-15 22:00:00, 0.4, None, 22.0, None
None, None, 777.0, 19.0, None, None, None, 2018-11-15 23:00:00, 0.6, None, 24.0, None
None, None, 778.0, 19.0, None, None, None, 2018-11-16 00:00:00, 0.0, None, None, None
None, None, 778.0, 19.0, None, None, None, 2018-11-16 01:00:00, -0.4, None, None, None
None, None, 778.0, 19.0, None, None, None, 2018-11-16 02:00:00, -0.5, None, None, None
None, None, 778.0, 19.0, None, None, None, 2018-11-16 03:00:00, -0.9, None, None, None
None, None, 778.0, 19.0, None, None, None, 2018-11-16 04:00:00, -1.2, None, None, None
None, None, 778.0, 19.0, None, None, None, 2018-11-16 05:00:00, -1.5, None, None, None
None, None, 778.0, 19.0, None, None, None, 2018-11-16 06:00:00, -1.5, None, None, None
None, None, 778.0, 19.0, None, None, None, 2018-11-16 07:00:00, -2.1, None, None, None
None, None, 779.0, 19.0, None, None, None, 2018-11-16 08:00:00, -2.6, None, None, None
None, None, 779.0, 19.0, None, None, None, 2018-11-16 09:00:00, -2.9, None, None, None
None, None, 779.0, 19.0, None, None, None, 2018-11-16 10:00:00, -2.7, None, None, None
None, None, 779.0, 19.0, None, None, None, 2018-11-16 11:00:00, -2.8, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-16 12:00:00, -2.8, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-16 13:00:00, -3.0, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-16 14:00:00, -3.1, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-16 15:00:00, -3.4, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-16 16:00:00, -3.6, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-16 17:00:00, -3.8, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-16 18:00:00, -3.8, None, None, None
None, None, 778.0, 18.0, None, None, None, 2018-11-16 19:00:00, -1.6, None, None, None
None, None, 778.0, 18.0, None, None, None, 2018-11-16 20:00:00, -0.5, None, None, None
None, None, 778.0, 18.0, None, None, None, 2018-11-16 21:00:00, -0.8, None, 20.0, None
None, None, 777.0, 18.0, None, None, None, 2018-11-16 22:00:00, 1.9, None, 20.0, None
None, None, 778.0, 19.0, None, None, None, 2018-11-16 23:00:00, -0.7, None, 21.0, None
None, None, 779.0, 19.0, None, None, None, 2018-11-17 00:00:00, -1.7, None, None, None
None, None, 779.0, 19.0, None, None, None, 2018-11-17 01:00:00, -2.3, None, None, None
None, None, 779.0, 19.0, None, None, None, 2018-11-17 02:00:00, -2.8, None, None, None
None, None, 779.0, 19.0, None, None, None, 2018-11-17 03:00:00, -4.0, None, None, None
None, None, 779.0, 19.0, None, None, None, 2018-11-17 04:00:00, -3.8, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 05:00:00, -4.2, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 06:00:00, -4.2, None, None, None
None, None, 780.0, 18.0, None, None, None, 2018-11-17 07:00:00, -4.7, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 08:00:00, -3.8, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 09:00:00, -3.5, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 10:00:00, -3.8, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 11:00:00, -3.4, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 12:00:00, -3.1, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 13:00:00, -2.8, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 14:00:00, -2.4, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 15:00:00, -2.2, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 16:00:00, -2.1, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 17:00:00, -2.0, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 18:00:00, -1.5, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 19:00:00, -1.5, None, None, None
None, None, 778.0, 18.0, None, None, None, 2018-11-17 20:00:00, -1.3, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 21:00:00, -1.4, None, 21.0, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 22:00:00, -1.8, None, 21.0, None
None, None, 779.0, 18.0, None, None, None, 2018-11-17 23:00:00, -1.3, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-18 00:00:00, -1.4, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-18 01:00:00, -1.4, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-18 02:00:00, -1.5, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-18 03:00:00, -1.2, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-18 04:00:00, -1.1, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-18 05:00:00, -1.0, None, None, None
None, None, 779.0, 18.0, None, None, None, 2018-11-18 06:00:00, -0.6, None, None, None
None, None, 780.0, 18.0, None, None, None, 2018-11-18 07:00:00, -0.6, None, None, None
None, None, 780.0, 18.0, None, None, None, 2018-11-18 08:00:00, -0.1, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 09:00:00, -0.1, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 10:00:00, -0.3, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 11:00:00, -0.3, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 12:00:00, -0.1, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 13:00:00, 0.0, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 14:00:00, 0.1, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 15:00:00, 0.1, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 16:00:00, 0.2, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 17:00:00, 0.2, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 18:00:00, 0.4, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 19:00:00, 0.6, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 20:00:00, 1.1, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 21:00:00, 1.5, None, 24.0, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 22:00:00, 2.2, None, 23.0, None
None, None, 780.0, 19.0, None, None, None, 2018-11-18 23:00:00, 2.4, None, 20.0, None
None, None, 780.0, 19.0, None, None, None, 2018-11-19 00:00:00, 1.4, None, 21.0, None
None, None, 780.0, 19.0, None, None, None, 2018-11-19 01:00:00, 0.0, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 02:00:00, -0.2, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 03:00:00, -0.1, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 04:00:00, -0.1, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 05:00:00, -0.1, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 06:00:00, -0.1, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 07:00:00, 0.2, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 08:00:00, 0.0, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 09:00:00, -0.1, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 10:00:00, -0.3, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 11:00:00, -0.5, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 12:00:00, -0.5, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 13:00:00, -0.7, None, 11.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 14:00:00, -1.1, None, 10.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 15:00:00, -1.1, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 16:00:00, -1.3, None, 11.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 17:00:00, -1.5, None, 10.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 18:00:00, -1.5, None, 11.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 19:00:00, 0.1, None, None, None
None, None, 780.0, 19.0, None, None, None, 2018-11-19 20:00:00, 2.6, None, 20.0, None
None, None, 780.0, 19.0, None, None, None, 2018-11-19 21:00:00, 1.9, None, 20.0, None
None, None, 780.0, 19.0, None, None, None, 2018-11-19 22:00:00, 1.6, None, 20.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-19 23:00:00, -0.2, None, 21.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 00:00:00, -0.2, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 01:00:00, -0.6, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 02:00:00, -0.5, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 03:00:00, -0.6, None, 11.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 04:00:00, -1.1, None, 11.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 05:00:00, -1.3, None, 11.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 06:00:00, -1.1, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 07:00:00, -0.4, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 08:00:00, -0.4, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 09:00:00, -0.3, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 10:00:00, -0.1, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 11:00:00, -0.1, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 12:00:00, 0.0, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 13:00:00, 0.0, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 14:00:00, 0.1, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 15:00:00, 0.1, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 16:00:00, 0.2, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 17:00:00, 0.2, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 18:00:00, 0.5, None, 12.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 19:00:00, 1.0, None, 10.0, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 20:00:00, 1.5, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 21:00:00, 1.3, None, None, None
None, None, 781.0, 19.0, None, None, None, 2018-11-20 22:00:00, 1.2, None, None, None
None, None, 782.0, 19.0, None, None, None, 2018-11-20 23:00:00, 1.1, None, None, None
None, None, 783.0, 19.0, None, None, None, 2018-11-21 00:00:00, 1.0, None, None, None
None, None, 783.0, 19.0, None, None, None, 2018-11-21 01:00:00, 0.8, None, None, None
None, None, 783.0, 19.0, None, None, None, 2018-11-21 02:00:00, 2.2, None, 2.0, None
None, None, 784.0, 19.0, None, None, None, 2018-11-21 03:00:00, 2.1, None, None, None
None, None, 784.0, 19.0, None, None, None, 2018-11-21 04:00:00, 1.9, None, None, None
None, None, 785.0, 19.0, None, None, None, 2018-11-21 05:00:00, 1.9, None, None, None
None, None, 785.0, 19.0, None, None, None, 2018-11-21 06:00:00, 1.7, None, None, None
None, None, 786.0, 19.0, None, None, None, 2018-11-21 07:00:00, 1.2, None, 3.0, None
None, None, 786.0, 19.0, None, None, None, 2018-11-21 08:00:00, 1.4, None, 5.0, None
None, None, 786.0, 19.0, None, None, None, 2018-11-21 09:00:00, 1.7, None, None, None
None, None, 787.0, 19.0, None, None, None, 2018-11-21 10:00:00, 1.7, None, None, None
None, None, 787.0, 19.0, None, None, None, 2018-11-21 11:00:00, 1.0, None, None, None
None, None, 787.0, 20.0, None, None, None, 2018-11-21 12:00:00, 1.0, None, None, None
None, None, 787.0, 20.0, None, None, None, 2018-11-21 13:00:00, 0.6, None, None, None
None, None, 788.0, 20.0, None, None, None, 2018-11-21 14:00:00, 0.7, None, None, None
None, None, 789.0, 20.0, None, None, None, 2018-11-21 15:00:00, 0.3, None, None, None
None, None, 789.0, 20.0, None, None, None, 2018-11-21 16:00:00, 0.5, None, None, None
None, None, 789.0, 20.0, None, None, None, 2018-11-21 17:00:00, 0.8, None, None, None
None, None, 790.0, 21.0, None, None, None, 2018-11-21 18:00:00, 0.6, None, None, None
None, None, 791.0, 22.0, None, None, None, 2018-11-21 19:00:00, 0.3, None, None, None
None, None, 276.0, 23.0, None, None, None, 2018-11-21 20:00:00, 0.5, None, None, None
None, None, 276.0, 23.0, None, None, None, 2018-11-21 21:00:00, 1.0, None, None, None
None, None, 276.0, 23.0, None, None, None, 2018-11-21 22:00:00, 1.3, None, None, None
None, None, 276.0, 23.0, None, None, None, 2018-11-21 23:00:00, 0.5, None, None, None
None, None, 278.0, 24.0, None, None, None, 2018-11-22 00:00:00, 0.0, None, None, None
None, None, 279.0, 27.0, None, None, None, 2018-11-22 01:00:00, 0.1, None, None, None
None, None, 279.0, 27.0, None, None, None, 2018-11-22 02:00:00, 0.0, None, None, None
None, None, 279.0, 27.0, None, None, None, 2018-11-22 03:00:00, 0.0, None, None, None
None, None, 279.0, 27.0, None, None, None, 2018-11-22 04:00:00, -0.1, None, None, None
None, None, 279.0, 27.0, None, None, None, 2018-11-22 05:00:00, -0.2, None, None, None
None, None, 279.0, 27.0, None, None, None, 2018-11-22 06:00:00, -0.5, None, None, None
None, None, 279.0, 27.0, None, None, None, 2018-11-22 07:00:00, -0.5, None, None, None
None, None, 279.0, 27.0, None, None, None, 2018-11-22 08:00:00, -0.7, None, None, None
None, None, 279.0, 27.0, None, None, None, 2018-11-22 09:00:00, -1.0, None, None, None
None, None, 279.0, 27.0, None, None, None, 2018-11-22 10:00:00, -2.0, None, None, None
None, None, 280.0, 27.0, None, None, None, 2018-11-22 11:00:00, -2.3, None, None, None
None, None, 280.0, 27.0, None, None, None, 2018-11-22 12:00:00, -2.5, None, None, None
None, None, 280.0, 27.0, None, None, None, 2018-11-22 13:00:00, -2.5, None, None, None
None, None, 280.0, 27.0, None, None, None, 2018-11-22 14:00:00, -2.5, None, None, None
None, None, 280.0, 27.0, None, None, None, 2018-11-22 15:00:00, -2.5, None, None, None
None, None, 280.0, 27.0, None, None, None, 2018-11-22 16:00:00, -2.4, None, None, None
