pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None, None, 483.0, 526.0, None, None, None,2019-01-01 00:00:00,-1.7, None, 209.0, None,1
None, None, 482.0, 526.0, None, None, None,2019-01-01 01:00:00,-1.1, None, 209.0, None,1
None, None, 483.0, 526.0, None, None, None,2019-01-01 02:00:00,-0.2, None, 209.0, None,1
None, None, 482.0, 526.0, None, None, None,2019-01-01 03:00:00,-1.1, None, 208.0, None,1
None, None, 483.0, 527.0, None, None, None,2019-01-01 04:00:00,-1.5, None, 208.0, None,1
None, None, 483.0, 527.0, None, None, None,2019-01-01 05:00:00,-0.1, None, 208.0, None,1
None, None, 483.0, 527.0, None, None, None,2019-01-01 06:00:00,0.0, None, 208.0, None,1
None, None, 483.0, 528.0, None, None, None,2019-01-01 07:00:00,0.0, None, 208.0, None,1
None, None, 483.0, 528.0, None, None, None,2019-01-01 08:00:00,0.4, None, 208.0, None,1
None, None, 483.0, 529.0, None, None, None,2019-01-01 09:00:00,0.6, None, 207.0, None,1
None, None, 483.0, 529.0, None, None, None,2019-01-01 10:00:00,0.3, None, 207.0, None,1
None, None, 484.0, 530.0, None, None, None,2019-01-01 11:00:00,0.5, None, 208.0, None,1
None, None, 484.0, 531.0, None, None, None,2019-01-01 12:00:00,0.6, None, 208.0, None,1
None, None, 485.0, 532.0, None, None, None,2019-01-01 13:00:00,-0.5, None, 210.0, None,1
None, None, 485.0, 532.0, None, None, None,2019-01-01 14:00:00,0.7, None, 210.0, None,1
None, None, 485.0, 532.0, None, None, None,2019-01-01 15:00:00,0.4, None, 209.0, None,1
None, None, 485.0, 532.0, None, None, None,2019-01-01 16:00:00,1.3, None, 209.0, None,1
None, None, 489.0, 533.0, None, None, None,2019-01-01 17:00:00,1.7, None, 209.0, None,1
None, None, 490.0, 533.0, None, None, None,2019-01-01 18:00:00,3.3, None, 209.0, None,1
None, None, 489.0, 534.0, None, None, None,2019-01-01 19:00:00,1.7, None, 209.0, None,1
None, None, 490.0, 535.0, None, None, None,2019-01-01 20:00:00,1.4, None, 209.0, None,1
None, None, 490.0, 536.0, None, None, None,2019-01-01 21:00:00,3.0, None, 208.0, None,1
None, None, 489.0, 536.0, None, None, None,2019-01-01 22:00:00,4.0, None, 207.0, None,1
None, None, 490.0, 537.0, None, None, None,2019-01-01 23:00:00,3.2, None, 206.0, None,1
None, None, 490.0, 538.0, None, None, None,2019-01-02 00:00:00,4.7, None, 206.0, None,1
None, None, 489.0, 538.0, None, None, None,2019-01-02 01:00:00,4.0, None, 205.0, None,1
