RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
83.5, None, None, None,4.32,144.1, None, None, -10.0, 1032.0, None, None, None, None, None, 43.26, None, None, -7.98, None, None, None, None,31.52, None, None, None, None, None,2016-01-01 00:00:00, None,1
82.6, None, None, None,3.341,136.7, None, None, -10.0, 1031.0, None, None, None, None, None, 43.93, None, None, -7.89, None, None, None, None,43.83, None, None, None, None, None,2016-01-01 01:00:00, None,1
78.3, None, None, None,1.966,127.0, None, None, -10.0, 1031.0, None, None, None, None, None, 43.62, None, None, -7.63, None, None, None, None,55.46, None, None, None, None, None,2016-01-01 02:00:00, None,1
74.7, None, None, None,0.299,60.06, None, None, -11.0, 1031.0, None, None, None, None, None, 43.61, None, None, -7.36, None, None, None, None,76.1, None, None, None, None, None,2016-01-01 03:00:00, None,1
74.7, None, None, None,2.184,138.0, None, None, -10.0, 1031.0, None, None, None, None, None, None, None, None, None, None, None, None, None,52.47, None, None, None, None, None,2016-01-01 04:00:00, None,1
74.7, None, None, None,0.814,109.0, None, None, -10.0, 1029.0, None, None, None, None, None, None, None, None, None, None, None, None, None,66.82, None, None, None, None, None,2016-01-01 05:00:00, None,1
78.3, None, None, None,1.393,10.13, None, None, -10.0, 1029.0, None, None, None, None, None, None, None, None, None, None, None, None, None,46.0, None, None, None, None, None,2016-01-01 06:00:00, None,1
77.9, None, None, None,0.624,14.62, None, None, -10.0, 1029.0, None, None, None, None, None, 42.54, None, None, -7.34, None, None, None, None,65.05, None, None, None, None, None,2016-01-01 07:00:00, None,1
81.0, None, None, None,1.137,351.3, None, None, -9.0, 1028.0, None, None, None, None, None, 42.78, None, None, -7.06, None, None, None, None,47.74, None, None, None, None, None,2016-01-01 08:00:00, None,1
77.9, None, None, None,1.074,5.724, None, None, -10.0, 1028.0, None, None, None, None, None, 42.24, None, None, -6.904, None, None, None, None,57.95, None, None, None, None, None,2016-01-01 09:00:00, None,1
75.2, None, None, None,1.03,6.693, None, None, -10.0, 1028.0, None, None, None, None, None, 42.38, None, None, -6.555, None, None, None, None,58.12, None, None, None, None, None,2016-01-01 10:00:00, None,1
75.8, None, None, None,1.579,2.103, None, None, -10.0, 1028.0, None, None, None, None, None, 42.06, None, None, -6.714, None, None, None, None,34.27, None, None, None, None, None,2016-01-01 11:00:00, None,1
75.0, None, None, None,0.995,1.07, None, None, -10.0, 1028.0, None, None, None, None, None, 42.5, None, None, -6.418, None, None, None, None,41.4, None, None, None, None, None,2016-01-01 12:00:00, None,1
60.87, None, None, None,1.645,7.1, None, None, -11.0, 1028.0, None, None, None, None, None, 42.41, None, None, -5.482, None, None, None, None,36.84, None, None, None, None, None,2016-01-01 13:00:00, None,1
69.46, None, None, None,2.013,17.23, None, None, -9.0, 1027.0, None, None, None, None, None, 42.63, None, None, -5.025, None, None, None, None,32.32, None, None, None, None, None,2016-01-01 14:00:00, None,1
72.7, None, None, None,1.512,22.5, None, None, -8.0, 1027.0, None, None, None, None, None, 42.4, None, None, -4.792, None, None, None, None,40.44, None, None, None, None, None,2016-01-01 15:00:00, None,1
70.7, None, None, None,2.098,18.66, None, None, -9.0, 1027.0, None, None, None, None, None, 42.51, None, None, -5.261, None, None, None, None,41.17, None, None, None, None, None,2016-01-01 16:00:00, None,1
75.1, None, None, None,1.403,20.57, None, None, -9.0, 1027.0, None, None, None, None, None, 42.61, None, None, -5.998, None, None, None, None,36.9, None, None, None, None, None,2016-01-01 17:00:00, None,1
81.2, None, None, None,0.97,34.02, None, None, -9.0, 1025.0, None, None, None, None, None, 42.21, None, None, -6.549, None, None, None, None,45.22, None, None, None, None, None,2016-01-01 18:00:00, None,1
84.5, None, None, None,1.264,20.86, None, None, -9.0, 1025.0, None, None, None, None, None, 41.45, None, None, -7.39, None, None, None, None,39.57, None, None, None, None, None,2016-01-01 19:00:00, None,1
85.0, None, None, None,1.134,17.07, None, None, -10.0, 1025.0, None, None, None, None, None, 41.75, None, None, -8.54, None, None, None, None,37.85, None, None, None, None, None,2016-01-01 20:00:00, None,1
85.4, None, None, None,0.575,78.4, None, None, -12.0, 1025.0, None, None, None, None, None, 41.58, None, None, -9.86, None, None, None, None,60.64, None, None, None, None, None,2016-01-01 21:00:00, None,1
86.6, None, None, None,0.993,106.4, None, None, -12.0, 1025.0, None, None, None, None, None, 42.04, None, None, -10.88, None, None, None, None,43.82, None, None, None, None, None,2016-01-01 22:00:00, None,1
86.6, None, None, None,0.434,95.3, None, None, -13.0, 1025.0, None, None, None, None, None, 41.87, None, None, -11.63, None, None, None, None,65.86, None, None, None, None, None,2016-01-01 23:00:00, None,1
86.4, None, None, None,0.989,104.3, None, None, -14.0, 1025.0, None, None, None, None, None, 41.9, None, None, -12.07, None, None, None, None,54.76, None, None, None, None, None,2016-01-02 00:00:00, None,1
85.9, None, None, None,1.12,128.6, None, None, -14.0, 1024.0, None, None, None, None, None, 41.83, None, None, -12.53, None, None, None, None,48.71, None, None, None, None, None,2016-01-02 01:00:00, None,1
86.3, None, None, None,1.014,120.2, None, None, -14.0, 1024.0, None, None, None, None, None, 41.8, None, None, -12.72, None, None, None, None,47.02, None, None, None, None, None,2016-01-02 02:00:00, None,1
86.0, None, None, None,1.414,123.2, None, None, -14.0, 1024.0, None, None, None, None, None, 41.73, None, None, -12.78, None, None, None, None,43.47, None, None, None, None, None,2016-01-02 03:00:00, None,1
85.8, None, None, None,1.118,117.0, None, None, -15.0, 1024.0, None, None, None, None, None, 42.07, None, None, -13.04, None, None, None, None,51.78, None, None, None, None, None,2016-01-02 04:00:00, None,1
