RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
89.4, None, None, None, None, None, None, None, -11.0, 1033.0, None, None, None, None, None, None, None, None, -9.51, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 00:00:00, None,1
90.6, None, None, None, 4.324, 51.29, None, None, -11.0, 1033.0, None, None, None, None, None, 33.28, None, None, -9.87, None, None, None, None, 28.94, None, None, None, None, None, None,2016-01-01 01:00:00, None,1
84.9, None, None, None, 5.68, 57.21, None, None, -10.0, 1032.0, None, None, None, None, None, 33.58, None, None, -8.25, None, None, None, None, 35.26, None, None, None, None, None, None,2016-01-01 02:00:00, None,1
90.2, None, None, None, 4.177, 58.4, None, None, -10.0, 1033.0, None, None, None, None, None, 33.21, None, None, -8.84, None, None, None, None, 47.75, None, None, None, None, None, None,2016-01-01 03:00:00, None,1
76.21, None, None, None, 9.05, 84.3, None, None, -10.0, 1031.0, None, None, None, None, None, 33.24, None, None, -7.337, None, None, None, None, 35.06, None, None, None, None, None, None,2016-01-01 05:00:00, None,1
76.97, None, None, None, 6.584, 75.97, None, None, -10.0, 1031.0, None, None, None, None, None, 33.02, None, None, -7.528, None, None, None, None, 33.76, None, None, None, None, None, None,2016-01-01 06:00:00, None,1
76.72, None, None, None, 6.949, 71.55, None, None, -10.0, 1030.0, None, None, None, None, None, 32.98, None, None, -7.3, None, None, None, None, 40.87, None, None, None, None, None, None,2016-01-01 07:00:00, None,1
79.13, None, None, None, None, None, None, None, -10.0, 1030.0, None, None, None, None, None, 32.47, None, None, -7.297, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 08:00:00, None,1
77.55, None, None, None, 7.126, 69.2, None, None, -10.0, 1030.0, None, None, None, None, None, 32.39, None, None, -7.181, None, None, None, None, 41.58, None, None, None, None, None, None,2016-01-01 09:00:00, None,1
73.95, None, None, None, 7.211, 73.89, None, None, -10.0, 1029.0, None, None, None, None, None, 32.26, None, None, -6.949, None, None, None, None, 39.66, None, None, None, None, None, None,2016-01-01 10:00:00, None,1
72.66, None, None, None, 7.83, 80.3, None, None, -10.0, 1029.0, None, None, None, None, None, 32.22, None, None, -6.336, None, None, None, None, 44.5, None, None, None, None, None, None,2016-01-01 11:00:00, None,1
69.79, None, None, None, 7.804, 77.25, None, None, -10.0, 1029.0, None, None, None, None, None, 32.77, None, None, -6.238, None, None, None, None, 41.11, None, None, None, None, None, None,2016-01-01 12:00:00, None,1
69.09, None, None, None, 6.69, 81.0, None, None, -10.0, 1028.0, None, None, None, None, None, 32.91, None, None, -5.582, None, None, None, None, 41.57, None, None, None, None, None, None,2016-01-01 13:00:00, None,1
71.3, None, None, None, 3.327, 145.6, None, None, -10.0, 1028.0, None, None, None, None, None, 33.15, None, None, -5.862, None, None, None, None, 69.01, None, None, None, None, None, None,2016-01-01 14:00:00, None,1
71.4, None, None, None, None, None, None, None, -9.0, 1028.0, None, None, None, None, None, None, None, None, -5.445, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 15:00:00, None,1
70.88, None, None, None, 6.671, 103.6, None, None, -9.0, 1027.0, None, None, None, None, None, 33.11, None, None, -5.34, None, None, None, None, 45.34, None, None, None, None, None, None,2016-01-01 16:00:00, None,1
80.6, None, None, None, 4.735, 77.12, None, None, -9.0, 1027.0, None, None, None, None, None, 32.77, None, None, -6.684, None, None, None, None, 41.85, None, None, None, None, None, None,2016-01-01 17:00:00, None,1
79.75, None, None, None, 4.305, 37.53, None, None, -9.0, 1027.0, None, None, None, None, None, 32.66, None, None, -6.758, None, None, None, None, 61.83, None, None, None, None, None, None,2016-01-01 18:00:00, None,1
75.55, None, None, None, 4.921, 96.0, None, None, -9.0, 1026.0, None, None, None, None, None, 32.78, None, None, -6.094, None, None, None, None, 51.55, None, None, None, None, None, None,2016-01-01 19:00:00, None,1
