CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-7.94, None, None, None,7.45,23.5,142.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 00:00:00, None, None, None, None,1
-5.987, None, None, None,12.62,19.18,133.8, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 08:00:00, None, None, None, None,1
-5.031, None, None, None,14.2,18.64,121.8, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 09:00:00, None, None, None, None,1
-5.669, None, None, None,10.6,24.7,137.6, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 10:00:00, None, None, None, None,1
-4.62, None, None, None,10.38,22.51,129.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 12:00:00, None, None, None, None,1
-4.285, None, None, None,10.3,22.49,125.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 13:00:00, None, None, None, None,1
-4.802, None, None, None,10.55,28.44,134.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 16:00:00, None, None, None, None,1
-4.659, None, None, None,10.69,26.87,133.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 17:00:00, None, None, None, None,1
-4.419, None, None, None,10.57,29.86,138.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 19:00:00, None, None, None, None,1
-4.63, None, None, None,8.22,33.77,136.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 22:00:00, None, None, None, None,1
-4.304, None, None, None,9.89,32.97,126.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 23:00:00, None, None, None, None,1
-4.256, None, None, None,9.46,32.94,124.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 01:00:00, None, None, None, None,1
-3.665, None, None, None,8.62,30.55,124.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 05:00:00, None, None, None, None,1
-3.312, None, None, None,9.47,31.35,126.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 07:00:00, None, None, None, None,1
-3.903, None, None, None,8.63,29.65,135.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 09:00:00, None, None, None, None,1
-3.322, None, None, None,9.12,25.71,133.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 11:00:00, None, None, None, None,1
-2.126, None, None, None,8.47,22.29,135.4, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 12:00:00, None, None, None, None,1
-2.335, None, None, None,11.8,21.14,130.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 14:00:00, None, None, None, None,1
-3.074, None, None, None,12.11,21.2,129.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 16:00:00, None, None, None, None,1
-3.502, None, None, None,10.73,21.78,127.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 17:00:00, None, None, None, None,1
-4.966, None, None, None,5.686,23.9,133.6, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 18:00:00, None, None, None, None,1
-4.457, None, None, None,7.82,25.17,130.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 19:00:00, None, None, None, None,1
-4.668, None, None, None,10.34,17.46,121.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 20:00:00, None, None, None, None,1
-4.208, None, None, None,11.53,16.78,123.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 22:00:00, None, None, None, None,1
-5.293, None, None, None,8.38,17.13,123.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 23:00:00, None, None, None, None,1
-4.985, None, None, None,8.98,15.52,115.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 00:00:00, None, None, None, None,1
-4.668, None, None, None,8.72,14.75,115.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 01:00:00, None, None, None, None,1
-4.532, None, None, None,9.34,9.99,118.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 02:00:00, None, None, None, None,1
