RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
88.3, None, None, None, 0.001, 161.6, None, None, -18.0, None, None, None, None, None, None, 44.27, None, None,-17.13, None, None, None, None, 0.46, None, None, None, None,2016-01-01 00:00:00,1
87.4, None, None, None, 0.001, 161.7, None, None, -19.0, None, None, None, None, None, None, 44.18, None, None,-17.13, None, None, None, None, 0.389, None, None, None, None,2016-01-01 01:00:00,1
87.9, None, None, None, 0.001, 161.5, None, None, -19.0, None, None, None, None, None, None, 44.2, None, None,-17.36, None, None, None, None, 0.554, None, None, None, None,2016-01-01 02:00:00,1
88.2, None, None, None, 0.001, 161.4, None, None, -19.0, None, None, None, None, None, None, 44.08, None, None,-17.56, None, None, None, None, 0.614, None, None, None, None,2016-01-01 03:00:00,1
87.5, None, None, None, 0.001, 161.7, None, None, -20.0, None, None, None, None, None, None, 44.06, None, None,-18.12, None, None, None, None, 0.217, None, None, None, None,2016-01-01 04:00:00,1
87.3, None, None, None, 0.001, 161.7, None, None, -19.0, None, None, None, None, None, None, 43.79, None, None,-18.02, None, None, None, None, 0.137, None, None, None, None,2016-01-01 05:00:00,1
87.1, None, None, None, 0.001, 161.7, None, None, -20.0, None, None, None, None, None, None, 43.7, None, None,-18.3, None, None, None, None, 0.213, None, None, None, None,2016-01-01 06:00:00,1
87.8, None, None, None, 0.001, 161.6, None, None, -19.0, None, None, None, None, None, None, 43.56, None, None,-17.63, None, None, None, None, 0.378, None, None, None, None,2016-01-01 07:00:00,1
89.9, None, None, None, 0.001, 161.7, None, None, -18.0, None, None, None, None, None, None, 43.49, None, None,-16.82, None, None, None, None, 0.211, None, None, None, None,2016-01-01 08:00:00,1
91.9, None, None, None, 0.001, 161.2, None, None, -15.0, None, None, None, None, None, None, 44.0, None, None,-14.02, None, None, None, None, 0.6, None, None, None, None,2016-01-01 09:00:00,1
92.1, None, None, None, 0.001, 161.8, None, None, -13.0, None, None, None, None, None, None, 44.47, None, None,-11.93, None, None, None, None, 0.27, None, None, None, None,2016-01-01 10:00:00,1
92.4, None, None, None, 0.001, 161.7, None, None, -11.0, None, None, None, None, None, None, 44.98, None, None,-10.42, None, None, None, None, 0.236, None, None, None, None,2016-01-01 11:00:00,1
92.8, None, None, None, 0.001, 161.6, None, None, -10.0, None, None, None, None, None, None, 45.1, None, None,-9.05, None, None, None, None, 0.469, None, None, None, None,2016-01-01 12:00:00,1
92.8, None, None, None, 0.001, 161.7, None, None, -10.0, None, None, None, None, None, None, 45.13, None, None,-9.01, None, None, None, None, 0.0, None, None, None, None,2016-01-01 13:00:00,1
92.4, None, None, None, 0.001, 161.1, None, None, -11.0, None, None, None, None, None, None, 45.01, None, None,-9.63, None, None, None, None, 0.645, None, None, None, None,2016-01-01 14:00:00,1
91.2, None, None, None, 0.001, 161.3, None, None, -13.0, None, None, None, None, None, None, 45.21, None, None,-11.49, None, None, None, None, 0.563, None, None, None, None,2016-01-01 15:00:00,1
90.3, None, None, None, 0.001, 161.2, None, None, -14.0, None, None, None, None, None, None, 45.17, None, None,-12.96, None, None, None, None, 0.719, None, None, None, None,2016-01-01 16:00:00,1
90.7, None, None, None, 0.001, 161.6, None, None, -15.0, None, None, None, None, None, None, 44.96, None, None,-13.94, None, None, None, None, 0.426, None, None, None, None,2016-01-01 17:00:00,1
89.1, None, None, None, 0.001, 161.5, None, None, -16.0, None, None, None, None, None, None, 44.98, None, None,-14.66, None, None, None, None, 0.488, None, None, None, None,2016-01-01 18:00:00,1
89.8, None, None, None, 0.001, 161.5, None, None, -16.0, None, None, None, None, None, None, 44.81, None, None,-15.18, None, None, None, None, 0.476, None, None, None, None,2016-01-01 19:00:00,1
89.4, None, None, None, 0.001, 161.7, None, None, -16.0, None, None, None, None, None, None, 44.99, None, None,-15.12, None, None, None, None, 0.285, None, None, None, None,2016-01-01 20:00:00,1
89.1, None, None, None, 0.001, 161.8, None, None, -17.0, None, None, None, None, None, None, 44.92, None, None,-15.45, None, None, None, None, 0.357, None, None, None, None,2016-01-01 21:00:00,1
90.2, None, None, None, 0.001, 161.5, None, None, -16.0, None, None, None, None, None, None, 44.79, None, None,-15.31, None, None, None, None, 0.607, None, None, None, None,2016-01-01 22:00:00,1
89.3, None, None, None, 0.001, 161.2, None, None, -17.0, None, None, None, None, None, None, 44.94, None, None,-15.45, None, None, None, None, 0.699, None, None, None, None,2016-01-01 23:00:00,1
89.2, None, None, None, 0.001, 161.8, None, None, -17.0, None, None, None, None, None, None, 44.97, None, None,-15.64, None, None, None, None, 0.341, None, None, None, None,2016-01-02 00:00:00,1
88.6, None, None, None, 0.001, 161.3, None, None, -18.0, None, None, None, None, None, None, 44.99, None, None,-16.22, None, None, None, None, 0.676, None, None, None, None,2016-01-02 01:00:00,1
88.8, None, None, None, 0.001, 161.8, None, None, -17.0, None, None, None, None, None, None, 44.89, None, None,-16.03, None, None, None, None, 0.346, None, None, None, None,2016-01-02 02:00:00,1
88.6, None, None, None, 0.001, 161.7, None, None, -18.0, None, None, None, None, None, None, 45.0, None, None,-16.31, None, None, None, None, 0.346, None, None, None, None,2016-01-02 03:00:00,1
89.2, None, None, None, 0.001, 161.4, None, None, -17.0, None, None, None, None, None, None, 44.9, None, None,-16.12, None, None, None, None, 0.645, None, None, None, None,2016-01-02 04:00:00,1
90.4, None, None, None, 0.001, 161.5, None, None, -17.0, None, None, None, None, None, None, 44.63, None, None,-15.74, None, None, None, None, 0.647, None, None, None, None,2016-01-02 05:00:00,1
90.1, None, None, None, 0.001, 161.8, None, None, -17.0, None, None, None, None, None, None, 44.72, None, None,-15.64, None, None, None, None, 0.341, None, None, None, None,2016-01-02 06:00:00,1
89.4, None, None, None, 0.001, 161.2, None, None, -17.0, None, None, None, None, None, None, 44.69, None, None,-15.98, None, None, None, None, 0.701, None, None, None, None,2016-01-02 07:00:00,1
