station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, avg_wnd_spd_10m_pst10mts, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, 15.15, 68.92, 15.3, 69.0, None, None, 10.0, 15.2, 10.1, 10.0, 0.2, None, None, 2021-06-08 13:00:00, None, None, None
None, 14.84, 69.9, 15.5, 70.0, None, None, 9.0, 14.8, 10.1, 9.0, 0.9, None, None, 2021-06-08 14:00:00, None, None, None
None, 15.01, 70.13, 15.5, 70.0, None, None, 10.0, 15.0, 10.1, 10.0, 0.3, None, None, 2021-06-08 15:00:00, None, None, None
None, 15.92, 65.08, 17.1, 65.0, None, None, 9.0, 15.9, 10.1, 9.0, 0.0, None, None, 2021-06-08 16:00:00, None, None, None
None, 16.6, 57.13, 17.1, 57.0, None, None, 8.0, 16.6, 10.1, 8.0, 0.0, None, None, 2021-06-08 17:00:00, None, None, None
None, 15.35, 70.4, 17.1, 70.0, None, None, 10.0, 15.4, 10.1, 10.0, 0.1, None, None, 2021-06-08 18:00:00, None, None, None
None, 14.87, 66.7, 15.4, 67.0, None, None, 9.0, 14.9, 14.3, 9.0, 0.2, None, None, 2021-06-08 19:00:00, None, None, None
None, 14.26, 72.34, 15.4, 72.0, None, None, 9.0, 14.3, 14.3, 9.0, -0.2, None, None, 2021-06-08 20:00:00, None, None, None
None, 13.42, 74.87, 15.4, 75.0, None, None, 9.0, 13.4, 13.4, 9.0, -0.2, None, None, 2021-06-08 21:00:00, None, None, None
None, 12.88, 75.32, 15.4, 75.0, None, None, 9.0, 12.9, 12.9, 9.0, -0.4, None, None, 2021-06-08 22:00:00, None, None, None
None, 11.99, 83.2, 15.4, 83.0, None, None, 9.0, 12.0, 12.0, 9.0, -0.3, None, None, 2021-06-08 23:00:00, None, None, None
None, 11.64, 87.8, 15.4, 88.0, None, None, 10.0, 11.6, 11.5, 10.0, -0.1, None, None, 2021-06-09 00:00:00, None, None, None
None, 10.85, 90.6, 15.4, 91.0, None, None, 9.0, 10.9, 10.8, 9.0, -0.1, None, None, 2021-06-09 01:00:00, None, None, None
None, 10.92, 90.8, 15.4, 91.0, None, None, 9.0, 10.9, 10.8, 9.0, -0.1, None, None, 2021-06-09 02:00:00, None, None, None
None, 10.58, 91.0, 15.4, 91.0, None, None, 9.0, 10.6, 10.6, 9.0, 0.1, None, None, 2021-06-09 03:00:00, None, None, None
None, 10.44, 91.9, 15.4, 92.0, None, None, 9.0, 10.4, 10.4, 9.0, 0.1, None, None, 2021-06-09 04:00:00, None, None, None
None, 10.66, 93.2, 15.4, 93.0, None, None, 10.0, 10.7, 10.4, 10.0, 3.5, None, None, 2021-06-09 05:00:00, None, None, None
None, 10.11, 93.3, 15.4, 93.0, None, None, 9.0, 10.1, 10.2, 9.0, 0.4, None, None, 2021-06-09 06:00:00, None, None, None
None, 10.37, 94.0, 10.5, 94.0, None, None, 9.0, 10.4, 10.0, 9.0, 0.0, None, None, 2021-06-09 07:00:00, None, None, None
None, 10.83, 92.7, 10.9, 93.0, None, None, 10.0, 10.8, 10.0, 10.0, -0.2, None, None, 2021-06-09 08:00:00, None, None, None
None, 11.29, 89.5, 11.4, 90.0, None, None, 10.0, 11.3, 10.0, 10.0, -0.1, None, None, 2021-06-09 09:00:00, None, None, None
None, 11.94, 86.0, 12.0, 86.0, None, None, 10.0, 11.9, 10.0, 10.0, -0.1, None, None, 2021-06-09 10:00:00, None, None, None
None, 12.61, 86.2, 13.0, 86.0, None, None, 10.0, 12.6, 10.0, 10.0, 0.2, None, None, 2021-06-09 11:00:00, None, None, None
None, 13.11, 77.78, 13.9, 78.0, None, None, 9.0, 13.1, 10.0, 9.0, 0.1, None, None, 2021-06-09 12:00:00, None, None, None
None, 13.83, 69.8, 14.4, 70.0, None, None, 8.0, 13.8, 10.0, 8.0, 0.3, None, None, 2021-06-09 13:00:00, None, None, None
None, 15.12, 72.49, 15.1, 72.0, None, None, 10.0, 15.1, 10.0, 10.0, -0.2, None, None, 2021-06-09 14:00:00, None, None, None
None, 15.79, 61.32, 15.8, 61.0, None, None, 8.0, 15.8, 10.0, 8.0, 0.9, None, None, 2021-06-09 15:00:00, None, None, None
None, 16.07, 52.18, 16.6, 52.0, None, None, 6.0, 16.1, 10.0, 6.0, 0.3, None, None, 2021-06-09 16:00:00, None, None, None
None, 17.0, 48.58, 16.9, 49.0, None, None, 6.0, 17.0, 10.0, 6.0, -0.4, None, None, 2021-06-09 17:00:00, None, None, None
None, 15.48, 54.02, 17.1, 54.0, None, None, 6.0, 15.5, 10.0, 6.0, 0.4, None, None, 2021-06-09 18:00:00, None, None, None
None, 14.79, 60.8, 15.5, 61.0, None, None, 7.0, 14.8, 13.6, 7.0, -0.3, None, None, 2021-06-09 19:00:00, None, None, None
None, 13.48, 72.21, 15.5, 72.0, None, None, 9.0, 13.5, 13.6, 9.0, -0.2, None, None, 2021-06-09 20:00:00, None, None, None
None, 10.95, 88.2, 15.5, 88.0, None, None, 9.0, 11.0, 11.0, 9.0, 1.0, None, None, 2021-06-09 21:00:00, None, None, None
None, 10.53, 91.8, 15.5, 92.0, None, None, 9.0, 10.5, 10.6, 9.0, -0.1, None, None, 2021-06-09 22:00:00, None, None, None
None, 10.09, 92.5, 15.5, 93.0, None, None, 9.0, 10.1, 10.1, 9.0, -0.3, None, None, 2021-06-09 23:00:00, None, None, None
None, 9.71, 93.1, 15.5, 93.0, None, None, 9.0, 9.7, 9.7, 9.0, -0.4, None, None, 2021-06-10 00:00:00, None, None, None
None, 9.84, 93.2, 15.5, 93.0, None, None, 9.0, 9.8, 9.7, 9.0, -0.3, None, None, 2021-06-10 01:00:00, None, None, None
None, 9.69, 93.1, 15.5, 93.0, None, None, 9.0, 9.7, 9.7, 9.0, 0.0, None, None, 2021-06-10 02:00:00, None, None, None
None, 9.54, 93.0, 15.5, 93.0, None, None, 8.0, 9.5, 9.5, 8.0, 0.1, None, None, 2021-06-10 03:00:00, None, None, None
None, 9.24, 93.1, 15.5, 93.0, None, None, 8.0, 9.2, 9.2, 8.0, 0.2, None, None, 2021-06-10 04:00:00, None, None, None
None, 8.53, 91.9, 15.5, 92.0, None, None, 7.0, 8.5, 8.6, 7.0, 0.2, None, None, 2021-06-10 05:00:00, None, None, None
None, 8.95, 90.5, 15.5, 91.0, None, None, 8.0, 9.0, 8.5, 8.0, -0.3, None, None, 2021-06-10 06:00:00, None, None, None
None, 9.1, 89.3, 9.1, 89.0, None, None, 7.0, 9.1, 8.8, 7.0, -0.1, None, None, 2021-06-10 07:00:00, None, None, None
None, 12.01, 82.3, 12.0, 82.0, None, None, 9.0, 12.0, 8.8, 9.0, -0.6, None, None, 2021-06-10 08:00:00, None, None, None
None, 11.72, 82.5, 12.1, 83.0, None, None, 9.0, 11.7, 8.8, 9.0, 0.5, None, None, 2021-06-10 09:00:00, None, None, None
None, 12.16, 78.91, 12.4, 79.0, None, None, 9.0, 12.2, 8.8, 9.0, 0.3, None, None, 2021-06-10 10:00:00, None, None, None
None, 12.77, 73.42, 14.1, 73.0, None, None, 8.0, 12.8, 8.8, 8.0, 0.3, None, None, 2021-06-10 11:00:00, None, None, None
None, 13.34, 72.63, 14.1, 73.0, None, None, 8.0, 13.3, 8.8, 8.0, 0.0, None, None, 2021-06-10 12:00:00, None, None, None
None, 15.25, 59.56, 16.2, 60.0, None, None, 7.0, 15.3, 8.8, 7.0, -0.2, None, None, 2021-06-10 13:00:00, None, None, None
None, 15.04, 63.04, 16.6, 63.0, None, None, 8.0, 15.0, 8.8, 8.0, 0.9, None, None, 2021-06-10 14:00:00, None, None, None
None, 15.15, 69.88, 16.6, 70.0, None, None, 10.0, 15.2, 8.8, 10.0, 0.6, None, None, 2021-06-10 15:00:00, None, None, None
None, 14.99, 74.89, 16.8, 75.0, None, None, 11.0, 15.0, 8.8, 11.0, 0.3, None, None, 2021-06-10 16:00:00, None, None, None
None, 15.28, 57.59, 16.8, 58.0, None, None, 7.0, 15.3, 8.8, 7.0, 0.0, None, None, 2021-06-10 17:00:00, None, None, None
None, 15.33, 54.65, 16.8, 55.0, None, None, 6.0, 15.3, 8.8, 6.0, -0.4, None, None, 2021-06-10 18:00:00, None, None, None
None, 14.47, 68.86, 15.4, 69.0, None, None, 9.0, 14.5, 14.5, 9.0, -0.3, None, None, 2021-06-10 19:00:00, None, None, None
None, 13.99, 62.95, 15.4, 63.0, None, None, 7.0, 14.0, 13.1, 7.0, -0.1, None, None, 2021-06-10 20:00:00, None, None, None
None, 13.15, 68.55, 15.4, 69.0, None, None, 8.0, 13.2, 13.1, 8.0, -0.1, None, None, 2021-06-10 21:00:00, None, None, None
None, 10.94, 82.2, 15.4, 82.0, None, None, 8.0, 10.9, 11.0, 8.0, -0.3, None, None, 2021-06-10 22:00:00, None, None, None
None, 10.27, 84.0, 15.4, 84.0, None, None, 8.0, 10.3, 10.1, 8.0, -0.2, None, None, 2021-06-10 23:00:00, None, None, None
None, 9.33, 86.1, 15.4, 86.0, None, None, 7.0, 9.3, 9.3, 7.0, -0.2, None, None, 2021-06-11 00:00:00, None, None, None
None, 8.65, 88.3, 15.4, 88.0, None, None, 7.0, 8.7, 8.6, 7.0, -0.3, None, None, 2021-06-11 01:00:00, None, None, None
None, 7.712, 90.1, 15.4, 90.0, None, None, 6.0, 7.7, 7.7, 6.0, 0.0, None, None, 2021-06-11 02:00:00, None, None, None
None, 7.904, 90.6, 15.4, 91.0, None, None, 7.0, 7.9, 7.7, 7.0, 0.0, None, None, 2021-06-11 03:00:00, None, None, None
None, 7.095, 90.8, 15.4, 91.0, None, None, 6.0, 7.1, 7.1, 6.0, -0.2, None, None, 2021-06-11 04:00:00, None, None, None
None, 7.787, 87.1, 15.4, 87.0, None, None, 6.0, 7.8, 7.0, 6.0, -0.4, None, None, 2021-06-11 05:00:00, None, None, None
None, 8.33, 85.4, 15.4, 85.0, None, None, 6.0, 8.3, 7.0, 6.0, -0.3, None, None, 2021-06-11 06:00:00, None, None, None
None, 9.62, 77.84, 9.6, 78.0, None, None, 6.0, 9.6, 8.2, 6.0, -0.3, None, None, 2021-06-11 07:00:00, None, None, None
None, 10.48, 74.31, 10.5, 74.0, None, None, 6.0, 10.5, 8.2, 6.0, 0.0, None, None, 2021-06-11 08:00:00, None, None, None
None, 12.99, 68.16, 12.9, 68.0, None, None, 7.0, 13.0, 8.2, 7.0, -0.2, None, None, 2021-06-11 09:00:00, None, None, None
None, 15.33, 53.93, 15.3, 54.0, None, None, 6.0, 15.3, 8.2, 6.0, 0.2, None, None, 2021-06-11 10:00:00, None, None, None
None, 14.78, 56.43, 17.7, 56.0, None, None, 6.0, 14.8, 8.2, 6.0, 1.3, None, None, 2021-06-11 11:00:00, None, None, None
None, 17.02, 47.4, 17.7, 47.0, None, None, 6.0, 17.0, 8.2, 6.0, 0.1, None, None, 2021-06-11 12:00:00, None, None, None
None, 18.02, 52.56, 18.0, 53.0, None, None, 8.0, 18.0, 8.2, 8.0, 0.4, None, None, 2021-06-11 13:00:00, None, None, None
None, 16.46, 54.66, 18.2, 55.0, None, None, 8.0, 16.5, 8.2, 8.0, 1.0, None, None, 2021-06-11 14:00:00, None, None, None
None, 17.46, 52.52, 18.2, 53.0, None, None, 8.0, 17.5, 8.2, 8.0, -0.4, None, None, 2021-06-11 15:00:00, None, None, None
None, 18.24, 49.63, 18.2, 50.0, None, None, 7.0, 18.2, 8.2, 7.0, -0.1, None, None, 2021-06-11 16:00:00, None, None, None
None, 17.85, 47.29, 18.3, 47.0, None, None, 7.0, 17.9, 8.2, 7.0, 0.2, None, None, 2021-06-11 17:00:00, None, None, None
None, 18.57, 40.9, 18.6, 41.0, None, None, 4.0, 18.6, 8.2, 4.0, -0.1, None, None, 2021-06-11 18:00:00, None, None, None
None, 17.93, 39.06, 18.8, 39.0, None, None, 4.0, 17.9, 18.0, 4.0, 0.0, None, None, 2021-06-11 19:00:00, None, None, None
None, 15.48, 57.06, 18.8, 57.0, None, None, 7.0, 15.5, 15.6, 7.0, 0.1, None, None, 2021-06-11 20:00:00, None, None, None
None, 14.46, 67.04, 18.8, 67.0, None, None, 8.0, 14.5, 14.5, 8.0, -0.8, None, None, 2021-06-11 21:00:00, None, None, None
None, 13.05, 77.13, 18.8, 77.0, None, None, 9.0, 13.1, 13.1, 9.0, -0.6, None, None, 2021-06-11 22:00:00, None, None, None
None, 12.62, 77.91, 18.8, 78.0, None, None, 9.0, 12.6, 12.6, 9.0, -0.2, None, None, 2021-06-11 23:00:00, None, None, None
None, 11.71, 77.74, 18.8, 78.0, None, None, 8.0, 11.7, 11.8, 8.0, -0.4, None, None, 2021-06-12 00:00:00, None, None, None
None, 11.61, 80.4, 18.8, 80.0, None, None, 8.0, 11.6, 11.6, 8.0, -0.3, None, None, 2021-06-12 01:00:00, None, None, None
None, 11.3, 79.88, 18.8, 80.0, None, None, 8.0, 11.3, 11.0, 8.0, -0.2, None, None, 2021-06-12 02:00:00, None, None, None
None, 11.06, 81.8, 18.8, 82.0, None, None, 8.0, 11.1, 10.9, 8.0, -0.1, None, None, 2021-06-12 03:00:00, None, None, None
None, 10.59, 82.2, 18.8, 82.0, None, None, 8.0, 10.6, 10.6, 8.0, -0.1, None, None, 2021-06-12 04:00:00, None, None, None
None, 10.22, 82.8, 18.8, 83.0, None, None, 7.0, 10.2, 10.0, 7.0, -0.1, None, None, 2021-06-12 05:00:00, None, None, None
None, 10.09, 82.9, 18.8, 83.0, None, None, 7.0, 10.1, 10.0, 7.0, -0.1, None, None, 2021-06-12 06:00:00, None, None, None
None, 10.75, 84.7, 10.8, 85.0, None, None, 8.0, 10.8, 10.1, 8.0, -0.1, None, None, 2021-06-12 07:00:00, None, None, None
None, 12.57, 77.1, 12.5, 77.0, None, None, 9.0, 12.6, 10.1, 9.0, -0.2, None, None, 2021-06-12 08:00:00, None, None, None
None, 13.93, 70.8, 14.3, 71.0, None, None, 9.0, 13.9, 10.1, 9.0, 0.0, None, None, 2021-06-12 09:00:00, None, None, None
None, 15.24, 67.21, 15.3, 67.0, None, None, 9.0, 15.2, 10.1, 9.0, 0.4, None, None, 2021-06-12 10:00:00, None, None, None
None, 16.92, 58.62, 17.8, 59.0, None, None, 9.0, 16.9, 10.1, 9.0, 0.2, None, None, 2021-06-12 11:00:00, None, None, None
None, 16.62, 53.61, 17.8, 54.0, None, None, 7.0, 16.6, 10.1, 7.0, 0.8, None, None, 2021-06-12 12:00:00, None, None, None
None, 16.62, 61.68, 17.8, 62.0, None, None, 9.0, 16.6, 10.1, 9.0, 0.0, None, None, 2021-06-12 13:00:00, None, None, None
None, 16.78, 59.18, 17.8, 59.0, None, None, 9.0, 16.8, 10.1, 9.0, 0.0, None, None, 2021-06-12 14:00:00, None, None, None
None, 17.05, 53.78, 17.8, 54.0, None, None, 8.0, 17.1, 10.1, 8.0, 0.0, None, None, 2021-06-12 15:00:00, None, None, None
None, 17.61, 54.53, 17.8, 55.0, None, None, 8.0, 17.6, 10.1, 8.0, -0.1, None, None, 2021-06-12 16:00:00, None, None, None
None, 17.32, 57.44, 18.3, 57.0, None, None, 9.0, 17.3, 10.1, 9.0, 0.2, None, None, 2021-06-12 17:00:00, None, None, None
None, 17.71, 55.63, 18.3, 56.0, None, None, 8.0, 17.7, 10.1, 8.0, 0.1, None, None, 2021-06-12 18:00:00, None, None, None
None, 17.31, 60.48, 18.0, 60.0, None, None, 10.0, 17.3, 17.2, 10.0, -0.1, None, None, 2021-06-12 19:00:00, None, None, None
None, 16.19, 69.35, 18.0, 69.0, None, None, 11.0, 16.2, 16.2, 11.0, -0.2, None, None, 2021-06-12 20:00:00, None, None, None
None, 14.63, 77.11, 18.0, 77.0, None, None, 11.0, 14.6, 14.7, 11.0, 0.1, None, None, 2021-06-12 21:00:00, None, None, None
None, 13.44, 80.8, 18.0, 81.0, None, None, 10.0, 13.4, 13.5, 10.0, -0.3, None, None, 2021-06-12 22:00:00, None, None, None
None, 12.92, 82.4, 18.0, 82.0, None, None, 10.0, 12.9, 12.9, 10.0, -0.3, None, None, 2021-06-12 23:00:00, None, None, None
None, 12.72, 81.4, 18.0, 81.0, None, None, 10.0, 12.7, 12.7, 10.0, -0.4, None, None, 2021-06-13 00:00:00, None, None, None
None, 12.14, 91.2, 18.0, 91.0, None, None, 11.0, 12.1, 12.0, 11.0, 1.1, None, None, 2021-06-13 01:00:00, None, None, None
None, 10.6, 91.8, 18.0, 92.0, None, None, 9.0, 10.6, 10.6, 9.0, -0.2, None, None, 2021-06-13 02:00:00, None, None, None
None, 10.62, 93.7, 18.0, 94.0, None, None, 10.0, 10.6, 10.3, 10.0, -0.2, None, None, 2021-06-13 03:00:00, None, None, None
None, 10.71, 91.5, 18.0, 92.0, None, None, 9.0, 10.7, 10.3, 9.0, -0.3, None, None, 2021-06-13 04:00:00, None, None, None
None, 10.69, 91.9, 18.0, 92.0, None, None, 9.0, 10.7, 10.3, 9.0, -0.4, None, None, 2021-06-13 05:00:00, None, None, None
None, 10.44, 92.5, 18.0, 93.0, None, None, 9.0, 10.4, 10.3, 9.0, 0.0, None, None, 2021-06-13 06:00:00, None, None, None
None, 13.97, 88.9, 13.9, 89.0, None, None, 12.0, 14.0, 10.3, 12.0, -0.4, None, None, 2021-06-13 07:00:00, None, None, None
None, 13.91, 77.39, 15.3, 77.0, None, None, 10.0, 13.9, 10.3, 10.0, 0.3, None, None, 2021-06-13 08:00:00, None, None, None
None, 16.03, 70.73, 16.0, 71.0, None, None, 11.0, 16.0, 10.3, 11.0, 0.3, None, None, 2021-06-13 09:00:00, None, None, None
None, 18.38, 56.57, 18.4, 57.0, None, None, 10.0, 18.4, 10.3, 10.0, 0.3, None, None, 2021-06-13 10:00:00, None, None, None
None, 20.58, 43.86, 20.6, 44.0, None, None, 9.0, 20.6, 10.3, 9.0, 1.2, None, None, 2021-06-13 11:00:00, None, None, None
None, 18.56, 57.19, 22.5, 57.0, None, None, 10.0, 18.6, 10.3, 10.0, 2.1, None, None, 2021-06-13 12:00:00, None, None, None
None, 18.61, 56.41, 22.5, 56.0, None, None, 10.0, 18.6, 10.3, 10.0, -0.2, None, None, 2021-06-13 13:00:00, None, None, None
None, 20.88, 50.43, 22.5, 50.0, None, None, 10.0, 20.9, 10.3, 10.0, -1.2, None, None, 2021-06-13 14:00:00, None, None, None
None, 21.73, 45.78, 22.7, 46.0, None, None, 9.0, 21.7, 10.3, 9.0, 0.9, None, None, 2021-06-13 15:00:00, None, None, None
None, 23.0, 39.85, 23.1, 40.0, None, None, 8.0, 23.0, 10.3, 8.0, 1.0, None, None, 2021-06-13 16:00:00, None, None, None
None, 20.41, 48.95, 23.1, 49.0, None, None, 9.0, 20.4, 10.3, 9.0, -0.1, None, None, 2021-06-13 17:00:00, None, None, None
None, 19.59, 54.43, 23.1, 54.0, None, None, 10.0, 19.6, 10.3, 10.0, -0.8, None, None, 2021-06-13 18:00:00, None, None, None
None, 19.39, 56.95, 19.8, 57.0, None, None, 11.0, 19.4, 19.0, 11.0, -1.2, None, None, 2021-06-13 19:00:00, None, None, None
None, 18.25, 62.3, 19.8, 62.0, None, None, 11.0, 18.3, 18.2, 11.0, -0.6, None, None, 2021-06-13 20:00:00, None, None, None
None, 17.53, 67.41, 19.8, 67.0, None, None, 12.0, 17.5, 17.5, 12.0, -0.5, None, None, 2021-06-13 21:00:00, None, None, None
None, 16.04, 72.37, 19.8, 72.0, None, None, 11.0, 16.0, 16.1, 11.0, -0.4, None, None, 2021-06-13 22:00:00, None, None, None
None, 14.52, 75.68, 19.8, 76.0, None, None, 10.0, 14.5, 14.6, 10.0, -0.3, None, None, 2021-06-13 23:00:00, None, None, None
None, 15.02, 76.2, 19.8, 76.0, None, None, 11.0, 15.0, 14.2, 11.0, -0.6, None, None, 2021-06-14 00:00:00, None, None, None
None, 13.98, 74.67, 19.8, 75.0, None, None, 10.0, 14.0, 13.6, 10.0, -0.4, None, None, 2021-06-14 01:00:00, None, None, None
None, 13.31, 75.24, 19.8, 75.0, None, None, 9.0, 13.3, 13.3, 9.0, -0.2, None, None, 2021-06-14 02:00:00, None, None, None
None, 14.28, 74.71, 19.8, 75.0, None, None, 10.0, 14.3, 13.1, 10.0, -0.2, None, None, 2021-06-14 03:00:00, None, None, None
None, 12.71, 76.15, 19.8, 76.0, None, None, 9.0, 12.7, 12.8, 9.0, -0.1, None, None, 2021-06-14 04:00:00, None, None, None
None, 13.22, 84.2, 19.8, 84.0, None, None, 11.0, 13.2, 12.5, 11.0, 0.0, None, None, 2021-06-14 05:00:00, None, None, None
None, 12.2, 88.2, 19.8, 88.0, None, None, 10.0, 12.2, 12.3, 10.0, 0.7, None, None, 2021-06-14 06:00:00, None, None, None
None, 12.61, 92.4, 12.7, 92.0, None, None, 11.0, 12.6, 11.9, 11.0, 0.4, None, None, 2021-06-14 07:00:00, None, None, None
None, 13.33, 87.4, 13.7, 87.0, None, None, 11.0, 13.3, 11.9, 11.0, -0.1, None, None, 2021-06-14 08:00:00, None, None, None
None, 13.24, 89.8, 13.7, 90.0, None, None, 12.0, 13.2, 11.9, 12.0, 0.2, None, None, 2021-06-14 09:00:00, None, None, None
None, 14.79, 80.0, 14.9, 80.0, None, None, 11.0, 14.8, 11.9, 11.0, -0.3, None, None, 2021-06-14 10:00:00, None, None, None
None, 14.88, 78.05, 15.4, 78.0, None, None, 11.0, 14.9, 11.9, 11.0, 0.5, None, None, 2021-06-14 11:00:00, None, None, None
None, 16.46, 69.42, 16.3, 69.0, None, None, 11.0, 16.5, 11.9, 11.0, 0.2, None, None, 2021-06-14 12:00:00, None, None, None
None, 16.49, 68.81, 17.4, 69.0, None, None, 11.0, 16.5, 11.9, 11.0, 0.4, None, None, 2021-06-14 13:00:00, None, None, None
None, 18.01, 58.4, 18.0, 58.0, None, None, 10.0, 18.0, 11.9, 10.0, 0.2, None, None, 2021-06-14 14:00:00, None, None, None
None, 19.02, 50.68, 19.9, 51.0, None, None, 9.0, 19.0, 11.9, 9.0, 0.7, None, None, 2021-06-14 15:00:00, None, None, None
None, 21.1, 43.99, 21.0, 44.0, None, None, 8.0, 21.1, 11.9, 8.0, 0.6, None, None, 2021-06-14 16:00:00, None, None, None
None, 18.57, 55.62, 21.2, 56.0, None, None, 9.0, 18.6, 11.9, 9.0, 0.3, None, None, 2021-06-14 17:00:00, None, None, None
None, 19.04, 53.03, 21.2, 53.0, None, None, 9.0, 19.0, 11.9, 9.0, -0.6, None, None, 2021-06-14 18:00:00, None, None, None
None, 13.7, 90.1, 19.2, 90.0, None, None, 12.0, 13.7, 13.2, 12.0, 2.7, None, None, 2021-06-14 19:00:00, None, None, None
None, 14.27, 88.2, 19.2, 88.0, None, None, 12.0, 14.3, 13.2, 12.0, -1.4, None, None, 2021-06-14 20:00:00, None, None, None
None, 13.24, 91.4, 19.2, 91.0, None, None, 12.0, 13.2, 13.2, 12.0, -0.5, None, None, 2021-06-14 21:00:00, None, None, None
None, 12.41, 93.1, 19.2, 93.0, None, None, 11.0, 12.4, 12.4, 11.0, -0.4, None, None, 2021-06-14 22:00:00, None, None, None
None, 12.51, 93.2, 19.2, 93.0, None, None, 11.0, 12.5, 12.3, 11.0, -0.4, None, None, 2021-06-14 23:00:00, None, None, None
None, 12.21, 93.9, 19.2, 94.0, None, None, 11.0, 12.2, 12.0, 11.0, 1.5, None, None, 2021-06-15 00:00:00, None, None, None
None, 12.2, 94.2, 19.2, 94.0, None, None, 11.0, 12.2, 12.0, 11.0, 1.6, None, None, 2021-06-15 01:00:00, None, None, None
None, 12.16, 94.2, 19.2, 94.0, None, None, 11.0, 12.2, 11.9, 11.0, 0.1, None, None, 2021-06-15 02:00:00, None, None, None
None, 11.81, 94.9, 19.2, 95.0, None, None, 11.0, 11.8, 11.3, 11.0, 0.1, None, None, 2021-06-15 03:00:00, None, None, None
None, 11.19, 94.6, 19.2, 95.0, None, None, 10.0, 11.2, 11.1, 10.0, 0.0, None, None, 2021-06-15 04:00:00, None, None, None
None, 11.41, 94.8, 19.2, 95.0, None, None, 11.0, 11.4, 10.8, 11.0, 0.5, None, None, 2021-06-15 05:00:00, None, None, None
None, 11.0, 95.0, 19.2, 95.0, None, None, 10.0, 11.0, 10.7, 10.0, 0.0, None, None, 2021-06-15 06:00:00, None, None, None
None, 12.46, 95.6, 12.4, 96.0, None, None, 12.0, 12.5, 10.9, 12.0, -0.2, None, None, 2021-06-15 07:00:00, None, None, None
None, 12.01, 93.8, 12.4, 94.0, None, None, 11.0, 12.0, 10.9, 11.0, 0.1, None, None, 2021-06-15 08:00:00, None, None, None
None, 13.0, 83.8, 13.3, 84.0, None, None, 10.0, 13.0, 10.9, 10.0, -0.1, None, None, 2021-06-15 09:00:00, None, None, None
None, 13.65, 80.3, 13.7, 80.0, None, None, 10.0, 13.7, 10.9, 10.0, 0.2, None, None, 2021-06-15 10:00:00, None, None, None
None, 14.31, 73.01, 14.3, 73.0, None, None, 10.0, 14.3, 10.9, 10.0, -0.1, None, None, 2021-06-15 11:00:00, None, None, None
None, 15.71, 64.65, 16.4, 65.0, None, None, 9.0, 15.7, 10.9, 9.0, 0.1, None, None, 2021-06-15 12:00:00, None, None, None
None, 15.21, 70.34, 16.4, 70.0, None, None, 10.0, 15.2, 10.9, 10.0, 0.7, None, None, 2021-06-15 13:00:00, None, None, None
None, 16.18, 64.63, 16.4, 65.0, None, None, 10.0, 16.2, 10.9, 10.0, -0.2, None, None, 2021-06-15 14:00:00, None, None, None
None, 16.12, 64.77, 16.7, 65.0, None, None, 9.0, 16.1, 10.9, 9.0, 0.3, None, None, 2021-06-15 15:00:00, None, None, None
None, 17.16, 70.8, 17.5, 71.0, None, None, 12.0, 17.2, 10.9, 12.0, -0.2, None, None, 2021-06-15 16:00:00, None, None, None
None, 14.18, 75.94, 17.5, 76.0, None, None, 10.0, 14.2, 10.9, 10.0, 1.8, None, None, 2021-06-15 17:00:00, None, None, None
None, 13.14, 88.3, 17.5, 88.0, None, None, 11.0, 13.1, 10.9, 11.0, 1.4, None, None, 2021-06-15 18:00:00, None, None, None
None, 13.9, 88.2, 13.9, 88.0, None, None, 12.0, 13.9, 13.1, 12.0, -0.9, None, None, 2021-06-15 19:00:00, None, None, None
None, 13.85, 84.5, 14.1, 85.0, None, None, 11.0, 13.9, 13.1, 11.0, -0.1, None, None, 2021-06-15 20:00:00, None, None, None
None, 12.91, 90.1, 14.1, 90.0, None, None, 11.0, 12.9, 12.9, 11.0, 0.0, None, None, 2021-06-15 21:00:00, None, None, None
None, 12.23, 91.6, 14.1, 92.0, None, None, 11.0, 12.2, 12.2, 11.0, 0.0, None, None, 2021-06-15 22:00:00, None, None, None
None, 11.56, 89.8, 14.1, 90.0, None, None, 10.0, 11.6, 11.6, 10.0, -0.1, None, None, 2021-06-15 23:00:00, None, None, None
None, 11.2, 92.0, 14.1, 92.0, None, None, 10.0, 11.2, 11.2, 10.0, -0.1, None, None, 2021-06-16 00:00:00, None, None, None
None, 10.87, 92.4, 14.1, 92.0, None, None, 10.0, 10.9, 10.9, 10.0, -0.1, None, None, 2021-06-16 01:00:00, None, None, None
None, 10.82, 92.3, 14.1, 92.0, None, None, 10.0, 10.8, 10.7, 10.0, -0.3, None, None, 2021-06-16 02:00:00, None, None, None
None, 10.59, 91.8, 14.1, 92.0, None, None, 9.0, 10.6, 10.6, 9.0, 0.0, None, None, 2021-06-16 03:00:00, None, None, None
