pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None,-1.689,97.1, None, None, None, None, None,-2.0, None, None,2019-11-21 16:00:00, None, 2.394,47
None,-2.307,97.5, None, None, None, None, None,-2.0, None, None,2019-11-21 17:00:00, None, 2.428,47
None,-2.497,97.1, None, None, None, None, None,-3.0, None, None,2019-11-21 18:00:00, None, 2.433,47
None,-1.324,98.3, None, None, None, None, None,-2.0, None, None,2019-11-21 19:00:00, None, 2.414,47
None,-1.752,97.5, None, None, None, None, None,-2.0, None, None,2019-11-21 20:00:00, None, 2.381,47
None,-1.895,97.8, None, None, None, None, None,-2.0, None, None,2019-11-21 21:00:00, None, 2.408,47
None,-0.785,98.5, None, None, None, None, None,-1.0, None, None,2019-11-21 22:00:00, None, 2.447,47
None,-0.484,96.9, None, None, None, None, None,-1.0, None, None,2019-11-21 23:00:00, None, 2.433,47
None,-0.041,93.2, None, None, None, None, None,-1.0, None, None,2019-11-22 00:00:00, None, 2.343,47
None,-0.342,95.2, None, None, None, None, None,-1.0, None, None,2019-11-22 01:00:00, None, 2.504,47
None,-0.532,96.0, None, None, None, None, None,-1.0, None, None,2019-11-22 02:00:00, None, 2.426,47
None,-0.31,94.0, None, None, None, None, None,-1.0, None, None,2019-11-22 03:00:00, None, 2.778,47
None,-0.389,87.8, None, None, None, None, None,-2.0, None, None,2019-11-22 04:00:00, None, 2.352,47
None,-1.007,94.4, None, None, None, None, None,-2.0, None, None,2019-11-22 05:00:00, None, 2.457,47
None,-2.196,96.0, None, None, None, None, None,-3.0, None, None,2019-11-22 06:00:00, None, 2.444,47
None,-2.212,96.1, None, None, None, None, None,-3.0, None, None,2019-11-22 07:00:00, None, 2.535,47
None,-2.655,94.8, None, None, None, None, None,-3.0, None, None,2019-11-22 08:00:00, None, 2.438,47
None,-2.448,94.9, None, None, None, None, None,-3.0, None, None,2019-11-22 09:00:00, None, 2.513,47
None,-0.5,95.5, None, None, None, None, None,-1.0, None, None,2019-11-22 10:00:00, None, 2.537,47
None,0.783,89.6, None, None, None, None, None,-1.0, None, None,2019-11-22 11:00:00, None, 2.434,47
None,0.863,82.3, None, None, None, None, None,-2.0, None, None,2019-11-22 12:00:00, None, 2.407,47
None,1.401,82.3, None, None, None, None, None,-1.0, None, None,2019-11-22 13:00:00, None, 2.316,47
None,1.528,83.9, None, None, None, None, None,-1.0, None, None,2019-11-22 14:00:00, None, 2.409,47
None,4.691,55.84, None, None, None, None, None,-3.0, None, None,2019-11-22 15:00:00, None, 1.737,47
None,2.572,73.69, None, None, None, None, None,-2.0, None, None,2019-11-22 16:00:00, None, 1.854,47
None,3.661,60.45, None, None, None, None, None,-3.0, None, None,2019-11-22 17:00:00, None, 2.882,47
None,1.765,76.8, None, None, None, None, None,-2.0, None, None,2019-11-22 18:00:00, None, 2.758,47
None,1.782,75.65, None, None, None, None, None,-2.0, None, None,2019-11-22 19:00:00, None, 2.618,47
