pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None,8.29,38.61, None, None, 37.1, 5.81, 215.9, None, None, None, None, None, None,-5.0,945.0, None, None, None,2019-11-21 16:00:00, None, None,47
None,7.567,41.3, None, None, 22.99, 9.66, 230.3, None, None, None, None, None, None,-5.0,945.0, None, None, None,2019-11-21 17:00:00, None, None,47
None,6.492,45.13, None, None, 15.98, 12.46, 208.1, None, None, None, None, None, None,-4.0,944.0, None, None, None,2019-11-21 18:00:00, None, None,47
None,6.173,47.94, None, None, 26.68, 5.124, 198.4, None, None, None, None, None, None,-4.0,944.0, None, None, None,2019-11-21 19:00:00, None, None,47
None,4.873,54.35, None, None, 37.42, 3.275, 231.7, None, None, None, None, None, None,-4.0,943.0, None, None, None,2019-11-21 20:00:00, None, None,47
None,5.132,52.37, None, None, 53.2, 3.362, 293.4, None, None, None, None, None, None,-4.0,943.0, None, None, None,2019-11-21 21:00:00, None, None,47
None,6.377,44.11, None, None, 37.53, 4.709, 222.4, None, None, None, None, None, None,-5.0,943.0, None, None, None,2019-11-21 22:00:00, None, None,47
None,7.752,39.35, None, None, 30.78, 7.551, 214.8, None, None, None, None, None, None,-5.0,942.0, None, None, None,2019-11-21 23:00:00, None, None,47
None,8.22,37.17, None, None, 78.1, 7.615, 288.4, None, None, None, None, None, None,-5.0,942.0, None, None, None,2019-11-22 00:00:00, None, None,47
None,7.506,42.77, None, None, 14.19, 17.62, 210.6, None, None, None, None, None, None,-4.0,942.0, None, None, None,2019-11-22 01:00:00, None, None,47
None,7.323,40.18, None, None, 13.68, 16.46, 210.0, None, None, None, None, None, None,-5.0,943.0, None, None, None,2019-11-22 02:00:00, None, None,47
None,6.934,43.72, None, None, 18.83, 9.61, 202.1, None, None, None, None, None, None,-5.0,944.0, None, None, None,2019-11-22 03:00:00, None, None,47
None,5.909,49.3, None, None, 23.78, 9.72, 203.3, None, None, None, None, None, None,-4.0,944.0, None, None, None,2019-11-22 04:00:00, None, None,47
None,6.057,48.87, None, None, 28.24, 6.777, 182.9, None, None, None, None, None, None,-4.0,945.0, None, None, None,2019-11-22 05:00:00, None, None,47
None,6.343,49.38, None, None, 38.54, 7.655, 192.1, None, None, None, None, None, None,-3.0,945.0, None, None, None,2019-11-22 06:00:00, None, None,47
None,7.165,49.01, None, None, 34.32, 11.2, 195.9, None, None, None, None, None, None,-3.0,945.0, None, None, None,2019-11-22 07:00:00, None, None,47
None,6.737,53.08, None, None, 20.39, 12.35, 198.4, None, None, None, None, None, None,-2.0,945.0, None, None, None,2019-11-22 08:00:00, None, None,47
None,7.422,52.87, None, None, 17.89, 11.19, 206.1, None, None, None, None, None, None,-2.0,944.0, None, None, None,2019-11-22 09:00:00, None, None,47
None,7.924,50.15, None, None, 15.37, 19.15, 204.3, None, None, None, None, None, None,-2.0,944.0, None, None, None,2019-11-22 10:00:00, None, None,47
None,8.63,45.96, None, None, 25.91, 10.74, 184.4, None, None, None, None, None, None,-2.0,943.0, None, None, None,2019-11-22 11:00:00, None, None,47
None,8.87,49.37, None, None, 26.5, 9.99, 179.8, None, None, None, None, None, None,-1.0,942.0, None, None, None,2019-11-22 12:00:00, None, None,47
None,9.78,47.18, None, None, 20.58, 13.99, 203.5, None, None, None, None, None, None,-1.0,942.0, None, None, None,2019-11-22 13:00:00, None, None,47
