AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
19.0, None,2021-04-18 10:00:00, None, None,16
21.1, None,2021-04-18 11:00:00, None, None,16
22.7, None,2021-04-18 12:00:00, None, None,16
23.9, None,2021-04-18 13:00:00, None, None,16
25.1, None,2021-04-18 14:00:00, None, None,16
25.5, None,2021-04-18 15:00:00, None, None,16
25.7, None,2021-04-18 16:00:00, None, None,16
20.3, None,2021-04-18 17:00:00, None, None,16
17.4, None,2021-04-18 18:00:00, None, None,16
13.6, None,2021-04-18 19:00:00, None, None,16
11.3, None,2021-04-18 20:00:00, None, None,16
9.6, None,2021-04-18 21:00:00, None, None,16
7.5, None,2021-04-18 22:00:00, None, None,16
6.7, None,2021-04-18 23:00:00, None, None,16
5.8, 0.0,2021-04-19 00:00:00, 2.6, 21.9,16
4.9, None,2021-04-19 01:00:00, None, None,16
4.3, None,2021-04-19 02:00:00, None, None,16
3.6, None,2021-04-19 03:00:00, None, None,16
3.1, None,2021-04-19 04:00:00, None, None,16
2.7, None,2021-04-19 05:00:00, None, None,16
2.6, None,2021-04-19 06:00:00, None, None,16
6.1, None,2021-04-19 07:00:00, None, None,16
12.0, None,2021-04-19 08:00:00, None, None,16
16.9, None,2021-04-19 09:00:00, None, None,16
19.4, None,2021-04-19 10:00:00, None, None,16
21.5, None,2021-04-19 11:00:00, None, None,16
21.2, None,2021-04-19 12:00:00, None, None,16
20.8, None,2021-04-19 13:00:00, None, None,16
21.1, None,2021-04-19 14:00:00, None, None,16
21.9, None,2021-04-19 15:00:00, None, None,16
20.9, None,2021-04-19 16:00:00, None, None,16
19.1, None,2021-04-19 17:00:00, None, None,16
16.7, None,2021-04-19 18:00:00, None, None,16
13.9, None,2021-04-19 19:00:00, None, None,16
11.7, None,2021-04-19 20:00:00, None, None,16
9.7, None,2021-04-19 21:00:00, None, None,16
7.9, None,2021-04-19 22:00:00, None, None,16
7.7, None,2021-04-19 23:00:00, None, None,16
5.6, 0.0,2021-04-20 00:00:00, 1.9, 22.4,16
4.4, None,2021-04-20 01:00:00, None, None,16
3.7, None,2021-04-20 02:00:00, None, None,16
2.8, None,2021-04-20 03:00:00, None, None,16
2.6, None,2021-04-20 04:00:00, None, None,16
1.9, None,2021-04-20 05:00:00, None, None,16
1.9, None,2021-04-20 06:00:00, None, None,16
5.1, None,2021-04-20 07:00:00, None, None,16
10.5, None,2021-04-20 08:00:00, None, None,16
15.4, None,2021-04-20 09:00:00, None, None,16
17.7, None,2021-04-20 10:00:00, None, None,16
20.4, None,2021-04-20 11:00:00, None, None,16
21.8, None,2021-04-20 12:00:00, None, None,16
21.1, None,2021-04-20 13:00:00, None, None,16
21.5, None,2021-04-20 14:00:00, None, None,16
22.1, None,2021-04-20 15:00:00, None, None,16
22.4, None,2021-04-20 16:00:00, None, None,16
18.5, None,2021-04-20 17:00:00, None, None,16
15.5, None,2021-04-20 18:00:00, None, None,16
13.9, None,2021-04-20 19:00:00, None, None,16
12.0, None,2021-04-20 20:00:00, None, None,16
9.2, None,2021-04-20 21:00:00, None, None,16
6.7, None,2021-04-20 22:00:00, None, None,16
5.5, None,2021-04-20 23:00:00, None, None,16
4.7, 0.0,2021-04-21 00:00:00, 1.2, 20.8,16
3.8, None,2021-04-21 01:00:00, None, None,16
3.3, None,2021-04-21 02:00:00, None, None,16
2.4, None,2021-04-21 03:00:00, None, None,16
2.0, None,2021-04-21 04:00:00, None, None,16
1.2, None,2021-04-21 05:00:00, None, None,16
1.3, None,2021-04-21 06:00:00, None, None,16
3.8, None,2021-04-21 07:00:00, None, None,16
9.5, None,2021-04-21 08:00:00, None, None,16
12.8, None,2021-04-21 09:00:00, None, None,16
14.8, None,2021-04-21 10:00:00, None, None,16
17.2, None,2021-04-21 11:00:00, None, None,16
20.1, None,2021-04-21 12:00:00, None, None,16
20.7, None,2021-04-21 13:00:00, None, None,16
20.8, None,2021-04-21 14:00:00, None, None,16
19.4, None,2021-04-21 15:00:00, None, None,16
19.3, None,2021-04-21 16:00:00, None, None,16
16.8, None,2021-04-21 17:00:00, None, None,16
14.7, None,2021-04-21 18:00:00, None, None,16
13.1, None,2021-04-21 19:00:00, None, None,16
8.6, None,2021-04-21 20:00:00, None, None,16
6.9, None,2021-04-21 21:00:00, None, None,16
6.2, None,2021-04-21 22:00:00, None, None,16
4.8, None,2021-04-21 23:00:00, None, None,16
6.2, 0.0,2021-04-22 00:00:00, 0.1, 20.8,16
3.0, None,2021-04-22 01:00:00, None, None,16
1.3, None,2021-04-22 02:00:00, None, None,16
1.0, None,2021-04-22 03:00:00, None, None,16
0.7, None,2021-04-22 04:00:00, None, None,16
0.3, None,2021-04-22 05:00:00, None, None,16
0.1, None,2021-04-22 06:00:00, None, None,16
2.9, None,2021-04-22 07:00:00, None, None,16
8.3, None,2021-04-22 08:00:00, None, None,16
13.9, None,2021-04-22 09:00:00, None, None,16
17.5, None,2021-04-22 10:00:00, None, None,16
19.1, None,2021-04-22 11:00:00, None, None,16
19.9, None,2021-04-22 12:00:00, None, None,16
20.6, None,2021-04-22 13:00:00, None, None,16
20.8, None,2021-04-22 14:00:00, None, None,16
20.8, None,2021-04-22 15:00:00, None, None,16
20.4, None,2021-04-22 16:00:00, None, None,16
16.4, None,2021-04-22 17:00:00, None, None,16
13.1, None,2021-04-22 18:00:00, None, None,16
11.2, None,2021-04-22 19:00:00, None, None,16
8.7, None,2021-04-22 20:00:00, None, None,16
6.6, None,2021-04-22 21:00:00, None, None,16
5.9, None,2021-04-22 22:00:00, None, None,16
5.4, None,2021-04-22 23:00:00, None, None,16
