RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year,PRECIP_DETECTOR_RATIO,mslp
19.91, None, None, None,2.193,246.9, -12.0, 10.4,-12.0, None, None, None, None, None, None, None, None, None,10.42, None, 14.7, 20.0, None,49.03, None, 10.4, 0.0, None,2022-08-06 00:00:00, None,32,,
20.18, None, None, None,2.638,169.8, -12.0, 10.1,-12.0, None, None, None, None, None, None, None, None, None,10.12, None, 14.7, 20.0, None,28.54, None, 10.1, 0.0, None,2022-08-06 01:00:00, None,32,,
22.34, None, None, None,2.111,270.2, -11.0, 9.7,-11.0, None, None, None, None, None, None, None, None, None,9.66, None, 14.7, 22.0, None,34.96, None, 9.7, -0.1, None,2022-08-06 02:00:00, None,32,,
22.25, None, None, None,2.484,203.8, -11.0, 9.6,-11.0, None, None, None, None, None, None, None, None, None,9.58, None, 14.7, 22.0, None,45.78, None, 9.6, -0.1, None,2022-08-06 03:00:00, None,32,,
22.77, None, None, None,6.821,178.1, -11.0, 9.4,-11.0, None, None, None, None, None, None, None, None, None,9.36, None, 14.7, 23.0, None,21.27, None, 9.4, 0.0, None,2022-08-06 04:00:00, None,32,,
23.96, None, None, None,5.166,221.3, -10.0, 9.2,-10.0, None, None, None, None, None, None, None, None, None,9.19, None, 14.7, 24.0, None,15.58, None, 9.2, 0.0, None,2022-08-06 05:00:00, None,32,,
24.91, None, None, None,7.78,207.3, -10.0, 8.9,-10.0, None, None, None, None, None, None, None, None, None,8.86, None, 14.7, 25.0, None,13.27, None, 8.9, 0.0, None,2022-08-06 06:00:00, None,32,,
30.01, None, None, None,9.39,185.6, -8.0, 8.5,-8.0, None, None, None, None, None, None, None, None, None,8.49, None, 8.9, 30.0, None,14.04, None, 8.5, 0.1, None,2022-08-06 07:00:00, None,32,,
24.85, None, None, None,8.52,182.1, -10.0, 8.5,-10.0, None, None, None, None, None, None, None, None, None,9.25, None, 9.3, 25.0, None,10.93, None, 9.3, 0.0, None,2022-08-06 08:00:00, None,32,,
23.7, None, None, None,6.697,198.8, -10.0, 8.5,-10.0, None, None, None, None, None, None, None, None, None,10.24, None, 10.7, 24.0, None,19.71, None, 10.2, 0.0, None,2022-08-06 09:00:00, None,32,,
