wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
47.0, None, None,0.0, None,2.8, None,-1.6, None, None, None,79.0,2019-11-12 00:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0, None, None,0.0, None,2.4, None,-1.9, None, None, None,87.0,2019-11-12 01:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0, None, None,0.0, None,1.7, None,-2.5, None, None, None,94.0,2019-11-12 02:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0, None, None,0.0, None,1.6, None,-2.6, None, None, None,95.0,2019-11-12 03:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0, None, None,0.0, None,0.0, None,-2.6, None, None, None,95.0,2019-11-12 04:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0, None, None,0.0, None,3.3, None,-2.5, None, None, None,93.0,2019-11-12 05:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0, None, None,0.0, None,2.7, None,-2.4, None, None, None,93.0,2019-11-12 06:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0, None, None,0.0, None,2.8, None,-2.5, None, None, None,93.0,2019-11-12 07:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0, None, None,0.0, None,1.8, None,-1.7, None, None, None,91.0,2019-11-12 08:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0, None, None,0.0, None,2.4, None,-1.0, None, None, None,91.0,2019-11-12 09:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0, None, None,0.0, None,1.9, None,-0.3, None, None, None,91.0,2019-11-12 10:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0, None, None,0.0, None,2.4, None,0.9, None, None, None,92.0,2019-11-12 11:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.0, None, None,0.0, None,3.0, None,1.2, None, None, None,94.0,2019-11-12 12:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0, None, None,0.8, None,4.5, None,1.2, None, None, None,95.0,2019-11-12 13:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0, None, None,0.6, None,3.4, None,3.4, None, None, None,88.0,2019-11-12 14:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347.0, None, None,2.2, None,2.0, None,0.7, None, None, None,95.0,2019-11-12 15:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0, None, None,0.8, None,4.2, None,0.7, None, None, None,97.0,2019-11-12 16:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.0, None, None,0.2, None,4.1, None,0.5, None, None, None,97.0,2019-11-12 17:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.0, None, None,0.0, None,3.9, None,0.9, None, None, None,94.0,2019-11-12 18:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.0, None, None,0.0, None,8.4, None,1.4, None, None, None,90.0,2019-11-12 19:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0, None, None,0.0, None,2.7, None,0.0, None, None, None,96.0,2019-11-12 20:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225.0, None, None,0.0, None,4.1, None,-0.1, None, None, None,97.0,2019-11-12 21:00:00,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
