ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
None, 696.0, 409.0, None, None,2017-01-15 00:00:00, -11.3, None, None,3
None, 696.0, 409.0, None, None,2017-01-15 01:00:00, -12.6, None, None,3
None, 696.0, 409.0, None, None,2017-01-15 02:00:00, -12.7, None, None,3
None, 696.0, 409.0, None, None,2017-01-15 03:00:00, -13.0, None, None,3
None, 696.0, 409.0, None, None,2017-01-15 04:00:00, -12.9, None, None,3
None, 696.0, 409.0, None, None,2017-01-15 05:00:00, -12.6, None, None,3
None, 696.0, 409.0, None, None,2017-01-15 06:00:00, -12.8, None, None,3
None, 696.0, 409.0, None, None,2017-01-15 07:00:00, -13.7, None, None,3
None, 696.0, 409.0, None, None,2017-01-15 08:00:00, -13.2, None, None,3
None, 696.0, 409.0, None, None,2017-01-15 09:00:00, -13.7, None, None,3
None, 696.0, 409.0, None, None,2017-01-15 10:00:00, -12.9, None, None,3
None, 696.0, 409.0, None, None,2017-01-15 11:00:00, -11.7, None, None,3
None, 696.0, 409.0, None, None,2017-01-15 12:00:00, -10.7, None, None,3
None, 696.0, 410.0, None, None,2017-01-15 13:00:00, -10.1, None, None,3
None, 696.0, 410.0, None, None,2017-01-15 14:00:00, -9.5, None, None,3
None, 696.0, 410.0, None, None,2017-01-15 15:00:00, -7.4, None, None,3
None, 696.0, 410.0, 401.0, None,2017-01-15 16:00:00, -7.5, None, None,3
None, 696.0, 410.0, None, None,2017-01-15 17:00:00, -10.0, None, None,3
None, 696.0, 410.0, None, None,2017-01-15 18:00:00, -9.7, None, None,3
None, 696.0, 410.0, None, None,2017-01-15 19:00:00, -9.0, None, None,3
None, 696.0, 411.0, None, None,2017-01-15 20:00:00, -8.9, None, None,3
None, 696.0, 411.0, None, None,2017-01-15 21:00:00, -5.9, None, None,3
None, 696.0, 411.0, None, None,2017-01-15 22:00:00, -7.3, None, None,3
None, 696.0, 411.0, None, None,2017-01-15 23:00:00, -6.3, None, None,3
None, 696.0, 411.0, None, None,2017-01-16 00:00:00, -8.4, None, None,3
None, 696.0, 411.0, None, None,2017-01-16 01:00:00, -7.9, None, None,3
None, 696.0, 411.0, None, None,2017-01-16 02:00:00, -8.6, None, None,3
None, 696.0, 411.0, None, None,2017-01-16 03:00:00, -6.7, None, None,3
None, 696.0, 412.0, None, None,2017-01-16 04:00:00, -7.3, None, None,3
None, 696.0, 413.0, None, None,2017-01-16 05:00:00, -8.3, None, None,3
None, 696.0, 413.0, None, None,2017-01-16 06:00:00, -8.8, None, None,3
None, 696.0, 413.0, None, None,2017-01-16 07:00:00, -10.1, None, None,3
None, 696.0, 413.0, None, None,2017-01-16 08:00:00, -10.4, None, None,3
None, 696.0, 413.0, None, None,2017-01-16 09:00:00, -9.0, None, None,3
None, 696.0, 413.0, None, None,2017-01-16 10:00:00, -10.2, None, None,3
None, 696.0, 413.0, None, None,2017-01-16 11:00:00, -10.6, None, None,3
None, 696.0, 413.0, None, None,2017-01-16 12:00:00, -10.6, None, None,3
None, 696.0, 413.0, None, None,2017-01-16 13:00:00, -10.8, None, None,3
None, 696.0, 413.0, None, None,2017-01-16 14:00:00, -10.9, None, None,3
