CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,-1.501, 99.3, None, None, None,9.5,22.27, None,189.7, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-04 21:00:00, None, None, None, None,1
None,-1.021, 101.9, None, None, None,8.53,25.5, None,195.5, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-04 22:00:00, None, None, None, None,1
None,-0.974, 102.0, None, None, None,8.84,26.9, None,205.3, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-04 23:00:00, None, None, None, None,1
None,-0.83, 102.0, None, None, None,8.65,32.42, None,210.0, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-05 00:00:00, None, None, None, None,1
None,-0.782, 100.5, None, None, None,10.7,31.7, None,215.7, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-05 01:00:00, None, None, None, None,1
None,-0.59, 102.4, None, None, None,11.61,23.53, None,194.3, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-05 02:00:00, None, None, None, None,1
None,-0.734, 102.9, None, None, None,12.66,18.47, None,169.3, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-05 03:00:00, None, None, None, None,1
None,-0.59, 102.7, None, None, None,11.2,21.15, None,179.5, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-05 04:00:00, None, None, None, None,1
None,-0.782, 102.9, None, None, None,14.05,18.41, None,176.2, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-05 05:00:00, None, None, None, None,1
None,-0.686, 102.7, None, None, None,14.69,16.96, None,176.5, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-05 06:00:00, None, None, None, None,1
None,-0.782, 102.5, None, None, None,14.66,19.53, None,181.7, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-05 07:00:00, None, None, None, None,1
None,-0.542, 100.1, None, None, None,9.75,28.54, None,195.2, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-05 08:00:00, None, None, None, None,1
None,-0.351, 100.6, None, None, None,10.03,24.07, None,194.2, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2018-01-05 09:00:00, None, None, None, None,1
None,-0.255, 99.9, None, None, None,8.82,29.51, None,197.3, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2018-01-05 10:00:00, None, None, None, None,1
None,-0.207, 100.7, None, None, None,16.43,21.78, None,194.2, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2018-01-05 11:00:00, None, None, None, None,1
None,-0.207, 100.0, None, None, None,8.64,27.42, None,200.3, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2018-01-05 12:00:00, None, None, None, None,1
None,-0.255, 101.3, None, None, None,8.76,26.27, None,191.7, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2018-01-05 13:00:00, None, None, None, None,1
None,-0.303, 100.5, None, None, None,10.17,22.86, None,186.5, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2018-01-05 14:00:00, None, None, None, None,1
None,-0.687, 101.5, None, None, None,8.2,27.87, None,197.0, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-05 15:00:00, None, None, None, None,1
None,-1.213, 102.5, None, None, None,8.6,25.63, None,197.0, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-05 16:00:00, None, None, None, None,1
None,-1.501, 101.5, None, None, None,8.42,37.57, None,207.1, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-05 17:00:00, None, None, None, None,1
None,-2.075, 99.3, None, None, None,9.74,40.01, None,215.0, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-05 18:00:00, None, None, None, None,1
None,-2.267, 100.6, None, None, None,11.04,36.39, None,228.1, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-05 19:00:00, None, None, None, None,1
None,-2.65, 101.5, None, None, None,15.26,32.76, None,226.2, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2018-01-05 20:00:00, None, None, None, None,1
None,-2.65, 97.5, None, None, None,12.5,34.68, None,232.1, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2018-01-05 21:00:00, None, None, None, None,1
None,-3.029, 100.5, None, None, None,10.69,33.0, None,232.8, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2018-01-05 22:00:00, None, None, None, None,1
None,-2.926, 95.7, None, None, None,11.39,29.05, None,232.4, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2018-01-05 23:00:00, None, None, None, None,1
None,-3.357, 101.6, None, None, None,13.81,28.8, None,235.1, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2018-01-06 00:00:00, None, None, None, None,1
None,-3.351, 102.2, None, None, None,12.48,24.79, None,231.1, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2018-01-06 01:00:00, None, None, None, None,1
None,-3.394, 102.2, None, None, None,12.05,20.54, None,240.4, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2018-01-06 02:00:00, None, None, None, None,1
None,-3.442, 102.0, None, None, None,9.17,22.83, None,236.2, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2018-01-06 03:00:00, None, None, None, None,1
None,-3.585, 101.8, None, None, None,15.53,12.22, None,242.6, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2018-01-06 04:00:00, None, None, None, None,1
None,-3.681, 102.2, None, None, None,9.84,15.83, None,243.9, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2018-01-06 05:00:00, None, None, None, None,1
None,-3.585, 102.4, None, None, None,10.48,17.81, None,273.1, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2018-01-06 06:00:00, None, None, None, None,1
None,-3.777, 101.9, None, None, None,10.22,18.19, None,276.4, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2018-01-06 07:00:00, None, None, None, None,1
None,-3.825, 101.8, None, None, None,5.031,11.37, None,278.7, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2018-01-06 08:00:00, None, None, None, None,1
None,-3.873, 101.8, None, None, None,3.379,11.34, None,276.3, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2018-01-06 09:00:00, None, None, None, None,1
None,-4.065, 101.5, None, None, None,7.34,10.38, None,264.1, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2018-01-06 10:00:00, None, None, None, None,1
None,-4.544, 101.2, None, None, None,8.85,14.9, None,266.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2018-01-06 11:00:00, None, None, None, None,1
None,-4.879, 101.0, None, None, None,10.89,14.39, None,273.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2018-01-06 12:00:00, None, None, None, None,1
None,-5.55, 100.0, None, None, None,16.59,14.23, None,264.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2018-01-06 13:00:00, None, None, None, None,1
None,-6.03, 99.8, None, None, None,13.05,16.85, None,273.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2018-01-06 14:00:00, None, None, None, None,1
None,-7.37, 98.9, None, None, None,9.67,19.53, None,271.8, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2018-01-06 15:00:00, None, None, None, None,1
None,-7.37, 98.8, None, None, None,11.96,15.72, None,262.9, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-06 16:00:00, None, None, None, None,1
None,-7.23, 98.9, None, None, None,19.05,9.11, None,276.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2018-01-06 17:00:00, None, None, None, None,1
None,-7.47, 98.2, None, None, None,12.12,9.69, None,250.2, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-06 18:00:00, None, None, None, None,1
None,-7.71, 98.2, None, None, None,10.59,9.88, None,251.5, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-06 19:00:00, None, None, None, None,1
None,-7.66, 98.1, None, None, None,8.32,7.83, None,246.5, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-06 20:00:00, None, None, None, None,1
None,-7.71, 98.1, None, None, None,11.22,5.817, None,259.5, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-06 21:00:00, None, None, None, None,1
None,-7.9, 97.9, None, None, None,7.87,8.32, None,254.6, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-06 22:00:00, None, None, None, None,1
None,-7.99, 97.7, None, None, None,8.17,7.91, None,243.6, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-06 23:00:00, None, None, None, None,1
None,-7.95, 97.9, None, None, None,6.287,6.927, None,240.9, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-07 00:00:00, None, None, None, None,1
None,-7.94, 97.7, None, None, None,4.928,7.2, None,236.0, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-07 01:00:00, None, None, None, None,1
None,-7.99, 97.7, None, None, None,8.23,7.25, None,228.4, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-07 02:00:00, None, None, None, None,1
None,-8.08, 97.6, None, None, None,11.79,7.33, None,211.4, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-07 03:00:00, None, None, None, None,1
None,-8.13, 97.4, None, None, None,7.12,8.31, None,210.9, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-07 04:00:00, None, None, None, None,1
None,-8.18, 97.5, None, None, None,6.997,9.79, None,206.3, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-07 05:00:00, None, None, None, None,1
None,-8.13, 97.3, None, None, None,15.23,12.98, None,203.0, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-07 06:00:00, None, None, None, None,1
None,-8.13, 97.2, None, None, None,14.97,10.62, None,193.1, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-07 07:00:00, None, None, None, None,1
None,-8.22, 97.4, None, None, None,12.89,10.25, None,200.8, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2018-01-07 08:00:00, None, None, None, None,1
None,-8.22, 97.3, None, None, None,15.07,12.05, None,205.6, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2018-01-07 09:00:00, None, None, None, None,1
None,-7.89, 97.4, None, None, None,17.22,12.85, None,209.5, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-07 10:00:00, None, None, None, None,1
None,-7.51, 98.1, None, None, None,15.11,15.32, None,210.9, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-07 11:00:00, None, None, None, None,1
None,-6.94, 97.9, None, None, None,17.73,14.7, None,205.8, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2018-01-07 12:00:00, None, None, None, None,1
None,-7.18, 97.9, None, None, None,14.97,25.25, None,210.5, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2018-01-07 13:00:00, None, None, None, None,1
None,-6.796, 98.3, None, None, None,13.89,32.97, None,211.8, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2018-01-07 14:00:00, None, None, None, None,1
None,-6.365, 98.7, None, None, None,16.07,34.33, None,223.8, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2018-01-07 15:00:00, None, None, None, None,1
None,-6.221, 99.2, None, None, None,20.56,27.88, None,231.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2018-01-07 16:00:00, None, None, None, None,1
None,-6.221, 99.2, None, None, None,23.68,23.92, None,225.3, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2018-01-07 17:00:00, None, None, None, None,1
None,-5.886, 99.6, None, None, None,28.59,19.2, None,220.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2018-01-07 18:00:00, None, None, None, None,1
None,-5.406, 100.0, None, None, None,23.59,24.17, None,225.1, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2018-01-07 19:00:00, None, None, None, None,1
None,-5.215, 100.2, None, None, None,22.22,25.45, None,227.5, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2018-01-07 20:00:00, None, None, None, None,1
None,-4.831, 100.5, None, None, None,21.8,25.58, None,229.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2018-01-07 21:00:00, None, None, None, None,1
None,-4.64, 100.3, None, None, None,16.26,31.75, None,235.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2018-01-07 22:00:00, None, None, None, None,1
None,-4.64, 100.8, None, None, None,16.91,31.82, None,235.2, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2018-01-07 23:00:00, None, None, None, None,1
