snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
506.0, None, None,2020-01-29 00:00:00, -0.6, None, None,5
506.0, None, None,2020-01-29 01:00:00, -0.9, None, None,5
506.0, None, None,2020-01-29 02:00:00, -1.5, None, None,5
506.0, None, None,2020-01-29 03:00:00, -1.2, None, None,5
506.0, None, None,2020-01-29 04:00:00, -1.2, None, None,5
506.0, None, None,2020-01-29 05:00:00, -2.1, None, None,5
506.0, None, None,2020-01-29 06:00:00, -2.5, None, None,5
506.0, None, None,2020-01-29 07:00:00, -2.6, None, None,5
506.0, None, None,2020-01-29 08:00:00, -2.6, None, None,5
506.0, None, None,2020-01-29 09:00:00, -2.7, None, None,5
506.0, None, None,2020-01-29 10:00:00, -2.4, None, None,5
506.0, None, None,2020-01-29 11:00:00, -2.0, None, None,5
506.0, None, None,2020-01-29 12:00:00, -1.9, None, None,5
506.0, None, None,2020-01-29 13:00:00, -1.7, None, None,5
506.0, None, None,2020-01-29 14:00:00, -1.4, None, None,5
506.0, None, None,2020-01-29 15:00:00, -1.2, None, None,5
508.0, 131.0, None,2020-01-29 16:00:00, -1.0, None, None,5
510.0, None, None,2020-01-29 17:00:00, -0.6, None, None,5
511.0, None, None,2020-01-29 18:00:00, -0.7, None, None,5
513.0, None, None,2020-01-29 19:00:00, -0.5, None, None,5
515.0, None, None,2020-01-29 20:00:00, -0.3, None, None,5
517.0, None, None,2020-01-29 21:00:00, -0.2, None, None,5
519.0, None, None,2020-01-29 22:00:00, -0.2, None, None,5
519.0, None, None,2020-01-29 23:00:00, -0.4, None, None,5
519.0, None, None,2020-01-30 00:00:00, -0.7, None, None,5
519.0, None, None,2020-01-30 01:00:00, -1.3, None, None,5
520.0, None, None,2020-01-30 02:00:00, -1.9, None, None,5
520.0, None, None,2020-01-30 03:00:00, -2.2, None, None,5
520.0, None, None,2020-01-30 04:00:00, -2.3, None, None,5
520.0, None, None,2020-01-30 05:00:00, -2.1, None, None,5
520.0, None, None,2020-01-30 06:00:00, -2.2, None, None,5
520.0, None, None,2020-01-30 07:00:00, -3.3, None, None,5
520.0, None, None,2020-01-30 08:00:00, -4.1, None, None,5
520.0, None, None,2020-01-30 09:00:00, -4.7, None, None,5
520.0, None, None,2020-01-30 10:00:00, -4.9, None, None,5
520.0, None, None,2020-01-30 11:00:00, -3.6, None, None,5
520.0, None, None,2020-01-30 12:00:00, -4.1, None, None,5
520.0, None, None,2020-01-30 13:00:00, -4.3, None, None,5
520.0, None, None,2020-01-30 14:00:00, -4.2, None, None,5
520.0, None, None,2020-01-30 15:00:00, -4.5, None, None,5
520.0, 143.0, None,2020-01-30 16:00:00, -4.6, None, None,5
