RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,19.14,57.76, None, None, None, None, None, None, None, None, None, None, None, None,15.07, None, None, None, None,8.45, None, None, None, None,2017-06-25 00:00:00, None,26
None, None, None, None,19.9,60.11, None, None, None, None, None, None, None, None, None, None, None, None,14.42, None, None, None, None,9.22, None, None, None, None,2017-06-25 01:00:00, None,26
None, None, None, None,21.85,60.71, None, None, None, None, None, None, None, None, None, None, None, None,14.16, None, None, None, None,9.56, None, None, None, None,2017-06-25 02:00:00, None,26
None, None, None, None,20.28,63.37, None, None, None, None, None, None, None, None, None, None, None, None,14.07, None, None, None, None,11.86, None, None, None, None,2017-06-25 03:00:00, None,26
None, None, None, None,22.55,63.04, None, None, None, None, None, None, None, None, None, None, None, None,13.13, None, None, None, None,10.48, None, None, None, None,2017-06-25 04:00:00, None,26
None, None, None, None,25.78,60.69, None, None, None, None, None, None, None, None, None, None, None, None,13.18, None, None, None, None,9.44, None, None, None, None,2017-06-25 05:00:00, None,26
None, None, None, None,26.81,61.17, None, None, None, None, None, None, None, None, None, None, None, None,13.41, None, None, None, None,9.76, None, None, None, None,2017-06-25 06:00:00, None,26
None, None, None, None,27.09,57.08, None, None, None, None, None, None, None, None, None, None, None, None,14.91, None, None, None, None,9.63, None, None, None, None,2017-06-25 08:00:00, None,26
None, None, None, None,29.01,56.52, None, None, None, None, None, None, None, None, None, None, None, None,16.96, None, None, None, None,9.37, None, None, None, None,2017-06-25 09:00:00, None,26
None, None, None, None,29.2,54.92, None, None, None, None, None, None, None, None, None, None, None, None,17.26, None, None, None, None,10.6, None, None, None, None,2017-06-25 10:00:00, None,26
None, None, None, None,31.34,55.17, None, None, None, None, None, None, None, None, None, None, None, None,17.84, None, None, None, None,9.3, None, None, None, None,2017-06-25 11:00:00, None,26
None, None, None, None,25.12,57.89, None, None, None, None, None, None, None, None, None, None, None, None,22.52, None, None, None, None,11.83, None, None, None, None,2017-06-25 12:00:00, None,26
None, None, None, None,22.94,55.9, None, None, None, None, None, None, None, None, None, None, None, None,23.57, None, None, None, None,10.09, None, None, None, None,2017-06-25 13:00:00, None,26
None, None, None, None,23.03,55.8, None, None, None, None, None, None, None, None, None, None, None, None,24.73, None, None, None, None,10.72, None, None, None, None,2017-06-25 14:00:00, None,26
None, None, None, None,21.31,48.03, None, None, None, None, None, None, None, None, None, None, None, None,26.17, None, None, None, None,14.19, None, None, None, None,2017-06-25 15:00:00, None,26
None, None, None, None,20.05,39.14, None, None, None, None, None, None, None, None, None, None, None, None,26.94, None, None, None, None,14.85, None, None, None, None,2017-06-25 16:00:00, None,26
None, None, None, None,14.58,41.17, None, None, None, None, None, None, None, None, None, None, None, None,25.36, None, None, None, None,14.45, None, None, None, None,2017-06-25 17:00:00, None,26
None, None, None, None,13.11,54.23, None, None, None, None, None, None, None, None, None, None, None, None,23.63, None, None, None, None,12.77, None, None, None, None,2017-06-25 18:00:00, None,26
None, None, None, None,10.71,64.55, None, None, None, None, None, None, None, None, None, None, None, None,22.89, None, None, None, None,19.43, None, None, None, None,2017-06-25 19:00:00, None,26
None, None, None, None,10.8,65.33, None, None, None, None, None, None, None, None, None, None, None, None,22.41, None, None, None, None,17.1, None, None, None, None,2017-06-25 20:00:00, None,26
None, None, None, None,9.17,71.8, None, None, None, None, None, None, None, None, None, None, None, None,21.5, None, None, None, None,14.19, None, None, None, None,2017-06-25 21:00:00, None,26
None, None, None, None,9.32,71.6, None, None, None, None, None, None, None, None, None, None, None, None,21.08, None, None, None, None,13.74, None, None, None, None,2017-06-25 22:00:00, None,26
None, None, None, None,11.2,68.71, None, None, None, None, None, None, None, None, None, None, None, None,21.21, None, None, None, None,15.81, None, None, None, None,2017-06-25 23:00:00, None,26
None, None, None, None,8.39,77.3, None, None, None, None, None, None, None, None, None, None, None, None,20.3, None, None, None, None,18.71, None, None, None, None,2017-06-26 00:00:00, None,26
None, None, None, None,8.04,66.83, None, None, None, None, None, None, None, None, None, None, None, None,19.36, None, None, None, None,12.11, None, None, None, None,2017-06-26 01:00:00, None,26
None, None, None, None,11.09,71.3, None, None, None, None, None, None, None, None, None, None, None, None,19.26, None, None, None, None,10.99, None, None, None, None,2017-06-26 02:00:00, None,26
None, None, None, None,10.27,68.26, None, None, None, None, None, None, None, None, None, None, None, None,19.2, None, None, None, None,17.66, None, None, None, None,2017-06-26 03:00:00, None,26
None, None, None, None,7.84,76.7, None, None, None, None, None, None, None, None, None, None, None, None,18.38, None, None, None, None,18.44, None, None, None, None,2017-06-26 04:00:00, None,26
None, None, None, None,8.26,70.1, None, None, None, None, None, None, None, None, None, None, None, None,18.13, None, None, None, None,14.26, None, None, None, None,2017-06-26 05:00:00, None,26
None, None, None, None,10.23,66.61, None, None, None, None, None, None, None, None, None, None, None, None,17.86, None, None, None, None,16.24, None, None, None, None,2017-06-26 06:00:00, None,26
None, None, None, None,2.818,159.3, None, None, None, None, None, None, None, None, None, None, None, None,18.03, None, None, None, None,46.49, None, None, None, None,2017-06-26 07:00:00, None,26
None, None, None, None,0.451,161.0, None, None, None, None, None, None, None, None, None, None, None, None,19.81, None, None, None, None,73.6, None, None, None, None,2017-06-26 08:00:00, None,26
None, None, None, None,1.672,44.1, None, None, None, None, None, None, None, None, None, None, None, None,22.56, None, None, None, None,40.34, None, None, None, None,2017-06-26 09:00:00, None,26
None, None, None, None,4.477,48.14, None, None, None, None, None, None, None, None, None, None, None, None,23.19, None, None, None, None,34.78, None, None, None, None,2017-06-26 10:00:00, None,26
None, None, None, None,2.191,283.2, None, None, None, None, None, None, None, None, None, None, None, None,23.12, None, None, None, None,57.13, None, None, None, None,2017-06-26 11:00:00, None,26
None, None, None, None,1.945,268.6, None, None, None, None, None, None, None, None, None, None, None, None,25.24, None, None, None, None,65.28, None, None, None, None,2017-06-26 12:00:00, None,26
None, None, None, None,2.152,207.0, None, None, None, None, None, None, None, None, None, None, None, None,22.48, None, None, None, None,63.63, None, None, None, None,2017-06-26 13:00:00, None,26
None, None, None, None,3.32,204.5, None, None, None, None, None, None, None, None, None, None, None, None,24.63, None, None, None, None,55.72, None, None, None, None,2017-06-26 14:00:00, None,26
None, None, None, None,4.884,201.1, None, None, None, None, None, None, None, None, None, None, None, None,24.74, None, None, None, None,46.37, None, None, None, None,2017-06-26 15:00:00, None,26
None, None, None, None,2.108,214.0, None, None, None, None, None, None, None, None, None, None, None, None,26.42, None, None, None, None,61.27, None, None, None, None,2017-06-26 16:00:00, None,26
None, None, None, None,5.297,201.1, None, None, None, None, None, None, None, None, None, None, None, None,24.6, None, None, None, None,44.95, None, None, None, None,2017-06-26 17:00:00, None,26
None, None, None, None,6.047,204.9, None, None, None, None, None, None, None, None, None, None, None, None,24.19, None, None, None, None,44.69, None, None, None, None,2017-06-26 18:00:00, None,26
