AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
20.1, None,0.0,18.7, None,2018-06-11 15:45:00,185.0, None, 33.0,24
20.0, -1.0,0.0,12.3, None,2018-06-11 16:00:00,195.0, None, 32.0,24
19.1, None,0.0,13.4, None,2018-06-11 16:15:00,184.0, None, 35.0,24
19.1, None,0.0,7.9, None,2018-06-11 16:30:00,204.0, None, 38.0,24
18.9, None,0.0,9.5, None,2018-06-11 16:45:00,312.0, None, 36.0,24
19.0, 1.0,0.0,11.4, None,2018-06-11 17:00:00,300.0, None, 36.0,24
18.8, None,0.0,10.7, None,2018-06-11 17:15:00,299.0, None, 37.0,24
18.4, None,0.0,7.6, None,2018-06-11 17:30:00,300.0, None, 35.0,24
18.5, None,0.0,7.8, None,2018-06-11 17:45:00,286.0, None, 31.0,24
18.7, 0.0,0.0,6.9, None,2018-06-11 18:00:00,192.0, None, 35.0,24
18.9, None,0.0,7.4, None,2018-06-11 18:15:00,281.0, None, 37.0,24
18.6, None,0.0,5.0, None,2018-06-11 18:30:00,204.0, None, 39.0,24
17.6, None,0.0,9.3, None,2018-06-11 18:45:00,190.0, None, 38.0,24
17.3, 0.0,0.0,10.3, None,2018-06-11 19:00:00,200.0, None, 38.0,24
16.7, None,0.0,8.0, None,2018-06-11 19:15:00,222.0, None, 42.0,24
15.5, None,0.0,5.9, None,2018-06-11 19:30:00,252.0, None, 46.0,24
14.1, None,0.0,8.2, None,2018-06-11 19:45:00,182.0, None, 55.0,24
13.2, 0.0,0.0,10.1, None,2018-06-11 20:00:00,173.0, None, 58.0,24
12.8, None,0.0,7.6, None,2018-06-11 20:15:00,139.0, None, 56.0,24
12.7, None,0.0,9.0, None,2018-06-11 20:30:00,151.0, None, 57.0,24
11.9, None,0.0,6.3, None,2018-06-11 20:45:00,162.0, None, 64.0,24
11.0, 1.0,0.0,3.3, None,2018-06-11 21:00:00,175.0, None, 66.0,24
10.5, None,0.0,4.0, None,2018-06-11 21:15:00,192.0, None, 71.0,24
9.8, None,0.0,3.8, None,2018-06-11 21:30:00,210.0, None, 73.0,24
9.2, None,0.0,2.8, None,2018-06-11 21:45:00,198.0, None, 76.0,24
8.7, 1.0,0.0,4.9, None,2018-06-11 22:00:00,179.0, None, 77.0,24
8.3, None,0.0,4.2, None,2018-06-11 22:15:00,228.0, None, 81.0,24
7.8, None,0.0,4.4, None,2018-06-11 22:30:00,216.0, None, 82.0,24
7.4, None,0.0,3.3, None,2018-06-11 22:45:00,214.0, None, 83.0,24
7.0, 0.0,0.0,3.9, None,2018-06-11 23:00:00,209.0, None, 84.0,24
6.6, None,0.0,4.0, None,2018-06-11 23:15:00,203.0, None, 85.0,24
6.3, None,0.0,3.9, None,2018-06-11 23:30:00,200.0, None, 87.0,24
6.0, None,0.0,4.2, None,2018-06-11 23:45:00,218.0, None, 88.0,24
5.8, 0.0,0.0,4.3, None,2018-06-12 00:00:00,198.0, None, 88.0,24
5.5, None,0.0,3.9, None,2018-06-12 00:15:00,214.0, None, 90.0,24
5.2, None,0.0,4.6, None,2018-06-12 00:30:00,173.0, None, 91.0,24
5.1, None,0.0,4.3, None,2018-06-12 00:45:00,219.0, None, 90.0,24
4.8, 0.0,0.0,3.7, None,2018-06-12 01:00:00,171.0, None, 92.0,24
4.7, None,0.0,0.0, None,2018-06-12 01:15:00,207.0, None, 92.0,24
4.5, None,0.0,0.0, None,2018-06-12 01:30:00,168.0, None, 93.0,24
4.3, None,0.0,3.2, None,2018-06-12 01:45:00,211.0, None, 93.0,24
4.1, 0.0,0.0,2.2, None,2018-06-12 02:00:00,197.0, None, 94.0,24
4.0, None,0.0,3.8, None,2018-06-12 02:15:00,199.0, None, 93.0,24
3.8, None,0.0,1.8, None,2018-06-12 02:30:00,236.0, None, 94.0,24
3.6, None,0.0,4.9, None,2018-06-12 02:45:00,192.0, None, 94.0,24
3.5, 0.0,0.0,2.7, None,2018-06-12 03:00:00,204.0, None, 94.0,24
3.3, None,0.0,4.5, None,2018-06-12 03:15:00,199.0, None, 95.0,24
3.2, None,0.0,2.8, None,2018-06-12 03:30:00,197.0, None, 95.0,24
3.1, None,0.0,2.0, None,2018-06-12 03:45:00,215.0, None, 95.0,24
3.1, 0.0,0.0,2.9, None,2018-06-12 04:00:00,212.0, None, 95.0,24
3.1, None,0.0,4.4, None,2018-06-12 04:15:00,209.0, None, 95.0,24
3.2, None,0.0,2.6, None,2018-06-12 04:30:00,190.0, None, 95.0,24
3.3, None,0.0,4.1, None,2018-06-12 04:45:00,204.0, None, 95.0,24
3.5, 0.0,0.0,2.1, None,2018-06-12 05:00:00,200.0, None, 95.0,24
4.0, None,0.0,0.4, None,2018-06-12 05:15:00,217.0, None, 94.0,24
4.4, None,0.0,4.2, None,2018-06-12 05:30:00,192.0, None, 93.0,24
5.1, None,0.0,0.4, None,2018-06-12 05:45:00,310.0, None, 94.0,24
5.8, 0.0,0.0,3.8, None,2018-06-12 06:00:00,195.0, None, 92.0,24
6.8, None,0.0,1.9, None,2018-06-12 06:15:00,213.0, None, 89.0,24
7.7, None,0.0,1.5, None,2018-06-12 06:30:00,199.0, None, 87.0,24
8.3, None,0.0,2.4, None,2018-06-12 06:45:00,178.0, None, 86.0,24
9.3, 0.0,0.0,4.5, None,2018-06-12 07:00:00,176.0, None, 81.0,24
10.5, None,0.0,2.0, None,2018-06-12 07:15:00,184.0, None, 77.0,24
11.7, None,0.0,0.4, None,2018-06-12 07:30:00,259.0, None, 76.0,24
12.5, None,0.0,17.2, None,2018-06-12 07:45:00,30.0, None, 72.0,24
12.9, 0.0,0.0,18.5, None,2018-06-12 08:00:00,27.0, None, 71.0,24
13.3, None,0.0,17.6, None,2018-06-12 08:15:00,21.0, None, 67.0,24
13.7, None,0.0,16.5, None,2018-06-12 08:30:00,16.0, None, 67.0,24
13.7, None,0.0,17.6, None,2018-06-12 08:45:00,22.0, None, 67.0,24
13.8, 0.0,0.0,18.4, None,2018-06-12 09:00:00,21.0, None, 66.0,24
14.0, None,0.0,17.3, None,2018-06-12 09:15:00,29.0, None, 64.0,24
14.3, None,0.0,14.4, None,2018-06-12 09:30:00,21.0, None, 64.0,24
14.4, None,0.0,13.4, None,2018-06-12 09:45:00,26.0, None, 63.0,24
14.6, -1.0,0.0,13.1, None,2018-06-12 10:00:00,23.0, None, 62.0,24
14.6, None,0.0,12.7, None,2018-06-12 10:15:00,21.0, None, 59.0,24
14.5, None,0.0,14.0, None,2018-06-12 10:30:00,25.0, None, 62.0,24
14.6, None,0.0,13.8, None,2018-06-12 10:45:00,22.0, None, 63.0,24
14.5, 0.0,0.0,15.3, None,2018-06-12 11:00:00,27.0, None, 63.0,24
14.9, None,0.0,16.7, None,2018-06-12 11:15:00,20.0, None, 64.0,24
14.8, None,0.0,20.5, None,2018-06-12 11:30:00,31.0, None, 63.0,24
15.2, None,0.0,14.2, None,2018-06-12 11:45:00,2.0, None, 60.0,24
15.2, 0.0,0.0,15.9, None,2018-06-12 12:00:00,24.0, None, 62.0,24
15.5, None,0.0,15.6, None,2018-06-12 12:15:00,41.0, None, 59.0,24
15.6, None,0.0,15.5, None,2018-06-12 12:30:00,21.0, None, 59.0,24
16.3, None,0.0,10.8, None,2018-06-12 12:45:00,5.0, None, 59.0,24
16.6, 0.0,0.0,15.1, None,2018-06-12 13:00:00,31.0, None, 57.0,24
16.4, None,0.0,12.6, None,2018-06-12 13:15:00,11.0, None, 56.0,24
16.2, None,0.0,12.4, None,2018-06-12 13:30:00,26.0, None, 57.0,24
16.6, None,0.0,12.7, None,2018-06-12 13:45:00,17.0, None, 53.0,24
16.7, -1.0,0.0,14.7, None,2018-06-12 14:00:00,6.0, None, 50.0,24
16.6, None,0.0,15.5, None,2018-06-12 14:15:00,34.0, None, 51.0,24
16.3, None,0.0,18.8, None,2018-06-12 14:30:00,19.0, None, 49.0,24
16.4, None,0.0,18.0, None,2018-06-12 14:45:00,9.0, None, 49.0,24
16.3, 0.0,0.0,21.1, None,2018-06-12 15:00:00,23.0, None, 52.0,24
16.6, None,0.0,13.4, None,2018-06-12 15:15:00,24.0, None, 54.0,24
16.6, None,0.0,20.4, None,2018-06-12 15:30:00,22.0, None, 56.0,24
16.4, None,0.0,16.0, None,2018-06-12 15:45:00,17.0, None, 54.0,24
16.6, 0.0,0.0,20.4, None,2018-06-12 16:00:00,21.0, None, 51.0,24
16.7, None,0.0,19.8, None,2018-06-12 16:15:00,17.0, None, 51.0,24
16.8, None,0.0,20.0, None,2018-06-12 16:30:00,24.0, None, 47.0,24
17.0, None,0.0,17.5, None,2018-06-12 16:45:00,18.0, None, 44.0,24
16.7, 0.0,0.0,17.9, None,2018-06-12 17:00:00,18.0, None, 49.0,24
16.5, None,0.0,18.6, None,2018-06-12 17:15:00,22.0, None, 49.0,24
16.3, None,0.0,18.3, None,2018-06-12 17:30:00,29.0, None, 50.0,24
16.5, None,0.0,15.1, None,2018-06-12 17:45:00,27.0, None, 48.0,24
16.3, 0.0,0.0,13.0, None,2018-06-12 18:00:00,21.0, None, 51.0,24
16.4, None,0.0,13.1, None,2018-06-12 18:15:00,17.0, None, 48.0,24
16.3, None,0.0,11.6, None,2018-06-12 18:30:00,22.0, None, 50.0,24
16.2, None,0.0,10.8, None,2018-06-12 18:45:00,28.0, None, 48.0,24
16.1, 0.0,0.0,10.7, None,2018-06-12 19:00:00,19.0, None, 50.0,24
15.7, None,0.0,12.4, None,2018-06-12 19:15:00,5.0, None, 51.0,24
15.5, None,0.0,10.6, None,2018-06-12 19:30:00,3.0, None, 56.0,24
15.3, None,0.0,13.1, None,2018-06-12 19:45:00,18.0, None, 59.0,24
15.1, 1.0,0.0,10.8, None,2018-06-12 20:00:00,15.0, None, 62.0,24
14.9, None,0.0,7.6, None,2018-06-12 20:15:00,60.0, None, 61.0,24
14.8, None,0.0,7.7, None,2018-06-12 20:30:00,24.0, None, 61.0,24
14.4, None,0.0,6.3, None,2018-06-12 20:45:00,19.0, None, 63.0,24
14.0, 0.0,0.0,7.5, None,2018-06-12 21:00:00,56.0, None, 71.0,24
13.3, None,0.0,6.6, None,2018-06-12 21:15:00,71.0, None, 75.0,24
13.0, None,0.0,11.4, None,2018-06-12 21:30:00,26.0, None, 77.0,24
13.5, None,0.0,14.1, None,2018-06-12 21:45:00,33.0, None, 76.0,24
13.3, 0.0,0.0,12.3, None,2018-06-12 22:00:00,37.0, None, 77.0,24
12.6, None,0.0,4.3, None,2018-06-12 22:15:00,85.0, None, 79.0,24
12.3, None,0.0,5.3, None,2018-06-12 22:30:00,107.0, None, 78.0,24
12.0, None,0.0,2.7, None,2018-06-12 22:45:00,195.0, None, 82.0,24
11.8, 0.0,0.0,0.3, None,2018-06-12 23:00:00,260.0, None, 83.0,24
11.7, None,0.0,3.6, None,2018-06-12 23:15:00,180.0, None, 84.0,24
11.3, None,0.0,0.0, None,2018-06-12 23:30:00,265.0, None, 86.0,24
11.1, None,0.0,4.2, None,2018-06-12 23:45:00,185.0, None, 87.0,24
11.1, 1.0,0.0,0.9, None,2018-06-13 00:00:00,214.0, None, 88.0,24
11.1, None,0.0,2.9, None,2018-06-13 00:15:00,178.0, None, 87.0,24
11.1, None,0.0,1.9, None,2018-06-13 00:30:00,164.0, None, 86.0,24
11.0, None,0.0,4.3, None,2018-06-13 00:45:00,238.0, None, 90.0,24
10.9, 0.0,0.0,3.1, None,2018-06-13 01:00:00,138.0, None, 88.0,24
10.9, None,0.0,4.0, None,2018-06-13 01:15:00,184.0, None, 91.0,24
10.6, None,0.0,2.9, None,2018-06-13 01:30:00,227.0, None, 93.0,24
10.4, None,0.0,2.7, None,2018-06-13 01:45:00,222.0, None, 95.0,24
10.4, 1.0,0.0,3.5, None,2018-06-13 02:00:00,149.0, None, 96.0,24
10.3, None,0.25,3.3, None,2018-06-13 02:15:00,189.0, None, 96.0,24
10.3, None,0.0,3.5, None,2018-06-13 02:30:00,213.0, None, 97.0,24
10.2, None,0.51,1.7, None,2018-06-13 02:45:00,169.0, None, 98.0,24
10.3, 1.0,0.76,4.1, None,2018-06-13 03:00:00,223.0, None, 98.0,24
10.2, None,0.51,2.4, None,2018-06-13 03:15:00,188.0, None, 99.0,24
10.2, None,0.51,4.1, None,2018-06-13 03:30:00,173.0, None, 99.0,24
10.1, None,0.25,3.5, None,2018-06-13 03:45:00,192.0, None, 99.0,24
10.2, 2.0,0.25,3.1, None,2018-06-13 04:00:00,242.0, None, 100.0,24
10.2, None,0.25,3.6, None,2018-06-13 04:15:00,197.0, None, 100.0,24
10.1, None,0.25,6.1, None,2018-06-13 04:30:00,172.0, None, 100.0,24
10.2, None,0.0,5.1, None,2018-06-13 04:45:00,186.0, None, 100.0,24
10.3, 0.0,0.0,7.2, None,2018-06-13 05:00:00,150.0, None, 100.0,24
10.3, None,0.25,3.4, None,2018-06-13 05:15:00,159.0, None, 100.0,24
10.4, None,0.0,2.5, None,2018-06-13 05:30:00,164.0, None, 100.0,24
10.7, None,0.0,3.0, None,2018-06-13 05:45:00,201.0, None, 100.0,24
10.7, 1.0,0.25,7.1, None,2018-06-13 06:00:00,169.0, None, 100.0,24
10.7, None,0.25,6.3, None,2018-06-13 06:15:00,147.0, None, 100.0,24
10.9, None,0.0,4.3, None,2018-06-13 06:30:00,151.0, None, 99.0,24
11.4, None,0.25,8.1, None,2018-06-13 06:45:00,146.0, None, 97.0,24
11.4, 0.0,0.0,9.2, None,2018-06-13 07:00:00,159.0, None, 97.0,24
11.7, None,0.0,6.6, None,2018-06-13 07:15:00,151.0, None, 97.0,24
11.9, None,0.0,7.0, None,2018-06-13 07:30:00,165.0, None, 96.0,24
11.9, None,0.0,10.1, None,2018-06-13 07:45:00,174.0, None, 95.0,24
12.0, 0.0,0.0,11.6, None,2018-06-13 08:00:00,167.0, None, 95.0,24
11.8, None,0.0,10.3, None,2018-06-13 08:15:00,177.0, None, 93.0,24
12.2, None,0.0,10.0, None,2018-06-13 08:30:00,178.0, None, 92.0,24
12.6, None,0.0,8.5, None,2018-06-13 08:45:00,149.0, None, 86.0,24
12.5, -1.0,0.0,7.9, None,2018-06-13 09:00:00,306.0, None, 86.0,24
13.9, None,0.0,7.0, None,2018-06-13 09:15:00,243.0, None, 80.0,24
14.8, None,0.0,8.7, None,2018-06-13 09:30:00,264.0, None, 68.0,24
15.6, None,0.0,10.5, None,2018-06-13 09:45:00,295.0, None, 66.0,24
14.8, 0.0,0.0,8.2, None,2018-06-13 10:00:00,281.0, None, 79.0,24
16.2, None,0.0,10.9, None,2018-06-13 10:15:00,266.0, None, 61.0,24
16.9, None,0.0,9.6, None,2018-06-13 10:30:00,292.0, None, 58.0,24
16.4, None,0.0,12.6, None,2018-06-13 10:45:00,273.0, None, 59.0,24
15.9, -1.0,0.0,10.9, None,2018-06-13 11:00:00,290.0, None, 65.0,24
15.3, None,0.0,12.8, None,2018-06-13 11:15:00,272.0, None, 63.0,24
15.5, None,0.0,10.5, None,2018-06-13 11:30:00,247.0, None, 60.0,24
16.2, None,0.0,11.0, None,2018-06-13 11:45:00,203.0, None, 63.0,24
16.1, 0.0,0.0,10.9, None,2018-06-13 12:00:00,279.0, None, 58.0,24
16.4, None,0.0,9.8, None,2018-06-13 12:15:00,267.0, None, 57.0,24
17.4, None,0.0,9.7, None,2018-06-13 12:30:00,301.0, None, 53.0,24
17.0, None,0.0,9.8, None,2018-06-13 12:45:00,300.0, None, 55.0,24
16.1, -1.0,0.0,18.3, None,2018-06-13 13:00:00,310.0, None, 58.0,24
17.6, None,0.0,15.5, None,2018-06-13 13:15:00,299.0, None, 54.0,24
17.5, None,0.0,22.9, None,2018-06-13 13:30:00,310.0, None, 51.0,24
17.3, None,0.0,20.7, None,2018-06-13 13:45:00,312.0, None, 55.0,24
16.5, -1.0,0.0,19.5, None,2018-06-13 14:00:00,315.0, None, 55.0,24
15.9, None,0.0,18.9, None,2018-06-13 14:15:00,311.0, None, 55.0,24
16.6, None,0.0,11.4, None,2018-06-13 14:30:00,289.0, None, 53.0,24
16.5, None,0.0,11.7, None,2018-06-13 14:45:00,278.0, None, 51.0,24
17.5, 1.0,0.0,15.2, None,2018-06-13 15:00:00,300.0, None, 51.0,24
18.0, None,0.0,12.3, None,2018-06-13 15:15:00,269.0, None, 50.0,24
18.1, None,0.0,10.8, None,2018-06-13 15:30:00,264.0, None, 46.0,24
17.7, None,0.0,11.6, None,2018-06-13 15:45:00,273.0, None, 46.0,24
17.5, 0.0,0.0,14.5, None,2018-06-13 16:00:00,287.0, None, 50.0,24
17.3, None,0.0,14.1, None,2018-06-13 16:15:00,277.0, None, 48.0,24
17.1, None,0.0,11.6, None,2018-06-13 16:30:00,278.0, None, 49.0,24
16.5, None,0.0,9.9, None,2018-06-13 16:45:00,286.0, None, 53.0,24
16.3, 0.0,0.0,11.5, None,2018-06-13 17:00:00,275.0, None, 55.0,24
16.1, None,0.0,8.6, None,2018-06-13 17:15:00,291.0, None, 58.0,24
16.0, None,0.0,7.2, None,2018-06-13 17:30:00,229.0, None, 62.0,24
15.9, None,0.0,9.0, None,2018-06-13 17:45:00,307.0, None, 56.0,24
15.8, 0.0,0.0,10.2, None,2018-06-13 18:00:00,270.0, None, 57.0,24
15.2, None,0.0,11.9, None,2018-06-13 18:15:00,258.0, None, 62.0,24
14.0, None,0.0,9.3, None,2018-06-13 18:30:00,266.0, None, 66.0,24
13.5, None,0.0,6.7, None,2018-06-13 18:45:00,319.0, None, 66.0,24
14.3, 0.0,0.0,6.1, None,2018-06-13 19:00:00,194.0, None, 64.0,24
14.3, None,0.0,7.3, None,2018-06-13 19:15:00,219.0, None, 64.0,24
13.0, None,0.0,5.8, None,2018-06-13 19:30:00,241.0, None, 71.0,24
12.5, None,0.0,7.4, None,2018-06-13 19:45:00,266.0, None, 70.0,24
12.3, 1.0,0.0,6.6, None,2018-06-13 20:00:00,240.0, None, 71.0,24
11.8, None,0.0,8.5, None,2018-06-13 20:15:00,187.0, None, 76.0,24
11.4, None,0.0,9.0, None,2018-06-13 20:30:00,173.0, None, 77.0,24
11.0, None,0.0,8.9, None,2018-06-13 20:45:00,250.0, None, 75.0,24
10.9, 0.0,0.0,6.9, None,2018-06-13 21:00:00,216.0, None, 81.0,24
10.5, None,0.0,11.3, None,2018-06-13 21:15:00,169.0, None, 79.0,24
9.8, None,0.0,6.5, None,2018-06-13 21:30:00,180.0, None, 85.0,24
9.3, None,0.0,8.9, None,2018-06-13 21:45:00,180.0, None, 88.0,24
9.1, 1.0,0.0,12.0, None,2018-06-13 22:00:00,175.0, None, 88.0,24
9.3, None,0.0,10.6, None,2018-06-13 22:15:00,165.0, None, 86.0,24
9.6, None,0.0,12.3, None,2018-06-13 22:30:00,177.0, None, 84.0,24
9.3, None,0.0,10.4, None,2018-06-13 22:45:00,169.0, None, 87.0,24
9.1, 1.0,0.0,12.6, None,2018-06-13 23:00:00,170.0, None, 87.0,24
8.7, None,0.0,12.4, None,2018-06-13 23:15:00,173.0, None, 89.0,24
8.3, None,0.0,10.7, None,2018-06-13 23:30:00,185.0, None, 91.0,24
7.9, None,0.0,9.9, None,2018-06-13 23:45:00,180.0, None, 93.0,24
7.6, 0.0,0.0,10.9, None,2018-06-14 00:00:00,180.0, None, 94.0,24
7.4, None,0.0,10.3, None,2018-06-14 00:15:00,172.0, None, 94.0,24
7.3, None,0.0,9.8, None,2018-06-14 00:30:00,165.0, None, 94.0,24
7.0, None,0.0,7.2, None,2018-06-14 00:45:00,179.0, None, 95.0,24
7.1, -1.0,0.0,8.6, None,2018-06-14 01:00:00,197.0, None, 94.0,24
6.8, None,0.0,10.2, None,2018-06-14 01:15:00,199.0, None, 95.0,24
6.6, None,0.0,10.8, None,2018-06-14 01:30:00,189.0, None, 96.0,24
6.5, None,0.0,10.4, None,2018-06-14 01:45:00,183.0, None, 96.0,24
6.3, 0.0,0.0,8.7, None,2018-06-14 02:00:00,184.0, None, 97.0,24
6.2, None,0.0,9.9, None,2018-06-14 02:15:00,184.0, None, 97.0,24
6.1, None,0.0,10.1, None,2018-06-14 02:30:00,176.0, None, 98.0,24
6.2, None,0.0,11.1, None,2018-06-14 02:45:00,190.0, None, 98.0,24
6.0, 0.0,0.0,5.9, None,2018-06-14 03:00:00,177.0, None, 98.0,24
5.9, None,0.0,5.7, None,2018-06-14 03:15:00,165.0, None, 98.0,24
5.8, None,0.0,4.4, None,2018-06-14 03:30:00,153.0, None, 98.0,24
5.9, None,0.0,6.1, None,2018-06-14 03:45:00,185.0, None, 98.0,24
5.8, 0.0,0.0,8.6, None,2018-06-14 04:00:00,176.0, None, 98.0,24
5.6, None,0.0,8.4, None,2018-06-14 04:15:00,196.0, None, 98.0,24
5.2, None,0.0,7.8, None,2018-06-14 04:30:00,195.0, None, 98.0,24
5.3, None,0.0,7.7, None,2018-06-14 04:45:00,166.0, None, 99.0,24
5.6, 0.0,0.0,8.0, None,2018-06-14 05:00:00,180.0, None, 99.0,24
5.6, None,0.0,6.9, None,2018-06-14 05:15:00,191.0, None, 99.0,24
5.5, None,0.0,8.4, None,2018-06-14 05:30:00,183.0, None, 98.0,24
6.9, None,0.0,4.1, None,2018-06-14 05:45:00,153.0, None, 98.0,24
8.3, 0.0,0.0,5.0, None,2018-06-14 06:00:00,163.0, None, 91.0,24
9.8, None,0.0,8.6, None,2018-06-14 06:15:00,175.0, None, 83.0,24
10.8, None,0.0,9.1, None,2018-06-14 06:30:00,160.0, None, 80.0,24
11.6, None,0.0,6.9, None,2018-06-14 06:45:00,148.0, None, 78.0,24
12.7, -1.0,0.0,8.5, None,2018-06-14 07:00:00,144.0, None, 72.0,24
13.9, None,0.0,7.8, None,2018-06-14 07:15:00,159.0, None, 69.0,24
14.8, None,0.0,11.5, None,2018-06-14 07:30:00,289.0, None, 65.0,24
15.6, None,0.0,11.5, None,2018-06-14 07:45:00,304.0, None, 56.0,24
16.2, 1.0,0.0,9.1, None,2018-06-14 08:00:00,271.0, None, 59.0,24
16.5, None,0.0,5.8, None,2018-06-14 08:15:00,17.0, None, 52.0,24
16.9, None,0.0,5.5, None,2018-06-14 08:30:00,95.0, None, 55.0,24
16.5, None,0.0,8.9, None,2018-06-14 08:45:00,208.0, None, 59.0,24
