wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
305.0, 86.0, 3.5, 0.0, -5.2, 7.1, -3.2, -1.8, 25.0, 0.0, 0.2, 79.0,2022-03-12 00:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0, 79.0, 7.1, 0.0, -5.0, 3.8, -1.8, -2.3, 305.0, 0.0, 0.2, 83.0,2022-03-12 01:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243.0, 83.0, 3.8, 0.0, -4.8, 5.2, -2.3, -2.2, 205.0, 0.0, 0.2, 80.0,2022-03-12 02:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283.0, 80.0, 5.2, 0.0, -5.2, 5.8, -2.2, -1.8, 243.0, 0.0, 0.2, 78.0,2022-03-12 03:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.0, 78.0, 5.8, 0.0, -5.1, 5.8, -1.8, -2.2, 283.0, 0.0, 0.2, 81.0,2022-03-12 04:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.0, 81.0, 5.8, 0.0, -5.0, 6.6, -2.2, -2.2, 247.0, 0.0, 0.2, 80.0,2022-03-12 05:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.0, 80.0, 6.6, 0.0, -5.2, 5.8, -2.2, -2.9, 235.0, 0.0, 0.2, 89.0,2022-03-12 06:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.0, 89.0, 5.8, 0.0, -4.5, 5.5, -2.9, -2.0, 240.0, 0.0, 0.2, 85.0,2022-03-12 07:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191.0, 85.0, 5.5, 0.0, -4.2, 5.7, -2.0, -1.5, 244.0, 0.0, 0.2, 88.0,2022-03-12 08:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0, None, None, 0.0, None, 8.4, None, -1.3, None, None, None, 91.0,2022-03-12 09:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0, None, None, 0.4, None, 7.6, None, -0.8, None, None, None, 88.0,2022-03-12 10:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0, None, None, 0.2, None, 5.1, None, 0.5, None, None, None, 83.0,2022-03-12 11:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0, None, None, 0.0, None, 5.5, None, 1.9, None, None, None, 78.0,2022-03-12 12:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0, None, None, 0.0, None, 3.3, None, 2.1, None, None, None, 76.0,2022-03-12 13:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0, None, None, 0.0, None, 4.7, None, 1.3, None, None, None, 75.0,2022-03-12 14:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0, None, None, 0.0, None, 6.3, None, 0.1, None, None, None, 71.0,2022-03-12 15:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0, 71.0, 6.3, 0.0, -4.5, 7.0, 0.1, -1.5, 91.0, 0.0, 0.8, 73.0,2022-03-12 16:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0, 73.0, None, 0.0, -5.7, 5.4, -1.5, -2.3, 61.0, 0.0, 0.6, 75.0,2022-03-12 17:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0, 75.0, 5.4, 0.0, -6.1, 5.1, -2.3, -2.5, 51.0, 0.0, 0.6, 78.0,2022-03-12 18:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0, None, None, 0.0, None, 8.2, None, -2.4, None, None, None, 77.0,2022-03-12 19:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0, None, None, 0.0, None, 5.2, None, -2.2, None, None, None, 78.0,2022-03-12 20:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0, None, None, 0.0, None, 3.0, None, -2.2, None, None, None, 78.0,2022-03-12 21:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0, None, None, 0.0, None, 4.9, None, -3.0, None, None, None, 80.0,2022-03-12 22:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0, None, None, 0.0, None, 7.1, None, -4.2, None, None, None, 82.0,2022-03-13 00:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0, None, None, 0.0, None, 5.9, None, -5.1, None, None, None, 84.0,2022-03-13 01:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352.0, None, None, 0.0, None, 5.5, None, -6.2, None, None, None, 86.0,2022-03-13 03:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0, None, None, 0.0, None, 6.3, None, -6.2, None, None, None, 92.0,2022-03-13 04:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0, None, None, 0.0, None, 2.8, None, -5.7, None, None, None, 93.0,2022-03-13 05:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0, None, None, 0.0, None, 6.2, None, -6.0, None, None, None, 88.0,2022-03-13 06:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0, None, None, 0.0, None, 4.9, None, -3.0, None, None, None, 82.0,2022-03-13 07:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0, None, None, 0.0, None, 3.5, None, 0.1, None, None, None, 74.0,2022-03-13 08:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0, None, None, 0.0, None, 6.7, None, 2.3, None, None, None, 67.0,2022-03-13 09:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254.0, 74.0, 3.5, 0.0, -4.0, 8.8, 0.1, 3.4, 173.0, 0.0, 0.6, 60.0,2022-03-13 10:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.0, 67.0, 6.7, 0.0, -3.2, 11.3, 2.3, 5.9, 121.0, 0.0, 0.6, 49.0,2022-03-13 11:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0, 60.0, 8.8, 0.0, -3.6, 16.2, 3.4, 7.3, 254.0, 0.0, 0.2, 41.0,2022-03-13 12:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.0, 49.0, 11.3, 0.0, -4.0, 14.8, 5.9, 6.8, 215.0, 0.0, 0.0, 42.0,2022-03-13 13:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0, 41.0, 16.2, 0.0, -5.1, 6.9, 7.3, 5.7, 200.0, 0.0, 0.0, 51.0,2022-03-13 14:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0, 42.0, 14.8, 0.0, -5.2, 10.0, 6.8, 5.8, 209.0, 0.0, 0.0, 54.0,2022-03-13 15:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0, 51.0, 6.9, 0.0, -3.6, 2.5, 5.7, 3.4, 157.0, 0.0, 0.0, 66.0,2022-03-13 16:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250.0, 54.0, None, 0.0, -2.8, 4.1, 5.8, 2.3, 103.0, 0.0, 0.0, 62.0,2022-03-13 17:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.0, 66.0, 2.5, 0.0, -2.3, 4.9, 3.4, 1.0, 101.0, 0.0, 0.0, 67.0,2022-03-13 18:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0, 62.0, 4.1, 0.0, -4.2, 8.4, 2.3, 1.4, 250.0, 0.0, 0.0, 65.0,2022-03-13 19:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.0, 67.0, 4.9, 0.0, -4.4, 7.7, 1.0, 1.4, 233.0, 0.0, 0.0, 65.0,2022-03-13 20:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0, 65.0, 8.4, 0.0, -4.5, 3.4, 1.4, 0.8, 184.0, 0.0, 0.0, 72.0,2022-03-13 21:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0, 65.0, 7.7, 0.0, -4.5, 2.3, 1.4, -0.3, 215.0, 0.0, 0.0, 77.0,2022-03-13 22:00:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
