RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
74.5, None, None, None,8.14,59.84, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.346, None, None, None, None,16.51, None, None, None, None,2018-01-08 00:00:00, None,2
74.5, None, None, None,8.01,63.58, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.346, None, None, None, None,17.06, None, None, None, None,2018-01-08 01:00:00, None,2
74.6, None, None, None,10.37,65.91, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.231, None, None, None, None,16.32, None, None, None, None,2018-01-08 02:00:00, None,2
74.6, None, None, None,7.66,68.92, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.24, None, None, None, None,23.72, None, None, None, None,2018-01-08 03:00:00, None,2
74.5, None, None, None,9.1,59.89, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.28, None, None, None, None,18.32, None, None, None, None,2018-01-08 04:00:00, None,2
74.5, None, None, None,9.67,62.87, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.269, None, None, None, None,17.67, None, None, None, None,2018-01-08 05:00:00, None,2
74.4, None, None, None,11.04,55.16, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.328, None, None, None, None,13.32, None, None, None, None,2018-01-08 06:00:00, None,2
74.5, None, None, None,10.41,57.36, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.308, None, None, None, None,13.71, None, None, None, None,2018-01-08 07:00:00, None,2
74.5, None, None, None,12.34,54.76, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.317, None, None, None, None,11.88, None, None, None, None,2018-01-08 08:00:00, None,2
74.6, None, None, None,13.9,57.22, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.25, None, None, None, None,12.16, None, None, None, None,2018-01-08 09:00:00, None,2
74.9, None, None, None,11.94,62.72, None, None, -5.0, None, None, None, None, None, None, None, None, None, -2.039, None, None, None, None,17.32, None, None, None, None,2018-01-08 10:00:00, None,2
75.3, None, None, None,10.37,58.82, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.826, None, None, None, None,14.68, None, None, None, None,2018-01-08 11:00:00, None,2
75.8, None, None, None,8.38,63.63, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.613, None, None, None, None,15.88, None, None, None, None,2018-01-08 12:00:00, None,2
76.2, None, None, None,6.446,57.85, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.431, None, None, None, None,16.06, None, None, None, None,2018-01-08 13:00:00, None,2
76.5, None, None, None,10.08,60.45, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.372, None, None, None, None,13.11, None, None, None, None,2018-01-08 14:00:00, None,2
76.5, None, None, None,8.52,61.8, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.423, None, None, None, None,13.46, None, None, None, None,2018-01-08 15:00:00, None,2
76.4, None, None, None,10.24,55.21, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.567, None, None, None, None,10.63, None, None, None, None,2018-01-08 16:00:00, None,2
75.9, None, None, None,13.84,58.71, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.778, None, None, None, None,12.81, None, None, None, None,2018-01-08 17:00:00, None,2
74.9, None, None, None,14.26,54.12, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.2, None, None, None, None,10.34, None, None, None, None,2018-01-08 18:00:00, None,2
74.8, None, None, None,11.63,55.7, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.316, None, None, None, None,13.29, None, None, None, None,2018-01-08 19:00:00, None,2
74.8, None, None, None,6.914,54.95, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.328, None, None, None, None,19.52, None, None, None, None,2018-01-08 20:00:00, None,2
74.9, None, None, None,13.55,50.61, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.278, None, None, None, None,11.1, None, None, None, None,2018-01-08 21:00:00, None,2
75.4, None, None, None,13.56,59.46, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.971, None, None, None, None,17.15, None, None, None, None,2018-01-08 22:00:00, None,2
75.5, None, None, None,13.33,55.87, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.855, None, None, None, None,12.95, None, None, None, None,2018-01-08 23:00:00, None,2
75.5, None, None, None,12.79,53.98, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.828, None, None, None, None,11.34, None, None, None, None,2018-01-09 00:00:00, None,2
75.5, None, None, None,11.48,51.44, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.836, None, None, None, None,10.56, None, None, None, None,2018-01-09 01:00:00, None,2
75.9, None, None, None,15.4,53.01, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.615, None, None, None, None,11.6, None, None, None, None,2018-01-09 02:00:00, None,2
76.0, None, None, None,10.38,62.71, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.546, None, None, None, None,15.8, None, None, None, None,2018-01-09 03:00:00, None,2
76.3, None, None, None,9.34,62.86, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.461, None, None, None, None,14.78, None, None, None, None,2018-01-09 04:00:00, None,2
76.4, None, None, None,8.96,60.73, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.47, None, None, None, None,15.88, None, None, None, None,2018-01-09 05:00:00, None,2
76.0, None, None, None,6.381,56.79, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.681, None, None, None, None,13.66, None, None, None, None,2018-01-09 06:00:00, None,2
75.9, None, None, None,4.155,58.44, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.692, None, None, None, None,22.14, None, None, None, None,2018-01-09 07:00:00, None,2
76.3, None, None, None,4.475,66.09, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.489, None, None, None, None,8.62, None, None, None, None,2018-01-09 08:00:00, None,2
76.6, None, None, None,0.325,70.4, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.373, None, None, None, None,0.475, None, None, None, None,2018-01-09 09:00:00, None,2
77.2, None, None, None,0.0,213.4, None, None, -4.0, None, None, None, None, None, None, None, None, None, -1.144, None, None, None, None,75.5, None, None, None, None,2018-01-09 10:00:00, None,2
77.8, None, None, None,0.0,229.9, None, None, -4.0, None, None, None, None, None, None, None, None, None, -1.047, None, None, None, None,72.1, None, None, None, None,2018-01-09 11:00:00, None,2
78.0, None, None, None,0.003,325.1, None, None, -4.0, None, None, None, None, None, None, None, None, None, -1.087, None, None, None, None,67.08, None, None, None, None,2018-01-09 12:00:00, None,2
79.0, None, None, None,0.003,250.5, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.798, None, None, None, None,65.24, None, None, None, None,2018-01-09 13:00:00, None,2
80.2, None, None, None,0.014,266.5, None, None, -3.0, None, None, None, None, None, None, None, None, None, -0.557, None, None, None, None,33.3, None, None, None, None,2018-01-09 14:00:00, None,2
78.9, None, None, None,0.002,259.5, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.913, None, None, None, None,36.33, None, None, None, None,2018-01-09 15:00:00, None,2
77.8, None, None, None,0.002,270.1, None, None, -4.0, None, None, None, None, None, None, None, None, None, -1.151, None, None, None, None,39.6, None, None, None, None,2018-01-09 16:00:00, None,2
77.3, None, None, None,0.0,203.6, None, None, -4.0, None, None, None, None, None, None, None, None, None, -1.334, None, None, None, None,37.98, None, None, None, None,2018-01-09 17:00:00, None,2
77.3, None, None, None,2.526,198.6, None, None, -4.0, None, None, None, None, None, None, None, None, None, -1.375, None, None, None, None,43.54, None, None, None, None,2018-01-09 18:00:00, None,2
76.6, None, None, None,2.615,216.1, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.518, None, None, None, None,46.04, None, None, None, None,2018-01-09 19:00:00, None,2
76.4, None, None, None,3.735,199.4, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.586, None, None, None, None,40.6, None, None, None, None,2018-01-09 20:00:00, None,2
76.0, None, None, None,2.195,201.0, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.721, None, None, None, None,50.86, None, None, None, None,2018-01-09 21:00:00, None,2
75.9, None, None, None,2.176,226.4, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.778, None, None, None, None,48.71, None, None, None, None,2018-01-09 22:00:00, None,2
75.5, None, None, None,3.286,224.7, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.875, None, None, None, None,39.6, None, None, None, None,2018-01-09 23:00:00, None,2
75.2, None, None, None,3.859,239.2, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.961, None, None, None, None,32.26, None, None, None, None,2018-01-10 00:00:00, None,2
75.0, None, None, None,4.389,247.4, None, None, -5.0, None, None, None, None, None, None, None, None, None, -2.095, None, None, None, None,28.76, None, None, None, None,2018-01-10 01:00:00, None,2
74.7, None, None, None,4.323,241.8, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.259, None, None, None, None,28.41, None, None, None, None,2018-01-10 02:00:00, None,2
74.2, None, None, None,6.013,225.3, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.616, None, None, None, None,26.83, None, None, None, None,2018-01-10 03:00:00, None,2
74.1, None, None, None,5.052,231.9, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.78, None, None, None, None,21.48, None, None, None, None,2018-01-10 04:00:00, None,2
74.0, None, None, None,4.617,250.7, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.847, None, None, None, None,26.15, None, None, None, None,2018-01-10 05:00:00, None,2
