pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
5.0, None,649.0, None, -4.3,-4.2, 105.0, None, None, 0.0, 330.0, None,2021-01-01 00:00:00, None,1
5.0, None,649.0, None, -4.1,-4.0, 104.0, None, None, 0.0, 330.0, None,2021-01-01 01:00:00, None,1
4.0, None,649.0, None, -4.2,-4.1, 104.0, None, None, 0.0, 330.0, None,2021-01-01 02:00:00, None,1
3.0, None,649.0, None, -4.2,-4.1, 105.0, None, None, 0.0, 330.0, None,2021-01-01 03:00:00, None,1
2.0, None,649.0, None, -4.6,-4.6, 105.0, None, None, 0.0, 332.0, None,2021-01-01 04:00:00, None,1
2.0, None,650.0, None, -4.5,-4.5, 95.0, None, None, 1.0, 333.0, None,2021-01-01 05:00:00, None,1
3.0, None,651.0, None, -4.3,-4.2, 105.0, None, None, 1.0, 334.0, None,2021-01-01 06:00:00, None,1
4.0, None,652.0, None, -4.0,-3.9, 102.0, None, None, 1.0, 335.0, None,2021-01-01 07:00:00, None,1
4.0, None,652.0, None, -3.7,-3.7, 103.0, None, None, 0.0, 335.0, None,2021-01-01 08:00:00, None,1
4.0, None,652.0, None, -3.5,-3.4, 107.0, None, None, 0.0, 335.0, None,2021-01-01 09:00:00, None,1
4.0, None,652.0, None, -3.2,-3.2, 107.0, None, None, 0.0, 335.0, None,2021-01-01 10:00:00, None,1
5.0, None,653.0, None, -3.0,-2.9, 105.0, None, None, 1.0, 337.0, None,2021-01-01 11:00:00, None,1
5.0, None,653.0, None, -2.6,-2.5, 102.0, None, None, 0.0, 337.0, None,2021-01-01 12:00:00, None,1
4.0, None,653.0, None, -2.4,-2.2, 100.0, None, None, 0.0, 337.0, None,2021-01-01 13:00:00, None,1
