AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
-7.0, None, 680.0,2023-03-05 09:45:00, None, None,10
-6.5, None, 680.0,2023-03-05 10:00:00, None, None,10
-6.5, None, 680.0,2023-03-05 10:15:00, None, None,10
-6.1, None, 680.0,2023-03-05 10:30:00, None, None,10
-6.4, None, 680.0,2023-03-05 10:45:00, None, None,10
-6.6, None, 680.0,2023-03-05 11:00:00, None, None,10
-6.2, None, 680.0,2023-03-05 11:15:00, None, None,10
-6.0, None, 680.0,2023-03-05 11:30:00, None, None,10
-5.3, None, 680.0,2023-03-05 11:45:00, None, None,10
-4.8, None, 680.0,2023-03-05 12:00:00, None, None,10
-5.7, None, 680.0,2023-03-05 12:15:00, None, None,10
-5.6, None, 680.0,2023-03-05 12:30:00, None, None,10
-6.1, None, 680.0,2023-03-05 12:45:00, None, None,10
-5.8, None, 680.0,2023-03-05 13:00:00, None, None,10
-5.5, None, 680.0,2023-03-05 13:15:00, None, None,10
-5.4, None, 680.0,2023-03-05 13:30:00, None, None,10
-5.6, None, 680.0,2023-03-05 13:45:00, None, None,10
-5.6, None, 680.0,2023-03-05 14:00:00, None, None,10
-5.6, None, 680.0,2023-03-05 14:15:00, None, None,10
-5.6, None, 680.0,2023-03-05 14:30:00, None, None,10
-6.0, None, 680.0,2023-03-05 14:45:00, None, None,10
-6.1, None, 680.0,2023-03-05 15:00:00, None, None,10
-6.3, None, 680.0,2023-03-05 15:15:00, None, None,10
-6.5, None, 680.0,2023-03-05 15:30:00, None, None,10
-6.6, None, 680.0,2023-03-05 15:45:00, None, None,10
-6.7, None, 680.0,2023-03-05 16:00:00, None, None,10
-6.9, None, 680.0,2023-03-05 16:15:00, None, None,10
-6.8, None, 680.0,2023-03-05 16:30:00, None, None,10
-6.9, None, 680.0,2023-03-05 16:45:00, None, None,10
-7.3, None, 680.0,2023-03-05 17:00:00, None, None,10
-7.6, None, 680.0,2023-03-05 17:15:00, None, None,10
-7.8, None, 680.0,2023-03-05 17:30:00, None, None,10
-8.2, None, 680.0,2023-03-05 17:45:00, None, None,10
-8.4, None, 680.0,2023-03-05 18:00:00, None, None,10
-8.5, None, 680.0,2023-03-05 18:15:00, None, None,10
-8.9, None, 680.0,2023-03-05 18:30:00, None, None,10
-9.2, None, 680.0,2023-03-05 18:45:00, None, None,10
-8.8, None, 680.0,2023-03-05 19:00:00, None, None,10
-9.1, None, 680.0,2023-03-05 19:15:00, None, None,10
-9.1, None, 680.0,2023-03-05 19:30:00, None, None,10
-9.2, None, 680.0,2023-03-05 19:45:00, None, None,10
-9.2, None, 680.0,2023-03-05 20:00:00, None, None,10
-9.3, None, 680.0,2023-03-05 20:15:00, None, None,10
-9.3, None, 680.0,2023-03-05 20:30:00, None, None,10
-9.5, None, 680.0,2023-03-05 20:45:00, None, None,10
-9.4, None, 680.0,2023-03-05 21:00:00, None, None,10
-9.4, None, 680.0,2023-03-05 21:15:00, None, None,10
-9.5, None, 680.0,2023-03-05 21:30:00, None, None,10
-9.5, None, 680.0,2023-03-05 21:45:00, None, None,10
-9.7, None, 680.0,2023-03-05 22:00:00, None, None,10
-9.9, None, 680.0,2023-03-05 22:15:00, None, None,10
-10.2, None, 680.0,2023-03-05 22:30:00, None, None,10
-10.5, None, 680.0,2023-03-05 22:45:00, None, None,10
-10.7, None, 680.0,2023-03-05 23:00:00, None, None,10
-11.0, None, 680.0,2023-03-05 23:15:00, None, None,10
-11.4, None, 681.0,2023-03-05 23:30:00, None, None,10
-11.5, None, 680.0,2023-03-05 23:45:00, None, None,10
-11.4, 3.8, 680.0,2023-03-06 00:00:00, None, -4.6,10
-11.4, None, 680.0,2023-03-06 00:15:00, None, None,10
-11.5, None, 680.0,2023-03-06 00:30:00, None, None,10
-11.7, None, 680.0,2023-03-06 00:45:00, None, None,10
-11.7, None, 680.0,2023-03-06 01:00:00, None, None,10
-11.5, None, 680.0,2023-03-06 01:15:00, None, None,10
-11.3, None, 680.0,2023-03-06 01:30:00, None, None,10
-11.2, None, 680.0,2023-03-06 01:45:00, None, None,10
-11.1, None, 680.0,2023-03-06 02:00:00, None, None,10
-11.0, None, 680.0,2023-03-06 02:15:00, None, None,10
-11.1, None, 680.0,2023-03-06 02:30:00, None, None,10
-11.3, None, 680.0,2023-03-06 02:45:00, None, None,10
-11.3, None, 680.0,2023-03-06 03:00:00, None, None,10
-11.3, None, 680.0,2023-03-06 03:15:00, None, None,10
-11.2, None, 680.0,2023-03-06 03:30:00, None, None,10
-11.2, None, 680.0,2023-03-06 03:45:00, None, None,10
-11.2, None, 680.0,2023-03-06 04:00:00, None, None,10
-11.2, None, 680.0,2023-03-06 04:15:00, None, None,10
-11.1, None, 680.0,2023-03-06 04:30:00, None, None,10
-11.0, None, 680.0,2023-03-06 04:45:00, None, None,10
-10.9, None, 680.0,2023-03-06 05:00:00, None, None,10
-10.9, None, 680.0,2023-03-06 05:15:00, None, None,10
-10.8, None, 680.0,2023-03-06 05:30:00, None, None,10
-10.9, None, 680.0,2023-03-06 05:45:00, None, None,10
-11.0, None, 680.0,2023-03-06 06:00:00, None, None,10
-11.1, None, 680.0,2023-03-06 06:15:00, None, None,10
-11.2, None, 680.0,2023-03-06 06:30:00, None, None,10
-11.3, None, 680.0,2023-03-06 06:45:00, None, None,10
-11.1, None, 680.0,2023-03-06 07:00:00, None, None,10
-11.1, None, 680.0,2023-03-06 07:15:00, None, None,10
-11.0, None, 680.0,2023-03-06 07:30:00, None, None,10
-10.8, None, 680.0,2023-03-06 07:45:00, None, None,10
-10.6, None, 681.0,2023-03-06 08:00:00, None, None,10
-10.3, None, 681.0,2023-03-06 08:15:00, None, None,10
-10.4, None, 681.0,2023-03-06 08:30:00, None, None,10
-10.0, None, 680.0,2023-03-06 08:45:00, None, None,10
-9.6, None, 680.0,2023-03-06 09:00:00, None, None,10
-9.4, None, 680.0,2023-03-06 09:15:00, None, None,10
-9.4, None, 683.0,2023-03-06 09:30:00, None, None,10
-9.3, None, 683.0,2023-03-06 09:45:00, None, None,10
-8.9, None, 683.0,2023-03-06 10:00:00, None, None,10
-8.8, None, 683.0,2023-03-06 10:15:00, None, None,10
-8.6, None, 683.0,2023-03-06 10:30:00, None, None,10
-8.0, None, 683.0,2023-03-06 10:45:00, None, None,10
-7.5, None, 683.0,2023-03-06 11:00:00, None, None,10
-6.7, None, 683.0,2023-03-06 11:15:00, None, None,10
-6.9, None, 683.0,2023-03-06 11:30:00, None, None,10
-6.9, None, 683.0,2023-03-06 11:45:00, None, None,10
-5.8, None, 683.0,2023-03-06 12:00:00, None, None,10
-5.3, None, 683.0,2023-03-06 12:15:00, None, None,10
-6.3, None, 683.0,2023-03-06 12:30:00, None, None,10
-5.8, None, 683.0,2023-03-06 12:45:00, None, None,10
-5.3, None, 683.0,2023-03-06 13:00:00, None, None,10
-5.4, None, 683.0,2023-03-06 13:15:00, None, None,10
-4.5, None, 683.0,2023-03-06 13:30:00, None, None,10
-4.7, None, 683.0,2023-03-06 13:45:00, None, None,10
-4.6, None, 683.0,2023-03-06 14:00:00, None, None,10
-5.3, None, 683.0,2023-03-06 14:15:00, None, None,10
-5.3, None, 683.0,2023-03-06 14:30:00, None, None,10
-5.9, None, 683.0,2023-03-06 14:45:00, None, None,10
-6.3, None, 683.0,2023-03-06 15:00:00, None, None,10
-5.5, None, 683.0,2023-03-06 15:15:00, None, None,10
-5.1, None, 683.0,2023-03-06 15:30:00, None, None,10
-4.6, None, 683.0,2023-03-06 15:45:00, None, None,10
-4.9, None, 683.0,2023-03-06 16:00:00, None, None,10
-4.7, None, 683.0,2023-03-06 16:15:00, None, None,10
-4.6, None, 683.0,2023-03-06 16:30:00, None, None,10
-5.3, None, 683.0,2023-03-06 16:45:00, None, None,10
-6.0, None, 683.0,2023-03-06 17:00:00, None, None,10
-5.7, None, 683.0,2023-03-06 17:15:00, None, None,10
-5.9, None, 683.0,2023-03-06 17:30:00, None, None,10
-6.2, None, 683.0,2023-03-06 17:45:00, None, None,10
-6.7, None, 683.0,2023-03-06 18:00:00, None, None,10
-7.0, None, 683.0,2023-03-06 18:15:00, None, None,10
-7.1, None, 683.0,2023-03-06 18:30:00, None, None,10
-7.2, None, 683.0,2023-03-06 18:45:00, None, None,10
-7.3, None, 683.0,2023-03-06 19:00:00, None, None,10
-7.4, None, 683.0,2023-03-06 19:15:00, None, None,10
-7.5, None, 683.0,2023-03-06 19:30:00, None, None,10
-7.7, None, 683.0,2023-03-06 19:45:00, None, None,10
-7.8, None, 683.0,2023-03-06 20:00:00, None, None,10
-8.1, None, 683.0,2023-03-06 20:15:00, None, None,10
-8.2, None, 683.0,2023-03-06 20:30:00, None, None,10
-8.1, None, 683.0,2023-03-06 20:45:00, None, None,10
-8.2, None, 683.0,2023-03-06 21:00:00, None, None,10
-8.3, None, 683.0,2023-03-06 21:15:00, None, None,10
-8.3, None, 683.0,2023-03-06 21:30:00, None, None,10
-8.3, None, 683.0,2023-03-06 21:45:00, None, None,10
-8.5, None, 683.0,2023-03-06 22:00:00, None, None,10
-8.6, None, 683.0,2023-03-06 22:15:00, None, None,10
-8.7, None, 683.0,2023-03-06 22:30:00, None, None,10
-9.1, None, 683.0,2023-03-06 22:45:00, None, None,10
-9.4, None, 683.0,2023-03-06 23:00:00, None, None,10
-9.5, None, 683.0,2023-03-06 23:15:00, None, None,10
-9.7, None, 683.0,2023-03-06 23:30:00, None, None,10
-9.9, None, 683.0,2023-03-06 23:45:00, None, None,10
-9.9, 4.1, 683.0,2023-03-07 00:00:00, -10.8, -2.7,10
-9.8, None, 683.0,2023-03-07 00:15:00, None, None,10
-9.9, None, 683.0,2023-03-07 00:30:00, None, None,10
-10.2, None, 683.0,2023-03-07 00:45:00, None, None,10
-10.4, None, 683.0,2023-03-07 01:00:00, None, None,10
-10.3, None, 683.0,2023-03-07 01:15:00, None, None,10
-10.1, None, 683.0,2023-03-07 01:30:00, None, None,10
-9.9, None, 683.0,2023-03-07 01:45:00, None, None,10
-9.7, None, 683.0,2023-03-07 02:00:00, None, None,10
-9.7, None, 683.0,2023-03-07 02:15:00, None, None,10
-9.7, None, 683.0,2023-03-07 02:30:00, None, None,10
-9.8, None, 683.0,2023-03-07 02:45:00, None, None,10
-9.9, None, 683.0,2023-03-07 03:00:00, None, None,10
-9.8, None, 683.0,2023-03-07 03:15:00, None, None,10
-9.6, None, 683.0,2023-03-07 03:30:00, None, None,10
-9.7, None, 683.0,2023-03-07 03:45:00, None, None,10
-9.9, None, 683.0,2023-03-07 04:00:00, None, None,10
-10.2, None, 683.0,2023-03-07 04:15:00, None, None,10
-10.3, None, 683.0,2023-03-07 04:30:00, None, None,10
-10.0, None, 683.0,2023-03-07 04:45:00, None, None,10
-9.8, None, 683.0,2023-03-07 05:00:00, None, None,10
-10.2, None, 683.0,2023-03-07 05:15:00, None, None,10
-10.5, None, 683.0,2023-03-07 05:30:00, None, None,10
-10.5, None, 683.0,2023-03-07 05:45:00, None, None,10
-10.8, None, 683.0,2023-03-07 06:00:00, None, None,10
-11.0, None, 683.0,2023-03-07 06:15:00, None, None,10
-10.7, None, 683.0,2023-03-07 06:30:00, None, None,10
-10.5, None, 683.0,2023-03-07 06:45:00, None, None,10
-10.4, None, 683.0,2023-03-07 07:00:00, None, None,10
-10.1, None, 684.0,2023-03-07 07:15:00, None, None,10
-10.0, None, 683.0,2023-03-07 07:30:00, None, None,10
-9.8, None, 683.0,2023-03-07 07:45:00, None, None,10
-9.4, None, 683.0,2023-03-07 08:00:00, None, None,10
-8.5, None, 683.0,2023-03-07 08:15:00, None, None,10
-8.9, None, 683.0,2023-03-07 08:30:00, None, None,10
-8.7, None, 683.0,2023-03-07 08:45:00, None, None,10
-8.9, None, 683.0,2023-03-07 09:00:00, None, None,10
-8.6, None, 683.0,2023-03-07 09:15:00, None, None,10
-8.3, None, 683.0,2023-03-07 09:30:00, None, None,10
-7.6, None, 683.0,2023-03-07 09:45:00, None, None,10
-8.0, None, 683.0,2023-03-07 10:00:00, None, None,10
-6.6, None, 683.0,2023-03-07 10:15:00, None, None,10
-6.6, None, 683.0,2023-03-07 10:30:00, None, None,10
-7.0, None, 683.0,2023-03-07 10:45:00, None, None,10
-6.7, None, 683.0,2023-03-07 11:00:00, None, None,10
-6.4, None, 683.0,2023-03-07 11:15:00, None, None,10
-5.5, None, 683.0,2023-03-07 11:30:00, None, None,10
-5.6, None, 683.0,2023-03-07 11:45:00, None, None,10
-3.7, None, 683.0,2023-03-07 12:00:00, None, None,10
-4.4, None, 683.0,2023-03-07 12:15:00, None, None,10
-4.3, None, 683.0,2023-03-07 12:30:00, None, None,10
-2.7, None, 684.0,2023-03-07 12:45:00, None, None,10
-3.0, None, 683.0,2023-03-07 13:00:00, None, None,10
-3.8, None, 683.0,2023-03-07 13:15:00, None, None,10
-3.0, None, 683.0,2023-03-07 13:30:00, None, None,10
-4.1, None, 683.0,2023-03-07 13:45:00, None, None,10
-2.7, None, 683.0,2023-03-07 14:00:00, None, None,10
-3.3, None, 684.0,2023-03-07 14:15:00, None, None,10
-2.9, None, 683.0,2023-03-07 14:30:00, None, None,10
-2.7, None, 683.0,2023-03-07 14:45:00, None, None,10
-2.9, None, 683.0,2023-03-07 15:00:00, None, None,10
-2.9, None, 683.0,2023-03-07 15:15:00, None, None,10
-2.6, None, 683.0,2023-03-07 15:30:00, None, None,10
-2.8, None, 684.0,2023-03-07 15:45:00, None, None,10
-2.9, None, 684.0,2023-03-07 16:00:00, None, None,10
-2.8, None, 683.0,2023-03-07 16:15:00, None, None,10
-3.3, None, 684.0,2023-03-07 16:30:00, None, None,10
-3.7, None, 684.0,2023-03-07 16:45:00, None, None,10
-3.9, None, 683.0,2023-03-07 17:00:00, None, None,10
-4.8, None, 684.0,2023-03-07 17:15:00, None, None,10
-5.4, None, 684.0,2023-03-07 17:30:00, None, None,10
-5.7, None, 683.0,2023-03-07 17:45:00, None, None,10
-5.7, None, 684.0,2023-03-07 18:00:00, None, None,10
-5.6, None, 684.0,2023-03-07 18:15:00, None, None,10
-5.6, None, 684.0,2023-03-07 18:30:00, None, None,10
-5.8, None, 684.0,2023-03-07 18:45:00, None, None,10
-6.4, None, 684.0,2023-03-07 19:00:00, None, None,10
-6.6, None, 684.0,2023-03-07 19:15:00, None, None,10
-6.5, None, 684.0,2023-03-07 19:30:00, None, None,10
-6.6, None, 684.0,2023-03-07 19:45:00, None, None,10
-6.7, None, 684.0,2023-03-07 20:00:00, None, None,10
-6.5, None, 684.0,2023-03-07 20:15:00, None, None,10
-6.8, None, 684.0,2023-03-07 20:30:00, None, None,10
-7.1, None, 684.0,2023-03-07 20:45:00, None, None,10
-7.5, None, 684.0,2023-03-07 21:00:00, None, None,10
-7.9, None, 684.0,2023-03-07 21:15:00, None, None,10
-7.8, None, 684.0,2023-03-07 21:30:00, None, None,10
-7.7, None, 684.0,2023-03-07 21:45:00, None, None,10
-7.8, None, 684.0,2023-03-07 22:00:00, None, None,10
-7.9, None, 684.0,2023-03-07 22:15:00, None, None,10
-8.0, None, 684.0,2023-03-07 22:30:00, None, None,10
-7.8, None, 684.0,2023-03-07 22:45:00, None, None,10
-8.2, None, 684.0,2023-03-07 23:00:00, None, None,10
-8.5, None, 684.0,2023-03-07 23:15:00, None, None,10
-8.5, None, 684.0,2023-03-07 23:30:00, None, None,10
-8.5, None, 684.0,2023-03-07 23:45:00, None, None,10
-8.3, None, 684.0,2023-03-08 00:00:00, None, None,10
-8.2, None, 684.0,2023-03-08 00:15:00, None, None,10
-8.4, None, 684.0,2023-03-08 00:30:00, None, None,10
-8.7, None, 684.0,2023-03-08 00:45:00, None, None,10
-8.6, None, 684.0,2023-03-08 01:00:00, None, None,10
-8.5, None, 684.0,2023-03-08 01:15:00, None, None,10
-8.7, None, 684.0,2023-03-08 01:30:00, None, None,10
-8.9, None, 684.0,2023-03-08 01:45:00, None, None,10
-8.9, None, 684.0,2023-03-08 02:00:00, None, None,10
-8.7, None, 684.0,2023-03-08 02:15:00, None, None,10
-8.5, None, 684.0,2023-03-08 02:30:00, None, None,10
-8.6, None, 684.0,2023-03-08 02:45:00, None, None,10
-8.5, None, 684.0,2023-03-08 03:00:00, None, None,10
-8.5, None, 684.0,2023-03-08 03:15:00, None, None,10
-8.6, None, 684.0,2023-03-08 03:30:00, None, None,10
-8.8, None, 684.0,2023-03-08 03:45:00, None, None,10
-8.9, None, 684.0,2023-03-08 04:00:00, None, None,10
-8.9, None, 684.0,2023-03-08 04:15:00, None, None,10
-8.8, None, 684.0,2023-03-08 04:30:00, None, None,10
-8.5, None, 684.0,2023-03-08 04:45:00, None, None,10
-8.3, None, 684.0,2023-03-08 05:00:00, None, None,10
-8.2, None, 684.0,2023-03-08 05:15:00, None, None,10
-8.1, None, 684.0,2023-03-08 05:30:00, None, None,10
-8.3, None, 684.0,2023-03-08 05:45:00, None, None,10
-8.6, None, 684.0,2023-03-08 06:00:00, None, None,10
-8.5, None, 684.0,2023-03-08 06:15:00, None, None,10
-8.2, None, 684.0,2023-03-08 06:30:00, None, None,10
-8.3, None, 684.0,2023-03-08 06:45:00, None, None,10
-8.1, None, 684.0,2023-03-08 07:00:00, None, None,10
-7.9, None, 684.0,2023-03-08 07:15:00, None, None,10
-7.8, None, 684.0,2023-03-08 07:30:00, None, None,10
-7.6, None, 684.0,2023-03-08 07:45:00, None, None,10
-7.5, None, 684.0,2023-03-08 08:00:00, None, None,10
-7.2, None, 684.0,2023-03-08 08:15:00, None, None,10
-7.1, None, 684.0,2023-03-08 08:30:00, None, None,10
-6.6, None, 684.0,2023-03-08 08:45:00, None, None,10
-6.7, None, 684.0,2023-03-08 09:00:00, None, None,10
-6.7, None, 684.0,2023-03-08 09:15:00, None, None,10
-6.8, None, 684.0,2023-03-08 09:30:00, None, None,10
-6.9, None, 684.0,2023-03-08 09:45:00, None, None,10
-5.8, None, 684.0,2023-03-08 10:00:00, None, None,10
-5.4, None, 684.0,2023-03-08 10:15:00, None, None,10
-4.6, None, 684.0,2023-03-08 10:30:00, None, None,10
-4.0, None, 684.0,2023-03-08 10:45:00, None, None,10
-4.4, None, 684.0,2023-03-08 11:00:00, None, None,10
-3.4, None, 684.0,2023-03-08 11:15:00, None, None,10
-3.2, None, 684.0,2023-03-08 11:30:00, None, None,10
-2.7, None, 684.0,2023-03-08 11:45:00, None, None,10
-3.2, None, 684.0,2023-03-08 12:00:00, None, None,10
-3.2, None, 684.0,2023-03-08 12:15:00, None, None,10
-3.2, None, 684.0,2023-03-08 12:30:00, None, None,10
-2.8, None, 684.0,2023-03-08 12:45:00, None, None,10
-3.2, None, 684.0,2023-03-08 13:00:00, None, None,10
-2.6, None, 684.0,2023-03-08 13:15:00, None, None,10
-2.4, None, 684.0,2023-03-08 13:30:00, None, None,10
-2.7, None, 685.0,2023-03-08 13:45:00, None, None,10
-2.8, None, 685.0,2023-03-08 14:00:00, None, None,10
-2.4, None, 684.0,2023-03-08 14:15:00, None, None,10
-2.3, None, 684.0,2023-03-08 14:30:00, None, None,10
-3.0, None, 684.0,2023-03-08 14:45:00, None, None,10
-3.1, None, 684.0,2023-03-08 15:00:00, None, None,10
-4.0, None, 684.0,2023-03-08 15:15:00, None, None,10
-4.3, None, 684.0,2023-03-08 15:30:00, None, None,10
-4.4, None, 684.0,2023-03-08 15:45:00, None, None,10
-4.4, None, 685.0,2023-03-08 16:00:00, None, None,10
-4.7, None, 685.0,2023-03-08 16:15:00, None, None,10
-4.7, None, 685.0,2023-03-08 16:30:00, None, None,10
-5.3, None, 684.0,2023-03-08 16:45:00, None, None,10
-6.2, None, 685.0,2023-03-08 17:00:00, None, None,10
-6.7, None, 685.0,2023-03-08 17:15:00, None, None,10
-7.3, None, 684.0,2023-03-08 17:30:00, None, None,10
-7.8, None, 684.0,2023-03-08 17:45:00, None, None,10
-8.1, None, 684.0,2023-03-08 18:00:00, None, None,10
-7.9, None, 685.0,2023-03-08 18:15:00, None, None,10
-7.5, None, 684.0,2023-03-08 18:30:00, None, None,10
-7.8, None, 684.0,2023-03-08 18:45:00, None, None,10
-8.4, None, 684.0,2023-03-08 19:00:00, None, None,10
-9.1, None, 684.0,2023-03-08 19:15:00, None, None,10
-9.4, None, 684.0,2023-03-08 19:30:00, None, None,10
-9.6, None, 685.0,2023-03-08 19:45:00, None, None,10
-9.9, None, 684.0,2023-03-08 20:00:00, None, None,10
-10.1, None, 684.0,2023-03-08 20:15:00, None, None,10
-10.4, None, 684.0,2023-03-08 20:30:00, None, None,10
-10.5, None, 685.0,2023-03-08 20:45:00, None, None,10
-10.6, None, 684.0,2023-03-08 21:00:00, None, None,10
-10.7, None, 684.0,2023-03-08 21:15:00, None, None,10
-10.8, None, 684.0,2023-03-08 21:30:00, None, None,10
-10.8, None, 684.0,2023-03-08 21:45:00, None, None,10
-11.0, None, 684.0,2023-03-08 22:00:00, None, None,10
-11.1, None, 684.0,2023-03-08 22:15:00, None, None,10
-11.5, None, 684.0,2023-03-08 22:30:00, None, None,10
-11.4, None, 684.0,2023-03-08 22:45:00, None, None,10
-11.5, None, 684.0,2023-03-08 23:00:00, None, None,10
-11.6, None, 684.0,2023-03-08 23:15:00, None, None,10
-11.7, None, 684.0,2023-03-08 23:30:00, None, None,10
-11.5, None, 684.0,2023-03-08 23:45:00, None, None,10
-11.3, None, 684.0,2023-03-09 00:00:00, -13.0, None,10
-11.4, None, 684.0,2023-03-09 00:15:00, None, None,10
-11.7, None, 684.0,2023-03-09 00:30:00, None, None,10
-11.8, None, 684.0,2023-03-09 00:45:00, None, None,10
-11.8, None, 684.0,2023-03-09 01:00:00, None, None,10
-12.0, None, 684.0,2023-03-09 01:15:00, None, None,10
-12.3, None, 684.0,2023-03-09 01:30:00, None, None,10
-12.3, None, 684.0,2023-03-09 01:45:00, None, None,10
-12.0, None, 684.0,2023-03-09 02:00:00, None, None,10
-12.0, None, 684.0,2023-03-09 02:15:00, None, None,10
-12.0, None, 684.0,2023-03-09 02:30:00, None, None,10
-12.1, None, 684.0,2023-03-09 02:45:00, None, None,10
-12.1, None, 684.0,2023-03-09 03:00:00, None, None,10
-12.2, None, 684.0,2023-03-09 03:15:00, None, None,10
-12.5, None, 684.0,2023-03-09 03:30:00, None, None,10
-12.8, None, 684.0,2023-03-09 03:45:00, None, None,10
-13.0, None, 684.0,2023-03-09 04:00:00, None, None,10
-12.9, None, 684.0,2023-03-09 04:15:00, None, None,10
-13.0, None, 684.0,2023-03-09 04:30:00, None, None,10
-12.9, None, 684.0,2023-03-09 04:45:00, None, None,10
-12.8, None, 684.0,2023-03-09 05:00:00, None, None,10
-13.0, None, 684.0,2023-03-09 05:15:00, None, None,10
-13.1, None, 684.0,2023-03-09 05:30:00, None, None,10
-13.0, None, 684.0,2023-03-09 05:45:00, None, None,10
-12.8, None, 684.0,2023-03-09 06:00:00, None, None,10
-12.6, None, 684.0,2023-03-09 06:15:00, None, None,10
-12.4, None, 685.0,2023-03-09 06:30:00, None, None,10
-12.0, None, 684.0,2023-03-09 06:45:00, None, None,10
-11.8, None, 684.0,2023-03-09 07:00:00, None, None,10
-11.6, None, 684.0,2023-03-09 07:15:00, None, None,10
-11.3, None, 684.0,2023-03-09 07:30:00, None, None,10
-10.8, None, 684.0,2023-03-09 07:45:00, None, None,10
-10.1, None, 684.0,2023-03-09 08:00:00, None, None,10
-9.7, None, 684.0,2023-03-09 08:15:00, None, None,10
-8.9, None, 684.0,2023-03-09 08:30:00, None, None,10
-8.3, None, 684.0,2023-03-09 08:45:00, None, None,10
-7.7, None, 684.0,2023-03-09 09:00:00, None, None,10
-7.4, None, 684.0,2023-03-09 09:15:00, None, None,10
-6.9, None, 684.0,2023-03-09 09:30:00, None, None,10
-6.7, None, 684.0,2023-03-09 09:45:00, None, None,10
-6.6, None, 685.0,2023-03-09 10:00:00, None, None,10
-6.7, None, 685.0,2023-03-09 10:15:00, None, None,10
-6.8, None, 684.0,2023-03-09 10:30:00, None, None,10
-6.4, None, 685.0,2023-03-09 10:45:00, None, None,10
-5.4, None, 685.0,2023-03-09 11:00:00, None, None,10
-4.3, None, 684.0,2023-03-09 11:15:00, None, None,10
-4.4, None, 684.0,2023-03-09 11:30:00, None, None,10
-4.6, None, 684.0,2023-03-09 11:45:00, None, None,10
-3.6, None, 685.0,2023-03-09 12:00:00, None, None,10
-4.1, None, 685.0,2023-03-09 12:15:00, None, None,10
-3.6, None, 685.0,2023-03-09 12:30:00, None, None,10
-3.4, None, 685.0,2023-03-09 12:45:00, None, None,10
-4.1, None, 685.0,2023-03-09 13:00:00, None, None,10
-3.7, None, 685.0,2023-03-09 13:15:00, None, None,10
-3.2, None, 685.0,2023-03-09 13:30:00, None, None,10
-2.3, None, 685.0,2023-03-09 13:45:00, None, None,10
-2.5, None, 685.0,2023-03-09 14:00:00, None, None,10
-2.7, None, 685.0,2023-03-09 14:15:00, None, None,10
-2.6, None, 685.0,2023-03-09 14:30:00, None, None,10
-2.3, None, 685.0,2023-03-09 14:45:00, None, None,10
-2.9, None, 685.0,2023-03-09 15:00:00, None, None,10
-2.8, None, 685.0,2023-03-09 15:15:00, None, None,10
-3.4, None, 685.0,2023-03-09 15:30:00, None, None,10
