TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 1.787, None, 68.18,2017-01-01 00:00:00, -8.24,1
None, 2.867, None, 69.32,2017-01-01 01:00:00, -8.27,1
None, 4.519, None, 68.63,2017-01-01 02:00:00, -8.03,1
None, 4.16, None, 69.62,2017-01-01 03:00:00, -8.39,1
None, 4.369, None, 71.61,2017-01-01 04:00:00, -8.49,1
None, 2.363, None, 74.91,2017-01-01 05:00:00, -9.7,1
None, 0.916, None, 78.89,2017-01-01 06:00:00, -11.42,1
None, 0.874, None, 80.1,2017-01-01 07:00:00, -11.56,1
None, 1.461, None, 80.5,2017-01-01 08:00:00, -12.67,1
None, 0.763, None, 84.5,2017-01-01 09:00:00, -12.76,1
None, 1.02, None, 81.2,2017-01-01 10:00:00, -12.3,1
None, 0.6, None, 80.8,2017-01-01 11:00:00, -11.83,1
None, 0.806999, None, 79.45,2017-01-01 12:00:00, -11.37,1
None, 0.753, None, 76.94,2017-01-01 13:00:00, -10.51,1
None, 0.570999, None, 74.16,2017-01-01 14:00:00, -9.72,1
None, 1.11, None, 70.05,2017-01-01 15:00:00, -9.75,1
None, 0.976, None, 78.28,2017-01-01 16:00:00, -11.42,1
None, 0.907, None, 76.12,2017-01-01 17:00:00, -12.08,1
None, 0.921998, None, 75.89,2017-01-01 18:00:00, -12.32,1
None, 0.564, None, 81.3,2017-01-01 19:00:00, -11.91,1
None, 0.628, None, 84.0,2017-01-01 20:00:00, -11.52,1
None, 0.629, None, 85.7,2017-01-01 21:00:00, -11.21,1
None, 1.161, None, 85.3,2017-01-01 22:00:00, -10.66,1
None, 0.938, None, 86.3,2017-01-01 23:00:00, -10.73,1
None, 1.027, None, 86.1,2017-01-02 00:00:00, -10.5,1
None, 1.95, None, 79.96,2017-01-02 01:00:00, -9.18,1
None, 3.677, None, 70.91,2017-01-02 02:00:00, -7.884,1
None, 5.259, None, 68.63,2017-01-02 03:00:00, -8.1,1
None, 6.033, None, 69.86,2017-01-02 04:00:00, -9.47,1
None, 3.409, None, 71.88,2017-01-02 05:00:00, -10.6,1
None, 4.928, None, 71.78,2017-01-02 06:00:00, -11.05,1
None, 3.108, None, 71.65,2017-01-02 07:00:00, -10.98,1
None, 2.391, None, 71.16,2017-01-02 08:00:00, -11.88,1
None, 1.581, None, 71.79,2017-01-02 09:00:00, -12.5,1
None, 2.093, None, 71.91,2017-01-02 10:00:00, -12.74,1
None, 2.72, None, 71.33,2017-01-02 11:00:00, -12.78,1
None, 1.219, None, 69.77,2017-01-02 12:00:00, -12.64,1
None, 0.472999, None, 64.25,2017-01-02 13:00:00, -11.05,1
None, 0.973999, None, 65.65,2017-01-02 14:00:00, -11.67,1
None, 0.472999, None, 66.46,2017-01-02 15:00:00, -11.78,1
None, 1.107, None, 70.2,2017-01-02 16:00:00, -12.61,1
None, 1.339, None, 72.34,2017-01-02 17:00:00, -12.76,1
None, 1.237, None, 74.27,2017-01-02 18:00:00, -12.56,1
None, 1.059, None, 75.01,2017-01-02 19:00:00, -12.63,1
None, 1.285, None, 75.01,2017-01-02 20:00:00, -12.44,1
None, 0.712998, None, 76.26,2017-01-02 21:00:00, -12.44,1
None, 0.500998, None, 78.85,2017-01-02 22:00:00, -12.33,1
None, 0.467, None, 82.7,2017-01-02 23:00:00, -12.45,1
None, 0.36, None, 81.9,2017-01-03 00:00:00, -12.34,1
None, 0.412, None, 81.4,2017-01-03 01:00:00, -12.14,1
None, 0.093998, None, 82.3,2017-01-03 02:00:00, -11.98,1
None, 0.46, None, 83.3,2017-01-03 03:00:00, -11.91,1
None, 0.254, None, 83.3,2017-01-03 04:00:00, -11.67,1
None, 0.451, None, 83.7,2017-01-03 05:00:00, -11.32,1
None, 0.935998, None, 81.4,2017-01-03 06:00:00, -10.2,1
None, 1.411, None, 80.3,2017-01-03 07:00:00, -9.62,1
None, 0.749, None, 80.7,2017-01-03 08:00:00, -9.48,1
None, 0.515999, None, 82.8,2017-01-03 09:00:00, -9.41,1
None, 0.504998, None, 84.3,2017-01-03 10:00:00, -9.28,1
None, 1.422, None, 83.4,2017-01-03 11:00:00, -8.74,1
None, 1.454, None, 82.0,2017-01-03 12:00:00, -8.11,1
None, 0.830999, None, 81.2,2017-01-03 13:00:00, -7.598,1
None, 1.482, None, 81.2,2017-01-03 14:00:00, -7.051,1
None, 1.195, None, 81.8,2017-01-03 15:00:00, -6.887,1
None, 0.416999, None, 82.9,2017-01-03 16:00:00, -6.948,1
None, 0.499, None, 83.8,2017-01-03 17:00:00, -6.945,1
None, 0.688, None, 85.3,2017-01-03 18:00:00, -6.872,1
None, 0.370999, None, 85.9,2017-01-03 19:00:00, -6.851,1
None, 0.472, None, 86.7,2017-01-03 20:00:00, -6.851,1
None, 0.49, None, 87.1,2017-01-03 21:00:00, -6.75,1
None, 0.402, None, 87.5,2017-01-03 22:00:00, -6.686,1
None, 0.430999, None, 90.4,2017-01-03 23:00:00, -6.715,1
None, 0.244, None, 90.6,2017-01-04 00:00:00, -6.636,1
None, 0.662998, None, 91.2,2017-01-04 01:00:00, -6.279,1
None, 0.414999, None, 91.9,2017-01-04 02:00:00, -5.93,1
None, 0.527, None, 90.2,2017-01-04 03:00:00, -5.16,1
None, 0.722998, None, 89.9,2017-01-04 04:00:00, -4.885,1
None, 0.351, None, 92.2,2017-01-04 05:00:00, -5.117,1
None, 0.801998, None, 90.5,2017-01-04 06:00:00, -4.403,1
None, 0.912, None, 86.9,2017-01-04 07:00:00, -3.808,1
None, 1.073, None, 86.2,2017-01-04 08:00:00, -3.728,1
None, 0.776, None, 86.8,2017-01-04 09:00:00, -4.198,1
None, 0.759998, None, 89.1,2017-01-04 10:00:00, -4.829,1
None, 0.802999, None, 84.4,2017-01-04 11:00:00, -3.741,1
None, 1.138, None, 80.7,2017-01-04 12:00:00, -2.838,1
None, 1.311, None, 78.29,2017-01-04 13:00:00, -2.187,1
None, 1.243, None, 77.3,2017-01-04 14:00:00, -1.789,1
None, 0.651, None, 85.2,2017-01-04 15:00:00, -3.076,1
None, 0.367, None, 87.9,2017-01-04 16:00:00, -3.483,1
None, 0.643998, None, 87.8,2017-01-04 17:00:00, -3.458,1
None, 0.531, None, 86.6,2017-01-04 18:00:00, -3.324,1
None, 0.714999, None, 86.7,2017-01-04 19:00:00, -3.387,1
None, 0.412999, None, 87.9,2017-01-04 20:00:00, -3.273,1
None, 0.293998, None, 92.0,2017-01-04 21:00:00, -3.742,1
None, 0.375999, None, 93.9,2017-01-04 22:00:00, -3.717,1
None, 0.423999, None, 94.8,2017-01-04 23:00:00, -3.922,1
None, 0.629, None, 95.3,2017-01-05 00:00:00, -3.853,1
None, 2.172, None, 95.5,2017-01-05 01:00:00, -3.638,1
None, 1.888, None, 95.7,2017-01-05 02:00:00, -3.828,1
None, 1.709, None, 92.3,2017-01-05 03:00:00, -3.479,1
None, 2.161, None, 89.0,2017-01-05 04:00:00, -3.643,1
None, 1.855, None, 88.3,2017-01-05 05:00:00, -3.821,1
None, 2.877, None, 84.6,2017-01-05 06:00:00, -4.057,1
None, 2.74, None, 81.4,2017-01-05 07:00:00, -4.238,1
None, 2.715, None, 82.3,2017-01-05 08:00:00, -4.52,1
None, 1.633, None, 84.1,2017-01-05 09:00:00, -4.921,1
None, 1.575, None, 83.3,2017-01-05 10:00:00, -5.165,1
None, 1.762, None, 84.3,2017-01-05 11:00:00, -5.088,1
None, 1.301, None, 81.0,2017-01-05 12:00:00, -4.868,1
None, 1.099, None, 83.2,2017-01-05 13:00:00, -5.026,1
None, 1.041, None, 80.1,2017-01-05 14:00:00, -5.114,1
None, 0.791998, None, 80.5,2017-01-05 15:00:00, -5.35,1
None, 2.716, None, 78.82,2017-01-05 16:00:00, -5.389,1
None, 3.783, None, 78.53,2017-01-05 17:00:00, -5.911,1
None, 4.316, None, 78.95,2017-01-05 18:00:00, -6.739,1
None, 4.208, None, 80.1,2017-01-05 19:00:00, -7.526,1
None, 3.783, None, 79.41,2017-01-05 20:00:00, -8.18,1
None, 3.949, None, 78.1,2017-01-05 21:00:00, -8.81,1
None, 4.047, None, 77.81,2017-01-05 22:00:00, -9.38,1
None, 3.58, None, 78.93,2017-01-05 23:00:00, -9.84,1
None, 4.386, None, 76.73,2017-01-06 00:00:00, -10.14,1
None, 3.368, None, 76.05,2017-01-06 01:00:00, -10.35,1
None, 3.145, None, 77.42,2017-01-06 02:00:00, -10.44,1
None, 3.397, None, 78.18,2017-01-06 03:00:00, -10.56,1
None, 3.895, None, 75.65,2017-01-06 04:00:00, -11.26,1
None, 3.422, None, 75.91,2017-01-06 05:00:00, -11.92,1
None, 2.951, None, 75.03,2017-01-06 06:00:00, -12.26,1
None, 1.958, None, 77.22,2017-01-06 07:00:00, -12.46,1
None, 1.436, None, 77.63,2017-01-06 08:00:00, -12.46,1
None, 1.96, None, 77.21,2017-01-06 09:00:00, -12.43,1
None, 2.587, None, 75.16,2017-01-06 10:00:00, -12.44,1
None, 2.784, None, 72.57,2017-01-06 11:00:00, -12.41,1
None, 1.148, None, 73.17,2017-01-06 12:00:00, -12.07,1
None, 0.876999, None, 71.7,2017-01-06 13:00:00, -11.57,1
None, 0.805998, None, 73.9,2017-01-06 14:00:00, -11.75,1
None, 2.128, None, 78.44,2017-01-06 15:00:00, -11.85,1
None, 5.152, None, 70.29,2017-01-06 16:00:00, -12.2,1
None, 8.92, None, 65.74,2017-01-06 17:00:00, -13.57,1
None, 5.023, None, 68.57,2017-01-06 18:00:00, -14.81,1
None, 4.661, None, 66.29,2017-01-06 19:00:00, -15.23,1
None, 3.877, None, 65.74,2017-01-06 20:00:00, -15.44,1
None, 5.211, None, 64.21,2017-01-06 21:00:00, -15.4,1
None, 7.12, None, 61.96,2017-01-06 22:00:00, -15.33,1
None, 7.689, None, 60.34,2017-01-06 23:00:00, -15.44,1
None, 7.191, None, 60.53,2017-01-07 00:00:00, -15.69,1
None, 6.382, None, 60.69,2017-01-07 01:00:00, -15.46,1
None, 3.687, None, 60.66,2017-01-07 02:00:00, -15.34,1
None, 4.624, None, 60.22,2017-01-07 03:00:00, -15.96,1
None, 5.103, None, 58.83,2017-01-07 04:00:00, -16.53,1
None, 4.693, None, 58.84,2017-01-07 05:00:00, -17.12,1
None, 5.321, None, 59.34,2017-01-07 06:00:00, -17.89,1
None, 5.02, None, 58.32,2017-01-07 07:00:00, -18.43,1
