pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,stn_pres,week_of_year
None,0.3,0.1, None, None, None,0.5,98.0,2022-01-17 11:00:00,0.0,931.0,3
None,0.3,0.1, None, None, None,0.5,98.0,2022-01-17 12:00:00,0.0,931.0,3
None,0.6,0.1, None, None, None,0.7,97.0,2022-01-17 13:00:00,0.0,930.0,3
None,0.6,0.1, None, None, None,0.8,97.0,2022-01-17 14:00:00,0.0,930.0,3
None,0.6,0.1, None, None, None,0.8,98.0,2022-01-17 15:00:00,0.0,930.0,3
None,0.7,0.1, None, None, None,0.9,98.0,2022-01-17 16:00:00,0.0,929.0,3
None,0.6,0.1, None, None, None,0.9,98.0,2022-01-17 17:00:00,0.0,929.0,3
None,0.7,0.1, None, None, None,0.9,97.0,2022-01-17 18:00:00,0.0,929.0,3
None,0.8,0.3, None, None, None,0.8,97.0,2022-01-17 19:00:00,0.0,928.0,3
None,0.5,0.3, None, None, None,0.8,97.0,2022-01-17 20:00:00,0.0,928.0,3
None,0.5,0.2, None, None, None,0.8,98.0,2022-01-17 21:00:00,0.0,928.0,3
None,0.8,0.2, None, None, None,0.9,98.0,2022-01-17 22:00:00,1.0,929.0,3
None,0.3,0.2, 1012.4, None, None,0.9,99.0,2022-01-17 23:00:00,0.0,929.0,3
None,0.2,0.1, 1013.5, None, None,0.9,99.0,2022-01-18 00:00:00,0.0,930.0,3
None,0.3,0.1, 1013.5, None, None,0.9,99.0,2022-01-18 01:00:00,0.0,930.0,3
None,0.2,0.1, 1014.6, None, None,0.9,99.0,2022-01-18 02:00:00,0.0,931.0,3
None,0.1,0.1, 1014.6, None, None,0.9,99.0,2022-01-18 03:00:00,0.0,931.0,3
None,-0.2,-0.2, 1015.7, None, None,0.9,99.0,2022-01-18 04:00:00,0.0,932.0,3
None,-0.2,-0.4, 1015.7, None, None,0.9,99.0,2022-01-18 05:00:00,0.0,932.0,3
None,0.2,-0.4, 1016.8, None, None,0.9,99.0,2022-01-18 06:00:00,0.0,933.0,3
None,0.1,0.0, 1016.8, None, None,0.4,99.0,2022-01-18 07:00:00,0.0,933.0,3
None,-0.2,-0.3, 1017.9, None, None,0.4,99.0,2022-01-18 08:00:00,0.0,934.0,3
None,-0.3,-0.5, 1019.0, None, None,0.4,99.0,2022-01-18 09:00:00,0.0,935.0,3
None,0.5,-0.5, 1018.9, None, None,0.6,97.0,2022-01-18 10:00:00,0.0,935.0,3
None,1.0,-0.5, 1020.0, None, None,1.1,93.0,2022-01-18 11:00:00,0.0,936.0,3
None,1.6,-0.5, 1020.0, None, None,1.6,86.0,2022-01-18 12:00:00,0.0,936.0,3
None,2.0,-0.5, 1021.0, None, None,2.1,78.0,2022-01-18 13:00:00,-1.0,937.0,3
None,1.5,-0.5, 1021.1, None, None,2.2,75.0,2022-01-18 14:00:00,-2.0,937.0,3
None,0.7,-0.5, 1021.1, None, None,2.2,81.0,2022-01-18 15:00:00,-3.0,937.0,3
None,-0.3,-0.5, 1022.4, None, None,2.2,86.0,2022-01-18 16:00:00,-2.0,938.0,3
None,-1.0,-0.9, 1023.5, None, None,2.2,88.0,2022-01-18 17:00:00,-3.0,939.0,3
None,-1.8,-2.0, 1024.6, None, None,2.2,91.0,2022-01-18 18:00:00,-3.0,940.0,3
None,-2.0,-2.2, 1025.8, None, None,-1.7,88.0,2022-01-18 19:00:00,-3.0,941.0,3
None,-2.3,-2.3, 1025.8, None, None,-1.7,89.0,2022-01-18 20:00:00,-4.0,941.0,3
None,-2.8,-2.7, 1025.9, None, None,-1.7,89.0,2022-01-18 21:00:00,-4.0,941.0,3
None,-2.8,-3.1, 1026.9, None, None,-1.7,86.0,2022-01-18 22:00:00,-5.0,942.0,3
None,-4.1,-4.1, 1028.1, None, None,-1.7,93.0,2022-01-18 23:00:00,-5.0,943.0,3
None,-5.2,-5.3, 1028.1, None, None,-1.7,95.0,2022-01-19 00:00:00,-6.0,943.0,3
None,-5.5,-5.4, 1029.2, None, None,-1.7,92.0,2022-01-19 01:00:00,-6.0,944.0,3
None,-5.8,-5.9, 1030.4, None, None,-1.7,94.0,2022-01-19 02:00:00,-7.0,945.0,3
None,-5.6,-6.0, 1030.4, None, None,-1.7,93.0,2022-01-19 03:00:00,-7.0,945.0,3
None,-6.5,-6.4, 1031.7, None, None,-1.7,91.0,2022-01-19 04:00:00,-8.0,946.0,3
None,-7.0,-7.0, 1031.8, None, None,-1.7,94.0,2022-01-19 05:00:00,-8.0,946.0,3
None,-6.1,-7.0, 1031.8, None, None,-1.7,94.0,2022-01-19 06:00:00,-7.0,946.0,3
None,-5.2,-6.2, 1031.8, None, None,-5.0,91.0,2022-01-19 07:00:00,-6.0,946.0,3
None,-4.8,-6.2, 1032.8, None, None,-4.7,92.0,2022-01-19 08:00:00,-6.0,947.0,3
None,-4.3,-6.2, 1032.8, None, None,-4.2,89.0,2022-01-19 09:00:00,-6.0,947.0,3
None,-3.7,-6.2, 1032.8, None, None,-3.6,89.0,2022-01-19 10:00:00,-5.0,947.0,3
None,-2.7,-6.2, 1033.9, None, None,-2.6,79.0,2022-01-19 11:00:00,-5.0,948.0,3
None,-2.7,-6.2, 1032.9, None, None,-2.6,82.0,2022-01-19 12:00:00,-5.0,947.0,3
None,-2.3,-6.2, 1032.9, None, None,-2.2,73.0,2022-01-19 13:00:00,-6.0,947.0,3
None,-2.3,-6.2, 1032.9, None, None,-2.2,77.0,2022-01-19 14:00:00,-5.0,947.0,3
None,-2.3,-6.2, 1032.9, None, None,-2.2,78.0,2022-01-19 15:00:00,-5.0,947.0,3
None,-2.6,-6.2, 1033.0, None, None,-2.2,82.0,2022-01-19 16:00:00,-5.0,947.0,3
None,-2.7,-6.2, 1033.1, None, None,-2.2,85.0,2022-01-19 17:00:00,-5.0,947.0,3
None,-2.9,-6.2, 1033.0, None, None,-2.2,90.0,2022-01-19 18:00:00,-4.0,947.0,3
None,-3.2,-3.2, 1031.9, None, None,-2.9,92.0,2022-01-19 19:00:00,-4.0,946.0,3
None,-3.3,-3.4, 1031.9, None, None,-2.9,93.0,2022-01-19 20:00:00,-4.0,946.0,3
None,-3.3,-3.4, 1031.8, None, None,-2.9,93.0,2022-01-19 21:00:00,-4.0,946.0,3
