station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
0.0, None, -10.0, None, 2012-02-10 00:00:00, None, -1.0
0.0, None, -6.1, None, 2012-02-11 00:00:00, None, 1.5
0.5, None, -0.9, None, 2012-02-12 00:00:00, None, 5.3
0.0, None, -9.3, None, 2012-02-13 00:00:00, None, 1.8
0.0, None, -17.3, None, 2012-02-14 00:00:00, None, -2.7
0.0, None, -14.9, None, 2012-02-15 00:00:00, None, -2.8
0.0, None, -13.0, None, 2012-02-16 00:00:00, None, -0.7
1.0, None, -11.1, None, 2012-02-17 00:00:00, None, 1.5
0.0, None, -6.3, None, 2012-02-18 00:00:00, None, -3.0
1.5, None, -6.8, None, 2012-02-19 00:00:00, None, 2.1
0.0, None, -14.0, None, 2012-02-20 00:00:00, None, -1.3
2.0, None, -2.4, None, 2012-02-21 00:00:00, None, 2.5
3.5, None, -6.4, None, 2012-02-22 00:00:00, None, 4.1
0.0, None, -11.2, None, 2012-02-23 00:00:00, None, 2.5
0.0, None, None, None, 2012-02-24 00:00:00, None, None
0.0, None, -11.8, None, 2012-02-25 00:00:00, None, -4.5
0.0, None, -23.3, None, 2012-02-26 00:00:00, None, -6.3
0.0, None, -13.9, None, 2012-02-27 00:00:00, None, -7.0
0.0, None, -11.2, None, 2012-02-28 00:00:00, None, -1.3
0.0, None, -14.2, None, 2012-02-29 00:00:00, None, -4.0
0.0, None, -21.6, None, 2012-03-01 00:00:00, None, -3.6
0.5, None, -4.3, None, 2012-03-02 00:00:00, None, 3.2
0.5, None, -3.4, None, 2012-03-03 00:00:00, None, 4.1
0.0, None, -6.4, None, 2012-03-04 00:00:00, None, -0.8
0.0, None, -16.0, None, 2012-03-05 00:00:00, None, -4.0
0.0, None, -21.5, None, 2012-03-06 00:00:00, None, -2.5
0.5, None, -4.2, None, 2012-03-07 00:00:00, None, 6.9
2.5, None, 0.2, None, 2012-03-08 00:00:00, None, 4.6
1.5, None, -0.3, None, 2012-03-09 00:00:00, None, 5.9
0.0, None, -5.4, None, 2012-03-10 00:00:00, None, 4.1
0.5, None, -2.1, None, 2012-03-11 00:00:00, None, 4.4
0.0, None, -10.0, None, 2012-03-12 00:00:00, None, -1.0
0.5, None, -12.1, None, 2012-03-13 00:00:00, None, 0.9
None, None, -12.1, None, 2012-03-14 00:00:00, None, 1.8
5.5, None, -6.1, None, 2012-03-15 00:00:00, None, 3.9
1.0, None, -3.4, None, 2012-03-16 00:00:00, None, 6.8
1.0, None, -4.6, None, 2012-03-17 00:00:00, None, 4.8
0.0, None, -7.7, None, 2012-03-18 00:00:00, None, 2.5
0.0, None, -7.7, None, 2012-03-19 00:00:00, None, 1.1
0.0, None, -12.1, None, 2012-03-20 00:00:00, None, -1.8
0.5, None, -7.7, None, 2012-03-21 00:00:00, None, 3.9
0.5, None, -13.6, None, 2012-03-22 00:00:00, None, 4.1
0.0, None, -10.8, None, 2012-03-23 00:00:00, None, 3.7
0.5, None, -12.0, None, 2012-03-24 00:00:00, None, 5.8
0.5, None, -13.4, None, 2012-03-25 00:00:00, None, 7.1
0.0, None, -9.7, None, 2012-03-26 00:00:00, None, 5.5
0.0, None, -5.9, None, 2012-03-27 00:00:00, None, 9.9
0.0, None, -0.9, None, 2012-03-28 00:00:00, None, 10.5
1.5, None, -4.0, None, 2012-03-29 00:00:00, None, 6.4
0.5, None, -3.5, None, 2012-03-30 00:00:00, None, 6.8
0.0, None, -5.2, None, 2012-03-31 00:00:00, None, 6.2
0.5, None, -6.8, None, 2012-04-01 00:00:00, None, 6.9
0.0, None, -6.5, None, 2012-04-02 00:00:00, None, 8.3
4.5, None, -0.7, None, 2012-04-03 00:00:00, None, 5.8
1.0, None, -3.6, None, 2012-04-04 00:00:00, None, 4.5
0.5, None, -6.9, None, 2012-04-05 00:00:00, None, 5.7
0.0, None, -4.2, None, 2012-04-06 00:00:00, None, 8.2
0.0, None, -7.9, None, 2012-04-07 00:00:00, None, 9.6
0.0, None, -7.5, None, 2012-04-08 00:00:00, None, 12.9
0.0, None, -5.7, None, 2012-04-09 00:00:00, None, 13.2
0.0, None, -4.2, None, 2012-04-10 00:00:00, None, 12.2
0.0, None, -0.9, None, 2012-04-11 00:00:00, None, 14.2
1.5, None, 1.4, None, 2012-04-12 00:00:00, None, 7.0
1.0, None, 0.3, None, 2012-04-13 00:00:00, None, 4.3
0.5, None, -0.9, None, 2012-04-14 00:00:00, None, 3.6
0.0, None, -7.0, None, 2012-04-15 00:00:00, None, 9.6
0.5, None, -4.8, None, 2012-04-16 00:00:00, None, 11.5
0.0, None, -1.3, None, 2012-04-17 00:00:00, None, 9.5
0.5, None, -4.3, None, 2012-04-18 00:00:00, None, 9.4
0.0, None, -2.3, None, 2012-04-19 00:00:00, None, 11.0
2.5, None, 1.1, None, 2012-04-20 00:00:00, None, 9.6
0.0, None, -3.9, None, 2012-04-21 00:00:00, None, 11.0
0.0, None, -2.2, None, 2012-04-22 00:00:00, None, 8.7
2.0, None, 0.0, None, 2012-04-23 00:00:00, None, 11.3
0.5, None, -4.7, None, 2012-04-24 00:00:00, None, 12.5
4.5, None, 2.4, None, 2012-04-25 00:00:00, None, 9.3
10.5, None, 0.2, None, 2012-04-26 00:00:00, None, 6.7
5.0, None, 0.2, None, 2012-04-27 00:00:00, None, 10.7
0.0, None, 2.3, None, 2012-04-28 00:00:00, None, 8.9
0.0, None, 1.1, None, 2012-04-29 00:00:00, None, 11.1
0.5, None, -0.6, None, 2012-04-30 00:00:00, None, 13.5
0.5, None, 2.3, None, 2012-05-01 00:00:00, None, 12.0
0.0, None, -3.2, None, 2012-05-02 00:00:00, None, 13.2
0.5, None, -2.6, None, 2012-05-03 00:00:00, None, 10.7
1.0, None, 2.0, None, 2012-05-04 00:00:00, None, 11.8
0.0, None, 1.4, None, 2012-05-05 00:00:00, None, 12.0
0.5, None, -1.0, None, 2012-05-06 00:00:00, None, 14.4
1.0, None, 5.8, None, 2012-05-07 00:00:00, None, 15.1
0.5, None, 3.6, None, 2012-05-08 00:00:00, None, 12.1
0.5, None, -1.4, None, 2012-05-09 00:00:00, None, 7.3
0.0, None, -0.6, None, 2012-05-10 00:00:00, None, 11.1
0.0, None, -0.2, None, 2012-05-11 00:00:00, None, 13.7
0.5, None, -0.3, None, 2012-05-12 00:00:00, None, 19.2
0.0, None, 0.6, None, 2012-05-13 00:00:00, None, 17.9
0.0, None, -2.8, None, 2012-05-14 00:00:00, None, 17.4
0.5, None, 2.7, None, 2012-05-15 00:00:00, None, 18.1
0.0, None, -1.6, None, 2012-05-16 00:00:00, None, 9.6
0.5, None, -6.0, None, 2012-05-17 00:00:00, None, 9.0
1.5, None, -1.0, None, 2012-05-18 00:00:00, None, 10.4
0.5, None, -4.3, None, 2012-05-19 00:00:00, None, 14.3
0.5, None, 2.6, None, 2012-05-20 00:00:00, None, 20.4
3.5, None, 7.6, None, 2012-05-21 00:00:00, None, 16.3
5.5, None, 7.8, None, 2012-05-22 00:00:00, None, 13.4
0.5, None, 3.0, None, 2012-05-23 00:00:00, None, 17.4
0.0, None, 6.2, None, 2012-05-24 00:00:00, None, 15.5
0.5, None, -0.2, None, 2012-05-25 00:00:00, None, 20.7
0.0, None, 1.6, None, 2012-05-26 00:00:00, None, 23.3
0.5, None, 3.5, None, 2012-05-27 00:00:00, None, 23.0
1.0, None, 6.8, None, 2012-05-28 00:00:00, None, 23.5
1.5, None, 6.8, None, 2012-05-29 00:00:00, None, 17.2
0.5, None, 3.2, None, 2012-05-30 00:00:00, None, 14.5
None, None, 1.8, None, 2012-05-31 00:00:00, None, 18.5
3.0, None, 0.3, None, 2012-06-01 00:00:00, None, 16.0
1.0, None, 1.8, None, 2012-06-02 00:00:00, None, 16.8
0.0, None, -1.6, None, 2012-06-03 00:00:00, None, 17.6
0.0, None, 0.5, None, 2012-06-04 00:00:00, None, 20.7
1.0, None, 9.6, None, 2012-06-05 00:00:00, None, 14.9
33.5, None, 8.7, None, 2012-06-06 00:00:00, None, 11.3
14.5, None, 5.7, None, 2012-06-07 00:00:00, None, 15.2
0.5, None, 7.5, None, 2012-06-08 00:00:00, None, 15.1
0.5, None, 2.0, None, 2012-06-09 00:00:00, None, 21.4
0.5, None, 5.8, None, 2012-06-10 00:00:00, None, 23.8
4.5, None, 9.0, None, 2012-06-11 00:00:00, None, 17.1
0.0, None, 10.5, None, 2012-06-12 00:00:00, None, 20.6
0.0, None, 7.6, None, 2012-06-13 00:00:00, None, 18.3
0.0, None, 5.3, None, 2012-06-14 00:00:00, None, 14.6
1.0, None, 0.8, None, 2012-06-15 00:00:00, None, 18.7
14.5, None, 9.3, None, 2012-06-16 00:00:00, None, 15.1
7.0, None, 9.3, None, 2012-06-17 00:00:00, None, 13.9
3.0, None, 8.6, None, 2012-06-18 00:00:00, None, 18.7
0.5, None, 6.1, None, 2012-06-19 00:00:00, None, 20.5
0.5, None, 6.7, None, 2012-06-20 00:00:00, None, 21.9
0.5, None, 6.7, None, 2012-06-21 00:00:00, None, 25.0
0.0, None, 14.7, None, 2012-06-22 00:00:00, None, 25.2
0.0, None, 17.8, None, 2012-06-23 00:00:00, None, 22.6
5.5, None, 13.2, None, 2012-06-24 00:00:00, None, 22.5
0.0, None, 10.4, None, 2012-06-25 00:00:00, None, 16.7
1.0, None, 8.5, None, 2012-06-26 00:00:00, None, 12.5
0.5, None, 8.3, None, 2012-06-27 00:00:00, None, 18.1
2.5, None, 6.5, None, 2012-06-28 00:00:00, None, 15.9
0.5, None, 10.2, None, 2012-06-29 00:00:00, None, 18.4
1.5, None, 11.9, None, 2012-06-30 00:00:00, None, 19.1
0.0, None, 7.5, None, 2012-07-01 00:00:00, None, 18.2
0.0, None, 8.2, None, 2012-07-02 00:00:00, None, 19.7
4.0, None, 10.0, None, 2012-07-03 00:00:00, None, 18.4
0.5, None, None, None, 2012-07-04 00:00:00, None, None
0.5, None, 8.1, None, 2012-07-05 00:00:00, None, 21.6
0.5, None, 3.5, None, 2012-07-06 00:00:00, None, 25.0
0.5, None, 6.6, None, 2012-07-07 00:00:00, None, 26.2
0.5, None, 8.0, None, 2012-07-08 00:00:00, None, 29.7
0.5, None, 8.6, None, 2012-07-09 00:00:00, None, 29.9
0.0, None, 9.8, None, 2012-07-10 00:00:00, None, 26.1
0.0, None, 9.3, None, 2012-07-11 00:00:00, None, 27.4
0.5, None, 6.1, None, 2012-07-12 00:00:00, None, 27.3
0.5, None, 5.8, None, 2012-07-13 00:00:00, None, 30.7
5.5, None, 8.3, None, 2012-07-14 00:00:00, None, 27.8
4.5, None, 13.3, None, 2012-07-15 00:00:00, None, 26.3
1.0, None, 11.2, None, 2012-07-16 00:00:00, None, 30.7
0.5, None, 10.7, None, 2012-07-17 00:00:00, None, 28.3
3.0, None, 11.2, None, 2012-07-18 00:00:00, None, 20.5
0.5, None, 7.4, None, 2012-07-19 00:00:00, None, 24.7
19.5, None, 7.2, None, 2012-07-20 00:00:00, None, 30.1
7.0, None, 14.0, None, 2012-07-21 00:00:00, None, 24.8
0.5, None, 9.3, None, 2012-07-22 00:00:00, None, 26.0
1.5, None, 13.8, None, 2012-07-23 00:00:00, None, 25.6
0.5, None, 10.8, None, 2012-07-24 00:00:00, None, 26.1
0.5, None, 10.1, None, 2012-07-25 00:00:00, None, 29.0
0.5, None, 14.4, None, 2012-07-26 00:00:00, None, 28.3
0.5, None, 13.2, None, 2012-07-27 00:00:00, None, 24.9
0.0, None, 10.2, None, 2012-07-28 00:00:00, None, 25.0
0.0, None, 11.1, None, 2012-07-29 00:00:00, None, 24.0
0.0, None, 10.0, None, 2012-07-30 00:00:00, None, 23.4
0.0, None, 8.4, None, 2012-07-31 00:00:00, None, 21.7
2.0, None, 9.1, None, 2012-08-01 00:00:00, None, 19.5
0.5, None, 5.5, None, 2012-08-02 00:00:00, None, 23.3
0.5, None, 14.3, None, 2012-08-03 00:00:00, None, 27.3
0.0, None, 14.5, None, 2012-08-04 00:00:00, None, 28.7
0.5, None, 10.1, None, 2012-08-05 00:00:00, None, 30.0
0.0, None, 9.0, None, 2012-08-06 00:00:00, None, 29.3
0.5, None, 9.8, None, 2012-08-07 00:00:00, None, 24.7
4.5, None, None, None, 2012-08-08 00:00:00, None, None
0.0, None, 10.0, None, 2012-08-09 00:00:00, None, 20.7
0.0, None, 5.9, None, 2012-08-10 00:00:00, None, 21.6
0.0, None, 3.5, None, 2012-08-11 00:00:00, None, 23.0
1.0, None, 7.2, None, 2012-08-12 00:00:00, None, 26.2
2.5, None, 11.2, None, 2012-08-13 00:00:00, None, 21.6
9.5, None, 8.3, None, 2012-08-14 00:00:00, None, 19.0
0.5, None, 4.6, None, 2012-08-15 00:00:00, None, 24.4
0.5, None, 6.6, None, 2012-08-16 00:00:00, None, 27.7
0.5, None, 6.9, None, 2012-08-17 00:00:00, None, 29.7
0.5, None, 8.0, None, 2012-08-18 00:00:00, None, 31.0
0.5, None, 9.5, None, 2012-08-19 00:00:00, None, 27.0
0.5, None, 9.1, None, 2012-08-20 00:00:00, None, 29.4
0.0, None, 13.0, None, 2012-08-21 00:00:00, None, 22.1
0.0, None, 9.2, None, 2012-08-22 00:00:00, None, 21.3
1.0, None, 5.8, None, 2012-08-23 00:00:00, None, 18.0
0.0, None, 4.7, None, 2012-08-24 00:00:00, None, 14.7
0.5, None, 5.5, None, 2012-08-25 00:00:00, None, 20.4
0.5, None, 3.1, None, 2012-08-26 00:00:00, None, 23.1
0.5, None, 6.6, None, 2012-08-27 00:00:00, None, 24.5
0.5, None, 7.8, None, 2012-08-28 00:00:00, None, 19.9
1.0, None, None, None, 2012-08-29 00:00:00, None, None
0.0, None, 5.1, None, 2012-08-30 00:00:00, None, 17.1
0.0, None, 2.0, None, 2012-08-31 00:00:00, None, 19.3
0.0, None, 7.4, None, 2012-09-01 00:00:00, None, 13.5
0.5, None, 7.7, None, 2012-09-02 00:00:00, None, 19.7
0.5, None, 2.3, None, 2012-09-03 00:00:00, None, 17.0
0.0, None, 0.6, None, 2012-09-04 00:00:00, None, 18.6
0.5, None, 1.9, None, 2012-09-05 00:00:00, None, 21.3
0.5, None, 3.1, None, 2012-09-06 00:00:00, None, 24.9
0.0, None, 4.7, None, 2012-09-07 00:00:00, None, 23.5
0.0, None, None, None, 2012-09-08 00:00:00, None, None
0.0, None, 9.2, None, 2012-09-09 00:00:00, None, 23.0
0.0, None, 4.8, None, 2012-09-10 00:00:00, None, 14.9
0.5, None, -0.9, None, 2012-09-11 00:00:00, None, 14.5
5.5, None, 3.7, None, 2012-09-12 00:00:00, None, 9.9
0.5, None, 7.2, None, 2012-09-13 00:00:00, None, 21.8
0.0, None, 4.8, None, 2012-09-14 00:00:00, None, 18.6
0.5, None, -2.1, None, 2012-09-15 00:00:00, None, 16.2
0.5, None, -1.2, None, 2012-09-16 00:00:00, None, 18.2
0.5, None, -0.4, None, 2012-09-17 00:00:00, None, 22.8
0.0, None, 4.7, None, 2012-09-18 00:00:00, None, 19.7
0.0, None, 0.9, None, 2012-09-19 00:00:00, None, 22.8
0.0, None, 2.2, None, 2012-09-20 00:00:00, None, 22.9
0.0, None, 2.3, None, 2012-09-21 00:00:00, None, 24.3
0.0, None, 3.0, None, 2012-09-22 00:00:00, None, 22.1
0.0, None, 2.4, None, 2012-09-23 00:00:00, None, 25.4
0.0, None, 8.8, None, 2012-09-24 00:00:00, None, 19.5
0.0, None, 2.7, None, 2012-09-25 00:00:00, None, 17.2
0.0, None, 2.5, None, 2012-09-26 00:00:00, None, 17.5
0.5, None, 6.8, None, 2012-09-27 00:00:00, None, 20.7
7.5, None, 3.5, None, 2012-09-28 00:00:00, None, 16.7
0.5, None, 1.6, None, 2012-09-29 00:00:00, None, 13.9
4.0, None, 3.4, None, 2012-09-30 00:00:00, None, 11.0
11.0, None, 6.1, None, 2012-10-01 00:00:00, None, 14.9
None, None, -0.7, None, 2012-10-02 00:00:00, None, 9.6
0.0, None, -2.9, None, 2012-10-03 00:00:00, None, 10.5
0.0, None, -1.9, None, 2012-10-04 00:00:00, None, 9.6
0.0, None, -3.2, None, 2012-10-05 00:00:00, None, 12.2
0.5, None, -2.0, None, 2012-10-06 00:00:00, None, 16.3
0.5, None, 1.5, None, 2012-10-07 00:00:00, None, 14.9
0.5, None, 0.4, None, 2012-10-08 00:00:00, None, 14.6
0.5, None, 1.5, None, 2012-10-09 00:00:00, None, 17.0
0.0, None, -1.7, None, 2012-10-10 00:00:00, None, 6.6
0.0, None, -4.3, None, 2012-10-11 00:00:00, None, 2.4
4.5, None, -1.3, None, 2012-10-12 00:00:00, None, 2.9
4.0, None, 1.2, None, 2012-10-13 00:00:00, None, 13.7
11.0, None, 1.1, None, 2012-10-14 00:00:00, None, 14.7
2.0, None, 5.7, None, 2012-10-15 00:00:00, None, 11.5
2.0, None, 1.8, None, 2012-10-16 00:00:00, None, 9.1
0.0, None, -2.0, None, 2012-10-17 00:00:00, None, 7.6
2.5, None, 0.9, None, 2012-10-18 00:00:00, None, 8.8
9.0, None, -0.6, None, 2012-10-19 00:00:00, None, 3.9
1.0, None, -5.3, None, 2012-10-20 00:00:00, None, 0.1
0.0, None, -9.1, None, 2012-10-21 00:00:00, None, -0.2
0.0, None, -7.3, None, 2012-10-22 00:00:00, None, 0.6
0.0, None, -4.2, None, 2012-10-23 00:00:00, None, -0.7
0.0, None, -4.7, None, 2012-10-24 00:00:00, None, -1.7
0.0, None, -6.9, None, 2012-10-25 00:00:00, None, -1.0
0.0, None, -7.5, None, 2012-10-26 00:00:00, None, -3.0
0.0, None, -8.8, None, 2012-10-27 00:00:00, None, -5.4
0.0, None, -15.1, None, 2012-10-28 00:00:00, None, -5.8
0.0, None, -12.5, None, 2012-10-29 00:00:00, None, -8.5
0.0, None, -17.7, None, 2012-10-30 00:00:00, None, -7.1
0.0, None, -17.0, None, 2012-10-31 00:00:00, None, -5.0
0.0, None, -5.1, None, 2012-11-01 00:00:00, None, -1.4
0.0, None, -2.8, None, 2012-11-02 00:00:00, None, -0.2
17.5, None, -0.5, None, 2012-11-03 00:00:00, None, 6.8
9.5, None, 0.6, None, 2012-11-04 00:00:00, None, 7.2
0.0, None, -0.1, None, 2012-11-05 00:00:00, None, 7.2
0.0, None, -4.6, None, 2012-11-06 00:00:00, None, 2.4
0.0, None, -6.4, None, 2012-11-07 00:00:00, None, 0.8
0.0, None, -12.8, None, 2012-11-08 00:00:00, None, -4.2
0.0, None, -14.3, None, 2012-11-09 00:00:00, None, -4.2
0.0, None, -15.0, None, 2012-11-10 00:00:00, None, -8.5
0.0, None, -14.5, None, 2012-11-11 00:00:00, None, -4.5
0.5, None, -5.7, None, 2012-11-12 00:00:00, None, -0.2
3.5, None, -0.6, None, 2012-11-13 00:00:00, None, 1.8
2.0, None, -0.5, None, 2012-11-14 00:00:00, None, 2.7
0.0, None, 0.8, None, 2012-11-15 00:00:00, None, 2.8
0.0, None, -1.3, None, 2012-11-16 00:00:00, None, 2.7
0.0, None, -8.8, None, 2012-11-17 00:00:00, None, -0.2
0.5, None, -9.7, None, 2012-11-18 00:00:00, None, 2.6
0.0, None, -14.0, None, 2012-11-19 00:00:00, None, -5.1
0.0, None, -19.8, None, 2012-11-20 00:00:00, None, -12.5
0.0, None, -17.0, None, 2012-11-21 00:00:00, None, -12.3
0.0, None, -21.0, None, 2012-11-22 00:00:00, None, -10.3
0.5, None, -10.3, None, 2012-11-23 00:00:00, None, 1.7
0.0, None, -5.3, None, 2012-11-24 00:00:00, None, -0.7
0.0, None, -4.8, None, 2012-11-25 00:00:00, None, 0.5
0.0, None, -4.9, None, 2012-11-26 00:00:00, None, -0.1
0.0, None, -6.7, None, 2012-11-27 00:00:00, None, -2.8
0.0, None, -13.3, None, 2012-11-28 00:00:00, None, -5.3
0.0, None, -14.5, None, 2012-11-29 00:00:00, None, -13.2
0.0, None, -16.9, None, 2012-11-30 00:00:00, None, -13.5
0.0, None, -17.2, None, 2012-12-01 00:00:00, None, -15.0
0.0, None, -15.2, None, 2012-12-02 00:00:00, None, -11.6
0.0, None, -13.3, None, 2012-12-03 00:00:00, None, -8.5
0.0, None, -14.7, None, 2012-12-04 00:00:00, None, -6.5
0.0, None, -15.6, None, 2012-12-05 00:00:00, None, -8.5
0.0, None, -9.2, None, 2012-12-06 00:00:00, None, -5.8
27.5, None, None, None, 2012-12-07 00:00:00, None, None
0.0, None, -18.1, None, 2012-12-08 00:00:00, None, -12.6
5.0, None, -12.6, None, 2012-12-09 00:00:00, None, -3.2
1.5, None, -8.5, None, 2012-12-10 00:00:00, None, 1.4
3.0, None, -5.0, None, 2012-12-11 00:00:00, None, 2.1
0.0, None, -16.5, None, 2012-12-12 00:00:00, None, -4.7
4.5, None, -5.0, None, 2012-12-13 00:00:00, None, -0.3
0.0, None, -11.6, None, 2012-12-14 00:00:00, None, -1.0
4.0, None, -9.0, None, 2012-12-15 00:00:00, None, -2.5
0.5, None, -9.4, None, 2012-12-16 00:00:00, None, -2.5
0.0, None, -14.2, None, 2012-12-17 00:00:00, None, -6.2
0.0, None, -12.2, None, 2012-12-18 00:00:00, None, -7.3
2.0, None, -16.1, None, 2012-12-19 00:00:00, None, -5.8
2.5, None, -16.8, None, 2012-12-20 00:00:00, None, -6.1
0.0, None, -19.8, None, 2012-12-21 00:00:00, None, -16.7
0.0, None, -20.6, None, 2012-12-22 00:00:00, None, -18.3
0.0, None, -19.9, None, 2012-12-23 00:00:00, None, -17.4
0.0, None, -19.4, None, 2012-12-24 00:00:00, None, -13.7
0.0, None, -24.1, None, 2012-12-25 00:00:00, None, -16.2
0.0, None, -28.8, None, 2012-12-26 00:00:00, None, -19.5
1.0, None, None, None, 2012-12-27 00:00:00, None, None
9.5, None, -17.8, None, 2012-12-28 00:00:00, None, -14.5
0.0, None, -17.7, None, 2012-12-29 00:00:00, None, -13.6
0.5, None, -14.1, None, 2012-12-30 00:00:00, None, -11.3
0.5, None, -11.6, None, 2012-12-31 00:00:00, None, -3.6
0.0, None, -16.5, None, 2013-01-01 00:00:00, None, -6.1
